t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.1059,-0.1086,2.7,0,-539.3,-36.2,0.1448,-539.4,-36.1,0.1446,0.0,0.0,0.0000,-0.2,0.2,-0.0009,-0.1,0.2,0,0.0,0.0,0.0000,0.17,-0.12,0.06,0.02,1,-0.0133,-0.137,0.137,25.00,1,-539.3,-36.2,0.14421,23.9,-32.1,0.0086,-0.00619,OK
-0.0981,-0.0998,1.7,0,-539.4,-36.0,0.1447,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.1,-0.2,-0.0005,0.1,-0.2,0,0.0,0.0,0.0000,0.13,-0.30,-0.40,0.05,1,-0.0189,-0.078,0.147,25.00,1,-539.4,-36.1,0.14431,-12.6,23.0,0.0057,-0.00670,OK
-0.0896,-0.0918,2.2,0,-539.6,-35.9,0.1454,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.6,-0.5,-0.0032,0.5,-0.6,0,0.0,0.0,0.0000,-0.58,-0.36,0.20,0.30,1,-0.0178,-0.206,0.226,25.00,1,-539.6,-35.9,0.14453,-27.5,28.7,0.0122,-0.00710,OK
-0.0823,-0.0844,2.1,0,-539.5,-36.0,0.1432,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.3,-0.2,0.0056,0.3,-0.2,0,0.0,0.0,0.0000,0.00,0.08,0.11,0.08,1,-0.0133,-0.059,0.127,25.00,1,-539.5,-36.0,0.14422,8.9,-21.3,-0.0181,-0.00740,OK
-0.0735,-0.0748,1.4,0,-539.4,-36.1,0.1421,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.0,0.1,0.0099,0.1,0.1,0,0.0,0.0,0.0000,-0.08,0.10,-0.12,-0.25,1,-0.0133,-0.059,0.127,24.00,1,-539.4,-36.1,0.14370,15.0,-17.2,-0.0390,-0.00755,OK
-0.0654,-0.0676,2.2,0,-539.5,-36.0,0.1445,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.3,-0.3,0.0002,0.2,-0.3,0,0.0,0.0,0.0000,0.14,-0.39,-0.12,-0.08,1,-0.0089,-0.196,0.127,25.00,1,-539.5,-36.0,0.14394,-9.6,22.7,0.0090,-0.00755,OK
-0.0581,-0.0581,0.0,0,-539.4,-36.1,0.1426,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.1,-0.0,0.0080,0.1,-0.0,0,0.0,0.0,0.0000,-0.09,0.44,0.28,-0.14,1,-0.0022,-0.157,0.196,25.00,1,-539.4,-36.1,0.14356,7.8,-12.3,-0.0319,-0.00740,OK
-0.0497,-0.0581,8.4,0,-539.4,-36.1,0.1426,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.1,-0.0,0.0080,0.1,-0.0,0,0.0,0.0,0.0000,0.22,0.19,0.14,-0.28,1,-0.0011,-0.127,0.098,25.00,1,-539.4,-36.1,0.14366,-0.0,0.0,0.0013,-0.00721,OK
-0.0415,-0.0494,7.9,0,-540.2,-35.3,0.1416,-539.4,-36.1,0.1446,0.0,0.0,0.0000,2.5,-2.6,0.0119,2.1,-2.9,0,0.0,0.0,0.0000,0.10,-0.16,0.06,0.04,1,-0.0011,-0.127,0.098,24.00,1,-540.1,-35.4,0.14324,-0.1,0.1,0.0006,-0.00700,OK
-0.0341,-0.0494,15.3,0,-540.2,-35.3,0.1416,-539.4,-36.1,0.1446,0.0,0.0,0.0000,2.5,-2.6,0.0119,2.1,-2.9,0,0.0,0.0,0.0000,-0.36,0.07,0.20,0.18,1,-0.0022,-0.157,0.226,24.00,1,-540.1,-35.4,0.14324,0.0,-0.0,0.0004,-0.00684,OK
-0.0251,-0.0494,24.3,0,-540.2,-35.3,0.1416,-539.4,-36.1,0.1446,0.0,0.0,0.0000,2.5,-2.6,0.0119,2.1,-2.9,0,0.0,0.0,0.0000,0.07,0.28,-0.30,0.02,1,-0.0022,-0.049,0.147,24.00,1,-540.1,-35.4,0.14325,-0.0,0.0,0.0007,-0.00670,OK
-0.0179,-0.0204,2.6,0,-539.4,-36.0,0.1435,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.2,-0.2,0.0042,0.2,-0.2,0,0.0,0.0,0.0000,0.35,-0.13,0.12,0.35,1,-0.0056,-0.157,0.177,25.00,1,-539.5,-36.0,0.14335,40.6,-55.8,0.0063,-0.00678,OK
-0.0101,-0.0133,3.2,0,-539.5,-36.3,0.1431,-539.4,-36.1,0.1446,0.0,0.0,0.0000,0.4,0.7,0.0059,0.5,0.6,0,0.0,0.0,0.0000,-0.47,-0.11,-0.04,-0.17,1,-0.0100,-0.069,0.157,25.00,1,-539.5,-36.3,0.14327,-14.9,-55.0,-0.0058,-0.00676,OK
-0.0020,-0.0052,3.2,0,-539.4,-36.1,0.1472,-539.4,-36.1,0.1446,0.0,0.0,0.0000,-0.0,-0.1,-0.0105,-0.0,-0.1,0,0.0,0.0,0.0000,0.00,-0.01,-0.02,0.16,1,-0.0100,-0.069,0.157,25.00,1,-539.4,-36.1,0.14420,25.9,36.0,0.0403,-0.00689,OK
0.0066,0.0020,4.6,0,-539.3,-36.2,0.1435,-539.4,-36.1,0.1446,9.0,1.3,0.0000,16.9,2.4,0.0022,17.1,-0.1,0,0.0,0.0,0.0000,0.09,-0.27,0.00,-0.30,1,-0.0089,-0.167,0.167,25.00,1,-539.4,-36.2,0.14404,2.9,-12.5,-0.0055,-0.00689,OK
0.0149,0.0101,4.8,0,-539.4,-36.2,0.1430,-539.3,-36.1,0.1446,12.9,1.9,0.0000,33.4,4.9,0.0030,33.8,0.0,0,0.0,0.0,0.0000,0.18,0.34,-0.10,-0.11,1,-0.0067,-0.147,0.137,25.00,1,-539.4,-36.2,0.14383,-7.7,-3.4,-0.0038,-0.00691,OK
0.0222,0.0180,4.2,0,-539.3,-36.2,0.1454,-539.2,-36.1,0.1446,17.7,2.6,0.0000,47.9,7.1,0.0017,48.4,0.1,0,0.0,0.0,0.0000,-0.23,0.04,-0.07,0.19,1,-0.0056,-0.177,0.196,25.00,1,-539.3,-36.2,0.14416,10.8,-3.7,0.0108,-0.00687,OK
0.0299,0.0267,3.2,0,-539.4,-36.2,0.1421,-539.0,-36.0,0.1446,26.3,3.8,0.0000,63.1,9.3,0.0035,63.8,0.1,0,0.0,0.0,0.0000,-0.18,-0.02,-0.52,0.14,1,-0.0056,-0.078,0.137,25.00,1,-539.4,-36.2,0.14370,-7.7,7.3,-0.0244,-0.00677,OK
0.0388,0.0352,3.6,0,-539.5,-36.0,0.1429,-538.7,-36.0,0.1446,34.8,5.1,0.0000,80.7,11.7,0.0032,81.5,0.0,0,0.0,0.0,0.0000,0.78,-0.04,0.03,0.18,1,-0.0056,-0.078,0.137,24.00,1,-539.5,-36.0,0.14379,-5.9,24.9,0.0300,-0.00787,OK
0.0467,0.0441,2.5,0,-539.3,-36.2,0.1426,-538.4,-36.0,0.1446,43.7,6.4,0.0000,96.3,14.0,0.0045,97.3,0.1,0,0.0,0.0,0.0000,-0.46,0.07,0.11,0.11,1,-0.0044,-0.186,0.226,24.00,1,-539.3,-36.2,0.14345,22.9,-24.5,-0.0237,-0.00755,OK
0.0537,0.0526,1.1,0,-539.4,-36.0,0.1462,-538.0,-35.9,0.1446,52.2,7.6,0.0000,110.3,16.1,0.0016,111.4,0.1,0,0.0,0.0,0.0000,-0.30,-0.16,0.11,0.25,1,-0.0089,-0.363,0.118,24.00,1,-539.4,-36.0,0.14418,-16.5,24.4,0.0569,-0.00750,OK
0.0626,0.0604,2.2,0,-539.4,-36.1,0.1441,-537.5,-35.8,0.1446,59.9,8.7,0.0000,127.9,18.6,0.0028,129.2,0.1,0,0.0,0.0,0.0000,-0.35,-0.67,0.13,0.05,1,0.0000,-0.941,0.196,25.00,1,-539.4,-36.1,0.14388,1.2,-8.7,-0.0221,-0.00656,OK
0.0703,0.0690,1.4,0,-539.6,-36.0,0.1478,-537.0,-35.8,0.1446,68.3,9.9,0.0000,143.1,20.9,-0.0014,144.7,0.0,0,0.0,0.0,0.0000,-0.68,-0.05,0.11,0.52,1,0.0000,-0.941,0.196,25.00,1,-539.5,-36.0,0.14493,-33.1,12.4,0.0819,-0.00644,OK
0.0789,0.0775,1.4,0,-539.4,-36.2,0.1418,-536.4,-35.7,0.1446,76.7,11.2,0.0000,160.0,23.2,0.0023,161.7,-0.0,0,0.0,0.0,0.0000,-0.28,-0.12,0.02,0.34,1,0.0144,-0.431,0.108,24.00,1,-539.4,-36.2,0.14401,17.8,-27.4,-0.0604,-0.00587,OK
0.0867,0.0856,1.1,0,-539.4,-36.1,0.1434,-535.7,-35.6,0.1446,84.7,12.3,0.0000,175.6,25.4,0.0025,177.4,-0.0,0,0.0,0.0,0.0000,-0.09,-0.52,0.58,0.31,1,0.0333,-0.628,0.088,24.00,1,-539.4,-36.1,0.14397,3.0,8.4,-0.0131,-0.00495,OK
0.0940,0.0939,0.1,0,-539.5,-36.3,0.1431,-535.0,-35.5,0.1446,92.9,13.5,0.0000,189.9,27.9,0.0019,192.0,0.4,0,0.0,0.0,0.0000,-0.51,-0.52,0.85,0.71,1,0.0511,-0.735,-0.000,25.00,1,-539.5,-36.3,0.14410,-23.0,-35.3,0.0070,-0.00481,OK
0.1018,0.0939,7.8,0,-539.5,-36.3,0.1431,-535.0,-35.5,0.1446,92.9,13.5,0.0000,204.6,30.1,0.0018,206.8,0.4,0,0.0,0.0,0.0000,-0.25,-0.76,0.60,0.60,1,0.0511,-0.735,-0.000,25.00,1,-539.5,-36.3,0.14414,-2.6,-7.2,0.0213,-0.00481,OK
0.1104,0.1049,5.5,0,-539.4,-36.3,0.1401,-533.9,-35.3,0.1446,103.7,15.1,0.0000,211.6,30.6,0.0035,213.8,-0.1,0,0.0,0.0,0.0000,-0.52,-0.34,0.76,1.01,1,0.0767,-0.598,0.137,25.00,1,-539.4,-36.3,0.14370,7.2,-1.7,0.0664,-0.00473,OK
0.1178,0.1113,6.5,0,-539.4,-35.9,0.1473,-533.2,-35.2,0.1446,110.0,16.0,0.0000,217.5,31.9,-0.0015,219.8,0.1,0,0.0,0.0,0.0000,-0.47,-0.57,0.74,1.33,1,0.1000,-0.559,0.137,24.00,1,-539.4,-36.0,0.14495,14.1,28.5,0.1083,-0.00479,OK
0.1257,0.1196,6.2,0,-539.4,-36.2,0.1433,-532.3,-35.1,0.1446,118.3,17.2,0.0000,221.0,31.9,-0.0030,223.3,-0.4,0,0.0,0.0,0.0000,-0.77,-0.81,1.16,1.70,1,0.1111,-0.775,0.098,24.00,1,-539.4,-36.2,0.14534,8.8,-8.7,0.1132,-0.00479,OK
0.1347,0.1281,6.7,0,-539.3,-36.2,0.1419,-531.3,-34.9,0.1446,126.9,18.5,0.0000,224.8,32.3,-0.0028,227.1,-0.6,0,0.0,0.0,0.0000,-0.81,-0.60,0.90,1.62,1,0.1111,-0.775,0.098,25.00,1,-539.3,-36.2,0.14529,9.4,-3.5,0.1076,-0.00459,OK
0.1427,0.1384,4.2,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,228.3,33.2,-0.0063,230.7,-0.4,0,0.0,0.0,0.0000,-1.15,-1.11,1.37,1.76,1,0.1033,-0.853,0.127,25.00,1,-539.4,-36.1,0.14617,-8.0,9.8,0.0938,-0.00438,OK
0.1503,0.1384,11.8,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,231.5,33.5,-0.0071,233.9,-0.6,0,0.0,0.0,0.0000,-2.03,-1.41,1.42,2.13,1,0.0622,-1.069,0.206,25.00,1,-539.4,-36.1,0.14637,21.2,1.9,0.0499,-0.00400,OK
0.1588,0.1384,20.3,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,234.8,34.0,-0.0077,237.2,-0.6,0,0.0,0.0,0.0000,-2.15,-1.45,1.38,1.76,1,-0.0056,-1.275,0.314,25.00,1,-539.2,-36.1,0.14650,22.4,-2.6,-0.0163,-0.00366,OK
0.1667,0.1384,28.3,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,238.0,34.6,-0.0070,240.5,-0.5,0,0.0,0.0,0.0000,-2.00,-1.55,1.98,2.29,1,-0.0633,-1.667,0.147,25.00,1,-538.9,-36.1,0.14634,34.9,-3.9,-0.0312,-0.00433,OK
0.1743,0.1384,35.9,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,240.8,35.2,-0.0059,243.4,-0.3,0,0.0,0.0,0.0000,-2.56,-1.89,2.06,2.45,1,-0.0633,-1.667,0.147,25.00,1,-538.6,-36.1,0.14605,47.9,-4.8,-0.0483,-0.00459,OK
0.1828,0.1384,44.3,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,243.9,35.7,-0.0040,246.5,-0.1,0,0.0,0.0,0.0000,-2.82,-2.70,2.09,3.06,1,-0.0689,-1.795,0.127,24.00,1,-538.1,-36.0,0.14559,66.0,7.3,-0.0603,-0.00468,OK
0.1905,0.1384,52.0,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,246.4,36.0,-0.0026,249.0,-0.1,0,0.0,0.0,0.0000,-3.13,-3.07,2.43,3.24,1,-0.0244,-1.638,0.471,25.00,1,-537.6,-35.8,0.14523,78.9,6.9,-0.0291,-0.00446,OK
0.1984,0.1384,59.9,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,248.8,36.3,-0.0012,251.5,0.0,0,0.0,0.0,0.0000,-4.52,-3.76,2.84,3.53,1,-0.0144,-1.795,0.402,25.00,1,-536.9,-35.7,0.14488,103.9,1.5,-0.0493,-0.00364,OK
0.2064,0.1384,67.9,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,250.8,36.8,0.0008,253.5,0.3,0,0.0,0.0,0.0000,-5.22,-3.58,3.11,4.09,1,-0.0422,-2.285,-0.324,24.00,1,-536.0,-35.6,0.14439,117.8,-4.0,-0.0618,-0.00309,OK
0.2143,0.1384,75.9,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,252.5,37.2,0.0024,255.2,0.5,0,0.0,0.0,0.0000,-5.00,-3.94,3.69,5.03,1,-0.0422,-2.285,-0.324,24.00,1,-535.0,-35.5,0.14398,136.8,0.3,-0.0410,-0.00305,OK
0.2219,0.1384,83.5,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,253.6,37.5,0.0035,256.3,0.8,0,0.0,0.0,0.0000,-6.46,-4.41,4.16,4.98,1,0.0122,-2.589,0.098,25.00,1,-533.8,-35.3,0.14372,156.8,-8.6,-0.0151,-0.00239,OK
0.2308,0.1384,92.4,0,-539.4,-36.1,0.1456,-529.9,-34.7,0.1446,137.1,20.0,0.0000,254.4,37.9,0.0038,257.2,1.1,0,0.0,0.0,0.0000,-7.22,-4.57,4.50,5.48,1,0.0411,-1.844,0.118,25.00,1,-532.3,-35.2,0.14364,173.0,-10.9,0.0096,-0.00171,OK
0.2383,0.2338,4.5,0,-539.5,-36.2,0.1459,-512.9,-32.3,0.1446,197.9,28.8,0.0000,269.3,39.9,-0.0016,272.3,0.6,0,0.0,0.0,0.0000,-6.67,-2.62,4.66,6.05,1,0.0433,-1.069,-0.245,25.00,1,-539.5,-36.2,0.14498,47.3,-33.7,0.0585,-0.00199,OK
0.2461,0.2419,4.2,0,-537.8,-35.9,0.1422,-511.3,-32.0,0.1446,197.9,28.8,0.0000,281.3,40.3,0.0015,284.1,-0.5,0,0.0,0.0,0.0000,-6.23,-5.32,5.82,6.57,1,0.0433,-1.069,-0.245,25.00,1,-538.2,-35.9,0.14422,179.4,21.2,0.0234,-0.00179,OK
0.2541,0.2541,0.0,0,-536.7,-35.7,0.1406,-508.9,-31.7,0.1446,197.9,28.8,0.0000,281.0,40.3,0.0057,283.9,-0.2,0,0.0,0.0,0.0000,-7.13,-5.80,6.18,7.50,1,0.0489,-1.167,-0.196,25.00,1,-536.6,-35.7,0.14317,130.2,-17.7,-0.0666,-0.00154,OK
0.2626,0.2541,8.6,0,-536.7,-35.7,0.1406,-508.9,-31.7,0.1446,197.9,28.8,0.0000,285.7,40.9,0.0044,288.6,-0.4,0,0.0,0.0,0.0000,-7.86,-6.08,6.21,8.03,1,0.0500,-2.265,0.373,25.00,1,-536.4,-35.7,0.14348,172.7,0.9,0.0471,-0.00144,OK
0.2705,0.2632,7.3,0,-536.5,-35.3,0.1452,-507.1,-31.4,0.1446,197.9,28.8,0.0000,289.1,41.5,0.0014,292.1,-0.5,0,0.0,0.0,0.0000,-7.54,-6.53,6.95,8.85,1,0.0344,-2.128,-0.078,25.00,1,-536.0,-35.3,0.14422,140.9,21.2,0.0405,-0.00159,OK
0.2786,0.2720,6.5,0,-536.1,-35.9,0.1446,-505.3,-31.1,0.1446,197.9,28.8,0.0000,292.8,43.2,0.0000,296.0,0.6,0,0.0,0.0,0.0000,-8.51,-6.94,6.35,8.63,1,0.0389,-1.863,0.108,25.00,1,-535.7,-35.8,0.14457,101.5,-28.4,0.0367,-0.00151,OK
0.2863,0.2800,6.2,0,-535.5,-35.5,0.1474,-503.7,-30.9,0.1446,197.9,28.8,0.0000,296.0,43.8,-0.0037,299.2,0.4,0,0.0,0.0,0.0000,-8.35,-7.64,6.92,9.43,1,0.0389,-1.863,0.108,25.00,1,-535.2,-35.5,0.14551,107.1,10.6,0.0450,-0.00161,OK
0.2937,0.2885,5.2,0,-534.5,-35.3,0.1458,-502.1,-30.7,0.1446,197.9,28.8,0.0000,297.9,43.2,-0.0047,301.0,-0.6,0,0.0,0.0,0.0000,-8.70,-7.57,7.81,9.34,1,0.0222,-1.334,0.530,24.00,1,-534.4,-35.3,0.14577,122.2,5.1,0.0245,-0.00162,OK
