t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2942,-0.2995,5.2,0,-387.1,-832.3,1.3444,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.1,-1.4,0.0000,-1.3,-0.3
-0.2864,-0.2917,5.2,0,-387.1,-832.3,1.3368,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.0,-1.3,0.0000,-1.3,-0.3
-0.2791,-0.2917,12.5,0,-387.1,-832.3,1.3368,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.0,-1.3,0.0000,-1.3,-0.3
-0.2711,-0.2733,2.2,0,-386.9,-832.3,1.3405,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.8,-1.4,0.0000,-1.5,0.5
-0.2625,-0.2733,10.8,0,-386.9,-832.3,1.3405,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.8,-1.4,0.0000,-1.5,0.5
-0.2551,-0.2562,1.1,0,-387.0,-832.4,1.3397,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.5,-1.1,0.0000,-1.2,0.3
-0.2467,-0.2562,9.5,0,-387.0,-832.4,1.3397,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.5,-1.1,0.0000,-1.2,0.3
-0.2387,-0.2388,0.2,0,-387.0,-831.9,1.3495,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.6,-2.4,0.0000,-2.5,0.0
-0.2307,-0.2388,8.2,0,-387.0,-831.9,1.3495,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-0.6,-2.4,0.0000,-2.5,0.0
-0.2223,-0.2224,0.1,0,-386.8,-831.0,1.3436,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-1.1,-5.1,0.0000,-5.2,-0.0
-0.2152,-0.2224,7.2,0,-386.8,-831.0,1.3436,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-1.1,-5.1,0.0000,-5.2,-0.0
-0.2062,-0.2224,16.2,0,-386.8,-831.0,1.3436,-387.1,-832.7,1.3398,0.0,0.0,0.0000,-1.1,-5.1,0.0000,-5.2,-0.0
