t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2931,-0.2943,1.1,0,-387.7,-829.0,1.3495,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.1,1.1,0.0274,0.9,1.3
-0.2851,-0.2862,1.1,0,-387.6,-828.9,1.3533,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.4,0.8,0.0120,0.5,1.5
-0.2776,-0.2862,8.6,0,-387.6,-828.9,1.3533,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.4,0.8,0.0120,0.5,1.5
-0.2698,-0.2769,7.2,0,-387.3,-828.9,1.3515,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.2,0.9,0.0192,0.4,2.3
-0.2617,-0.2693,7.6,0,-387.5,-828.9,1.3531,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.7,0.8,0.0128,0.4,1.9
-0.2534,-0.2608,7.4,0,-387.2,-829.0,1.3518,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.5,1.1,0.0180,0.6,2.7
-0.2457,-0.2522,6.6,0,-387.2,-829.1,1.3500,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.5,1.3,0.0254,0.8,2.7
-0.2374,-0.2418,4.4,0,-387.2,-828.9,1.3499,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.6,0.7,0.0255,0.1,2.7
-0.2292,-0.2351,5.8,0,-387.5,-828.8,1.3500,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.8,0.5,0.0251,0.1,1.8
-0.2210,-0.2266,5.6,0,-387.4,-828.9,1.3516,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.0,0.8,0.0188,0.4,2.1
-0.2128,-0.2183,5.4,0,-387.5,-829.0,1.3531,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.7,1.1,0.0128,0.7,1.9
-0.2055,-0.2071,1.5,0,-387.1,-828.7,1.3477,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.9,0.3,0.0343,-0.4,2.9
-0.1968,-0.2022,5.4,0,-387.6,-829.1,1.3508,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.3,1.3,0.0221,1.0,1.5
-0.1893,-0.1927,3.4,0,-387.2,-829.1,1.3484,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.7,1.5,0.0315,0.8,3.0
-0.1807,-0.1844,3.7,0,-387.5,-828.9,1.3519,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.8,0.8,0.0178,0.4,1.9
-0.1737,-0.1739,0.1,0,-387.3,-828.8,1.3480,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.3,0.4,0.0334,-0.1,2.4
-0.1651,-0.1674,2.4,0,-387.5,-829.0,1.3462,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.7,1.1,0.0405,0.7,1.9
-0.1570,-0.1592,2.3,0,-388.1,-828.7,1.3559,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-0.0,0.3,0.0018,0.3,0.1
-0.1496,-0.1509,1.3,0,-387.2,-828.7,1.3507,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.6,0.1,0.0225,-0.5,2.6
-0.1413,-0.1509,9.6,0,-387.2,-828.7,1.3507,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.6,0.1,0.0225,-0.5,2.6
-0.1335,-0.1338,0.2,0,-387.3,-828.9,1.3541,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.3,0.8,0.0090,0.3,2.4
-0.1252,-0.1253,0.1,0,-387.4,-828.8,1.3517,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.9,0.5,0.0183,0.0,2.0
-0.1175,-0.1253,7.8,0,-387.4,-828.8,1.3517,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-1.9,0.5,0.0183,0.0,2.0
-0.1096,-0.1163,6.7,0,-387.2,-829.0,1.3519,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.6,1.2,0.0177,0.6,2.8
-0.1009,-0.1069,6.0,0,-388.0,-828.7,1.3566,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-0.3,0.2,-0.0010,0.1,0.4
-0.0930,-0.0998,6.7,0,-387.3,-828.7,1.3518,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-2.4,0.2,0.0179,-0.3,2.4
-0.0847,-0.0915,6.8,0,-387.6,-828.7,1.3522,-388.1,-828.6,1.3563,0.0,0.0,0.0000,0.1,7.9,0.0165,7.8,1.6
-0.0763,-0.0827,6.4,0,-387.6,-829.0,1.3479,-388.1,-828.6,1.3563,0.0,0.0,0.0000,-0.0,7.4,0.0338,7.2,1.7
-0.0688,-0.0753,6.5,0,-387.6,-828.9,1.3491,-388.1,-828.6,1.3563,0.0,0.0,0.0000,1.9,16.7,0.0287,16.7,1.8
-0.0617,-0.0661,4.4,0,-387.8,-828.8,1.3520,-388.1,-828.6,1.3563,0.0,0.0,0.0000,4.1,22.8,0.0174,23.2,0.9
-0.0533,-0.0578,4.5,0,-387.6,-828.8,1.3475,-388.1,-828.6,1.3563,0.0,0.0,0.0000,5.3,31.5,0.0354,31.9,1.8
-0.0457,-0.0493,3.6,0,-387.8,-828.9,1.3474,-388.1,-828.6,1.3563,0.0,0.0,0.0000,7.5,39.3,0.0358,40.0,1.4
-0.0374,-0.0399,2.6,0,-387.6,-829.0,1.3516,-388.1,-828.6,1.3563,0.0,0.0,0.0000,8.8,47.8,0.0187,48.6,1.8
-0.0290,-0.0326,3.5,0,-387.4,-828.7,1.3557,-388.1,-828.6,1.3563,0.0,0.0,0.0000,10.1,55.3,0.0023,56.2,2.0
-0.0207,-0.0223,1.6,0,-387.8,-828.7,1.3542,-388.1,-828.6,1.3563,0.0,0.0,0.0000,13.0,63.1,0.0084,64.4,0.9
-0.0130,-0.0154,2.3,0,-387.1,-829.0,1.3518,-388.1,-828.6,1.3563,0.0,0.0,0.0000,12.4,71.1,0.0179,72.1,3.3
-0.0047,-0.0072,2.5,0,-387.6,-828.7,1.3544,-388.1,-828.6,1.3563,0.0,0.0,0.0000,15.7,78.5,0.0077,80.0,1.5
0.0028,0.0026,0.2,0,-387.4,-828.5,1.3508,-388.1,-828.6,1.3563,1.3,6.1,0.0000,16.7,85.7,0.0220,87.3,2.4
0.0111,0.0098,1.3,0,-387.8,-828.3,1.3566,-388.1,-828.6,1.3563,1.6,7.2,0.0000,19.6,93.2,-0.0010,95.2,0.7
0.0184,0.0183,0.1,0,-387.2,-828.6,1.3552,-388.0,-828.5,1.3563,3.9,17.7,-0.0000,19.5,101.2,0.0046,103.0,2.6
0.0271,0.0270,0.1,0,-387.3,-828.3,1.3553,-388.0,-828.3,1.3563,5.7,26.1,-0.0000,21.6,109.5,0.0039,111.6,2.3
0.0343,0.0270,7.4,0,-387.3,-828.3,1.3553,-388.0,-828.3,1.3563,5.7,26.1,-0.0000,23.3,117.3,0.0039,119.6,2.3
0.0430,0.0353,7.7,0,-387.1,-828.5,1.3564,-387.9,-828.0,1.3563,7.5,34.4,-0.0000,24.8,127.4,-0.0005,129.7,2.8
0.0503,0.0439,6.4,0,-386.8,-828.2,1.3542,-387.9,-827.7,1.3563,9.4,43.0,0.0000,25.9,135.0,0.0085,137.4,3.7
0.0583,0.0524,5.9,0,-386.7,-828.1,1.3553,-387.8,-827.3,1.3563,11.2,51.5,-0.0000,27.5,143.6,0.0039,146.2,3.9
0.0662,0.0606,5.6,0,-386.5,-828.2,1.3568,-387.7,-826.8,1.3563,13.0,59.5,0.0000,28.8,152.8,-0.0020,155.5,4.3
0.0747,0.0691,5.6,0,-386.3,-828.0,1.3655,-387.6,-826.3,1.3563,14.7,67.4,-0.0000,30.3,162.4,-0.0368,165.1,3.4
0.0833,0.0775,5.8,0,-386.3,-827.9,1.3725,-387.4,-825.7,1.3563,16.5,75.6,0.0000,32.7,172.5,-0.0647,175.6,1.9
0.0910,0.0859,5.1,0,-386.6,-827.7,1.3716,-387.3,-825.0,1.3563,18.3,84.1,-0.0000,35.6,181.2,-0.0612,184.6,1.0
0.0984,0.0951,3.3,0,-386.5,-827.5,1.3694,-387.1,-824.2,1.3563,20.2,92.9,0.0000,37.4,190.0,-0.0525,193.7,1.4
0.1070,0.1034,3.6,0,-386.5,-827.6,1.3739,-386.9,-823.4,1.3563,21.9,100.7,-0.0000,39.6,200.3,-0.0702,204.2,0.3
0.1151,0.1125,2.6,0,-386.1,-826.8,1.3777,-386.7,-822.5,1.3563,23.9,109.8,0.0000,40.9,209.0,-0.0857,213.0,0.0
0.1223,0.1199,2.4,0,-385.5,-826.2,1.3948,-386.5,-821.6,1.3563,25.5,117.1,0.0000,39.5,209.5,-0.1541,213.2,-2.2
0.1307,0.1282,2.5,0,-384.7,-825.6,1.4044,-386.3,-820.6,1.3563,27.3,125.4,-0.0000,38.0,211.4,-0.1925,214.8,-2.5
0.1393,0.1367,2.6,0,-384.8,-825.0,1.4063,-386.1,-819.5,1.3563,29.2,133.9,0.0000,39.0,212.9,-0.1998,216.5,-3.6
0.1466,0.1452,1.4,0,-384.8,-824.4,1.4144,-385.8,-818.3,1.3563,30.9,141.9,-0.0000,39.7,214.3,-0.2323,217.9,-5.8
0.1547,0.1534,1.2,0,-384.6,-823.3,1.4135,-385.6,-817.1,1.3563,32.6,149.7,0.0000,39.7,214.5,-0.2289,218.1,-5.6
0.1633,0.1619,1.5,0,-384.4,-823.1,1.4179,-385.3,-815.8,1.3563,34.5,158.2,-0.0000,39.9,218.0,-0.2464,221.5,-6.3
0.1703,0.1619,8.4,0,-384.4,-823.1,1.4179,-385.3,-815.8,1.3563,34.5,158.2,-0.0000,40.7,221.4,-0.2464,225.0,-6.5
0.1785,0.1705,8.0,0,-383.7,-822.5,1.4113,-385.0,-814.4,1.3563,36.3,166.8,0.0000,39.5,223.7,-0.2198,227.2,-3.5
0.1865,0.1788,7.6,0,-383.3,-821.6,1.4051,-384.7,-813.0,1.3563,38.1,174.8,-0.0000,39.3,225.2,-0.1953,228.6,-1.6
0.1949,0.1873,7.6,0,-382.4,-821.1,1.4064,-384.3,-811.5,1.3563,39.8,182.6,0.0000,37.7,228.5,-0.2005,231.6,0.2
0.2025,0.1959,6.6,0,-381.2,-819.9,1.4176,-384.0,-809.9,1.3563,41.8,191.8,-0.0000,34.9,229.2,-0.2453,231.8,0.5
0.2103,0.2060,4.3,0,-380.5,-818.5,1.4246,-383.6,-807.9,1.3563,42.6,195.5,0.0000,34.1,229.8,-0.2733,232.3,-0.2
0.2193,0.2125,6.9,0,-380.2,-817.7,1.4245,-383.3,-806.7,1.3563,42.5,195.3,0.0000,34.3,232.5,-0.2727,235.0,-0.0
0.2265,0.2211,5.5,0,-380.5,-816.1,1.4241,-382.9,-805.0,1.3563,42.6,195.7,0.0000,35.9,232.0,-0.2713,234.7,-1.7
