t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad
-0.0996,-0.1080,8.4,0,-391.8,-833.2,1.3523,-391.9,-832.9,1.3419,0.0,0.0,0.0000,-0.5,1.0,-0.0417,0.9,0.7,0,0.0,0.0,0.0000
-0.0914,-0.0915,0.1,0,-392.2,-833.3,1.3518,-391.9,-832.9,1.3419,0.0,0.0,0.0000,0.7,1.2,-0.0397,1.3,-0.4,0,0.0,0.0,0.0000
-0.0832,-0.0915,8.3,0,-392.2,-833.3,1.3518,-391.9,-832.9,1.3419,0.0,0.0,0.0000,2.2,7.7,-0.0397,8.0,-0.5,0,0.0,0.0,0.0000
-0.0755,-0.0830,7.5,0,-392.2,-832.9,1.3542,-391.9,-832.9,1.3419,0.0,0.0,0.0000,2.5,6.9,-0.0492,7.3,-1.0,0,0.0,0.0,0.0000
-0.0678,-0.0744,6.6,0,-392.0,-833.0,1.3459,-391.9,-832.9,1.3419,0.0,0.0,0.0000,4.1,17.0,-0.0161,17.5,-0.2,0,0.0,0.0,0.0000
-0.0596,-0.0632,3.6,0,-392.0,-833.1,1.3475,-391.9,-832.9,1.3419,0.0,0.0,0.0000,6.1,25.0,-0.0225,25.7,-0.4,0,0.0,0.0,0.0000
-0.0514,-0.0578,6.4,0,-392.1,-833.1,1.3525,-391.9,-832.9,1.3419,0.0,0.0,0.0000,8.2,33.2,-0.0426,34.2,-0.8,0,0.0,0.0,0.0000
-0.0438,-0.0493,5.5,0,-392.2,-833.0,1.3548,-391.9,-832.9,1.3419,0.0,0.0,0.0000,10.3,40.5,-0.0517,41.8,-1.4,0,0.0,0.0,0.0000
-0.0350,-0.0398,4.8,0,-392.1,-833.4,1.3483,-391.9,-832.9,1.3419,0.0,0.0,0.0000,11.8,50.3,-0.0259,51.7,-0.5,0,0.0,0.0,0.0000
-0.0273,-0.0316,4.3,0,-392.2,-832.9,1.3483,-391.9,-832.9,1.3419,0.0,0.0,0.0000,14.1,56.6,-0.0256,58.3,-1.3,0,0.0,0.0,0.0000
-0.0195,-0.0239,4.5,0,-391.9,-832.5,1.3576,-391.9,-832.9,1.3419,0.0,0.0,0.0000,14.8,62.7,-0.0628,64.4,-1.2,0,0.0,0.0,0.0000
-0.0118,-0.0155,3.7,0,-392.3,-833.0,1.3463,-391.9,-832.9,1.3419,0.0,0.0,0.0000,17.7,71.5,-0.0179,73.6,-1.3,0,0.0,0.0,0.0000
-0.0036,-0.0069,3.3,0,-392.2,-832.8,1.3420,-391.9,-832.9,1.3419,0.0,0.0,0.0000,19.4,79.0,-0.0005,81.4,-1.0,0,0.0,0.0,0.0000
0.0048,0.0014,3.5,0,-391.6,-832.4,1.3594,-391.9,-832.9,1.3419,1.6,6.8,0.0000,19.6,86.1,-0.0699,88.3,-1.1,0,0.0,0.0,0.0000
0.0124,0.0099,2.5,0,-391.9,-832.9,1.3516,-391.9,-832.8,1.3419,1.7,7.2,-0.0000,22.0,94.9,-0.0387,97.4,-0.9,0,0.0,0.0,0.0000
0.0205,0.0182,2.3,0,-392.0,-832.4,1.3464,-391.9,-832.7,1.3419,4.1,17.6,0.0000,24.3,101.4,-0.0182,104.3,-1.1,0,0.0,0.0,0.0000
0.0278,0.0266,1.2,0,-391.9,-832.0,1.3450,-391.8,-832.6,1.3419,6.0,25.6,-0.0000,25.9,108.2,-0.0127,111.2,-1.0,0,0.0,0.0,0.0000
0.0369,0.0354,1.5,0,-391.8,-831.7,1.3579,-391.8,-832.3,1.3419,8.0,34.4,0.0000,27.7,117.0,-0.0641,120.2,-2.4,0,0.0,0.0,0.0000
0.0440,0.0439,0.1,0,-392.1,-832.2,1.3371,-391.7,-832.0,1.3419,10.0,42.8,0.0000,30.4,126.6,0.0192,130.2,-0.3,0,0.0,0.0,0.0000
0.0528,0.0439,8.9,0,-392.1,-832.2,1.3371,-391.7,-832.0,1.3419,10.0,42.8,0.0000,32.7,136.5,0.0192,140.4,-0.2,0,0.0,0.0,0.0000
0.0606,0.0605,0.1,0,-391.4,-831.4,1.3593,-391.5,-831.1,1.3419,13.8,59.2,0.0000,32.9,142.8,-0.0698,146.5,-2.1,0,0.0,0.0,0.0000
0.0682,0.0605,7.6,0,-391.4,-831.4,1.3593,-391.5,-831.1,1.3419,13.8,59.2,0.0000,34.9,151.4,-0.0698,155.3,-2.3,0,0.0,0.0,0.0000
0.0761,0.0695,6.6,0,-391.8,-830.6,1.3481,-391.4,-830.5,1.3419,15.7,67.6,-0.0000,38.1,158.6,-0.0249,163.1,-2.1,0,0.0,0.0,0.0000
0.0840,0.0776,6.4,0,-391.6,-830.8,1.3597,-391.2,-830.0,1.3419,17.6,75.5,-0.0000,39.8,168.7,-0.0714,173.3,-3.6,0,0.0,0.0,0.0000
0.0924,0.0858,6.6,0,-391.5,-829.9,1.3524,-391.1,-829.3,1.3419,19.5,83.7,0.0000,41.8,176.2,-0.0422,181.1,-2.7,0,0.0,0.0,0.0000
0.1002,0.0946,5.7,0,-391.5,-830.0,1.3464,-390.9,-828.5,1.3419,21.5,92.1,0.0000,44.1,186.1,-0.0181,191.2,-1.6,0,0.0,0.0,0.0000
0.1087,0.1032,5.5,0,-391.4,-829.5,1.3504,-390.7,-827.7,1.3419,23.3,100.2,-0.0000,46.4,195.6,-0.0339,201.0,-2.5,0,0.0,0.0,0.0000
0.1165,0.1098,6.7,0,-391.3,-829.3,1.3502,-390.5,-827.0,1.3419,24.9,106.8,-0.0000,48.3,204.1,-0.0332,209.7,-2.4,0,0.0,0.0,0.0000
0.1247,0.1199,4.8,0,-391.2,-828.8,1.3435,-390.3,-825.9,1.3419,27.2,116.7,0.0000,48.3,204.6,-0.0064,210.2,-0.9,0,0.0,0.0,0.0000
0.1328,0.1285,4.3,0,-390.9,-828.0,1.3443,-390.0,-824.9,1.3419,29.2,125.3,0.0000,48.6,206.2,-0.0097,211.9,-1.0,0,0.0,0.0,0.0000
0.1406,0.1370,3.6,0,-390.6,-828.2,1.3463,-389.8,-823.8,1.3419,31.2,133.7,-0.0000,48.1,209.6,-0.0178,215.1,-0.3,0,0.0,0.0,0.0000
0.1483,0.1457,2.6,0,-390.0,-827.8,1.3477,-389.5,-822.6,1.3419,33.1,141.9,0.0000,47.2,211.6,-0.0232,216.8,0.8,0,0.0,0.0,0.0000
0.1558,0.1535,2.2,0,-389.6,-826.6,1.3427,-389.2,-821.4,1.3419,34.8,149.3,-0.0000,46.6,211.5,-0.0032,216.5,2.4,0,0.0,0.0,0.0000
0.1643,0.1620,2.3,0,-388.6,-825.6,1.3568,-388.9,-820.1,1.3419,36.8,157.9,0.0000,44.6,212.2,-0.0599,216.8,1.5,0,0.0,0.0,0.0000
0.1727,0.1704,2.4,0,-388.9,-824.1,1.3557,-388.6,-818.8,1.3419,38.7,166.1,0.0000,46.5,211.9,-0.0552,216.9,-0.2,0,0.0,0.0,0.0000
0.1800,0.1788,1.2,0,-387.6,-824.1,1.3555,-388.3,-817.3,1.3419,40.6,174.2,-0.0000,43.5,215.8,-0.0546,220.1,3.5,0,0.0,0.0,0.0000
0.1883,0.1788,9.5,0,-387.6,-824.1,1.3555,-388.3,-817.3,1.3419,40.6,174.2,-0.0000,44.6,220.2,-0.0546,224.7,3.5,0,0.0,0.0,0.0000
0.1960,0.1959,0.1,0,-386.9,-821.5,1.3585,-387.6,-814.2,1.3419,44.6,191.2,0.0000,43.3,216.7,-0.0666,221.0,3.3,0,0.0,0.0,0.0000
0.2040,0.1959,8.1,0,-386.9,-821.5,1.3585,-387.6,-814.2,1.3419,44.6,191.2,0.0000,44.4,221.4,-0.0666,225.8,3.2,0,0.0,0.0,0.0000
0.2123,0.2122,0.1,0,-384.5,-819.4,1.3841,-386.8,-811.0,1.3419,45.4,194.6,-0.0000,38.3,219.9,-0.1688,223.2,3.2,0,0.0,0.0,0.0000
0.2202,0.2122,8.0,0,-384.5,-819.4,1.3841,-386.8,-811.0,1.3419,45.4,194.6,-0.0000,39.4,224.5,-0.1688,227.9,3.0,0,0.0,0.0,0.0000
0.2290,0.2212,7.8,0,-384.7,-817.6,1.3800,-386.4,-809.3,1.3419,45.4,195.0,0.0000,41.2,224.2,-0.1526,227.9,2.0,0,0.0,0.0,0.0000
0.2363,0.2297,6.6,0,-383.5,-815.7,1.3919,-386.0,-807.6,1.3419,45.4,194.8,0.0000,38.8,222.9,-0.2003,226.2,1.4,0,0.0,0.0,0.0000
0.2448,0.2372,7.6,0,-381.8,-814.6,1.3854,-385.7,-806.2,1.3419,45.4,194.8,0.0000,34.9,224.5,-0.1741,227.1,7.1,0,0.0,0.0,0.0000
0.2519,0.2466,5.3,0,-380.8,-813.1,1.3927,-385.3,-804.3,1.3419,45.4,194.8,0.0000,32.8,224.2,-0.2035,226.5,7.4,0,0.0,0.0,0.0000
0.2605,0.2551,5.4,0,-379.5,-811.3,1.4122,-384.9,-802.7,1.3419,45.4,194.8,-0.0000,30.0,223.7,-0.2815,225.7,5.7,0,0.0,0.0,0.0000
0.2682,0.2637,4.6,0,-378.9,-809.0,1.4117,-384.5,-801.0,1.3419,45.4,194.8,-0.0000,29.2,221.4,-0.2795,223.2,6.2,0,0.0,0.0,0.0000
0.2764,0.2721,4.4,0,-377.8,-808.2,1.4185,-384.1,-799.4,1.3419,45.4,194.8,0.0000,27.0,223.8,-0.3065,225.3,7.3,0,0.0,0.0,0.0000
0.2840,0.2802,3.8,0,-376.0,-805.7,1.4203,-383.7,-797.8,1.3419,45.4,194.8,-0.0000,22.7,220.8,-0.3137,221.7,10.7,0,0.0,0.0,0.0000
0.2918,0.2886,3.2,0,-375.7,-803.6,1.4274,-383.4,-796.2,1.3419,45.4,194.8,0.0000,22.9,219.0,-0.3420,220.1,8.6,0,0.0,0.0,0.0000
0.2998,0.2974,2.4,0,-373.8,-801.8,1.4126,-383.0,-794.4,1.3419,45.4,194.8,0.0000,18.3,218.2,-0.2830,218.4,16.3,0,0.0,0.0,0.0000
0.3085,0.3060,2.5,0,-372.6,-799.6,1.4229,-382.6,-792.8,1.3419,45.4,194.8,-0.0000,15.7,216.7,-0.3243,216.7,16.4,0,0.0,0.0,0.0000
0.3162,0.3137,2.5,0,-371.9,-797.8,1.4260,-382.2,-791.3,1.3419,45.4,194.8,0.0000,14.9,215.7,-0.3365,215.6,16.4,0,0.0,0.0,0.0000
0.3241,0.3229,1.3,0,-371.8,-795.0,1.4194,-381.8,-789.5,1.3419,45.4,194.8,0.0000,15.6,212.1,-0.3102,212.0,16.5,0,0.0,0.0,0.0000
0.3327,0.3313,1.4,0,-370.7,-792.6,1.4136,-381.4,-787.8,1.3419,45.4,194.8,0.0000,13.3,209.8,-0.2870,209.3,19.7,0,0.0,0.0,0.0000
0.3400,0.3399,0.1,0,-368.9,-790.2,1.4095,-381.0,-786.2,1.3419,45.4,194.8,-0.0000,8.9,207.0,-0.2707,205.7,24.4,0,0.0,0.0,0.0000
0.3482,0.3481,0.1,0,-368.7,-787.7,1.3935,-380.7,-784.6,1.3419,45.4,194.8,0.0000,9.6,204.1,-0.2065,202.6,26.6,0,0.0,0.0,0.0000
0.3559,0.3481,7.9,0,-368.7,-787.7,1.3935,-380.7,-784.6,1.3419,45.4,194.8,0.0000,10.6,208.7,-0.2065,207.3,26.3,0,0.0,0.0,0.0000
0.3638,0.3564,7.4,0,-367.2,-785.5,1.3845,-380.3,-782.9,1.3419,45.4,194.8,0.0000,7.3,206.7,-0.1704,204.5,31.1,0,0.0,0.0,0.0000
0.3718,0.3652,6.6,0,-366.9,-781.9,1.3838,-379.9,-781.2,1.3419,45.4,194.8,0.0000,7.3,200.6,-0.1677,198.4,30.1,0,0.0,0.0,0.0000
0.3809,0.3731,7.8,0,-366.8,-780.2,1.3767,-379.5,-779.7,1.3419,45.4,194.8,0.0000,8.1,200.9,-0.1395,198.7,30.8,0,0.0,0.0,0.0000
0.3880,0.3817,6.4,0,-365.9,-776.8,1.3761,-379.1,-778.0,1.3419,45.4,194.8,0.0000,6.5,194.8,-0.1369,192.4,31.3,0,0.0,0.0,0.0000
0.3967,0.3901,6.6,0,-365.3,-774.1,1.3785,-378.7,-776.4,1.3419,45.4,194.8,0.0000,6.1,191.7,-0.1465,189.3,30.7,0,0.0,0.0,0.0000
0.4040,0.3989,5.1,0,-364.8,-772.1,1.3643,-378.4,-774.7,1.3419,45.4,194.8,0.0000,5.5,190.1,-0.0896,187.2,33.6,0,0.0,0.0,0.0000
0.4128,0.4073,5.4,0,-363.6,-768.8,1.3507,-378.0,-773.0,1.3419,45.4,194.8,0.0000,3.1,185.3,-0.0353,181.6,37.4,0,0.0,0.0,0.0000
0.4203,0.4157,4.6,0,-364.1,-766.8,1.3409,-377.6,-771.4,1.3419,45.4,194.8,0.0000,5.4,183.8,0.0037,180.2,36.6,0,0.0,0.0,0.0000
0.4289,0.4242,4.7,0,-364.4,-763.6,1.3552,-377.2,-769.8,1.3419,45.4,194.8,-0.0000,7.6,179.2,-0.0532,176.7,31.0,0,0.0,0.0,0.0000
0.4361,0.4328,3.3,0,-363.4,-761.5,1.3355,-376.8,-768.1,1.3419,45.4,194.8,-0.0000,5.7,177.1,0.0253,173.6,35.7,0,0.0,0.0,0.0000
0.4443,0.4406,3.6,0,-363.8,-759.2,1.3219,-376.5,-766.5,1.3419,45.4,194.8,-0.0000,7.9,174.9,0.0800,171.4,35.5,0,0.0,0.0,0.0000
0.4521,0.4494,2.7,0,-363.7,-756.0,1.3241,-376.1,-764.8,1.3419,45.4,194.8,0.0000,8.7,169.8,0.0711,166.7,33.1,0,0.0,0.0,0.0000
0.4602,0.4579,2.3,0,-363.6,-754.3,1.3087,-375.7,-763.2,1.3419,45.4,194.8,-0.0000,9.4,169.5,0.1329,166.2,34.9,0,0.0,0.0,0.0000
0.4686,0.4661,2.5,0,-363.5,-751.9,1.3043,-375.3,-761.6,1.3419,45.4,194.8,0.0000,10.3,167.1,0.1502,163.9,34.1,0,0.0,0.0,0.0000
0.4762,0.4748,1.4,0,-363.5,-749.0,1.3094,-374.9,-759.9,1.3419,45.4,194.8,-0.0000,11.2,162.9,0.1298,160.3,31.2,0,0.0,0.0,0.0000
0.4840,0.4839,0.1,0,-363.6,-747.2,1.3015,-374.5,-758.1,1.3419,45.4,194.8,0.0000,12.8,162.2,0.1616,159.7,30.8,0,0.0,0.0,0.0000
0.4927,0.4914,1.2,0,-364.0,-744.6,1.2991,-374.2,-756.7,1.3419,45.4,194.8,-0.0000,15.2,159.4,0.1712,157.6,28.1,0,0.0,0.0,0.0000
0.5000,0.4914,8.6,0,-364.0,-744.6,1.2991,-374.2,-756.7,1.3419,45.4,194.8,-0.0000,16.2,163.7,0.1712,162.0,28.3,0,0.0,0.0,0.0000
0.5084,0.5082,0.1,0,-364.1,-740.4,1.2946,-373.4,-753.4,1.3419,45.4,194.8,-0.0000,17.7,155.9,0.1890,154.8,25.5,0,0.0,0.0,0.0000
0.5166,0.5082,8.3,0,-364.1,-740.4,1.2946,-373.4,-753.4,1.3419,45.4,194.8,-0.0000,18.8,160.7,0.1890,159.7,25.7,0,0.0,0.0,0.0000
0.5252,0.5251,0.1,0,-364.9,-737.1,1.2949,-372.6,-750.1,1.3419,45.4,194.8,-0.0000,22.1,155.9,0.1878,156.0,21.2,0,0.0,0.0,0.0000
0.5319,0.5251,6.9,0,-364.9,-737.1,1.2949,-372.6,-750.1,1.3419,45.4,194.8,-0.0000,23.0,159.8,0.1878,160.0,21.4,0,0.0,0.0,0.0000
0.5402,0.5359,4.3,0,-365.6,-734.5,1.3034,-372.1,-748.0,1.3419,45.4,194.8,0.0000,26.2,156.8,0.1537,158.2,16.1,0,0.0,0.0,0.0000
0.5485,0.5419,6.6,0,-366.0,-733.5,1.2932,-371.9,-746.8,1.3419,45.4,194.8,0.0000,28.6,158.6,0.1948,160.4,15.9,0,0.0,0.0,0.0000
0.5569,0.5509,6.0,0,-366.3,-732.0,1.2831,-371.5,-745.1,1.3419,45.4,194.8,-0.0000,30.8,159.1,0.2351,161.3,15.6,0,0.0,0.0,0.0000
0.5647,0.5593,5.4,0,-366.8,-729.6,1.3003,-371.1,-743.4,1.3419,45.4,194.8,-0.0000,33.4,156.5,0.1663,159.8,9.6,0,0.0,0.0,0.0000
0.5723,0.5697,2.6,0,-367.5,-728.1,1.3042,-370.6,-741.4,1.3419,45.4,194.8,-0.0000,36.5,156.4,0.1507,160.5,6.0,0,0.0,0.0,0.0000
0.5799,0.5763,3.6,0,-368.8,-727.1,1.3009,-370.3,-740.1,1.3419,45.4,194.8,0.0000,41.5,157.7,0.1640,163.1,2.0,0,0.0,0.0,0.0000
0.5880,0.5846,3.4,0,-368.8,-725.5,1.3071,-369.9,-738.5,1.3419,45.4,194.8,-0.0000,42.5,157.7,0.1391,163.4,0.0,0,0.0,0.0,0.0000
0.5961,0.5927,3.4,0,-369.4,-723.4,1.3166,-369.6,-736.9,1.3419,45.4,194.8,-0.0000,45.4,156.1,0.1009,162.5,-4.7,0,0.0,0.0,0.0000
0.6038,0.6037,0.2,0,-370.1,-722.1,1.3136,-369.1,-734.8,1.3419,45.4,194.8,0.0000,48.5,156.7,0.1129,163.9,-7.0,0,0.0,0.0,0.0000
0.6122,0.6107,1.5,0,-370.5,-721.3,1.3236,-368.7,-733.4,1.3419,45.4,194.8,0.0000,51.0,159.3,0.0729,166.9,-10.5,0,0.0,0.0,0.0000
0.6208,0.6107,10.1,0,-370.5,-721.3,1.3236,-368.7,-733.4,1.3419,45.4,194.8,0.0000,52.2,164.3,0.0729,172.1,-10.4,0,0.0,0.0,0.0000
0.6281,0.6267,1.4,0,-370.9,-719.0,1.3208,-368.0,-730.3,1.3419,45.4,194.8,0.0000,54.2,161.6,0.0841,170.0,-12.6,0,0.0,0.0,0.0000
0.6359,0.6267,9.2,0,-370.9,-719.0,1.3208,-368.0,-730.3,1.3419,45.4,194.8,0.0000,55.3,166.2,0.0841,174.7,-12.5,0,0.0,0.0,0.0000
0.6448,0.6436,1.2,0,-371.5,-716.5,1.3315,-367.2,-727.0,1.3419,45.4,194.8,-0.0000,58.2,164.0,0.0414,173.2,-17.7,0,0.0,0.0,0.0000
0.6523,0.6521,0.2,0,-371.6,-715.1,1.3358,-366.9,-725.4,1.3419,45.4,194.8,0.0000,59.6,164.2,0.0242,173.6,-19.8,0,0.0,0.0,0.0000
0.6600,0.6521,7.8,0,-371.6,-715.1,1.3358,-366.9,-725.4,1.3419,45.4,194.8,0.0000,60.7,168.7,0.0242,178.2,-19.8,0,0.0,0.0,0.0000
0.6682,0.6607,7.5,0,-371.9,-714.4,1.3477,-366.5,-723.7,1.3419,45.4,194.8,-0.0000,62.8,171.4,-0.0233,181.1,-23.3,0,0.0,0.0,0.0000
0.6766,0.6701,6.5,0,-371.7,-713.4,1.3468,-366.0,-721.8,1.3419,45.4,194.8,-0.0000,63.2,173.3,-0.0198,183.0,-23.1,0,0.0,0.0,0.0000
0.6841,0.6774,6.6,0,-372.4,-712.9,1.3524,-365.7,-720.4,1.3419,45.4,194.8,0.0000,66.2,176.0,-0.0420,186.2,-26.5,0,0.0,0.0,0.0000
0.6924,0.6859,6.5,0,-372.5,-712.2,1.3518,-365.3,-718.8,1.3419,45.4,194.8,-0.0000,67.8,178.7,-0.0395,189.2,-27.4,0,0.0,0.0,0.0000
0.7007,0.6942,6.5,0,-372.7,-711.9,1.3517,-364.9,-717.2,1.3419,45.4,194.8,-0.0000,69.4,182.7,-0.0395,193.4,-28.0,0,0.0,0.0,0.0000
0.7087,0.7030,5.8,0,-372.7,-709.5,1.3568,-364.6,-715.5,1.3419,45.4,194.8,0.0000,70.5,180.3,-0.0596,191.2,-30.6,0,0.0,0.0,0.0000
0.7159,0.7030,13.0,0,-372.7,-709.5,1.3568,-364.6,-715.5,1.3419,45.4,194.8,0.0000,71.5,184.5,-0.0596,195.5,-30.7,0,0.0,0.0,0.0000
0.7242,0.7197,4.4,0,-372.4,-708.3,1.3559,-363.8,-712.2,1.3419,45.4,194.8,-0.0000,71.7,185.6,-0.0562,196.7,-30.5,0,0.0,0.0,0.0000
0.7326,0.7280,4.6,0,-372.1,-707.1,1.3636,-363.4,-710.6,1.3419,45.4,194.8,-0.0000,72.2,187.1,-0.0870,197.9,-32.1,0,0.0,0.0,0.0000
0.7399,0.7376,2.4,0,-372.0,-706.6,1.3678,-363.0,-708.7,1.3419,45.4,194.8,-0.0000,72.7,189.9,-0.1038,200.7,-33.0,0,0.0,0.0,0.0000
0.7478,0.7454,2.3,0,-371.9,-705.8,1.3572,-362.6,-707.2,1.3419,45.4,194.8,0.0000,73.7,192.0,-0.0614,203.3,-31.3,0,0.0,0.0,0.0000
0.7567,0.7534,3.3,0,-371.9,-705.2,1.3490,-362.3,-705.6,1.3419,45.4,194.8,0.0000,74.8,195.4,-0.0287,207.0,-30.0,0,0.0,0.0,0.0000
0.7644,0.7621,2.3,0,-371.7,-703.6,1.3611,-361.9,-703.9,1.3419,45.4,194.8,0.0000,75.3,195.1,-0.0767,206.5,-33.0,0,0.0,0.0,0.0000
0.7718,0.7705,1.2,0,-371.5,-702.6,1.3634,-361.5,-702.3,1.3419,45.4,194.8,-0.0000,75.5,196.4,-0.0862,207.8,-33.4,0,0.0,0.0,0.0000
0.7801,0.7789,1.3,0,-370.5,-701.4,1.3536,-361.1,-700.7,1.3419,45.4,194.8,0.0000,73.8,197.7,-0.0471,209.0,-29.5,0,0.0,0.0,0.0000
0.7878,0.7877,0.1,0,-370.0,-700.5,1.3620,-360.7,-698.9,1.3419,45.4,194.8,0.0000,73.4,199.4,-0.0806,210.2,-30.4,0,0.0,0.0,0.0000
0.7962,0.7961,0.1,0,-369.6,-700.1,1.3706,-360.3,-697.3,1.3419,45.4,194.8,-0.0000,73.2,203.1,-0.1150,213.6,-31.3,0,0.0,0.0,0.0000
0.8039,0.7961,7.8,0,-369.6,-700.1,1.3706,-360.3,-697.3,1.3419,45.4,194.8,-0.0000,74.2,207.6,-0.1150,218.3,-31.5,0,0.0,0.0,0.0000
0.8131,0.8127,0.4,0,-368.0,-698.7,1.3618,-359.6,-694.1,1.3419,45.4,194.8,-0.0000,70.6,208.8,-0.0796,218.9,-25.7,0,0.0,0.0,0.0000
