t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad
0.8203,0.8127,7.6,0,-368.0,-698.7,1.3618,-359.6,-694.1,1.3419,45.4,194.8,-0.0000,71.6,213.0,-0.0796,223.2,-25.8,0,0.0,0.0,0.0000
0.8286,0.8211,7.5,0,-367.6,-698.2,1.3547,-359.2,-692.4,1.3419,45.4,194.8,0.0000,71.7,216.5,-0.0514,226.8,-23.7,0,0.0,0.0,0.0000
0.8365,0.8298,6.7,0,-366.7,-696.7,1.3628,-358.8,-690.7,1.3419,45.4,194.8,-0.0000,70.0,216.6,-0.0836,226.4,-23.8,0,0.0,0.0,0.0000
0.8452,0.8381,7.1,0,-366.4,-695.1,1.3615,-358.4,-689.1,1.3419,45.4,194.8,-0.0000,70.2,216.7,-0.0784,226.5,-23.7,0,0.0,0.0,0.0000
0.8524,0.8467,5.8,0,-365.6,-693.9,1.3637,-358.0,-687.5,1.3419,45.4,194.8,-0.0000,68.9,217.6,-0.0874,227.1,-22.6,0,0.0,0.0,0.0000
0.8599,0.8553,4.6,0,-364.9,-693.0,1.3528,-357.6,-685.8,1.3419,45.4,194.8,-0.0000,67.7,219.0,-0.0439,228.5,-18.8,0,0.0,0.0,0.0000
0.8682,0.8635,4.6,0,-364.1,-691.5,1.3615,-357.3,-684.2,1.3419,45.4,194.8,-0.0000,66.4,219.6,-0.0784,228.6,-19.3,0,0.0,0.0,0.0000
0.8764,0.8720,4.4,0,-362.7,-689.5,1.3580,-356.9,-682.5,1.3419,45.4,194.8,-0.0000,63.5,218.2,-0.0645,226.7,-16.0,0,0.0,0.0,0.0000
0.8838,0.8804,3.4,0,-362.2,-687.7,1.3562,-356.5,-680.9,1.3419,45.4,194.8,-0.0000,62.9,217.2,-0.0574,225.6,-15.2,0,0.0,0.0,0.0000
0.8920,0.8896,2.4,0,-361.3,-686.8,1.3562,-356.1,-679.1,1.3419,45.4,194.8,-0.0000,61.3,219.3,-0.0572,227.3,-13.2,0,0.0,0.0,0.0000
0.9007,0.8972,3.5,0,-360.0,-685.8,1.3509,-355.7,-677.6,1.3419,45.4,194.8,-0.0000,58.6,221.5,-0.0361,228.9,-8.8,0,0.0,0.0,0.0000
0.9080,0.9057,2.4,0,-359.4,-684.1,1.3416,-355.4,-676.0,1.3419,45.4,194.8,-0.0000,57.9,220.7,0.0011,228.1,-6.3,0,0.0,0.0,0.0000
0.9169,0.9143,2.6,0,-358.1,-681.8,1.3428,-355.0,-674.3,1.3419,45.4,194.8,0.0000,55.2,219.0,-0.0038,225.8,-4.2,0,0.0,0.0,0.0000
0.9245,0.9232,1.3,0,-356.6,-680.5,1.3468,-354.6,-672.5,1.3419,45.4,194.8,-0.0000,51.8,219.4,-0.0197,225.4,-1.8,0,0.0,0.0,0.0000
0.9319,0.9318,0.1,0,-355.2,-678.8,1.3505,-354.2,-670.9,1.3419,45.4,194.8,0.0000,48.6,218.6,-0.0343,224.0,0.4,0,0.0,0.0,0.0000
0.9410,0.9395,1.4,0,-353.9,-676.8,1.3482,-353.8,-669.4,1.3419,45.4,194.8,0.0000,45.9,217.8,-0.0252,222.5,3.4,0,0.0,0.0,0.0000
0.9479,0.9478,0.2,0,-353.4,-675.2,1.3494,-353.4,-667.8,1.3419,45.4,194.8,-0.0000,45.4,217.2,-0.0302,221.9,3.5,0,0.0,0.0,0.0000
0.9561,0.9560,0.1,0,-352.4,-673.3,1.3463,-353.1,-666.2,1.3419,45.4,194.8,0.0000,43.4,216.2,-0.0178,220.4,5.8,0,0.0,0.0,0.0000
0.9651,0.9649,0.1,0,-351.4,-671.0,1.3622,-352.7,-664.4,1.3419,45.4,194.8,-0.0000,41.7,214.6,-0.0813,218.6,3.7,0,0.0,0.0,0.0000
0.9725,0.9649,7.6,0,-351.4,-671.0,1.3622,-352.7,-664.4,1.3419,45.4,194.8,-0.0000,42.7,219.0,-0.0813,223.1,3.6,0,0.0,0.0,0.0000
0.9806,0.9732,7.4,0,-350.0,-668.3,1.3456,-352.3,-662.8,1.3419,45.4,194.8,-0.0000,39.6,215.6,-0.0150,219.0,9.6,0,0.0,0.0,0.0000
0.9880,0.9816,6.4,0,-349.1,-666.7,1.3516,-351.9,-661.2,1.3419,45.4,194.8,0.0000,38.0,215.1,-0.0388,218.2,9.7,0,0.0,0.0,0.0000
0.9960,0.9904,5.6,0,-347.5,-665.2,1.3443,-351.5,-659.5,1.3419,45.4,194.8,0.0000,34.2,215.2,-0.0099,217.4,15.0,0,0.0,0.0,0.0000
1.0043,0.9988,5.6,0,-346.4,-663.3,1.3458,-351.1,-657.8,1.3419,45.4,194.8,-0.0000,31.8,214.3,-0.0157,216.0,16.8,0,0.0,0.0,0.0000
1.0125,1.0069,5.6,0,-346.0,-661.2,1.3441,-350.8,-656.3,1.3419,45.4,194.8,0.0000,31.8,212.9,-0.0090,214.5,16.9,0,0.0,0.0,0.0000
1.0201,1.0155,4.6,0,-344.9,-659.3,1.3380,-350.4,-654.6,1.3419,45.4,194.8,-0.0000,29.6,211.6,0.0155,212.7,20.0,0,0.0,0.0,0.0000
1.0284,1.0239,4.5,0,-344.3,-657.8,1.3393,-350.0,-652.9,1.3419,45.4,194.8,0.0000,28.9,212.0,0.0103,213.0,20.5,0,0.0,0.0,0.0000
1.0358,1.0314,4.4,0,-342.2,-654.5,1.3442,-349.6,-651.5,1.3419,45.4,194.8,0.0000,23.5,206.5,-0.0092,206.5,23.5,0,0.0,0.0,0.0000
1.0447,1.0409,3.8,0,-340.8,-653.3,1.3471,-349.2,-649.6,1.3419,45.4,194.8,-0.0000,20.7,208.0,-0.0211,207.4,25.9,0,0.0,0.0,0.0000
1.0518,1.0494,2.4,0,-339.8,-651.5,1.3424,-348.8,-648.0,1.3419,45.4,194.8,-0.0000,18.7,206.9,-0.0023,205.8,28.7,0,0.0,0.0,0.0000
1.0602,1.0576,2.6,0,-338.9,-649.6,1.3387,-348.5,-646.4,1.3419,45.4,194.8,0.0000,17.0,205.8,0.0127,204.2,30.8,0,0.0,0.0,0.0000
1.0680,1.0666,1.5,0,-337.7,-647.2,1.3392,-348.0,-644.6,1.3419,45.4,194.8,-0.0000,14.6,203.3,0.0107,201.2,32.5,0,0.0,0.0,0.0000
1.0759,1.0747,1.3,0,-337.1,-645.2,1.3258,-347.7,-643.1,1.3419,45.4,194.8,0.0000,13.9,201.9,0.0644,199.2,35.5,0,0.0,0.0,0.0000
1.0842,1.0830,1.2,0,-336.4,-643.8,1.3315,-347.3,-641.4,1.3419,45.4,194.8,0.0000,12.9,202.6,0.0416,199.9,35.5,0,0.0,0.0,0.0000
1.0918,1.0917,0.1,0,-335.6,-641.1,1.3338,-346.9,-639.7,1.3419,45.4,194.8,-0.0000,11.6,198.9,0.0324,196.1,35.4,0,0.0,0.0,0.0000
1.1001,1.0917,8.4,0,-335.6,-641.1,1.3338,-346.9,-639.7,1.3419,45.4,194.8,-0.0000,12.7,203.7,0.0324,201.0,35.5,0,0.0,0.0,0.0000
1.1083,1.1082,0.1,0,-333.9,-637.8,1.3397,-346.2,-636.5,1.3419,45.4,194.8,0.0000,8.7,198.8,0.0087,195.5,37.1,0,0.0,0.0,0.0000
1.1158,1.1082,7.7,0,-333.9,-637.8,1.3397,-346.2,-636.5,1.3419,45.4,194.8,0.0000,9.7,203.2,0.0087,200.0,37.1,0,0.0,0.0,0.0000
1.1247,1.1168,7.9,0,-332.7,-635.5,1.3384,-345.8,-634.8,1.3419,45.4,194.8,-0.0000,7.1,201.5,0.0140,197.7,39.5,0,0.0,0.0,0.0000
1.1321,1.1255,6.6,0,-332.5,-633.5,1.3335,-345.4,-633.1,1.3419,45.4,194.8,-0.0000,7.6,199.7,0.0334,195.8,39.6,0,0.0,0.0,0.0000
1.1405,1.1341,6.4,0,-332.4,-632.2,1.3373,-345.0,-631.5,1.3419,45.4,194.8,0.0000,8.6,200.8,0.0183,197.4,38.1,0,0.0,0.0,0.0000
1.1484,1.1438,4.6,0,-331.8,-630.5,1.3240,-344.5,-629.6,1.3419,45.4,194.8,0.0000,7.9,200.3,0.0716,196.2,41.3,0,0.0,0.0,0.0000
1.1563,1.1507,5.6,0,-331.3,-628.0,1.3256,-344.2,-628.2,1.3419,45.4,194.8,-0.0000,7.5,197.3,0.0651,193.2,40.6,0,0.0,0.0,0.0000
1.1649,1.1593,5.6,0,-330.7,-626.5,1.3191,-343.8,-626.6,1.3419,45.4,194.8,0.0000,6.7,197.9,0.0911,193.3,42.8,0,0.0,0.0,0.0000
1.1722,1.1677,4.5,0,-330.7,-625.1,1.3243,-343.5,-624.9,1.3419,45.4,194.8,-0.0000,7.9,197.9,0.0702,193.8,40.7,0,0.0,0.0,0.0000
1.1804,1.1758,4.6,0,-330.7,-623.0,1.3241,-343.1,-623.4,1.3419,45.4,194.8,0.0000,9.0,196.3,0.0710,192.5,39.2,0,0.0,0.0,0.0000
1.1881,1.1845,3.6,0,-330.1,-621.2,1.3329,-342.7,-621.7,1.3419,45.4,194.8,0.0000,8.0,195.4,0.0358,191.8,38.3,0,0.0,0.0,0.0000
1.1962,1.1929,3.3,0,-329.9,-620.0,1.3267,-342.3,-620.0,1.3419,45.4,194.8,0.0000,8.6,196.7,0.0607,193.0,39.2,0,0.0,0.0,0.0000
1.2050,1.2013,3.7,0,-329.8,-618.3,1.3264,-341.9,-618.4,1.3419,45.4,194.8,-0.0000,9.4,196.8,0.0617,193.2,38.5,0,0.0,0.0,0.0000
1.2124,1.2098,2.6,0,-329.8,-617.0,1.3248,-341.5,-616.7,1.3419,45.4,194.8,0.0000,10.5,197.1,0.0683,193.7,37.8,0,0.0,0.0,0.0000
1.2205,1.2098,10.6,0,-329.8,-617.0,1.3248,-341.5,-616.7,1.3419,45.4,194.8,0.0000,11.6,201.8,0.0683,198.5,37.9,0,0.0,0.0,0.0000
1.2278,1.2265,1.2,0,-329.2,-613.5,1.3411,-340.8,-613.5,1.3419,45.4,194.8,-0.0000,10.7,195.6,0.0033,192.9,34.1,0,0.0,0.0,0.0000
1.2364,1.2352,1.2,0,-329.6,-612.7,1.3434,-340.4,-611.8,1.3419,45.4,194.8,-0.0000,13.2,198.2,-0.0061,196.1,31.9,0,0.0,0.0,0.0000
1.2439,1.2436,0.3,0,-329.9,-611.0,1.3335,-340.0,-610.1,1.3419,45.4,194.8,0.0000,15.1,197.6,0.0334,195.6,31.8,0,0.0,0.0,0.0000
1.2524,1.2519,0.5,0,-330.0,-608.9,1.3267,-339.6,-608.5,1.3419,45.4,194.8,0.0000,16.5,196.1,0.0606,194.3,31.4,0,0.0,0.0,0.0000
1.2598,1.2519,7.9,0,-330.0,-608.9,1.3267,-339.6,-608.5,1.3419,45.4,194.8,0.0000,17.5,200.4,0.0606,198.7,31.5,0,0.0,0.0,0.0000
1.2678,1.2604,7.4,0,-329.6,-607.2,1.3473,-339.2,-606.9,1.3419,45.4,194.8,0.0000,17.5,199.9,-0.0217,198.9,27.2,0,0.0,0.0,0.0000
1.2774,1.2771,0.2,0,-330.4,-605.2,1.3463,-338.5,-603.6,1.3419,45.4,194.8,-0.0000,21.2,199.5,-0.0177,199.3,23.7,0,0.0,0.0,0.0000
1.2840,1.2771,6.9,0,-330.4,-605.2,1.3463,-338.5,-603.6,1.3419,45.4,194.8,-0.0000,22.2,203.4,-0.0177,203.2,23.7,0,0.0,0.0,0.0000
1.2923,1.2859,6.4,0,-330.7,-603.7,1.3538,-338.1,-601.9,1.3419,45.4,194.8,-0.0000,24.0,203.9,-0.0475,204.3,20.4,0,0.0,0.0,0.0000
1.3009,1.2943,6.6,0,-330.6,-602.0,1.3538,-337.7,-600.3,1.3419,45.4,194.8,0.0000,24.9,203.7,-0.0476,204.2,19.6,0,0.0,0.0,0.0000
1.3092,1.3050,4.2,0,-330.5,-600.6,1.3510,-337.2,-598.2,1.3419,45.4,194.8,-0.0000,25.8,204.5,-0.0365,205.2,19.5,0,0.0,0.0,0.0000
1.3168,1.3113,5.4,0,-331.0,-599.5,1.3622,-336.9,-597.0,1.3419,45.4,194.8,0.0000,28.4,205.7,-0.0812,207.1,14.8,0,0.0,0.0,0.0000
1.3247,1.3198,4.9,0,-331.5,-598.6,1.3616,-336.6,-595.3,1.3419,45.4,194.8,-0.0000,30.9,207.6,-0.0789,209.5,12.9,0,0.0,0.0,0.0000
1.3329,1.3283,4.6,0,-331.4,-597.3,1.3581,-336.2,-593.6,1.3419,45.4,194.8,0.0000,31.6,208.5,-0.0651,210.4,13.1,0,0.0,0.0,0.0000
1.3400,1.3388,1.2,0,-331.5,-595.3,1.3673,-335.7,-591.6,1.3419,45.4,194.8,-0.0000,32.9,206.7,-0.1019,209.0,9.6,0,0.0,0.0,0.0000
1.3480,1.3457,2.3,0,-332.0,-594.4,1.3568,-335.4,-590.3,1.3419,45.4,194.8,-0.0000,35.7,208.6,-0.0597,211.4,9.4,0,0.0,0.0,0.0000
1.3560,1.3536,2.4,0,-331.9,-592.9,1.3657,-335.0,-588.7,1.3419,45.4,194.8,0.0000,36.4,208.8,-0.0952,211.8,6.9,0,0.0,0.0,0.0000
1.3645,1.3622,2.3,0,-332.4,-591.8,1.3646,-334.6,-587.0,1.3419,45.4,194.8,-0.0000,39.1,210.4,-0.0908,214.0,4.8,0,0.0,0.0,0.0000
1.3723,1.3622,10.1,0,-332.4,-591.8,1.3646,-334.6,-587.0,1.3419,45.4,194.8,-0.0000,40.2,215.0,-0.0908,218.7,4.7,0,0.0,0.0,0.0000
1.3809,1.3794,1.4,0,-332.2,-589.4,1.3685,-333.8,-583.7,1.3419,45.4,194.8,0.0000,40.8,212.8,-0.1066,216.6,2.8,0,0.0,0.0,0.0000
1.3887,1.3873,1.5,0,-332.3,-587.2,1.3698,-333.5,-582.2,1.3419,45.4,194.8,-0.0000,42.1,210.7,-0.1119,214.9,0.8,0,0.0,0.0,0.0000
1.3967,1.3954,1.3,0,-332.7,-586.1,1.3668,-333.1,-580.6,1.3419,45.4,194.8,-0.0000,44.3,212.1,-0.0999,216.7,-0.4,0,0.0,0.0,0.0000
1.4043,1.3954,8.9,0,-332.7,-586.1,1.3668,-333.1,-580.6,1.3419,45.4,194.8,-0.0000,45.4,217.0,-0.0999,221.7,-0.5,0,0.0,0.0,0.0000
1.4128,1.4126,0.1,0,-332.8,-583.8,1.3616,-332.3,-577.2,1.3419,45.4,194.8,-0.0000,46.8,214.4,-0.0790,219.4,-1.2,0,0.0,0.0,0.0000
1.4207,1.4206,0.1,0,-332.9,-581.5,1.3660,-332.0,-575.7,1.3419,45.4,194.8,0.0000,46.6,205.6,-0.0967,210.8,-3.8,0,0.0,0.0,0.0000
1.4281,1.4206,7.4,0,-332.9,-581.5,1.3660,-332.0,-575.7,1.3419,45.4,194.8,0.0000,46.4,204.8,-0.0967,210.0,-3.8,0,0.0,0.0,0.0000
1.4369,1.4301,6.8,0,-333.0,-579.6,1.3671,-331.5,-573.8,1.3419,45.4,194.8,-0.0000,45.6,194.7,-0.1010,199.9,-5.3,0,0.0,0.0,0.0000
1.4447,1.4402,4.4,0,-333.0,-578.4,1.3673,-331.1,-571.8,1.3419,45.4,194.8,0.0000,44.9,188.0,-0.1015,193.2,-6.0,0,0.0,0.0,0.0000
1.4519,1.4461,5.7,0,-333.1,-577.1,1.3624,-330.8,-570.7,1.3419,45.4,194.8,-0.0000,44.6,181.5,-0.0822,186.8,-6.1,0,0.0,0.0,0.0000
1.4604,1.4548,5.6,0,-332.8,-575.6,1.3665,-330.4,-569.0,1.3419,45.4,194.8,-0.0000,43.0,174.0,-0.0985,179.1,-6.8,0,0.0,0.0,0.0000
1.4688,1.4634,5.4,0,-333.1,-573.3,1.3684,-330.0,-567.3,1.3419,45.4,194.8,0.0000,43.2,163.4,-0.1061,168.8,-9.5,0,0.0,0.0,0.0000
1.4760,1.4725,3.4,0,-332.8,-571.7,1.3650,-329.6,-565.6,1.3419,45.4,194.8,-0.0000,41.5,156.0,-0.0924,161.2,-8.8,0,0.0,0.0,0.0000
1.4849,1.4801,4.8,0,-333.2,-570.1,1.3567,-329.3,-564.1,1.3419,45.4,194.9,0.0000,41.8,147.5,-0.0594,153.0,-9.5,0,0.0,0.0,0.0000
1.4918,1.4886,3.2,0,-333.1,-569.0,1.3624,-328.9,-562.4,1.3419,45.4,194.8,-0.0000,41.0,141.2,-0.0820,146.6,-10.9,0,0.0,0.0,0.0000
1.5000,1.4967,3.4,0,-333.1,-566.1,1.3587,-328.5,-560.8,1.3419,45.5,195.2,-0.0000,40.2,129.7,-0.0671,135.2,-12.0,0,0.0,0.0,0.0000
1.5087,1.5062,2.6,0,-332.9,-565.0,1.3536,-328.1,-559.0,1.3419,43.7,187.7,0.0000,38.8,123.1,-0.0471,128.6,-11.3,0,0.0,0.0,0.0000
1.5169,1.5156,1.4,0,-333.0,-563.4,1.3595,-327.7,-557.3,1.3419,42.1,180.5,-0.0000,38.3,114.4,-0.0706,119.9,-13.5,0,0.0,0.0,0.0000
1.5247,1.5224,2.3,0,-332.8,-561.3,1.3489,-327.4,-556.1,1.3419,40.3,172.8,0.0000,36.8,104.6,-0.0281,110.1,-12.9,0,0.0,0.0,0.0000
1.5320,1.5305,1.5,0,-332.7,-559.9,1.3453,-327.1,-554.7,1.3419,38.4,164.9,0.0000,35.9,97.2,-0.0137,102.7,-13.3,0,0.0,0.0,0.0000
1.5409,1.5305,10.3,0,-332.7,-559.9,1.3453,-327.1,-554.7,1.3419,38.4,164.9,0.0000,35.0,93.0,-0.0137,98.4,-13.3,0,0.0,0.0,0.0000
1.5482,1.5437,4.4,0,-332.7,-557.9,1.3465,-326.6,-552.6,1.3419,35.5,152.5,0.0000,33.9,83.1,-0.0186,88.5,-14.5,0,0.0,0.0,0.0000
1.5559,1.5558,0.1,0,-332.7,-554.1,1.3434,-326.2,-550.8,1.3419,32.7,140.5,-0.0000,33.0,67.7,-0.0061,73.4,-16.9,0,0.0,0.0,0.0000
1.5641,1.5558,8.3,0,-332.7,-554.1,1.3434,-326.2,-550.8,1.3419,32.7,140.5,-0.0000,31.9,62.4,-0.0061,68.0,-17.0,0,0.0,0.0,0.0000
1.5723,1.5645,7.8,0,-331.9,-552.8,1.3370,-325.9,-549.7,1.3419,30.7,131.9,0.0000,28.4,53.6,0.0194,58.8,-15.2,0,0.0,0.0,0.0000
1.5804,1.5731,7.3,0,-332.2,-551.7,1.3361,-325.7,-548.6,1.3419,28.7,123.3,0.0000,28.0,45.6,0.0231,50.9,-16.7,0,0.0,0.0,0.0000
1.5888,1.5813,7.5,0,-332.1,-550.3,1.3394,-325.4,-547.6,1.3419,26.9,115.4,-0.0000,26.6,36.4,0.0100,41.5,-17.5,0,0.0,0.0,0.0000
1.5969,1.5901,6.7,0,-331.2,-547.8,1.3268,-325.2,-546.6,1.3419,25.0,107.2,0.0000,22.4,22.1,0.0602,26.9,-16.4,0,0.0,0.0,0.0000
1.6042,1.5985,5.7,0,-331.8,-546.6,1.3324,-325.0,-545.7,1.3419,23.0,98.9,0.0000,22.9,13.6,0.0378,18.6,-19.1,0,0.0,0.0,0.0000
1.6123,1.6067,5.6,0,-331.5,-545.4,1.3252,-324.8,-545.0,1.3419,21.1,90.7,-0.0000,21.5,8.3,0.0667,13.3,-18.9,0,0.0,0.0,0.0000
1.6203,1.6155,4.7,0,-331.2,-544.6,1.3297,-324.6,-544.2,1.3419,19.2,82.3,0.0000,18.6,-3.0,0.0486,1.5,-18.8,0,0.0,0.0,0.0000
1.6281,1.6245,3.6,0,-330.9,-543.3,1.3215,-324.5,-543.5,1.3419,17.2,73.8,0.0000,16.7,-11.0,0.0813,-6.6,-18.9,0,0.0,0.0,0.0000
1.6367,1.6321,4.6,0,-331.2,-542.6,1.3383,-324.4,-543.0,1.3419,15.4,66.3,-0.0000,16.0,-21.1,0.0144,-16.9,-20.4,0,0.0,0.0,0.0000
1.6447,1.6410,3.8,0,-330.5,-541.1,1.3212,-324.2,-542.4,1.3419,13.4,57.5,0.0000,12.1,-32.2,0.0826,-28.2,-19.7,0,0.0,0.0,0.0000
1.6526,1.6492,3.4,0,-330.2,-540.3,1.3227,-324.1,-542.0,1.3419,11.5,49.3,-0.0000,9.7,-41.2,0.0767,-37.5,-19.5,0,0.0,0.0,0.0000
1.6607,1.6582,2.5,0,-330.0,-539.7,1.3199,-324.0,-541.6,1.3419,9.4,40.4,0.0000,7.6,-50.0,0.0879,-46.6,-19.8,0,0.0,0.0,0.0000
1.6688,1.6662,2.6,0,-330.0,-539.3,1.3149,-324.0,-541.3,1.3419,7.7,33.0,-0.0000,5.8,-58.3,0.1078,-54.9,-20.3,0,0.0,0.0,0.0000
1.6760,1.6747,1.3,0,-329.8,-539.4,1.3138,-323.9,-541.0,1.3419,5.8,24.8,-0.0000,3.8,-64.6,0.1124,-61.5,-20.1,0,0.0,0.0,0.0000
1.6840,1.6828,1.2,0,-330.1,-539.1,1.3141,-323.9,-540.9,1.3419,3.5,15.2,-0.0000,3.0,-72.3,0.1112,-69.2,-21.2,0,0.0,0.0,0.0000
1.6931,1.6915,1.6,0,-330.0,-539.1,1.3056,-323.8,-540.8,1.3419,2.0,8.8,0.0000,0.8,-80.9,0.1449,-77.9,-22.0,0,0.0,0.0,0.0000
1.7000,1.6999,0.1,0,-329.9,-539.2,1.3086,-323.8,-540.7,1.3419,-1.2,-5.3,0.0000,-1.1,-87.4,0.1332,-84.7,-21.6,0,0.0,0.0,0.0000
1.7082,1.7081,0.1,0,-330.2,-539.1,1.3036,-323.8,-540.8,1.3419,-1.5,-6.6,0.0000,-2.2,-95.8,0.1530,-93.0,-23.2,0,0.0,0.0,0.0000
1.7167,1.7166,0.1,0,-330.4,-540.1,1.3106,-323.9,-540.9,1.3419,-3.7,-16.0,-0.0000,-3.3,-101.1,0.1250,-98.6,-22.8,0,0.0,0.0,0.0000
1.7240,1.7166,7.5,0,-330.4,-540.1,1.3106,-323.9,-540.9,1.3419,-3.7,-16.0,-0.0000,-5.1,-108.7,0.1250,-106.4,-23.0,0,0.0,0.0,0.0000
1.7324,1.7323,0.1,0,-330.7,-541.2,1.3068,-324.0,-541.2,1.3419,-7.3,-31.3,0.0000,-6.4,-114.3,0.1405,-112.0,-23.6,0,0.0,0.0,0.0000
1.7402,1.7323,7.9,0,-330.7,-541.2,1.3068,-324.0,-541.2,1.3419,-7.3,-31.3,0.0000,-8.4,-122.8,0.1405,-120.8,-23.9,0,0.0,0.0,0.0000
1.7489,1.7422,6.8,0,-330.5,-542.0,1.3027,-324.0,-541.6,1.3419,-9.6,-41.1,0.0000,-11.2,-130.4,0.1568,-128.8,-23.7,0,0.0,0.0,0.0000
1.7565,1.7510,5.5,0,-331.0,-543.1,1.2995,-324.1,-542.0,1.3419,-11.6,-50.0,0.0000,-11.7,-135.5,0.1696,-133.7,-25.0,0,0.0,0.0,0.0000
1.7648,1.7572,7.6,0,-331.2,-544.3,1.2972,-324.2,-542.3,1.3419,-13.1,-56.0,-0.0000,-13.3,-141.1,0.1787,-139.5,-25.3,0,0.0,0.0,0.0000
1.7725,1.7672,5.3,0,-331.9,-545.2,1.3029,-324.3,-542.9,1.3419,-15.2,-65.4,0.0000,-13.2,-147.4,0.1559,-145.7,-26.3,0,0.0,0.0,0.0000
1.7806,1.7760,4.6,0,-331.7,-545.7,1.2980,-324.5,-543.5,1.3419,-17.2,-73.9,0.0000,-16.2,-156.1,0.1753,-154.7,-26.4,0,0.0,0.0,0.0000
1.7881,1.7844,3.7,0,-332.4,-546.8,1.3099,-324.6,-544.2,1.3419,-19.2,-82.4,0.0000,-16.3,-161.7,0.1278,-160.5,-26.0,0,0.0,0.0,0.0000
1.7961,1.7928,3.3,0,-332.8,-548.4,1.3055,-324.8,-544.9,1.3419,-21.1,-90.5,0.0000,-17.3,-166.8,0.1456,-165.5,-27.0,0,0.0,0.0,0.0000
1.8049,1.8013,3.6,0,-333.0,-550.1,1.2847,-325.0,-545.7,1.3419,-22.9,-98.4,-0.0000,-19.1,-172.3,0.2286,-170.7,-30.3,0,0.0,0.0,0.0000
1.8124,1.8099,2.6,0,-333.9,-551.3,1.2949,-325.2,-546.6,1.3419,-24.9,-106.8,0.0000,-19.0,-179.5,0.1881,-177.9,-30.6,0,0.0,0.0,0.0000
1.8206,1.8183,2.3,0,-334.5,-552.2,1.2948,-325.4,-547.5,1.3419,-26.8,-115.2,0.0000,-18.4,-181.9,0.1884,-180.0,-31.9,0,0.0,0.0,0.0000
1.8288,1.8264,2.4,0,-334.4,-553.5,1.3162,-325.6,-548.5,1.3419,-28.7,-123.2,0.0000,-19.3,-180.7,0.1025,-179.8,-26.8,0,0.0,0.0,0.0000
1.8367,1.8353,1.4,0,-335.5,-555.8,1.3013,-325.9,-549.6,1.3419,-30.8,-132.1,-0.0000,-16.9,-177.1,0.1622,-175.2,-30.9,0,0.0,0.0,0.0000
1.8447,1.8433,1.4,0,-335.1,-558.2,1.3017,-326.2,-550.7,1.3419,-32.6,-139.7,0.0000,-18.6,-173.0,0.1608,-171.8,-28.1,0,0.0,0.0,0.0000
1.8519,1.8506,1.3,0,-335.9,-559.2,1.3073,-326.4,-551.8,1.3419,-34.1,-146.5,-0.0000,-17.1,-173.0,0.1381,-171.5,-28.6,0,0.0,0.0,0.0000
1.8605,1.8603,0.2,0,-335.9,-560.3,1.3237,-326.8,-553.2,1.3419,-36.4,-156.2,-0.0000,-18.0,-173.9,0.0727,-173.0,-25.1,0,0.0,0.0,0.0000
1.8691,1.8690,0.1,0,-336.3,-563.5,1.3046,-327.1,-554.6,1.3419,-38.4,-164.8,0.0000,-17.7,-168.1,0.1489,-166.9,-27.1,0,0.0,0.0,0.0000
1.8766,1.8690,7.7,0,-336.3,-563.5,1.3046,-327.1,-554.6,1.3419,-38.4,-164.8,0.0000,-18.6,-172.0,0.1489,-170.8,-27.3,0,0.0,0.0,0.0000
1.8847,1.8770,7.6,0,-336.8,-565.1,1.3133,-327.4,-556.0,1.3419,-40.2,-172.4,0.0000,-18.2,-171.4,0.1143,-170.4,-26.0,0,0.0,0.0,0.0000
1.8925,1.8857,6.8,0,-336.8,-567.0,1.3251,-327.8,-557.5,1.3419,-42.1,-180.7,0.0000,-19.1,-170.2,0.0672,-169.7,-22.9,0,0.0,0.0,0.0000
1.9006,1.8942,6.4,0,-336.8,-569.5,1.3229,-328.1,-559.1,1.3419,-44.1,-189.2,-0.0000,-20.2,-167.1,0.0758,-167.0,-21.4,0,0.0,0.0,0.0000
1.9083,1.9027,5.6,0,-337.4,-571.7,1.3363,-328.5,-560.7,1.3419,-45.5,-195.3,-0.0000,-19.5,-165.0,0.0223,-165.0,-19.4,0,0.0,0.0,0.0000
1.9169,1.9111,5.8,0,-337.3,-573.6,1.3406,-328.9,-562.4,1.3419,-45.3,-194.5,0.0000,-21.0,-164.5,0.0052,-165.0,-17.1,0,0.0,0.0,0.0000
1.9240,1.9196,4.4,0,-338.3,-575.9,1.3411,-329.3,-564.0,1.3419,-45.5,-195.1,-0.0000,-18.8,-161.7,0.0032,-161.7,-18.5,0,0.0,0.0,0.0000
1.9323,1.9277,4.6,0,-338.0,-578.2,1.3440,-329.6,-565.6,1.3419,-45.4,-194.8,0.0000,-21.0,-159.6,-0.0087,-160.2,-15.4,0,0.0,0.0,0.0000
1.9406,1.9370,3.6,0,-337.8,-580.1,1.3449,-330.1,-567.4,1.3419,-45.4,-194.8,0.0000,-22.7,-158.8,-0.0122,-159.9,-13.5,0,0.0,0.0,0.0000
