t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad
2.5325,2.5161,16.4,0,-992.0,-684.7,1.3491,-978.4,-689.5,1.3632,-102.8,-387.1,-0.0000,-14.9,-430.3,0.0561,-423.1,-80.0,0,0.0,0.0,0.0000
2.5404,2.5349,5.4,0,-995.5,-688.9,1.3378,-980.2,-696.8,1.3632,-93.2,-388.4,0.0000,-1.7,-427.3,0.1014,-416.1,-97.0,0,0.0,0.0,0.0000
2.5484,2.5418,6.7,0,-996.7,-692.2,1.3493,-980.8,-699.5,1.3632,-89.9,-389.3,-0.0000,4.5,-427.0,0.0556,-415.6,-98.2,0,0.0,0.0,0.0000
2.5561,2.5503,5.8,0,-997.2,-694.6,1.3449,-981.6,-702.8,1.3632,-85.8,-390.7,-0.0000,7.9,-429.3,0.0730,-416.7,-103.8,0,0.0,0.0,0.0000
2.5641,2.5587,5.4,0,-999.4,-699.6,1.3422,-982.3,-706.1,1.3632,-81.4,-391.7,0.0000,16.6,-424.2,0.0836,-409.4,-112.3,0,0.0,0.0,0.0000
2.5721,2.5685,3.7,0,-998.4,-700.8,1.3569,-983.0,-709.9,1.3632,-76.1,-392.7,0.0000,16.1,-430.7,0.0250,-417.5,-107.2,0,0.0,0.0,0.0000
2.5803,2.5756,4.8,0,-999.8,-704.4,1.3256,-983.6,-712.7,1.3632,-72.3,-393.6,0.0000,23.0,-430.5,0.1502,-412.0,-126.8,0,0.0,0.0,0.0000
2.5885,2.5841,4.3,0,-1002.2,-707.6,1.3566,-984.2,-716.1,1.3632,-67.7,-394.6,-0.0000,32.3,-429.8,0.0264,-413.2,-122.9,0,0.0,0.0,0.0000
2.5967,2.5922,4.6,0,-1000.8,-710.6,1.3326,-984.7,-719.3,1.3632,-63.3,-395.1,0.0000,30.6,-430.7,0.1222,-411.3,-131.3,0,0.0,0.0,0.0000
2.6046,2.6031,1.5,0,-1001.6,-713.0,1.3482,-985.4,-723.6,1.3632,-57.4,-395.9,-0.0000,37.0,-433.5,0.0596,-414.6,-131.7,0,0.0,0.0,0.0000
2.6117,2.6093,2.4,0,-1002.5,-716.0,1.3358,-985.7,-726.0,1.3632,-54.9,-396.3,0.0000,42.9,-433.4,0.1095,-411.5,-142.7,0,0.0,0.0,0.0000
2.6201,2.6177,2.4,0,-1002.8,-719.5,1.3510,-986.1,-729.4,1.3632,-51.0,-396.7,-0.0000,46.4,-432.3,0.0485,-411.8,-139.5,0,0.0,0.0,0.0000
2.6282,2.6266,1.6,0,-1003.0,-721.7,1.3427,-986.6,-732.9,1.3632,-45.2,-397.1,-0.0000,49.5,-435.2,0.0818,-412.7,-146.6,0,0.0,0.0,0.0000
2.6365,2.6353,1.2,0,-1003.6,-725.8,1.3384,-986.9,-736.4,1.3632,-40.3,-397.5,-0.0000,54.6,-433.5,0.0992,-409.3,-153.0,0,0.0,0.0,0.0000
2.6441,2.6429,1.2,0,-1004.0,-728.1,1.3504,-987.2,-739.4,1.3632,-36.8,-398.0,-0.0000,59.1,-435.6,0.0510,-412.1,-152.9,0,0.0,0.0,0.0000
2.6517,2.6516,0.1,0,-1003.7,-731.6,1.3500,-987.5,-742.8,1.3632,-32.3,-398.6,0.0000,61.4,-433.8,0.0527,-409.8,-154.9,0,0.0,0.0,0.0000
2.6601,2.6516,8.5,0,-1003.7,-731.6,1.3500,-987.5,-742.8,1.3632,-32.3,-398.6,0.0000,65.1,-443.5,0.0527,-418.5,-160.6,0,0.0,0.0,0.0000
2.6683,2.6682,0.1,0,-1003.8,-739.0,1.3411,-988.0,-749.5,1.3632,-23.3,-399.7,0.0000,69.9,-430.8,0.0881,-403.6,-166.1,0,0.0,0.0,0.0000
2.6769,2.6768,0.1,0,-1003.8,-742.3,1.3342,-988.2,-752.9,1.3632,-19.6,-399.2,-0.0000,74.5,-431.0,0.1159,-401.5,-173.5,0,0.0,0.0,0.0000
2.6847,2.6768,7.9,0,-1003.8,-742.3,1.3342,-988.2,-752.9,1.3632,-19.6,-399.2,-0.0000,77.0,-440.2,0.1159,-409.9,-178.0,0,0.0,0.0,0.0000
2.6920,2.6854,6.6,0,-1003.2,-745.6,1.3358,-988.3,-756.4,1.3632,-14.6,-399.4,-0.0000,78.1,-438.8,0.1094,-408.6,-178.2,0,0.0,0.0,0.0000
2.6998,2.6944,5.4,0,-1003.6,-748.4,1.3346,-988.4,-760.0,1.3632,-8.3,-400.2,0.0000,83.9,-438.9,0.1142,-407.1,-184.3,0,0.0,0.0,0.0000
2.7085,2.7030,5.4,0,-1003.0,-752.4,1.3350,-988.5,-763.4,1.3632,-4.1,-400.1,-0.0000,87.3,-436.9,0.1125,-404.4,-186.9,0,0.0,0.0,0.0000
2.7162,2.7105,5.7,0,-1003.2,-755.4,1.3264,-988.5,-766.4,1.3632,-0.7,-399.8,0.0000,91.6,-436.7,0.1470,-401.6,-194.5,0,0.0,0.0,0.0000
2.7246,2.7191,5.4,0,-1003.1,-759.0,1.3301,-988.5,-769.8,1.3632,3.7,-400.0,0.0000,95.8,-435.7,0.1321,-400.3,-196.9,0,0.0,0.0,0.0000
2.7319,2.7273,4.6,0,-1002.3,-762.1,1.3254,-988.4,-773.1,1.3632,7.9,-400.5,0.0000,97.8,-434.8,0.1512,-398.0,-200.5,0,0.0,0.0,0.0000
2.7408,2.7361,4.7,0,-1002.1,-766.0,1.3344,-988.4,-776.6,1.3632,12.5,-399.9,-0.0000,101.9,-433.3,0.1150,-397.4,-200.6,0,0.0,0.0,0.0000
2.7481,2.7448,3.3,0,-1001.2,-768.7,1.3274,-988.2,-780.1,1.3632,17.1,-399.5,0.0000,103.2,-433.2,0.1430,-395.6,-204.6,0,0.0,0.0,0.0000
2.7568,2.7532,3.6,0,-999.6,-773.0,1.3378,-988.1,-783.5,1.3632,22.5,-399.2,0.0000,103.3,-429.9,0.1015,-394.4,-199.8,0,0.0,0.0,0.0000
2.7637,2.7612,2.5,0,-999.1,-775.7,1.3305,-987.9,-786.7,1.3632,27.4,-399.0,0.0000,106.4,-428.9,0.1307,-391.3,-205.4,0,0.0,0.0,0.0000
2.7726,2.7703,2.3,0,-998.7,-780.1,1.3362,-987.6,-790.3,1.3632,30.8,-398.8,0.0000,110.9,-425.5,0.1080,-388.0,-206.8,0,0.0,0.0,0.0000
2.7805,2.7781,2.4,0,-998.2,-782.7,1.3303,-987.3,-793.4,1.3632,34.4,-398.6,0.0000,114.5,-426.5,0.1314,-387.0,-212.8,0,0.0,0.0,0.0000
2.7881,2.7866,1.5,0,-997.3,-786.5,1.3282,-987.0,-796.8,1.3632,39.8,-397.7,-0.0000,116.6,-423.5,0.1397,-383.1,-214.9,0,0.0,0.0,0.0000
2.7957,2.7943,1.4,0,-996.7,-788.9,1.3293,-986.7,-799.8,1.3632,44.1,-397.2,-0.0000,119.6,-424.6,0.1354,-383.7,-217.7,0,0.0,0.0,0.0000
2.8050,2.8036,1.4,0,-995.8,-793.4,1.3301,-986.3,-803.5,1.3632,48.9,-396.8,0.0000,122.7,-421.2,0.1321,-379.9,-219.5,0,0.0,0.0,0.0000
2.8117,2.8036,8.1,0,-995.8,-793.4,1.3301,-986.3,-803.5,1.3632,48.9,-396.8,0.0000,127.2,-427.8,0.1321,-385.2,-225.5,0,0.0,0.0,0.0000
2.8205,2.8204,0.1,0,-994.0,-801.1,1.3340,-985.4,-810.2,1.3632,57.9,-396.1,0.0000,127.9,-413.7,0.1167,-372.1,-221.4,0,0.0,0.0,0.0000
2.8281,2.8204,7.6,0,-994.0,-801.1,1.3340,-985.4,-810.2,1.3632,57.9,-396.1,0.0000,133.5,-421.8,0.1167,-378.7,-228.8,0,0.0,0.0,0.0000
2.8363,2.8287,7.6,0,-992.8,-804.1,1.3218,-984.9,-813.5,1.3632,62.1,-395.5,0.0000,135.8,-421.8,0.1653,-375.3,-235.6,0,0.0,0.0,0.0000
2.8441,2.8375,6.6,0,-991.8,-808.3,1.3291,-984.3,-817.0,1.3632,66.3,-394.6,0.0000,137.9,-417.1,0.1363,-372.0,-233.7,0,0.0,0.0,0.0000
2.8526,2.8460,6.6,0,-991.4,-811.1,1.3254,-983.7,-820.3,1.3632,70.9,-393.6,-0.0000,142.7,-417.7,0.1510,-370.5,-239.8,0,0.0,0.0,0.0000
2.8597,2.8541,5.6,0,-990.4,-814.5,1.3414,-983.1,-823.5,1.3632,75.4,-392.4,0.0000,145.0,-414.5,0.0872,-370.7,-235.4,0,0.0,0.0,0.0000
2.8687,2.8629,5.8,0,-989.1,-817.7,1.3329,-982.5,-826.9,1.3632,80.1,-391.7,0.0000,148.0,-414.0,0.1210,-367.5,-241.4,0,0.0,0.0,0.0000
2.8763,2.8710,5.3,0,-988.3,-820.9,1.3413,-981.8,-830.1,1.3632,84.5,-391.0,-0.0000,151.2,-411.9,0.0874,-366.7,-240.9,0,0.0,0.0,0.0000
2.8838,2.8794,4.4,0,-986.1,-825.6,1.3189,-981.1,-833.4,1.3632,88.7,-390.2,0.0000,150.8,-405.4,0.1769,-355.1,-247.1,0,0.0,0.0,0.0000
2.8921,2.8883,3.8,0,-985.8,-829.2,1.3346,-980.3,-836.9,1.3632,93.1,-389.5,-0.0000,156.4,-402.6,0.1141,-354.8,-246.2,0,0.0,0.0,0.0000
2.9002,2.8969,3.4,0,-984.8,-832.8,1.3422,-979.4,-840.2,1.3632,97.5,-387.9,-0.0000,160.0,-399.4,0.0838,-352.8,-246.3,0,0.0,0.0,0.0000
2.9083,2.9048,3.6,0,-983.9,-835.4,1.3292,-978.6,-843.2,1.3632,101.6,-386.5,-0.0000,163.6,-399.5,0.1360,-348.7,-254.5,0,0.0,0.0,0.0000
2.9163,2.9137,2.6,0,-981.3,-839.3,1.3255,-977.7,-846.7,1.3632,106.6,-385.5,0.0000,162.1,-395.6,0.1507,-344.4,-253.3,0,0.0,0.0,0.0000
2.9246,2.9221,2.5,0,-980.5,-843.1,1.3330,-976.8,-849.9,1.3632,111.1,-384.4,0.0000,166.3,-392.5,0.1207,-342.3,-254.1,0,0.0,0.0,0.0000
2.9326,2.9302,2.4,0,-979.5,-846.8,1.3437,-975.9,-853.0,1.3632,114.6,-383.3,0.0000,170.0,-389.2,0.0778,-340.9,-253.2,0,0.0,0.0,0.0000
2.9402,2.9388,1.4,0,-978.1,-850.0,1.3322,-974.9,-856.3,1.3632,118.7,-382.0,-0.0000,172.7,-386.3,0.1237,-334.5,-259.1,0,0.0,0.0,0.0000
2.9488,2.9474,1.4,0,-977.4,-853.3,1.3336,-973.9,-859.6,1.3632,123.3,-380.5,0.0000,178.4,-384.0,0.1182,-331.4,-263.6,0,0.0,0.0,0.0000
2.9565,2.9554,1.1,0,-976.1,-856.4,1.3354,-972.8,-862.7,1.3632,127.4,-379.1,-0.0000,180.6,-381.9,0.1112,-329.2,-264.7,0,0.0,0.0,0.0000
2.9644,2.9554,9.0,0,-976.1,-856.4,1.3354,-972.8,-862.7,1.3632,127.4,-379.1,-0.0000,187.1,-389.0,0.1112,-334.6,-272.7,0,0.0,0.0,0.0000
2.9724,2.9647,7.8,0,-974.9,-860.1,1.3369,-971.6,-866.2,1.3632,132.2,-377.6,0.0000,190.8,-385.3,0.1049,-330.6,-274.9,0,0.0,0.0,0.0000
2.9801,2.9727,7.4,0,-972.7,-863.3,1.3369,-970.6,-869.2,1.3632,136.4,-376.0,-0.0000,190.9,-382.6,0.1052,-328.0,-274.4,0,0.0,0.0,0.0000
2.9888,2.9808,8.0,0,-971.4,-867.6,1.3488,-969.4,-872.2,1.3632,140.7,-374.2,0.0000,194.6,-377.6,0.0576,-325.5,-272.9,0,0.0,0.0,0.0000
2.9960,2.9893,6.7,0,-970.1,-869.9,1.3526,-968.2,-875.4,1.3632,144.9,-372.6,0.0000,197.0,-377.1,0.0424,-325.5,-274.0,0,0.0,0.0,0.0000
3.0038,2.9982,5.6,0,-968.4,-873.8,1.3442,-966.9,-878.7,1.3632,149.1,-371.1,-0.0000,199.5,-371.4,0.0759,-317.1,-277.8,0,0.0,0.0,0.0000
3.0127,3.0061,6.6,0,-968.7,-876.2,1.3575,-965.7,-881.6,1.3632,152.8,-369.6,-0.0000,208.8,-371.6,0.0225,-319.0,-282.8,0,0.0,0.0,0.0000
3.0207,3.0149,5.7,0,-965.5,-881.4,1.3550,-964.4,-884.9,1.3632,156.9,-368.2,-0.0000,207.3,-363.0,0.0325,-310.3,-280.2,0,0.0,0.0,0.0000
3.0278,3.0234,4.4,0,-964.3,-883.9,1.3546,-963.0,-888.0,1.3632,161.4,-366.1,-0.0000,210.6,-361.4,0.0342,-307.8,-283.2,0,0.0,0.0,0.0000
3.0366,3.0318,4.8,0,-962.9,-887.6,1.3505,-961.6,-891.1,1.3632,166.1,-363.9,0.0000,213.8,-357.4,0.0506,-302.1,-286.7,0,0.0,0.0,0.0000
3.0448,3.0391,5.7,0,-962.2,-889.7,1.3564,-960.4,-893.7,1.3632,169.3,-362.3,0.0000,218.9,-357.6,0.0270,-302.8,-290.0,0,0.0,0.0,0.0000
3.0519,3.0484,3.5,0,-958.7,-894.5,1.3550,-958.8,-897.1,1.3632,173.3,-360.2,-0.0000,216.2,-348.8,0.0325,-294.4,-285.9,0,0.0,0.0,0.0000
3.0601,3.0567,3.4,0,-957.5,-897.2,1.3562,-957.4,-900.1,1.3632,177.4,-358.4,-0.0000,221.1,-347.1,0.0279,-292.1,-289.9,0,0.0,0.0,0.0000
3.0677,3.0655,2.2,0,-957.8,-900.7,1.3721,-955.8,-903.2,1.3632,181.7,-356.5,0.0000,229.4,-342.5,-0.0357,-290.5,-292.5,0,0.0,0.0,0.0000
3.0762,3.0739,2.3,0,-955.6,-902.8,1.3695,-954.2,-906.2,1.3632,185.3,-354.7,-0.0000,231.5,-342.7,-0.0253,-289.5,-295.3,0,0.0,0.0,0.0000
3.0849,3.0822,2.7,0,-952.0,-907.7,1.3584,-952.7,-909.1,1.3632,189.1,-352.8,-0.0000,228.5,-334.8,0.0189,-279.1,-294.0,0,0.0,0.0,0.0000
3.0921,3.0907,1.5,0,-950.8,-909.6,1.3652,-951.1,-912.1,1.3632,193.5,-350.0,0.0000,232.0,-334.8,-0.0083,-280.4,-295.5,0,0.0,0.0,0.0000
3.1001,3.1000,0.1,0,-949.6,-912.0,1.3639,-949.2,-915.3,1.3632,198.1,-347.4,0.0000,236.9,-333.3,-0.0031,-277.6,-300.3,0,0.0,0.0,0.0000
3.1079,3.1078,0.1,0,-948.3,-915.9,1.3653,-947.7,-918.1,1.3632,202.2,-345.6,0.0000,241.3,-327.5,-0.0085,-271.4,-303.1,0,0.0,0.0,0.0000
3.1162,3.1161,0.1,0,-945.1,-919.8,1.3559,-946.0,-920.9,1.3632,205.8,-343.4,0.0000,240.4,-321.0,0.0292,-262.3,-303.4,0,0.0,0.0,0.0000
3.1249,3.1248,0.1,0,-943.9,-922.6,1.3648,-944.2,-923.9,1.3632,208.5,-340.9,0.0000,246.0,-318.0,-0.0065,-261.0,-305.9,0,0.0,0.0,0.0000
3.1324,3.1248,7.5,0,-943.9,-922.6,1.3648,-944.2,-923.9,1.3632,208.5,-340.9,0.0000,253.8,-324.0,-0.0065,-265.2,-314.7,0,0.0,0.0,0.0000
3.1406,3.1330,7.6,0,-942.2,-926.0,1.3533,-942.4,-926.7,1.3632,212.3,-338.5,-0.0000,257.5,-320.0,0.0393,-256.9,-320.5,0,0.0,0.0,0.0000
3.1480,3.1414,6.6,0,-940.8,-929.7,1.3617,-940.7,-929.5,1.3632,216.9,-336.1,-0.0000,260.6,-313.5,0.0057,-252.6,-320.0,0,0.0,0.0,0.0000
3.1559,3.1501,5.8,0,-937.3,-932.0,1.3594,-938.7,-932.4,1.3632,220.9,-333.5,-0.0000,258.1,-311.5,0.0150,-250.4,-317.7,0,0.0,0.0,0.0000
3.1648,3.1582,6.6,0,-935.7,-935.1,1.3766,-936.9,-935.1,1.3632,224.9,-330.9,0.0000,263.8,-308.1,-0.0539,-251.4,-318.3,0,0.0,0.0,0.0000
3.1718,3.1672,4.6,0,-934.3,-936.5,1.3670,-934.9,-938.1,1.3632,228.3,-328.4,0.0000,267.9,-308.5,-0.0154,-247.9,-324.7,0,0.0,0.0,0.0000
3.1798,3.1755,4.4,0,-930.9,-941.0,1.3613,-933.0,-940.8,1.3632,231.1,-326.2,0.0000,265.7,-299.8,0.0076,-238.0,-322.2,0,0.0,0.0,0.0000
3.1882,3.1837,4.5,0,-929.4,-942.6,1.3724,-931.1,-943.5,1.3632,235.1,-323.7,-0.0000,270.1,-300.1,-0.0371,-241.0,-323.9,0,0.0,0.0,0.0000
3.1964,3.1925,3.9,0,-927.6,-945.6,1.3779,-929.0,-946.3,1.3632,239.2,-321.1,-0.0000,273.9,-296.1,-0.0589,-238.1,-325.6,0,0.0,0.0,0.0000
3.2045,3.2032,1.4,0,-925.9,-949.4,1.3659,-926.4,-949.7,1.3632,243.9,-316.6,0.0000,277.8,-289.4,-0.0109,-226.8,-330.9,0,0.0,0.0,0.0000
3.2125,3.2091,3.4,0,-923.6,-950.8,1.3646,-925.0,-951.6,1.3632,246.5,-314.4,0.0000,279.7,-290.1,-0.0058,-226.7,-333.2,0,0.0,0.0,0.0000
3.2199,3.2184,1.5,0,-919.9,-954.9,1.3672,-922.7,-954.5,1.3632,250.4,-312.3,-0.0000,276.6,-282.0,-0.0163,-220.2,-327.9,0,0.0,0.0,0.0000
3.2287,3.2262,2.5,0,-918.1,-956.7,1.3683,-920.7,-956.9,1.3632,253.6,-310.1,-0.0000,281.7,-280.8,-0.0205,-218.4,-332.4,0,0.0,0.0,0.0000
3.2361,3.2262,9.9,0,-918.1,-956.7,1.3683,-920.7,-956.9,1.3632,253.6,-310.1,-0.0000,290.3,-284.4,-0.0205,-220.2,-341.6,0,0.0,0.0,0.0000
3.2448,3.2432,1.5,0,-912.9,-962.4,1.3661,-916.3,-962.1,1.3632,259.6,-303.6,-0.0000,284.4,-272.3,-0.0118,-208.8,-333.8,0,0.0,0.0,0.0000
3.2521,3.2519,0.2,0,-911.2,-963.9,1.3764,-914.1,-964.8,1.3632,264.2,-300.8,0.0000,287.9,-271.6,-0.0528,-210.9,-335.0,0,0.0,0.0,0.0000
3.2597,3.2596,0.1,0,-908.6,-967.3,1.3904,-912.0,-967.1,1.3632,267.5,-298.1,-0.0000,289.0,-265.2,-0.1090,-209.0,-331.9,0,0.0,0.0,0.0000
3.2683,3.2596,8.7,0,-908.6,-967.3,1.3904,-912.0,-967.1,1.3632,267.5,-298.1,-0.0000,299.2,-269.4,-0.1090,-211.3,-342.6,0,0.0,0.0,0.0000
3.2763,3.2707,5.6,0,-905.7,-969.4,1.3699,-909.0,-970.3,1.3632,271.0,-294.0,0.0000,299.3,-267.3,-0.0270,-202.2,-346.6,0,0.0,0.0,0.0000
3.2846,3.2771,7.4,0,-903.8,-971.6,1.3733,-907.3,-972.2,1.3632,273.5,-291.7,0.0000,303.0,-264.9,-0.0406,-200.3,-349.1,0,0.0,0.0,0.0000
3.2925,3.2851,7.4,0,-902.0,-974.5,1.3876,-905.1,-974.5,1.3632,276.8,-288.9,-0.0000,306.9,-258.7,-0.0977,-198.5,-348.9,0,0.0,0.0,0.0000
3.3006,3.2938,6.7,0,-899.2,-976.8,1.3734,-902.6,-977.1,1.3632,280.0,-285.7,-0.0000,308.2,-254.7,-0.0410,-189.3,-352.1,0,0.0,0.0,0.0000
3.3084,3.3050,3.4,0,-896.6,-979.1,1.3672,-899.5,-980.2,1.3632,283.9,-281.7,0.0000,309.8,-251.9,-0.0160,-184.1,-354.3,0,0.0,0.0,0.0000
3.3158,3.3104,5.4,0,-893.4,-982.3,1.3648,-898.0,-981.7,1.3632,286.1,-279.3,-0.0000,309.1,-245.8,-0.0067,-177.4,-352.9,0,0.0,0.0,0.0000
3.3239,3.3194,4.4,0,-891.2,-983.7,1.3654,-895.4,-984.3,1.3632,290.0,-275.2,0.0000,311.9,-244.8,-0.0088,-176.0,-355.3,0,0.0,0.0,0.0000
3.3319,3.3275,4.4,0,-889.3,-985.9,1.3649,-893.0,-986.5,1.3632,292.8,-272.3,-0.0000,315.3,-241.4,-0.0071,-171.8,-358.0,0,0.0,0.0,0.0000
3.3402,3.3376,2.6,0,-885.9,-989.1,1.3614,-890.0,-989.2,1.3632,296.4,-268.7,0.0000,315.7,-234.9,0.0071,-164.2,-357.6,0,0.0,0.0,0.0000
3.3480,3.3445,3.4,0,-883.9,-990.6,1.3614,-888.0,-991.0,1.3632,299.0,-265.8,0.0000,319.1,-233.0,0.0071,-161.6,-360.6,0,0.0,0.0,0.0000
3.3567,3.3532,3.5,0,-882.2,-992.6,1.3629,-885.4,-993.3,1.3632,302.2,-262.3,0.0000,324.6,-230.0,0.0010,-158.0,-365.1,0,0.0,0.0,0.0000
3.3646,3.3610,3.6,0,-878.8,-995.8,1.3628,-883.0,-995.4,1.3632,304.5,-259.6,0.0000,323.8,-222.9,0.0012,-151.3,-362.8,0,0.0,0.0,0.0000
3.3726,3.3711,1.5,0,-876.5,-997.1,1.3592,-879.9,-998.0,1.3632,307.7,-255.7,-0.0000,326.4,-221.8,0.0157,-148.3,-365.7,0,0.0,0.0,0.0000
3.3798,3.3784,1.4,0,-873.9,-999.4,1.3629,-877.6,-999.8,1.3632,310.3,-251.6,-0.0000,327.6,-217.4,0.0011,-145.1,-365.4,0,0.0,0.0,0.0000
3.3885,3.3862,2.3,0,-871.5,-1002.7,1.3540,-875.2,-1001.8,1.3632,313.0,-248.0,0.0000,330.7,-209.9,0.0365,-133.8,-368.1,0,0.0,0.0,0.0000
3.3965,3.3950,1.5,0,-869.8,-1004.5,1.3517,-872.4,-1003.9,1.3632,316.3,-245.2,0.0000,335.2,-206.8,0.0460,-129.0,-372.1,0,0.0,0.0,0.0000
3.4051,3.3950,10.1,0,-869.8,-1004.5,1.3517,-872.4,-1003.9,1.3632,316.3,-245.2,0.0000,346.2,-208.7,0.0460,-128.4,-383.3,0,0.0,0.0,0.0000
3.4122,3.4089,3.3,0,-866.7,-1007.7,1.3528,-868.0,-1007.3,1.3632,320.4,-239.6,-0.0000,345.7,-200.6,0.0413,-121.2,-380.9,0,0.0,0.0,0.0000
3.4207,3.4129,7.8,0,-865.6,-1010.3,1.3463,-866.7,-1008.3,1.3632,321.5,-237.9,0.0000,352.8,-195.2,0.0675,-111.8,-387.4,0,0.0,0.0,0.0000
3.4286,3.4211,7.6,0,-862.7,-1010.6,1.3565,-864.1,-1010.2,1.3632,324.1,-234.4,-0.0000,353.8,-196.5,0.0267,-116.7,-387.5,0,0.0,0.0,0.0000
3.4358,3.4293,6.5,0,-859.0,-1014.4,1.3505,-861.4,-1012.1,1.3632,327.1,-230.6,0.0000,351.5,-187.3,0.0505,-106.0,-383.9,0,0.0,0.0,0.0000
3.4443,3.4379,6.5,0,-856.9,-1015.3,1.3485,-858.6,-1014.1,1.3632,329.7,-226.7,0.0000,355.6,-186.5,0.0586,-103.5,-388.0,0,0.0,0.0,0.0000
3.4520,3.4458,6.2,0,-855.8,-1017.3,1.3595,-856.0,-1015.8,1.3632,332.0,-223.0,-0.0000,362.3,-181.3,0.0147,-101.3,-392.3,0,0.0,0.0,0.0000
3.4600,3.4544,5.6,0,-851.9,-1020.6,1.3558,-853.1,-1017.8,1.3632,334.5,-219.4,-0.0000,361.0,-172.3,0.0293,-91.3,-389.4,0,0.0,0.0,0.0000
3.4684,3.4630,5.5,0,-849.8,-1022.5,1.3672,-850.2,-1019.6,1.3632,337.0,-215.9,0.0000,364.3,-167.9,-0.0163,-90.8,-390.7,0,0.0,0.0,0.0000
3.4757,3.4712,4.6,0,-847.9,-1024.1,1.3528,-847.5,-1021.4,1.3632,339.1,-212.1,-0.0000,367.6,-164.3,0.0414,-80.9,-394.4,0,0.0,0.0,0.0000
3.4846,3.4796,4.9,0,-844.8,-1026.4,1.3565,-844.6,-1023.2,1.3632,341.1,-208.2,-0.0000,369.7,-158.7,0.0268,-76.5,-395.0,0,0.0,0.0,0.0000
3.4925,3.4881,4.4,0,-842.8,-1028.6,1.3558,-841.7,-1024.9,1.3632,343.8,-203.9,-0.0000,374.0,-153.3,0.0293,-70.0,-398.1,0,0.0,0.0,0.0000
3.5010,3.4962,4.8,0,-840.5,-1029.9,1.3612,-838.9,-1026.5,1.3632,346.4,-199.8,0.0000,377.4,-151.2,0.0078,-69.4,-400.6,0,0.0,0.0,0.0000
3.5078,3.5054,2.4,0,-837.4,-1031.7,1.3613,-835.7,-1028.3,1.3632,348.5,-196.0,-0.0000,376.7,-146.9,0.0073,-65.4,-399.0,0,0.0,0.0,0.0000
3.5162,3.5138,2.4,0,-834.6,-1034.0,1.3735,-832.7,-1030.0,1.3632,350.7,-192.4,-0.0000,379.0,-139.5,-0.0413,-62.5,-398.9,0,0.0,0.0,0.0000
3.5240,3.5217,2.4,0,-831.7,-1035.8,1.3652,-830.0,-1031.5,1.3632,352.6,-189.3,0.0000,380.3,-133.6,-0.0083,-53.1,-399.5,0,0.0,0.0,0.0000
3.5318,3.5303,1.5,0,-829.6,-1036.9,1.3675,-827.0,-1033.1,1.3632,354.7,-185.5,0.0000,383.4,-131.6,-0.0175,-51.5,-402.0,0,0.0,0.0,0.0000
3.5400,3.5387,1.3,0,-827.6,-1037.8,1.3591,-824.0,-1034.6,1.3632,357.3,-180.5,0.0000,387.4,-129.8,0.0163,-45.5,-406.1,0,0.0,0.0,0.0000
3.5487,3.5472,1.4,0,-823.2,-1041.1,1.3597,-820.9,-1036.2,1.3632,359.4,-176.0,-0.0000,385.5,-120.0,0.0137,-36.5,-402.1,0,0.0,0.0,0.0000
3.5558,3.5557,0.1,0,-820.5,-1042.6,1.3707,-817.8,-1037.6,1.3632,360.5,-172.1,0.0000,386.4,-115.6,-0.0303,-36.5,-401.7,0,0.0,0.0,0.0000
3.5643,3.5642,0.1,0,-818.9,-1043.7,1.3732,-814.8,-1039.1,1.3632,362.4,-168.0,-0.0000,392.0,-112.5,-0.0403,-33.3,-406.5,0,0.0,0.0,0.0000
3.5718,3.5642,7.6,0,-818.9,-1043.7,1.3732,-814.8,-1039.1,1.3632,362.4,-168.0,-0.0000,401.2,-112.6,-0.0403,-31.6,-415.5,0,0.0,0.0,0.0000
3.5797,3.5724,7.4,0,-816.1,-1044.6,1.3685,-811.8,-1040.4,1.3632,364.8,-164.2,-0.0000,402.9,-109.5,-0.0215,-26.3,-416.6,0,0.0,0.0,0.0000
3.5877,3.5812,6.6,0,-813.8,-1045.4,1.3785,-808.6,-1041.9,1.3632,366.8,-160.3,-0.0000,406.3,-106.7,-0.0613,-27.0,-419.2,0,0.0,0.0,0.0000
3.5963,3.5895,6.8,0,-810.4,-1046.7,1.3835,-805.5,-1043.2,1.3632,368.5,-157.2,0.0000,407.1,-102.4,-0.0814,-24.8,-419.0,0,0.0,0.0,0.0000
3.6043,3.5987,5.7,0,-807.5,-1048.7,1.3740,-802.1,-1044.6,1.3632,370.3,-151.9,-0.0000,408.4,-95.7,-0.0432,-13.9,-419.2,0,0.0,0.0,0.0000
3.6117,3.6064,5.4,0,-805.3,-1049.5,1.3723,-799.3,-1045.8,1.3632,372.0,-146.7,0.0000,410.6,-93.5,-0.0364,-10.7,-420.9,0,0.0,0.0,0.0000
3.6204,3.6136,6.7,0,-802.3,-1050.1,1.3756,-796.6,-1046.8,1.3632,373.3,-143.4,-0.0000,412.2,-91.5,-0.0498,-9.8,-422.1,0,0.0,0.0,0.0000
