t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s
-0.0292,-0.0348,5.6,0,11.7,-1793.8,2.6237,12.2,-1794.0,2.6367,0.0,0.0,0.0000,1.4,-0.7,0.2190,-1.6,-0.1,0,0.0,0.0,0.0000,0.09,0.01,-0.13,-0.13
-0.0206,-0.0260,5.4,0,12.1,-1793.9,2.6314,12.2,-1794.0,2.6367,0.0,0.0,0.0000,0.3,-0.3,0.2141,-0.4,0.1,0,0.0,0.0,0.0000,-0.47,-0.26,0.02,0.08
-0.0134,-0.0177,4.3,0,11.8,-1793.9,2.6327,12.2,-1794.0,2.6367,0.0,0.0,0.0000,1.3,-0.5,0.2313,-1.3,-0.2,0,0.0,0.0,0.0000,0.07,0.36,-0.15,-0.13
-0.0057,-0.0091,3.4,0,12.1,-1794.1,2.6332,12.2,-1794.0,2.6367,0.0,0.0,0.0000,0.4,0.3,0.2522,-0.2,-0.5,0,0.0,0.0,0.0000,-0.07,-0.10,0.09,-0.07
0.0031,-0.0007,3.9,0,11.8,-1793.9,2.6316,12.2,-1794.0,2.6367,0.0,0.0,0.0000,1.2,-0.4,0.2846,-1.2,-0.3,0,0.0,0.0,0.0000,-0.18,0.33,0.12,0.15
0.0107,0.0084,2.3,0,11.8,-1793.9,2.6263,12.2,-1794.0,2.6368,0.0,0.0,0.0184,1.1,-0.3,0.3295,-1.1,-0.3,0,0.0,0.0,0.0000,0.42,-0.13,-0.03,0.22
0.0182,0.0159,2.2,0,12.0,-1794.0,2.6297,12.2,-1794.0,2.6371,0.0,-0.0,0.0477,0.8,-0.2,0.3400,-0.8,-0.2,0,0.0,0.0,0.0000,-0.49,0.01,0.09,0.10
0.0269,0.0254,1.5,0,11.7,-1794.1,2.6277,12.2,-1794.0,2.6377,0.0,0.0,0.0768,1.5,0.1,0.3762,-1.2,-0.8,0,0.0,0.0,0.0000,0.92,0.39,0.48,0.76
0.0343,0.0254,8.9,0,11.7,-1794.1,2.6277,12.2,-1794.0,2.6377,0.0,0.0,0.0768,1.5,0.1,0.4008,-1.2,-0.8,0,0.0,0.0,0.0000,0.72,0.66,0.67,0.63
0.0420,0.0418,0.2,0,12.2,-1794.6,2.6234,12.2,-1794.0,2.6393,0.0,-0.0,0.1252,-0.1,1.6,0.4444,0.9,-1.4,0,0.0,0.0,0.0000,0.51,1.13,0.76,0.78
0.0505,0.0493,1.2,0,11.6,-1793.9,2.6265,12.2,-1794.0,2.6403,0.0,0.0,0.1476,1.7,-0.4,0.4621,-1.7,-0.5,0,0.0,0.0,0.0000,1.36,1.08,0.76,1.24
0.0581,0.0493,8.8,0,11.6,-1793.9,2.6265,12.2,-1794.0,2.6403,0.0,0.0,0.1476,1.7,-0.4,0.4902,-1.7,-0.5,0,0.0,0.0,0.0000,2.33,1.10,1.34,1.46
0.0670,0.0669,0.2,0,12.3,-1794.2,2.6344,12.2,-1794.0,2.6434,-0.0,0.0,0.2007,-0.3,0.6,0.4924,0.6,-0.4,0,0.0,0.0,0.0000,1.58,1.01,1.55,1.58
0.0743,0.0669,7.5,0,12.3,-1794.2,2.6344,12.2,-1794.0,2.6434,-0.0,0.0,0.2007,-0.3,0.6,0.5202,0.6,-0.4,0,0.0,0.0,0.0000,1.30,1.11,1.16,1.53
0.0828,0.0751,7.6,0,12.3,-1794.1,2.6340,12.2,-1794.0,2.6452,0.0,0.0,0.2258,-0.1,0.2,0.5548,0.2,-0.1,0,0.0,0.0,0.0000,1.16,1.15,1.14,1.52
0.0903,0.0836,6.7,0,11.6,-1793.9,2.6171,12.2,-1794.0,2.6472,-0.0,0.0,0.2505,2.0,-0.2,0.6533,-1.8,-0.8,0,0.0,0.0,0.0000,1.88,1.39,1.56,2.03
0.0988,0.0923,6.4,0,11.6,-1794.0,2.6248,12.2,-1794.0,2.6495,0.0,-0.0,0.2767,1.7,-0.0,0.6581,-1.5,-0.8,0,0.0,0.0,0.0000,0.70,1.54,1.66,1.88
0.1061,0.1004,5.7,0,11.8,-1793.9,2.6285,12.2,-1794.0,2.6518,0.0,0.0,0.3018,1.1,-0.4,0.6740,-1.1,-0.2,0,0.0,0.0,0.0000,0.95,1.38,2.04,2.02
0.1149,0.1091,5.8,0,11.7,-1794.4,2.6264,12.2,-1794.0,2.6545,-0.0,-0.0,0.3277,1.5,1.1,0.7202,-0.7,-1.6,0,0.0,0.0,0.0000,1.90,1.33,1.84,1.41
0.1219,0.1175,4.4,0,11.9,-1794.1,2.6340,12.2,-1794.0,2.6574,-0.0,0.0,0.3526,1.0,0.3,0.7206,-0.8,-0.8,0,0.0,0.0,0.0000,2.10,1.42,1.56,1.63
0.1307,0.1292,1.5,0,12.1,-1794.0,2.6345,12.2,-1794.0,2.6617,-0.0,0.0,0.3873,0.3,-0.1,0.7579,-0.3,-0.1,0,0.0,0.0,0.0000,1.29,1.58,1.50,1.82
0.1384,0.1346,3.8,0,11.8,-1793.9,2.6362,12.2,-1794.0,2.6639,-0.0,-0.0,0.4032,1.4,-0.2,0.7867,-1.3,-0.5,0,0.0,0.0,0.0000,1.76,1.33,1.74,1.91
0.1467,0.1434,3.3,0,11.8,-1794.5,2.6340,12.2,-1794.0,2.6675,-0.0,0.0,0.4300,1.2,1.3,0.8355,-0.4,-1.7,0,0.0,0.0,0.0000,2.15,1.89,1.92,2.35
0.1552,0.1513,3.9,0,11.8,-1794.2,2.6314,12.2,-1794.0,2.6710,-0.0,0.0,0.4543,1.1,0.7,0.8859,-0.6,-1.2,0,0.0,0.0,0.0000,1.71,1.87,2.22,2.03
0.1623,0.1622,0.1,0,12.1,-1793.7,2.6274,12.2,-1794.0,2.6761,0.0,-0.0,0.4863,0.5,-0.8,0.9366,-0.8,0.5,0,0.0,0.0,0.0000,1.91,2.20,2.30,1.79
0.1704,0.1692,1.2,0,11.8,-1794.1,2.6201,12.2,-1794.0,2.6796,-0.0,0.0,0.5071,1.3,0.2,1.0070,-1.1,-0.8,0,0.0,0.0,0.0000,0.70,2.59,2.27,2.24
0.1789,0.1766,2.3,0,11.6,-1793.9,2.6252,12.2,-1794.0,2.6835,0.0,0.0,0.5299,1.8,-0.3,1.0302,-1.7,-0.6,0,0.0,0.0,0.0000,2.72,2.39,2.49,2.44
0.1865,0.1851,1.4,0,11.9,-1794.0,2.6334,12.2,-1794.0,2.6881,0.0,0.0,0.5559,1.0,-0.0,1.0368,-0.9,-0.4,0,0.0,0.0,0.0000,2.41,2.45,2.86,2.26
0.1942,0.1851,9.1,0,11.9,-1794.0,2.6334,12.2,-1794.0,2.6881,0.0,0.0,0.5559,1.0,-0.0,1.0771,-0.9,-0.4,0,0.0,0.0,0.0000,3.07,2.17,2.75,2.54
0.2027,0.2014,1.3,0,12.0,-1793.6,2.6240,12.2,-1794.0,2.6976,0.0,0.0,0.6042,0.5,-1.3,1.1603,-1.1,0.9,0,0.0,0.0,0.0000,2.04,2.53,2.44,2.84
0.2105,0.2104,0.1,0,11.9,-1794.3,2.6288,12.2,-1794.0,2.7031,0.0,-0.0,0.6308,0.9,1.0,1.1833,-0.3,-1.3,0,0.0,0.0,0.0000,2.10,2.67,2.90,2.60
0.2185,0.2104,8.1,0,11.9,-1794.3,2.6288,12.2,-1794.0,2.7031,0.0,-0.0,0.6308,0.9,1.0,1.2284,-0.3,-1.3,0,0.0,0.0,0.0000,1.16,3.54,3.18,2.80
0.2270,0.2188,8.1,0,12.2,-1794.1,2.6308,12.2,-1794.0,2.7085,0.0,-0.0,0.6559,0.1,0.3,1.2688,0.1,-0.3,0,0.0,0.0,0.0000,0.64,2.85,3.40,2.74
0.2345,0.2301,4.4,0,11.9,-1793.8,2.6217,12.2,-1794.0,2.7161,-0.0,0.0,0.6908,0.8,-0.7,1.3482,-1.1,0.2,0,0.0,0.0,0.0000,0.33,3.05,3.46,2.74
0.2426,0.2424,0.2,0,11.8,-1794.2,2.6246,12.2,-1794.0,2.7248,0.0,-0.0,0.7270,1.2,0.5,1.3875,-0.8,-1.0,0,0.0,0.0,0.0000,1.82,3.27,3.39,3.08
0.2505,0.2424,8.0,0,11.8,-1794.2,2.6246,12.2,-1794.0,2.7248,0.0,-0.0,0.7270,1.2,0.5,1.4168,-0.8,-1.0,0,0.0,0.0,0.0000,2.52,3.44,3.27,2.81
0.2591,0.2525,6.6,0,11.6,-1793.7,2.6206,12.2,-1794.0,2.7323,-0.0,-0.0,0.7571,1.7,-0.9,1.4692,-1.9,-0.1,0,0.0,0.0,0.0000,2.64,2.54,3.04,3.09
0.2663,0.2628,3.5,0,12.0,-1794.1,2.6244,12.2,-1794.0,2.7403,-0.0,0.0,0.7891,0.7,0.3,1.4754,-0.5,-0.6,0,0.0,0.0,0.0000,3.29,3.91,3.35,3.20
0.2749,0.2694,5.5,0,11.9,-1793.8,2.6267,12.2,-1794.0,2.7456,0.0,-0.0,0.8087,1.0,-0.7,1.4935,-1.3,0.1,0,0.0,0.0,0.0000,3.83,4.09,3.20,3.24
0.2822,0.2779,4.3,0,12.0,-1794.1,2.6181,12.2,-1794.0,2.7525,-0.0,-0.0,0.8336,0.5,0.3,1.5519,-0.3,-0.5,0,0.0,0.0,0.0000,4.06,4.01,3.23,3.09
0.2906,0.2863,4.3,0,12.3,-1794.1,2.6301,12.2,-1794.0,2.7597,0.0,-0.0,0.8588,-0.2,0.3,1.5333,0.3,-0.2,0,0.0,0.0,0.0000,4.16,4.04,3.19,3.41
0.2984,0.2961,2.2,0,11.7,-1793.9,2.6252,12.2,-1794.0,2.7682,0.0,0.0,0.8877,1.6,-0.3,1.5803,-1.5,-0.5,0,0.0,0.0,0.0000,4.38,4.60,3.42,3.19
0.3069,0.3033,3.6,0,11.7,-1793.6,2.6240,12.2,-1794.0,2.7746,-0.0,-0.0,0.9096,1.6,-1.4,1.6158,-2.1,0.4,0,0.0,0.0,0.0000,4.65,4.40,3.72,3.28
0.3142,0.3119,2.3,0,11.8,-1794.0,2.6207,12.2,-1794.0,2.7826,0.0,0.0,0.9362,1.3,-0.0,1.6562,-1.1,-0.6,0,0.0,0.0,0.0000,4.63,4.60,3.89,3.74
0.3226,0.3202,2.4,0,12.2,-1793.7,2.6297,12.2,-1794.0,2.7905,0.0,0.0,0.9605,-0.1,-0.9,1.6525,-0.4,0.8,0,0.0,0.0,0.0000,4.64,4.73,4.25,4.01
0.3303,0.3202,10.2,0,12.2,-1793.7,2.6297,12.2,-1794.0,2.7905,0.0,0.0,0.9605,-0.1,-0.9,1.6829,-0.4,0.8,0,0.0,0.0,0.0000,4.79,4.51,4.08,3.98
0.3381,0.3369,1.2,0,12.1,-1793.8,2.6292,12.2,-1794.0,2.8069,0.0,0.0,0.9934,0.4,-0.6,1.7159,-0.6,0.3,0,0.0,0.0,0.0000,5.12,4.34,4.46,4.21
0.3469,0.3454,1.5,0,11.9,-1794.5,2.6259,12.2,-1794.0,2.8154,0.0,0.0,1.0027,0.9,1.4,1.7642,-0.1,-1.7,0,0.0,0.0,0.0000,5.27,4.69,4.35,3.94
0.3541,0.3540,0.1,0,11.7,-1793.7,2.6204,12.2,-1794.0,2.8240,-0.0,-0.0,1.0000,1.5,-0.8,1.8147,-1.7,-0.0,0,0.0,0.0,0.0000,4.94,4.28,3.72,4.21
0.3626,0.3625,0.1,0,11.5,-1793.8,2.6277,12.2,-1794.0,2.8326,0.0,0.0,1.0000,2.0,-0.5,1.8198,-2.0,-0.5,0,0.0,0.0,0.0000,5.19,5.31,2.77,4.50
0.3707,0.3706,0.1,0,12.0,-1793.9,2.6278,12.2,-1794.0,2.8406,-0.0,-0.0,1.0000,0.5,-0.4,1.8516,-0.6,0.1,0,0.0,0.0,0.0000,4.92,5.08,1.52,4.44
0.3781,0.3706,7.5,0,12.0,-1793.9,2.6278,12.2,-1794.0,2.8406,-0.0,-0.0,1.0000,0.5,-0.4,1.8813,-0.6,0.1,0,0.0,0.0,0.0000,5.18,3.24,2.01,4.67
0.3871,0.3793,7.7,0,11.5,-1793.3,2.6249,12.2,-1794.0,2.8493,-0.0,-0.0,1.0000,2.2,-2.1,1.9288,-2.9,0.7,0,0.0,0.0,0.0000,4.96,1.56,3.62,4.64
0.3940,0.3878,6.2,0,12.2,-1793.7,2.6319,12.2,-1794.0,2.8578,0.0,0.0,1.0000,-0.1,-1.0,1.9286,-0.5,0.9,0,0.0,0.0,0.0000,5.05,2.34,4.42,4.56
0.4031,0.3971,6.0,0,11.9,-1794.3,2.6276,12.2,-1794.0,2.8671,0.0,0.0,1.0000,1.0,0.9,1.9819,-0.4,-1.3,0,0.0,0.0,0.0000,5.30,3.92,5.11,4.83
0.4103,0.4047,5.6,0,11.8,-1794.5,2.6303,12.2,-1794.0,2.8748,0.0,0.0,1.0000,1.3,1.3,2.0000,-0.5,-1.8,0,0.0,0.0,0.0000,5.47,4.73,5.44,5.15
0.4186,0.4132,5.4,0,12.2,-1794.0,2.6322,12.2,-1794.0,2.8832,0.0,0.0,1.0000,0.1,-0.1,2.0000,-0.2,0.0,0,0.0,0.0,0.0000,4.92,5.21,5.56,5.15
0.4265,0.4220,4.4,0,12.0,-1793.8,2.6267,12.2,-1794.0,2.8920,0.0,0.0,1.0000,0.5,-0.8,2.0000,-0.9,0.4,0,0.0,0.0,0.0000,5.21,5.35,5.93,5.19
0.4351,0.4304,4.7,0,11.8,-1794.0,2.6221,12.2,-1794.0,2.9004,0.0,-0.0,1.0000,1.2,0.0,2.0000,-1.0,-0.6,0,0.0,0.0,0.0000,5.64,5.83,5.74,4.94
0.4423,0.4389,3.4,0,11.6,-1793.9,2.6165,12.2,-1794.0,2.9089,0.0,-0.0,1.0000,1.8,-0.2,2.0000,-1.7,-0.7,0,0.0,0.0,0.0000,5.60,5.77,5.52,7.65
0.4501,0.4467,3.4,0,11.9,-1793.9,2.6315,12.2,-1794.0,2.9167,-0.0,-0.0,1.0000,1.1,-0.4,2.0000,-1.1,-0.2,0,0.0,0.0,0.0000,5.75,5.99,5.83,5.44
0.4581,0.4555,2.6,0,11.5,-1793.7,2.6236,12.2,-1794.0,2.9256,-0.0,-0.0,1.0000,2.2,-0.9,2.0000,-2.4,-0.3,0,0.0,0.0,0.0000,5.47,5.93,5.20,5.42
0.4663,0.4640,2.3,0,12.3,-1793.9,2.6343,12.2,-1794.0,2.9340,-0.0,-0.0,1.0000,-0.2,-0.4,2.0000,-0.1,0.4,0,0.0,0.0,0.0000,5.45,5.92,5.96,5.27
0.4740,0.4728,1.2,0,12.0,-1794.4,2.6296,12.2,-1794.0,2.9428,-0.0,0.0,1.0000,0.5,1.2,2.0000,0.2,-1.3,0,0.0,0.0,0.0000,5.85,5.74,5.40,5.00
0.4821,0.4808,1.4,0,11.9,-1794.0,2.6278,12.2,-1794.0,2.9508,-0.0,0.0,1.0000,1.1,0.1,2.0000,-0.9,-0.6,0,0.0,0.0,0.0000,5.89,5.52,5.43,5.30
0.4904,0.4892,1.2,0,11.7,-1793.8,2.6257,12.2,-1794.0,2.9592,0.0,-0.0,1.0000,1.6,-0.8,2.0000,-1.7,-0.1,0,0.0,0.0,0.0000,5.66,5.72,5.54,5.48
0.4988,0.4976,1.2,0,12.0,-1793.9,2.6289,12.2,-1794.0,2.9676,0.0,0.0,1.0000,0.7,-0.2,2.0000,-0.7,-0.2,0,0.0,0.0,0.0000,5.30,5.61,5.81,5.69
0.5065,0.5063,0.1,0,12.1,-1794.2,2.6375,12.2,-1794.0,2.9764,0.0,0.0,1.0000,0.3,0.6,2.0000,0.0,-0.6,0,0.0,0.0,0.0000,5.40,5.67,5.40,5.28
0.5146,0.5145,0.1,0,11.7,-1794.2,2.6302,12.2,-1794.0,2.9845,-0.0,-0.0,1.0000,1.4,0.6,2.0000,-0.9,-1.3,0,0.0,0.0,0.0000,5.33,5.11,5.37,4.82
0.5220,0.5145,7.6,0,11.7,-1794.2,2.6302,12.2,-1794.0,2.9845,-0.0,-0.0,1.0000,1.4,0.6,2.0000,-0.9,-1.3,0,0.0,0.0,0.0000,5.58,4.88,5.37,4.88
0.5304,0.5228,7.6,0,11.8,-1794.0,2.6240,12.2,-1794.0,2.9928,-0.0,-0.0,1.0000,1.3,0.1,2.0000,-1.1,-0.7,0,0.0,0.0,0.0000,5.09,5.43,5.14,4.82
0.5382,0.5315,6.7,0,12.1,-1794.3,2.6343,12.2,-1794.0,3.0015,-0.0,0.0,1.0000,0.2,0.8,2.0000,0.2,-0.8,0,0.0,0.0,0.0000,4.52,5.60,4.98,4.96
0.5470,0.5386,8.4,0,11.8,-1793.9,2.6268,12.2,-1794.0,3.0087,-0.0,-0.0,1.0000,1.2,-0.3,2.0000,-1.2,-0.3,0,0.0,0.0,0.0000,5.11,5.45,4.85,4.76
0.5541,0.5482,5.8,0,12.3,-1793.9,2.6365,12.2,-1794.0,3.0183,-0.0,-0.0,1.0000,-0.2,-0.4,2.0000,-0.1,0.5,0,0.0,0.0,0.0000,6.03,4.80,4.92,4.69
0.5623,0.5567,5.6,0,11.8,-1793.7,2.6230,12.2,-1794.0,3.0267,0.0,-0.0,1.0000,1.2,-0.8,2.0000,-1.5,0.1,0,0.0,0.0,0.0000,5.30,5.19,4.76,5.11
0.5705,0.5652,5.3,0,11.7,-1793.5,2.6231,12.2,-1794.0,3.0352,0.0,-0.0,1.0000,1.4,-1.4,2.0000,-1.9,0.5,0,0.0,0.0,0.0000,4.96,5.30,5.07,4.69
0.5790,0.5735,5.6,0,11.6,-1794.2,2.6244,12.2,-1794.0,3.0435,-0.0,0.0,1.0000,1.7,0.7,2.0000,-1.2,-1.5,0,0.0,0.0,0.0000,4.34,5.03,4.73,4.92
0.5869,0.5822,4.6,0,11.7,-1794.4,2.6194,12.2,-1794.0,3.0522,0.0,-0.0,1.0000,1.5,1.3,2.0000,-0.7,-1.8,0,0.0,0.0,0.0000,5.28,4.96,5.03,4.62
0.5950,0.5906,4.4,0,11.9,-1793.4,2.6235,12.2,-1794.0,3.0606,0.0,-0.0,1.0000,0.9,-1.8,2.0000,-1.6,1.1,0,0.0,0.0,0.0000,4.94,4.71,4.84,4.40
0.6024,0.5987,3.8,0,12.0,-1793.9,2.6266,12.2,-1794.0,3.0687,0.0,0.0,1.0000,0.8,-0.2,2.0000,-0.8,-0.2,0,0.0,0.0,0.0000,4.90,4.94,4.57,4.76
0.6110,0.6075,3.6,0,11.9,-1793.8,2.6234,12.2,-1794.0,3.0775,-0.0,0.0,1.0000,1.0,-0.6,2.0000,-1.2,0.0,0,0.0,0.0,0.0000,4.33,5.36,5.10,5.19
0.6182,0.6159,2.3,0,11.9,-1793.6,2.6193,12.2,-1794.0,3.0859,0.0,0.0,1.0000,1.0,-1.3,2.0000,-1.5,0.6,0,0.0,0.0,0.0000,5.34,5.15,4.96,4.98
0.6267,0.6243,2.4,0,12.0,-1793.1,2.6288,12.2,-1794.0,3.0943,-0.0,0.0,1.0000,0.7,-2.7,2.0000,-1.9,2.0,0,0.0,0.0,0.0000,5.01,4.67,5.02,4.73
0.6364,0.6327,3.7,0,11.8,-1793.3,2.6230,12.2,-1794.0,3.1027,0.0,-0.0,1.0000,1.2,-2.3,2.0000,-2.2,1.4,0,0.0,0.0,0.0000,4.91,4.96,4.73,4.67
