t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2931,-0.2952,2.1,0,-640.4,-1295.6,1.4401,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.1,-0.8,0.0084,-0.8,-0.1
-0.2852,-0.2864,1.1,0,-640.2,-1295.4,1.4375,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.7,-1.5,0.0189,-1.5,0.5
-0.2774,-0.2785,1.1,0,-640.3,-1295.3,1.4381,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.3,-1.6,0.0164,-1.7,0.1
-0.2699,-0.2785,8.6,0,-640.3,-1295.3,1.4381,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.3,-1.6,0.0164,-1.7,0.1
-0.2615,-0.2616,0.1,0,-640.4,-1295.7,1.4422,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.2,-0.4,0.0001,-0.4,0.1
-0.2531,-0.2616,8.5,0,-640.4,-1295.7,1.4422,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.2,-0.4,0.0001,-0.4,0.1
-0.2455,-0.2511,5.5,0,-640.6,-1296.2,1.4380,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,0.4,1.1,0.0168,1.1,-0.3
-0.2370,-0.2447,7.6,0,-640.4,-1295.5,1.4386,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.0,-1.1,0.0143,-1.1,-0.1
-0.2298,-0.2361,6.2,0,-640.2,-1295.7,1.4389,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.9,-0.4,0.0133,-0.5,0.8
-0.2220,-0.2276,5.6,0,-640.3,-1295.7,1.4385,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.6,-0.3,0.0148,-0.4,0.5
-0.2133,-0.2176,4.3,0,-640.3,-1296.2,1.4402,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.4,1.0,0.0079,0.9,0.5
-0.2059,-0.2103,4.4,0,-640.3,-1295.9,1.4348,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.5,0.2,0.0297,0.1,0.5
-0.1976,-0.2020,4.4,0,-640.0,-1296.0,1.4436,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.2,0.4,-0.0058,0.3,1.2
-0.1892,-0.1956,6.4,0,-640.2,-1295.9,1.4377,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.7,0.2,0.0181,0.1,0.8
-0.1817,-0.1829,1.2,0,-640.5,-1295.9,1.4359,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,0.2,0.2,0.0252,0.2,-0.1
-0.1735,-0.1767,3.3,0,-640.4,-1296.3,1.4412,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.1,1.2,0.0039,1.2,0.3
-0.1656,-0.1682,2.6,0,-640.0,-1295.6,1.4430,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.3,-0.7,-0.0032,-0.8,1.2
-0.1575,-0.1598,2.3,0,-640.0,-1295.9,1.4387,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.3,0.0,0.0141,-0.1,1.3
-0.1489,-0.1490,0.1,0,-640.6,-1295.6,1.4447,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,0.4,-0.7,-0.0102,-0.6,-0.4
-0.1411,-0.1425,1.5,0,-640.2,-1295.9,1.4422,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.6,0.2,0.0001,0.1,0.6
-0.1331,-0.1343,1.2,0,-640.3,-1296.1,1.4361,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.3,0.9,0.0244,0.8,0.4
-0.1259,-0.1260,0.1,0,-640.2,-1295.7,1.4390,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.8,-0.5,0.0129,-0.6,0.7
-0.1174,-0.1260,8.6,0,-640.2,-1295.7,1.4390,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.8,-0.5,0.0129,-0.6,0.7
-0.1098,-0.1159,6.2,0,-640.4,-1295.4,1.4396,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.1,-1.4,0.0105,-1.4,-0.1
-0.1013,-0.1087,7.4,0,-640.0,-1295.6,1.4372,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.2,-0.7,0.0201,-0.8,1.1
-0.0933,-0.1008,7.5,0,-640.5,-1296.0,1.4379,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,0.2,0.6,0.0174,0.6,-0.1
-0.0853,-0.0920,6.8,0,-639.9,-1295.9,1.4358,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.8,0.2,0.0257,0.0,1.8
-0.0778,-0.0833,5.5,0,-640.3,-1295.2,1.4353,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.4,-2.0,0.0275,-2.0,0.1
-0.0700,-0.0753,5.3,0,-639.9,-1295.5,1.4401,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-1.5,-1.0,0.0082,-1.2,1.4
-0.0609,-0.0669,6.0,0,-640.1,-1295.7,1.4393,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,-0.3,5.1,0.0116,5.1,1.0
-0.0541,-0.0573,3.2,0,-640.2,-1295.9,1.4407,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,0.4,8.5,0.0058,8.5,0.7
-0.0454,-0.0490,3.6,0,-640.1,-1295.9,1.4416,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,1.6,19.3,0.0023,19.4,0.9
-0.0377,-0.0413,3.7,0,-640.3,-1296.1,1.4365,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,3.1,27.7,0.0226,27.8,0.6
-0.0295,-0.0329,3.3,0,-640.2,-1295.4,1.4369,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,3.1,33.8,0.0212,33.9,1.4
-0.0209,-0.0244,3.5,0,-640.2,-1295.5,1.4382,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,4.2,42.7,0.0162,42.9,1.5
-0.0135,-0.0161,2.6,0,-640.4,-1295.6,1.4378,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,5.9,50.6,0.0177,50.9,0.9
-0.0052,-0.0075,2.3,0,-640.1,-1295.4,1.4397,-640.4,-1295.9,1.4422,0.0,0.0,0.0000,6.1,58.2,0.0100,58.5,1.6
0.0030,0.0005,2.5,0,-640.4,-1295.9,1.4442,-640.4,-1295.9,1.4422,1.0,7.6,-0.0000,8.0,67.7,-0.0079,68.2,0.6
0.0107,0.0093,1.4,0,-640.2,-1295.6,1.4387,-640.4,-1295.8,1.4422,0.9,6.9,0.0000,8.4,74.4,0.0138,74.8,1.5
0.0196,0.0195,0.1,0,-640.4,-1295.4,1.4370,-640.4,-1295.7,1.4422,2.6,19.1,-0.0000,10.4,83.4,0.0209,84.0,0.8
0.0260,0.0259,0.1,0,-640.2,-1295.5,1.4378,-640.4,-1295.5,1.4422,3.3,25.4,-0.0000,10.4,90.6,0.0177,91.1,1.8
0.0345,0.0344,0.1,0,-640.3,-1295.4,1.4392,-640.4,-1295.3,1.4422,3.9,34.1,0.0000,11.0,99.1,0.0119,99.7,2.1
0.0420,0.0344,7.6,0,-640.3,-1295.4,1.4392,-640.4,-1295.3,1.4422,3.9,34.1,0.0000,11.5,107.4,0.0119,108.0,2.7
0.0501,0.0425,7.6,0,-640.4,-1295.3,1.4410,-640.3,-1295.0,1.4422,4.7,42.3,-0.0000,12.2,116.6,0.0047,117.2,3.0
0.0582,0.0516,6.6,0,-640.0,-1294.6,1.4453,-640.3,-1294.5,1.4422,6.0,51.5,0.0000,11.6,124.1,-0.0123,124.6,4.0
0.0669,0.0602,6.7,0,-640.1,-1294.4,1.4524,-640.2,-1294.1,1.4422,7.1,60.1,-0.0000,13.4,134.0,-0.0410,134.6,2.5
0.0745,0.0682,6.3,0,-639.9,-1294.1,1.4442,-640.2,-1293.5,1.4422,8.1,67.6,0.0000,13.4,142.2,-0.0081,142.7,4.7
0.0825,0.0767,5.8,0,-640.1,-1293.8,1.4522,-640.1,-1292.9,1.4422,9.2,76.0,0.0000,13.4,150.9,-0.0400,151.4,4.6
0.0901,0.0855,4.6,0,-639.9,-1294.0,1.4568,-640.0,-1292.2,1.4422,10.6,85.1,0.0000,13.1,160.9,-0.0586,161.4,5.3
0.0982,0.0939,4.3,0,-640.4,-1293.3,1.4525,-639.9,-1291.5,1.4422,11.1,93.3,-0.0000,15.8,169.0,-0.0413,169.7,4.3
0.1068,0.1024,4.5,0,-640.2,-1292.6,1.4525,-639.8,-1290.7,1.4422,11.4,101.4,0.0000,15.2,178.1,-0.0410,178.6,5.9
0.1140,0.1105,3.6,0,-640.4,-1292.7,1.4471,-639.7,-1289.8,1.4422,11.8,109.7,0.0000,14.7,188.7,-0.0195,189.0,8.7
0.1224,0.1180,4.4,0,-639.8,-1292.0,1.4550,-639.6,-1288.9,1.4422,12.1,117.4,0.0000,12.9,198.1,-0.0513,198.3,10.0
0.1309,0.1274,3.6,0,-640.0,-1291.5,1.4468,-639.5,-1287.8,1.4422,12.9,126.9,0.0000,14.2,207.7,-0.0183,207.8,11.6
0.1386,0.1360,2.6,0,-639.2,-1291.0,1.4519,-639.4,-1286.7,1.4422,14.0,135.6,-0.0000,12.1,217.1,-0.0387,217.0,13.8
0.1467,0.1443,2.4,0,-639.2,-1290.2,1.4486,-639.3,-1285.5,1.4422,13.5,143.8,0.0000,12.1,226.8,-0.0254,226.6,15.7
0.1550,0.1525,2.4,0,-639.3,-1289.8,1.4488,-639.2,-1284.3,1.4422,13.1,151.9,0.0000,11.5,237.7,-0.0263,237.4,17.5
0.1631,0.1525,10.6,0,-639.3,-1289.8,1.4488,-639.2,-1284.3,1.4422,13.1,151.9,0.0000,10.0,249.9,-0.0263,249.2,20.5
0.1706,0.1693,1.3,0,-638.4,-1287.5,1.4612,-638.9,-1281.6,1.4422,14.3,168.3,0.0000,6.4,254.2,-0.0760,253.3,21.4
0.1780,0.1693,8.7,0,-638.4,-1287.5,1.4612,-638.9,-1281.6,1.4422,14.3,168.3,0.0000,5.8,264.8,-0.0760,263.9,23.2
0.1863,0.1863,0.1,0,-637.7,-1286.1,1.4771,-638.7,-1278.6,1.4422,12.1,186.0,-0.0000,2.6,273.4,-0.1396,272.4,23.0
0.1944,0.1863,8.2,0,-637.7,-1286.1,1.4771,-638.7,-1278.6,1.4422,12.1,186.0,-0.0000,1.5,286.8,-0.1396,285.7,25.3
0.2023,0.1863,16.0,0,-637.7,-1286.1,1.4771,-638.7,-1278.6,1.4422,12.1,186.0,-0.0000,0.3,299.5,-0.1396,298.2,27.8
0.2106,0.2031,7.5,0,-637.1,-1283.9,1.4728,-638.5,-1275.3,1.4422,12.5,202.5,0.0000,-3.3,305.8,-0.1226,304.0,33.2
0.2183,0.2031,15.2,0,-637.1,-1283.9,1.4728,-638.5,-1275.3,1.4422,12.5,202.5,0.0000,-5.0,318.4,-0.1226,316.3,36.1
0.2272,0.2203,6.9,0,-636.1,-1280.6,1.5034,-638.3,-1271.7,1.4422,11.0,220.3,-0.0000,-10.5,322.9,-0.2449,321.5,32.3
0.2346,0.2203,14.3,0,-636.1,-1280.6,1.5034,-638.3,-1271.7,1.4422,11.0,220.3,-0.0000,-12.7,335.6,-0.2449,333.9,35.3
0.2427,0.2372,5.5,0,-635.0,-1277.8,1.5100,-638.2,-1267.8,1.4422,7.7,237.2,-0.0000,-18.5,341.8,-0.2712,340.0,39.2
0.2507,0.2473,3.5,0,-634.5,-1276.2,1.5146,-638.1,-1265.4,1.4422,6.3,246.6,-0.0000,-22.6,350.9,-0.2895,349.0,42.2
0.2582,0.2540,4.2,0,-634.1,-1274.3,1.5238,-638.0,-1263.7,1.4422,5.1,253.6,-0.0000,-26.3,357.6,-0.3263,355.9,43.0
0.2665,0.2540,12.5,0,-634.1,-1274.3,1.5238,-638.0,-1263.7,1.4422,5.1,253.6,-0.0000,-29.4,372.2,-0.3263,370.4,46.9
0.2740,0.2707,3.3,0,-631.6,-1270.9,1.5327,-638.0,-1259.3,1.4422,1.8,270.9,-0.0000,-40.4,375.7,-0.3620,373.9,54.6
0.2827,0.2707,12.0,0,-631.6,-1270.9,1.5327,-638.0,-1259.3,1.4422,1.8,270.9,-0.0000,-44.5,391.6,-0.3620,389.6,59.4
0.2908,0.2881,2.7,0,-630.3,-1266.2,1.5358,-638.0,-1254.5,1.4422,-2.8,287.8,0.0000,-52.7,392.6,-0.3746,390.5,66.4
0.2982,0.2881,10.1,0,-630.3,-1266.2,1.5358,-638.0,-1254.5,1.4422,-2.8,287.8,0.0000,-56.5,406.2,-0.3746,404.0,70.7
0.3066,0.3044,2.3,0,-628.7,-1260.6,1.5196,-638.1,-1249.6,1.4422,-8.1,304.2,0.0000,-65.7,404.6,-0.3097,400.7,86.3
0.3144,0.3143,0.1,0,-628.5,-1257.5,1.5290,-638.2,-1246.6,1.4422,-11.5,314.4,-0.0000,-70.8,410.0,-0.3473,406.6,87.8
0.3221,0.3220,0.1,0,-627.6,-1254.1,1.5189,-638.3,-1244.1,1.4422,-14.0,321.5,0.0000,-78.1,415.4,-0.3069,410.8,99.6
0.3306,0.3305,0.1,0,-627.0,-1251.9,1.5248,-638.4,-1241.4,1.4422,-17.1,329.6,0.0000,-85.7,423.5,-0.3303,419.1,105.1
0.3381,0.3305,7.7,0,-627.0,-1251.9,1.5248,-638.4,-1241.4,1.4422,-17.1,329.6,0.0000,-91.6,433.7,-0.3303,429.0,111.5
0.3462,0.3386,7.6,0,-626.4,-1248.6,1.5111,-638.6,-1238.6,1.4422,-21.1,338.1,0.0000,-98.9,434.1,-0.2756,427.4,124.7
0.3551,0.3483,6.8,0,-626.3,-1245.5,1.5096,-638.8,-1235.3,1.4422,-25.7,347.7,-0.0000,-104.2,432.7,-0.2697,425.5,130.4
0.3629,0.3555,7.4,0,-626.7,-1242.0,1.5050,-639.0,-1232.8,1.4422,-29.5,354.6,0.0000,-107.6,429.7,-0.2511,421.7,135.6
