t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s
-0.2958,-0.3016,5.8,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,-0.47,-0.06,-0.12,0.08
-0.2885,-0.3016,13.1,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.11,0.26,-0.03,0.15
-0.2799,-0.3016,21.8,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,-1.23,0.34,-0.22,0.19
-0.2715,-0.3016,30.1,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,-0.26,-0.08,-0.09,0.09
-0.2638,-0.3016,37.8,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.52,-0.60,-0.25,-0.18
-0.2565,-0.3016,45.1,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,-0.17,0.25,0.16,0.09
-0.2484,-0.3016,53.2,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.29,-0.74,0.17,-0.19
-0.2400,-0.3016,61.6,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.03,0.06,0.12,-0.43
-0.2321,-0.3016,69.5,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.15,0.00,-0.06,-0.23
-0.2236,-0.3016,78.0,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.07,0.06,-0.13,0.09
-0.2161,-0.3016,85.5,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,-0.97,0.04,-0.12,0.09
-0.2077,-0.3016,94.0,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.01,0.17,-0.31,0.18
-0.1994,-0.3016,102.3,0,-499.6,590.1,-2.0650,-499.6,590.1,-2.0650,0.0,0.0,0.0000,0.0,0.0,0.0000,-0.0,0.0,0,0.0,0.0,0.0000,0.36,0.58,-0.15,-0.03
-0.1915,-0.1939,2.5,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.17,0.08,-0.25,-0.27
-0.1840,-0.1939,9.9,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.21,-0.09,-0.04,0.30
-0.1754,-0.1939,18.6,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.08,-0.17,0.24,0.02
-0.1684,-0.1939,25.6,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.37,-0.42,-0.47,-0.34
-0.1597,-0.1939,34.2,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.08,-0.27,-0.97,-0.65
-0.1523,-0.1939,41.6,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.09,-0.43,-0.35,-0.76
-0.1441,-0.1939,49.9,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.24,-0.44,-1.16,-0.50
-0.1355,-0.1939,58.5,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.33,-0.28,-0.79,-0.42
-0.1280,-0.1939,65.9,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.10,-0.11,-0.32,-0.68
-0.1195,-0.1939,74.5,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.34,0.00,-0.12,-0.16
-0.1120,-0.1939,81.9,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.36,-0.43,-0.23,0.14
-0.1036,-0.1939,90.4,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,0.10,0.01,-0.15,-0.35
-0.0964,-0.1939,97.6,0,-499.4,589.9,-2.0600,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-0.6,0.6,-0.0199,-0.2,-0.8,0,0.0,0.0,0.0000,-0.47,-0.22,-0.35,-0.09
-0.0884,-0.0929,4.5,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-1.1,2.2,0.0103,-1.4,-2.0,0,0.0,0.0,0.0000,0.26,0.23,0.20,0.51
-0.0800,-0.0929,12.9,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-3.7,-2.7,0.0103,4.1,-2.0,0,0.0,0.0,0.0000,0.35,0.12,0.60,0.23
-0.0715,-0.0929,21.4,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-6.6,-8.1,0.0103,10.3,-1.9,0,0.0,0.0,0.0000,0.06,0.35,0.62,0.29
-0.0640,-0.0929,28.9,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-10.9,-16.1,0.0103,19.3,-1.9,0,0.0,0.0,0.0000,0.14,0.07,0.45,0.36
-0.0565,-0.0929,36.4,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-14.5,-22.7,0.0103,26.9,-1.9,0,0.0,0.0,0.0000,0.42,0.20,-0.04,0.19
-0.0485,-0.0929,44.4,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-18.4,-30.0,0.0103,35.1,-1.9,0,0.0,0.0,0.0000,0.29,0.24,0.57,0.18
-0.0397,-0.0929,53.2,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-22.6,-37.8,0.0103,44.0,-1.9,0,0.0,0.0,0.0000,-0.30,-0.14,0.17,0.40
-0.0318,-0.0929,61.1,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-26.5,-45.0,0.0103,52.1,-1.8,0,0.0,0.0,0.0000,-0.38,-0.09,0.24,0.12
-0.0241,-0.0929,68.8,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-30.0,-51.6,0.0103,59.7,-1.8,0,0.0,0.0,0.0000,-0.46,-0.13,-2.55,0.09
-0.0158,-0.0929,77.0,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-33.8,-58.6,0.0103,67.6,-1.8,0,0.0,0.0,0.0000,-0.25,-0.28,0.21,0.38
-0.0081,-0.0929,84.8,0,-499.2,589.4,-2.0675,-499.6,590.1,-2.0650,0.0,0.0,0.0000,-37.5,-65.4,0.0103,75.3,-1.8,0,0.0,0.0,0.0000,-0.12,-0.37,0.14,0.44
