t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2974,-0.3000,2.6,0,-546.8,-1136.4,1.4986,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0
-0.2891,-0.2903,1.2,0,-547.1,-1136.3,1.5009,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.8,-0.4,-0.0094,-0.4,-0.8
-0.2809,-0.2809,0.1,0,-547.0,-1136.2,1.4992,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.5,-0.6,-0.0027,-0.5,-0.5
-0.2729,-0.2741,1.2,0,-547.0,-1136.6,1.5011,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.6,0.4,-0.0100,0.5,-0.5
-0.2656,-0.2741,8.5,0,-547.0,-1136.6,1.5011,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.6,0.4,-0.0100,0.5,-0.5
-0.2573,-0.2574,0.1,0,-547.0,-1136.3,1.5022,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.4,-0.2,-0.0147,-0.2,-0.4
-0.2490,-0.2491,0.1,0,-547.0,-1136.3,1.5046,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.5,-0.5,-0.0241,-0.4,-0.5
-0.2408,-0.2491,8.4,0,-547.0,-1136.3,1.5046,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.5,-0.5,-0.0241,-0.4,-0.5
-0.2329,-0.2404,7.5,0,-547.0,-1136.2,1.5021,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.5,-0.7,-0.0143,-0.6,-0.5
-0.2256,-0.2320,6.4,0,-546.9,-1136.3,1.5033,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.2,-0.3,-0.0190,-0.3,-0.2
-0.2171,-0.2236,6.6,0,-546.9,-1136.4,1.4998,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.3,-0.1,-0.0048,-0.1,-0.3
-0.2086,-0.2151,6.4,0,-547.1,-1136.4,1.5113,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.8,0.1,-0.0510,0.1,-0.8
-0.2006,-0.2064,5.8,0,-546.9,-1136.2,1.4965,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.1,-0.8,0.0084,-0.7,-0.2
-0.1937,-0.1984,4.7,0,-546.9,-1135.9,1.4995,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.2,-1.6,-0.0036,-1.6,-0.3
-0.1855,-0.1899,4.5,0,-547.0,-1136.3,1.5026,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.4,-0.4,-0.0160,-0.4,-0.4
-0.1767,-0.1814,4.7,0,-547.1,-1136.2,1.5014,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.7,-0.8,-0.0114,-0.7,-0.7
-0.1690,-0.1725,3.5,0,-546.7,-1136.1,1.4935,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,-0.5,-0.9,0.0204,-0.9,0.5
-0.1613,-0.1648,3.4,0,-546.8,-1136.3,1.5046,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,-0.2,-0.4,-0.0243,-0.4,0.2
-0.1533,-0.1559,2.6,0,-546.7,-1136.6,1.5045,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,-0.4,0.6,-0.0238,0.6,0.4
-0.1450,-0.1473,2.3,0,-546.8,-1136.5,1.5024,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,-0.1,0.3,-0.0155,0.3,0.2
-0.1367,-0.1382,1.5,0,-546.9,-1136.2,1.5017,-546.8,-1136.4,1.4986,0.0,0.0,0.0000,0.3,-0.8,-0.0127,-0.8,-0.3
