t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2971,-0.3038,6.7,0,-489.9,-1227.7,1.6710,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,-0.0
-0.2888,-0.3038,15.0,0,-489.9,-1227.7,1.6710,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,-0.0
-0.2806,-0.2851,4.5,0,-490.3,-1227.7,1.6740,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,1.3,-0.2,-0.0121,-0.3,-1.3
-0.2726,-0.2760,3.4,0,-489.0,-1228.4,1.6691,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-2.7,1.9,0.0076,2.1,2.5
-0.2644,-0.2681,3.7,0,-490.1,-1227.8,1.6713,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.6,0.2,-0.0013,0.2,-0.7
-0.2572,-0.2681,10.9,0,-490.1,-1227.8,1.6713,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.6,0.2,-0.0013,0.2,-0.7
-0.2486,-0.2512,2.6,0,-489.2,-1228.6,1.6714,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-2.2,2.5,-0.0018,2.7,1.9
-0.2409,-0.2512,10.3,0,-489.2,-1228.6,1.6714,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-2.2,2.5,-0.0018,2.7,1.9
-0.2323,-0.2347,2.4,0,-490.1,-1227.7,1.6723,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.7,-0.1,-0.0053,-0.2,-0.7
-0.2250,-0.2347,9.7,0,-490.1,-1227.7,1.6723,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,0.7,-0.1,-0.0053,-0.2,-0.7
-0.2172,-0.2175,0.2,0,-489.1,-1228.6,1.6711,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-2.4,2.5,-0.0005,2.7,2.2
-0.2086,-0.2175,8.9,0,-489.1,-1228.6,1.6711,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-2.4,2.5,-0.0005,2.7,2.2
-0.2010,-0.2040,3.0,0,-489.6,-1227.7,1.6686,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-1.0,-0.2,0.0096,-0.1,1.0
-0.1920,-0.2004,8.4,0,-489.5,-1228.5,1.6662,-489.9,-1227.7,1.6710,0.0,0.0,0.0000,-1.0,2.4,0.0192,2.5,0.8
