t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2950,-0.2951,0.1,0,149.6,-868.5,1.6364,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.5,-0.3,0.0030,-0.3,0.5
-0.2869,-0.2869,0.0,0,149.2,-868.4,1.6412,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.7,-0.5,-0.0162,-0.5,-0.7
-0.2795,-0.2869,7.4,0,149.2,-868.4,1.6412,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.7,-0.5,-0.0162,-0.5,-0.7
-0.2712,-0.2869,15.8,0,149.2,-868.4,1.6412,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.7,-0.5,-0.0162,-0.5,-0.7
-0.2627,-0.2698,7.1,0,149.7,-868.3,1.6354,149.4,-868.6,1.6371,0.0,0.0,0.0000,-1.0,-1.0,0.0070,-0.9,1.1
-0.2553,-0.2605,5.2,0,149.2,-868.5,1.6395,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.6,-0.3,-0.0095,-0.3,-0.6
-0.2475,-0.2529,5.4,0,149.6,-868.5,1.6393,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.6,-0.3,-0.0089,-0.3,0.6
-0.2390,-0.2422,3.2,0,149.6,-868.5,1.6393,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-0.2,-0.0087,-0.2,0.7
-0.2313,-0.2355,4.3,0,149.5,-868.4,1.6389,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.4,-0.5,-0.0073,-0.5,0.5
-0.2228,-0.2272,4.4,0,149.2,-868.5,1.6383,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.6,-0.2,-0.0046,-0.3,-0.6
-0.2148,-0.2186,3.9,0,149.3,-868.3,1.6432,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.3,-0.9,-0.0244,-1.0,-0.3
-0.2065,-0.2088,2.3,0,149.8,-868.2,1.6415,149.4,-868.6,1.6371,0.0,0.0,0.0000,-1.2,-1.0,-0.0174,-0.9,1.3
-0.1988,-0.2020,3.2,0,149.6,-868.5,1.6417,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-0.3,-0.0183,-0.2,0.8
-0.1910,-0.1936,2.6,0,149.6,-868.2,1.6384,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-1.0,-0.0049,-1.0,0.8
-0.1827,-0.1850,2.3,0,149.2,-868.4,1.6386,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.5,-0.5,-0.0060,-0.5,-0.5
-0.1754,-0.1755,0.1,0,149.7,-868.3,1.6386,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.9,-0.8,-0.0058,-0.7,1.0
-0.1669,-0.1683,1.4,0,149.7,-868.5,1.6361,149.4,-868.6,1.6371,0.0,0.0,0.0000,-1.1,-0.3,0.0039,-0.2,1.1
-0.1591,-0.1592,0.1,0,149.6,-868.2,1.6417,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-1.3,-0.0185,-1.2,0.8
-0.1506,-0.1507,0.1,0,149.3,-868.5,1.6378,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.2,-0.2,-0.0026,-0.2,-0.1
-0.1425,-0.1507,8.2,0,149.3,-868.5,1.6378,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.2,-0.2,-0.0026,-0.2,-0.1
-0.1344,-0.1345,0.1,0,149.3,-868.4,1.6381,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.2,-0.4,-0.0038,-0.4,-0.2
-0.1266,-0.1345,7.9,0,149.3,-868.4,1.6381,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.2,-0.4,-0.0038,-0.4,-0.2
-0.1186,-0.1262,7.5,0,149.6,-868.3,1.6426,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.6,-0.7,-0.0217,-0.7,0.6
-0.1110,-0.1175,6.6,0,149.4,-868.2,1.6402,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.0,-1.1,-0.0122,-1.1,0.1
-0.1033,-0.1086,5.3,0,149.2,-868.0,1.6488,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.5,-1.7,-0.0469,-1.7,-0.3
-0.0952,-0.1010,5.9,0,149.2,-868.5,1.6410,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.6,-0.3,-0.0156,-0.3,-0.6
-0.0864,-0.0921,5.7,0,149.7,-868.8,1.6390,149.4,-868.6,1.6371,0.0,0.0,0.0000,-1.0,0.6,-0.0074,0.7,1.0
-0.0793,-0.0836,4.3,0,149.6,-868.4,1.6372,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-0.5,-0.0004,-0.5,0.7
-0.0706,-0.0752,4.6,0,149.5,-868.1,1.6414,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.3,-1.4,-0.0172,-1.3,0.4
-0.0632,-0.0667,3.5,0,149.6,-868.5,1.6410,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.7,-0.3,-0.0155,-0.3,0.7
-0.0554,-0.0555,0.1,0,149.7,-868.4,1.6396,149.4,-868.6,1.6371,0.0,0.0,0.0000,-1.1,-0.6,-0.0099,-0.5,1.1
-0.0475,-0.0500,2.5,0,149.6,-868.7,1.6388,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.5,0.3,-0.0069,0.3,0.5
-0.0386,-0.0412,2.6,0,149.6,-868.4,1.6384,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.6,-0.6,-0.0051,-0.6,0.6
-0.0304,-0.0319,1.4,0,149.6,-868.5,1.6467,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.6,-0.3,-0.0384,-0.3,0.6
-0.0226,-0.0246,2.0,0,149.6,-868.6,1.6374,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.6,-0.0,-0.0012,-0.0,0.6
-0.0152,-0.0164,1.2,0,149.5,-868.3,1.6418,149.4,-868.6,1.6371,0.0,0.0,0.0000,-0.3,-0.9,-0.0186,-0.9,0.3
-0.0063,-0.0077,1.3,0,149.4,-868.4,1.6404,149.4,-868.6,1.6371,0.0,0.0,0.0000,0.1,-0.5,-0.0133,-0.5,-0.0
0.0007,0.0006,0.1,0,149.5,-868.6,1.6408,149.4,-868.6,1.6371,-0.5,7.6,-0.0000,-0.8,7.5,-0.0147,7.5,0.3
0.0092,0.0091,0.1,0,149.7,-868.4,1.6430,149.4,-868.5,1.6371,-0.4,6.8,-0.0000,-1.5,6.5,-0.0237,6.6,1.0
0.0165,0.0091,7.5,0,149.7,-868.4,1.6430,149.4,-868.5,1.6371,-0.4,6.8,-0.0000,-2.1,16.3,-0.0237,16.4,0.9
0.0254,0.0179,7.5,0,149.6,-868.6,1.6439,149.4,-868.4,1.6371,-1.1,17.7,-0.0000,-2.4,26.0,-0.0270,26.2,0.5
0.0334,0.0260,7.4,0,149.9,-868.6,1.6439,149.4,-868.2,1.6371,-1.7,25.6,0.0000,-4.2,34.9,-0.0272,35.1,1.7
0.0408,0.0344,6.5,0,149.7,-868.5,1.6358,149.3,-868.0,1.6371,-2.7,34.2,0.0000,-4.5,42.8,0.0053,43.0,1.8
