t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad
-0.2200,-0.2201,0.1,0,-392.3,-829.7,1.3405,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.2,0.6,0.0470,0.5,0.3,0,0.0,0.0,0.0000
-0.2121,-0.2201,8.1,0,-392.3,-829.7,1.3405,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.2,0.6,0.0470,0.5,0.3,0,0.0,0.0,0.0000
-0.2041,-0.2116,7.5,0,-392.2,-829.5,1.3436,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.4,-0.0,0.0343,-0.1,0.4,0,0.0,0.0,0.0000
-0.1963,-0.2028,6.6,0,-392.1,-829.7,1.3405,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.7,0.8,0.0468,0.6,0.9,0,0.0,0.0,0.0000
-0.1880,-0.1948,6.8,0,-392.2,-829.8,1.3394,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.5,1.0,0.0512,0.8,0.7,0,0.0,0.0,0.0000
-0.1798,-0.1948,14.9,0,-392.2,-829.8,1.3394,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.5,1.0,0.0512,0.8,0.7,0,0.0,0.0,0.0000
-0.1729,-0.1780,5.0,0,-392.2,-829.9,1.3432,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.6,1.3,0.0360,1.1,0.8,0,0.0,0.0,0.0000
-0.1636,-0.1691,5.5,0,-392.5,-829.4,1.3481,-392.3,-829.5,1.3522,0.0,0.0,0.0000,0.5,-0.2,0.0164,-0.1,-0.5,0,0.0,0.0,0.0000
-0.1561,-0.1609,4.8,0,-392.7,-829.3,1.3488,-392.3,-829.5,1.3522,0.0,0.0,0.0000,1.0,-0.4,0.0138,-0.2,-1.1,0,0.0,0.0,0.0000
-0.1488,-0.1524,3.6,0,-392.0,-829.8,1.3449,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-1.0,0.8,0.0294,0.6,1.2,0,0.0,0.0,0.0000
-0.1409,-0.1443,3.4,0,-392.5,-829.1,1.3500,-392.3,-829.5,1.3522,0.0,0.0,0.0000,0.4,-1.1,0.0089,-0.9,-0.7,0,0.0,0.0,0.0000
-0.1320,-0.1334,1.4,0,-391.9,-830.0,1.3411,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-1.2,1.4,0.0445,1.1,1.5,0,0.0,0.0,0.0000
-0.1246,-0.1269,2.3,0,-392.1,-829.7,1.3403,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.6,0.6,0.0476,0.4,0.7,0,0.0,0.0,0.0000
-0.1162,-0.1187,2.6,0,-392.1,-829.6,1.3406,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.7,0.3,0.0465,0.2,0.7,0,0.0,0.0,0.0000
-0.1085,-0.1187,10.2,0,-392.1,-829.6,1.3406,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.7,0.3,0.0465,0.2,0.7,0,0.0,0.0,0.0000
-0.1009,-0.1083,7.4,0,-392.2,-829.7,1.3411,-392.3,-829.5,1.3522,0.0,0.0,0.0000,-0.5,0.7,0.0444,0.6,0.7,0,0.0,0.0,0.0000
-0.0929,-0.0930,0.1,0,-392.4,-829.4,1.3491,-392.3,-829.5,1.3522,0.0,0.0,0.0000,0.2,-0.1,0.0126,-0.1,-0.2,0,0.0,0.0,0.0000
-0.0845,-0.0846,0.1,0,-392.3,-829.6,1.3431,-392.3,-829.5,1.3522,0.0,0.0,0.0000,1.4,7.7,0.0364,7.8,0.4,0,0.0,0.0,0.0000
-0.0760,-0.0761,0.1,0,-392.4,-829.2,1.3493,-392.3,-829.5,1.3522,0.0,0.0,0.0000,1.7,5.7,0.0117,5.9,-0.4,0,0.0,0.0,0.0000
-0.0683,-0.0761,7.8,0,-392.4,-829.2,1.3493,-392.3,-829.5,1.3522,0.0,0.0,0.0000,3.9,15.3,0.0117,15.8,-0.4,0,0.0,0.0,0.0000
-0.0600,-0.0658,5.7,0,-392.2,-829.7,1.3413,-392.3,-829.5,1.3522,0.0,0.0,0.0000,5.0,24.6,0.0437,25.1,0.7,0,0.0,0.0,0.0000
-0.0521,-0.0594,7.2,0,-392.1,-829.6,1.3428,-392.3,-829.5,1.3522,0.0,0.0,0.0000,6.3,32.2,0.0378,32.8,1.1,0,0.0,0.0,0.0000
-0.0441,-0.0498,5.7,0,-392.3,-829.5,1.3495,-392.3,-829.5,1.3522,0.0,0.0,0.0000,8.9,39.9,0.0108,40.9,0.1,0,0.0,0.0,0.0000
-0.0358,-0.0429,7.1,0,-392.3,-829.3,1.3465,-392.3,-829.5,1.3522,0.0,0.0,0.0000,10.6,47.7,0.0230,48.9,0.3,0,0.0,0.0,0.0000
-0.0281,-0.0317,3.6,0,-392.4,-829.9,1.3503,-392.3,-829.5,1.3522,0.0,0.0,0.0000,12.6,57.2,0.0079,58.6,0.2,0,0.0,0.0,0.0000
-0.0206,-0.0256,5.0,0,-392.1,-829.7,1.3402,-392.3,-829.5,1.3522,0.0,0.0,0.0000,13.1,63.6,0.0481,64.9,1.8,0,0.0,0.0,0.0000
-0.0127,-0.0172,4.5,0,-392.4,-829.4,1.3504,-392.3,-829.5,1.3522,0.0,0.0,0.0000,15.7,70.1,0.0071,71.8,0.0,0,0.0,0.0,0.0000
-0.0043,-0.0086,4.3,0,-392.1,-829.5,1.3410,-392.3,-829.5,1.3522,0.0,0.0,0.0000,16.7,78.9,0.0449,80.6,1.7,0,0.0,0.0,0.0000
0.0040,0.0013,2.7,0,-392.3,-829.2,1.3482,-392.3,-829.5,1.3522,1.5,6.8,0.0000,19.3,86.2,0.0160,88.3,0.2,0,0.0,0.0,0.0000
0.0115,0.0079,3.6,0,-392.2,-829.4,1.3457,-392.3,-829.4,1.3522,1.3,6.0,-0.0000,20.5,94.0,0.0259,96.2,1.0,0,0.0,0.0,0.0000
0.0193,0.0167,2.7,0,-392.3,-829.1,1.3488,-392.3,-829.3,1.3522,3.6,16.2,0.0000,22.4,101.0,0.0138,103.4,0.4,0,0.0,0.0,0.0000
0.0272,0.0248,2.4,0,-392.0,-829.0,1.3532,-392.3,-829.2,1.3522,5.3,23.9,-0.0000,23.6,108.9,-0.0038,111.4,0.5,0,0.0,0.0,0.0000
0.0351,0.0350,0.1,0,-392.1,-829.0,1.3546,-392.2,-828.9,1.3522,7.6,34.1,0.0000,25.7,117.4,-0.0097,120.2,0.1,0,0.0,0.0,0.0000
0.0431,0.0419,1.2,0,-392.1,-828.7,1.3515,-392.2,-828.6,1.3522,9.1,40.9,-0.0000,27.6,125.4,0.0030,128.4,0.3,0,0.0,0.0,0.0000
0.0514,0.0500,1.3,0,-391.6,-828.6,1.3537,-392.1,-828.3,1.3522,10.9,49.1,0.0000,28.4,134.5,-0.0058,137.5,1.2,0,0.0,0.0,0.0000
0.0594,0.0593,0.1,0,-391.9,-828.3,1.3626,-392.0,-827.8,1.3522,12.9,58.1,-0.0000,31.2,142.5,-0.0417,145.9,-1.1,0,0.0,0.0,0.0000
0.0678,0.0593,8.6,0,-391.9,-828.3,1.3626,-392.0,-827.8,1.3522,12.9,58.1,-0.0000,33.4,152.1,-0.0417,155.7,-1.2,0,0.0,0.0,0.0000
0.0763,0.0762,0.2,0,-391.4,-828.2,1.3593,-391.7,-826.7,1.3522,16.5,74.2,-0.0000,34.1,162.1,-0.0284,165.7,0.7,0,0.0,0.0,0.0000
0.0839,0.0762,7.7,0,-391.4,-828.2,1.3593,-391.7,-826.7,1.3522,16.5,74.2,-0.0000,36.2,171.4,-0.0284,175.2,0.6,0,0.0,0.0,0.0000
0.0916,0.0842,7.4,0,-391.5,-828.1,1.3612,-391.6,-826.0,1.3522,18.3,82.3,-0.0000,38.5,180.5,-0.0360,184.5,-0.2,0,0.0,0.0,0.0000
0.0998,0.0923,7.5,0,-391.0,-827.6,1.3710,-391.4,-825.3,1.3522,20.0,90.3,-0.0000,39.2,189.1,-0.0749,193.2,-0.9,0,0.0,0.0,0.0000
0.1079,0.1016,6.3,0,-390.8,-827.5,1.3744,-391.2,-824.4,1.3522,22.0,98.9,0.0000,41.0,199.0,-0.0889,203.2,-1.3,0,0.0,0.0,0.0000
0.1162,0.1094,6.8,0,-390.8,-827.1,1.3799,-391.0,-823.6,1.3522,23.7,106.6,-0.0000,43.1,207.9,-0.1107,212.3,-2.8,0,0.0,0.0,0.0000
0.1237,0.1181,5.6,0,-390.3,-826.3,1.3855,-390.8,-822.7,1.3522,25.6,115.2,0.0000,41.9,207.4,-0.1333,211.6,-3.0,0,0.0,0.0,0.0000
0.1311,0.1262,4.9,0,-390.1,-825.6,1.3896,-390.6,-821.7,1.3522,27.4,123.3,-0.0000,42.4,208.8,-0.1495,213.1,-4.0,0,0.0,0.0,0.0000
0.1395,0.1349,4.7,0,-390.0,-825.4,1.3867,-390.4,-820.6,1.3522,29.3,132.0,0.0000,42.6,211.4,-0.1378,215.6,-3.1,0,0.0,0.0,0.0000
0.1481,0.1435,4.6,0,-389.4,-824.4,1.3891,-390.1,-819.4,1.3522,31.1,140.2,-0.0000,41.7,212.2,-0.1477,216.3,-2.6,0,0.0,0.0,0.0000
0.1554,0.1519,3.5,0,-388.7,-823.5,1.3773,-389.8,-818.2,1.3522,32.9,148.1,-0.0000,40.2,212.7,-0.1004,216.5,1.5,0,0.0,0.0,0.0000
0.1637,0.1601,3.6,0,-388.2,-822.1,1.3793,-389.6,-817.0,1.3522,34.7,156.3,0.0000,39.7,212.4,-0.1082,216.1,1.4,0,0.0,0.0,0.0000
0.1720,0.1690,3.0,0,-387.9,-821.7,1.3856,-389.3,-815.5,1.3522,36.7,165.2,-0.0000,39.7,215.1,-0.1335,218.7,0.6,0,0.0,0.0,0.0000
0.1797,0.1773,2.3,0,-387.5,-821.2,1.3856,-388.9,-814.1,1.3522,38.5,173.1,-0.0000,39.2,217.7,-0.1335,221.2,1.5,0,0.0,0.0,0.0000
0.1879,0.1854,2.6,0,-386.1,-820.2,1.3988,-388.6,-812.7,1.3522,40.2,180.8,-0.0000,36.0,219.2,-0.1864,222.1,2.1,0,0.0,0.0,0.0000
0.1956,0.1941,1.4,0,-385.7,-819.1,1.4050,-388.3,-811.1,1.3522,42.1,189.6,-0.0000,35.8,220.1,-0.2111,223.0,1.0,0,0.0,0.0,0.0000
0.2040,0.2027,1.3,0,-385.7,-817.3,1.4119,-387.9,-809.4,1.3522,43.5,195.8,0.0000,36.9,219.6,-0.2389,222.7,-1.7,0,0.0,0.0,0.0000
0.2120,0.2108,1.2,0,-384.5,-816.2,1.4175,-387.5,-807.9,1.3522,43.3,194.9,-0.0000,34.5,221.0,-0.2612,223.6,-0.3,0,0.0,0.0,0.0000
0.2192,0.2108,8.4,0,-384.5,-816.2,1.4175,-387.5,-807.9,1.3522,43.3,194.9,-0.0000,35.4,225.2,-0.2612,227.9,-0.6,0,0.0,0.0,0.0000
0.2274,0.2195,7.9,0,-384.0,-815.2,1.4097,-387.2,-806.2,1.3522,43.4,195.5,-0.0000,34.9,226.9,-0.2301,229.5,1.9,0,0.0,0.0,0.0000
0.2353,0.2277,7.6,0,-383.2,-814.0,1.4077,-386.8,-804.6,1.3522,43.4,195.2,0.0000,33.4,228.1,-0.2218,230.5,4.0,0,0.0,0.0,0.0000
0.2441,0.2363,7.8,0,-381.3,-812.1,1.4178,-386.4,-802.9,1.3522,43.4,195.2,0.0000,29.0,227.6,-0.2622,229.3,6.0,0,0.0,0.0,0.0000
0.2518,0.2446,7.2,0,-380.7,-810.4,1.4157,-386.1,-801.3,1.3522,43.4,195.2,-0.0000,28.3,226.8,-0.2538,228.4,7.1,0,0.0,0.0,0.0000
0.2597,0.2532,6.5,0,-379.8,-808.0,1.4093,-385.7,-799.6,1.3522,43.4,195.2,0.0000,26.4,224.4,-0.2284,225.7,10.0,0,0.0,0.0,0.0000
0.2678,0.2601,7.7,0,-378.9,-806.4,1.4194,-385.4,-798.2,1.3522,43.4,195.2,-0.0000,24.9,224.1,-0.2689,225.3,9.1,0,0.0,0.0,0.0000
0.2753,0.2700,5.2,0,-378.1,-804.9,1.4224,-385.0,-796.3,1.3522,43.4,195.2,-0.0000,23.5,224.0,-0.2808,225.0,9.9,0,0.0,0.0,0.0000
0.2831,0.2769,6.1,0,-378.0,-802.5,1.4138,-384.7,-794.9,1.3522,43.4,195.2,-0.0000,24.2,221.4,-0.2465,222.5,10.7,0,0.0,0.0,0.0000
0.2920,0.2867,5.3,0,-377.0,-800.4,1.3977,-384.3,-793.0,1.3522,43.4,195.2,0.0000,22.3,220.5,-0.1821,221.1,16.0,0,0.0,0.0,0.0000
0.2998,0.2953,4.5,0,-376.4,-796.9,1.3993,-383.9,-791.4,1.3522,43.4,195.2,0.0000,21.4,214.5,-0.1884,215.1,15.5,0,0.0,0.0,0.0000
0.3079,0.3023,5.6,0,-376.3,-795.1,1.3972,-383.6,-790.0,1.3522,43.4,195.2,-0.0000,22.4,213.7,-0.1799,214.4,14.9,0,0.0,0.0,0.0000
0.3157,0.3122,3.6,0,-374.4,-793.4,1.3783,-383.1,-788.1,1.3522,43.4,195.2,0.0000,17.5,213.3,-0.1042,212.7,23.7,0,0.0,0.0,0.0000
0.3242,0.3122,12.0,0,-374.4,-793.4,1.3783,-383.1,-788.1,1.3522,43.4,195.2,0.0000,18.6,218.3,-0.1042,217.8,23.5,0,0.0,0.0,0.0000
0.3319,0.3288,3.0,0,-373.8,-787.8,1.3737,-382.4,-784.8,1.3522,43.4,195.2,0.0000,17.8,205.9,-0.0861,205.4,22.9,0,0.0,0.0,0.0000
0.3401,0.3378,2.3,0,-373.3,-785.9,1.3617,-382.0,-783.1,1.3522,43.4,195.2,-0.0000,17.3,205.0,-0.0381,204.1,25.6,0,0.0,0.0,0.0000
0.3471,0.3459,1.2,0,-372.8,-782.2,1.3599,-381.7,-781.5,1.3522,43.4,195.2,0.0000,16.8,198.1,-0.0308,197.2,25.1,0,0.0,0.0,0.0000
0.3560,0.3546,1.4,0,-372.1,-779.8,1.3578,-381.3,-779.8,1.3522,43.4,195.2,-0.0000,15.9,196.2,-0.0225,195.2,26.0,0,0.0,0.0,0.0000
0.3633,0.3632,0.1,0,-371.9,-776.2,1.3545,-380.9,-778.1,1.3522,43.4,195.2,-0.0000,16.3,189.5,-0.0093,188.6,24.8,0,0.0,0.0,0.0000
0.3715,0.3632,8.4,0,-371.9,-776.2,1.3545,-380.9,-778.1,1.3522,43.4,195.2,-0.0000,17.4,194.3,-0.0093,193.5,24.7,0,0.0,0.0,0.0000
0.3800,0.3799,0.1,0,-370.7,-771.3,1.3448,-380.2,-774.8,1.3522,43.4,195.2,-0.0000,14.7,184.6,0.0298,183.2,27.0,0,0.0,0.0,0.0000
0.3877,0.3799,7.8,0,-370.7,-771.3,1.3448,-380.2,-774.8,1.3522,43.4,195.2,-0.0000,15.7,189.1,0.0298,187.8,27.0,0,0.0,0.0,0.0000
0.3961,0.3883,7.8,0,-370.0,-768.5,1.3390,-379.8,-773.2,1.3522,43.4,195.2,0.0000,14.9,185.6,0.0529,184.1,28.2,0,0.0,0.0,0.0000
0.4040,0.3968,7.3,0,-370.3,-766.3,1.3317,-379.5,-771.5,1.3522,43.4,195.2,-0.0000,16.7,183.6,0.0819,182.4,27.3,0,0.0,0.0,0.0000
0.4116,0.4052,6.4,0,-370.3,-762.9,1.3353,-379.1,-769.9,1.3522,43.4,195.2,0.0000,17.6,177.9,0.0676,177.1,24.4,0,0.0,0.0,0.0000
0.4192,0.4138,5.4,0,-370.3,-761.0,1.3124,-378.7,-768.2,1.3522,43.4,195.2,0.0000,18.9,176.6,0.1594,175.6,26.9,0,0.0,0.0,0.0000
0.4282,0.4219,6.3,0,-369.7,-758.3,1.3108,-378.4,-766.6,1.3522,43.4,195.2,0.0000,18.2,173.9,0.1655,172.8,27.1,0,0.0,0.0,0.0000
0.4362,0.4307,5.5,0,-370.0,-755.1,1.3182,-378.0,-764.9,1.3522,43.4,195.2,-0.0000,20.0,169.1,0.1359,168.8,22.9,0,0.0,0.0,0.0000
0.4437,0.4391,4.6,0,-370.0,-752.7,1.3173,-377.6,-763.3,1.3522,43.4,195.2,-0.0000,21.1,166.1,0.1398,166.1,21.3,0,0.0,0.0,0.0000
0.4513,0.4473,3.9,0,-369.9,-749.9,1.3133,-377.3,-761.7,1.3522,43.4,195.2,-0.0000,21.7,162.4,0.1555,162.5,20.3,0,0.0,0.0,0.0000
0.4593,0.4561,3.1,0,-370.1,-747.7,1.3164,-376.9,-760.0,1.3522,43.4,195.2,0.0000,23.4,160.3,0.1433,161.1,17.7,0,0.0,0.0,0.0000
0.4679,0.4646,3.3,0,-370.2,-745.3,1.3089,-376.5,-758.3,1.3522,43.4,195.2,-0.0000,24.8,158.3,0.1732,159.3,17.0,0,0.0,0.0,0.0000
0.4757,0.4646,11.1,0,-370.2,-745.3,1.3089,-376.5,-758.3,1.3522,43.4,195.2,-0.0000,25.8,162.8,0.1732,164.0,17.2,0,0.0,0.0,0.0000
0.4838,0.4812,2.6,0,-370.6,-740.7,1.3128,-375.8,-755.1,1.3522,43.4,195.2,-0.0000,28.2,153.6,0.1577,155.7,12.0,0,0.0,0.0,0.0000
0.4911,0.4896,1.6,0,-370.9,-738.6,1.3057,-375.5,-753.4,1.3522,43.4,195.2,-0.0000,30.0,151.7,0.1859,154.3,10.8,0,0.0,0.0,0.0000
0.4996,0.4984,1.2,0,-371.2,-736.3,1.3196,-375.1,-751.7,1.3522,43.4,195.2,-0.0000,31.8,149.8,0.1306,153.0,6.4,0,0.0,0.0,0.0000
0.5082,0.5068,1.4,0,-371.5,-734.4,1.3214,-374.7,-750.1,1.3522,43.4,195.2,-0.0000,34.1,149.2,0.1232,153.0,3.8,0,0.0,0.0,0.0000
0.5152,0.5151,0.1,0,-371.4,-732.9,1.3197,-374.3,-748.4,1.3522,43.4,195.2,0.0000,34.7,148.7,0.1300,152.7,3.3,0,0.0,0.0,0.0000
0.5233,0.5232,0.1,0,-372.2,-730.4,1.3195,-374.0,-746.9,1.3522,43.4,195.2,-0.0000,37.9,146.1,0.1310,150.9,-0.4,0,0.0,0.0,0.0000
0.5318,0.5232,8.6,0,-372.2,-730.4,1.3195,-374.0,-746.9,1.3522,43.4,195.2,-0.0000,39.0,151.0,0.1310,156.0,-0.3,0,0.0,0.0,0.0000
0.5393,0.5321,7.2,0,-372.1,-728.8,1.3264,-373.6,-745.1,1.3522,43.4,195.2,0.0000,39.8,150.6,0.1033,155.8,-2.1,0,0.0,0.0,0.0000
0.5481,0.5404,7.8,0,-372.6,-727.6,1.3380,-373.2,-743.5,1.3522,43.4,195.2,0.0000,42.5,152.1,0.0570,157.8,-6.2,0,0.0,0.0,0.0000
0.5557,0.5488,6.9,0,-373.4,-725.8,1.3403,-372.9,-741.9,1.3522,43.4,195.2,-0.0000,45.8,151.1,0.0475,157.6,-10.1,0,0.0,0.0,0.0000
0.5638,0.5570,6.8,0,-373.4,-724.5,1.3362,-372.5,-740.3,1.3522,43.4,195.2,0.0000,46.8,152.1,0.0642,158.8,-10.2,0,0.0,0.0,0.0000
0.5721,0.5658,6.3,0,-373.4,-723.3,1.3395,-372.1,-738.5,1.3522,43.4,195.2,0.0000,47.8,153.4,0.0509,160.2,-11.4,0,0.0,0.0,0.0000
0.5798,0.5784,1.4,0,-373.8,-721.3,1.3518,-371.6,-736.1,1.3522,43.4,195.2,-0.0000,50.2,151.7,0.0017,159.0,-16.0,0,0.0,0.0,0.0000
0.5873,0.5826,4.7,0,-374.3,-720.5,1.3580,-371.4,-735.3,1.3522,43.4,195.2,0.0000,52.7,153.8,-0.0233,161.5,-19.0,0,0.0,0.0,0.0000
0.5955,0.5909,4.6,0,-373.7,-719.8,1.3567,-371.1,-733.6,1.3522,43.4,195.2,-0.0000,52.0,156.5,-0.0179,164.0,-17.6,0,0.0,0.0,0.0000
0.6043,0.5998,4.5,0,-373.8,-719.1,1.3541,-370.7,-731.9,1.3522,43.4,195.2,-0.0000,53.5,159.4,-0.0076,167.2,-17.9,0,0.0,0.0,0.0000
0.6113,0.6080,3.3,0,-373.9,-718.1,1.3542,-370.3,-730.3,1.3522,43.4,195.2,0.0000,54.6,160.6,-0.0080,168.5,-18.8,0,0.0,0.0,0.0000
0.6202,0.6165,3.7,0,-374.6,-716.6,1.3618,-369.9,-728.6,1.3522,43.4,195.2,-0.0000,57.8,161.4,-0.0384,169.8,-23.1,0,0.0,0.0,0.0000
0.6276,0.6250,2.6,0,-374.4,-715.9,1.3616,-369.6,-727.0,1.3522,43.4,195.2,-0.0000,58.1,163.5,-0.0377,172.0,-22.9,0,0.0,0.0,0.0000
0.6358,0.6357,0.1,0,-374.8,-714.8,1.3630,-369.1,-724.9,1.3522,43.4,195.2,-0.0000,60.4,165.1,-0.0432,174.0,-25.0,0,0.0,0.0,0.0000
0.6432,0.6419,1.3,0,-374.7,-714.3,1.3640,-368.8,-723.7,1.3522,43.4,195.2,0.0000,61.2,167.7,-0.0472,176.7,-25.4,0,0.0,0.0,0.0000
0.6511,0.6505,0.6,0,-374.5,-713.9,1.3634,-368.5,-722.0,1.3522,43.4,195.2,0.0000,61.4,171.2,-0.0449,180.2,-24.8,0,0.0,0.0,0.0000
0.6600,0.6588,1.2,0,-374.4,-713.5,1.3636,-368.1,-720.4,1.3522,43.4,195.2,0.0000,62.3,175.2,-0.0456,184.2,-25.0,0,0.0,0.0,0.0000
0.6675,0.6588,8.7,0,-374.4,-713.5,1.3636,-368.1,-720.4,1.3522,43.4,195.2,0.0000,63.3,179.5,-0.0456,188.7,-25.0,0,0.0,0.0,0.0000
0.6763,0.6703,6.0,0,-374.1,-712.8,1.3663,-367.6,-718.1,1.3522,43.4,195.2,-0.0000,63.7,182.6,-0.0562,191.7,-25.3,0,0.0,0.0,0.0000
0.6835,0.6808,2.7,0,-374.1,-712.1,1.3641,-367.2,-716.1,1.3522,43.4,195.2,0.0000,64.6,184.8,-0.0476,194.1,-25.3,0,0.0,0.0,0.0000
0.6913,0.6840,7.3,0,-374.0,-711.4,1.3651,-367.0,-715.5,1.3522,43.4,195.2,0.0000,65.3,187.4,-0.0514,196.8,-25.6,0,0.0,0.0,0.0000
0.6993,0.6925,6.9,0,-373.9,-710.4,1.3662,-366.7,-713.8,1.3522,43.4,195.2,0.0000,66.0,189.0,-0.0560,198.5,-26.2,0,0.0,0.0,0.0000
0.7078,0.7022,5.5,0,-374.3,-709.0,1.3628,-366.2,-711.9,1.3522,43.4,195.2,-0.0000,68.2,189.6,-0.0422,199.6,-27.6,0,0.0,0.0,0.0000
0.7156,0.7093,6.3,0,-373.4,-708.8,1.3612,-365.9,-710.5,1.3522,43.4,195.2,-0.0000,66.5,193.8,-0.0360,203.4,-24.8,0,0.0,0.0,0.0000
0.7240,0.7180,6.0,0,-373.7,-708.2,1.3617,-365.5,-708.8,1.3522,43.4,195.2,0.0000,68.7,197.0,-0.0377,206.9,-26.3,0,0.0,0.0,0.0000
0.7311,0.7262,4.9,0,-373.2,-707.5,1.3653,-365.2,-707.2,1.3522,43.4,195.2,0.0000,68.1,198.8,-0.0522,208.6,-26.0,0,0.0,0.0,0.0000
0.7396,0.7371,2.5,0,-372.8,-706.9,1.3624,-364.7,-705.1,1.3522,43.4,195.2,-0.0000,67.8,202.0,-0.0407,211.6,-24.6,0,0.0,0.0,0.0000
0.7479,0.7439,4.0,0,-372.6,-706.4,1.3659,-364.4,-703.8,1.3522,43.4,195.2,0.0000,68.5,205.5,-0.0548,215.1,-25.2,0,0.0,0.0,0.0000
0.7555,0.7521,3.5,0,-372.4,-705.7,1.3638,-364.1,-702.2,1.3522,43.4,195.2,0.0000,68.9,207.8,-0.0463,217.5,-24.7,0,0.0,0.0,0.0000
0.7641,0.7604,3.7,0,-372.1,-704.9,1.3581,-363.7,-700.6,1.3522,43.4,195.2,-0.0000,68.9,210.4,-0.0234,220.2,-23.0,0,0.0,0.0,0.0000
0.7721,0.7706,1.5,0,-371.4,-703.5,1.3729,-363.3,-698.6,1.3522,43.4,195.2,-0.0000,67.9,211.0,-0.0829,220.2,-25.1,0,0.0,0.0,0.0000
0.7802,0.7706,9.7,0,-371.4,-703.5,1.3729,-363.3,-698.6,1.3522,43.4,195.2,-0.0000,69.0,215.8,-0.0829,225.1,-25.2,0,0.0,0.0,0.0000
0.7881,0.7858,2.3,0,-370.1,-701.2,1.3608,-362.6,-695.6,1.3522,43.4,195.2,-0.0000,66.2,213.3,-0.0345,222.4,-20.2,0,0.0,0.0,0.0000
0.7962,0.7948,1.5,0,-369.5,-700.3,1.3697,-362.2,-693.8,1.3522,43.4,195.2,0.0000,65.5,215.5,-0.0698,224.2,-21.1,0,0.0,0.0,0.0000
0.8034,0.7948,8.7,0,-369.5,-700.3,1.3697,-362.2,-693.8,1.3522,43.4,195.2,0.0000,66.4,219.7,-0.0698,228.6,-21.2,0,0.0,0.0,0.0000
0.8118,0.8117,0.1,0,-367.7,-699.2,1.3677,-361.5,-690.5,1.3522,43.4,195.2,0.0000,62.0,221.5,-0.0621,229.4,-16.0,0,0.0,0.0,0.0000
