t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s
-0.2974,-0.2986,1.1,0,-176.3,15.2,-3.0585,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.2,0.7,-0.0118,-0.3,-0.6,0,0.0,0.0,0.0000,-0.05,0.33,-0.05,0.09
-0.2901,-0.2986,8.4,0,-176.3,15.2,-3.0585,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.2,0.7,-0.0118,-0.3,-0.6,0,0.0,0.0,0.0000,0.10,-0.14,0.07,0.29
-0.2821,-0.2884,6.3,0,-176.1,15.3,-3.0561,-176.2,15.5,-3.0615,0.0,0.0,0.0000,-0.2,0.6,-0.0213,0.2,-0.6,0,0.0,0.0,0.0000,-0.34,-0.23,-0.16,0.37
-0.2740,-0.2752,1.2,0,-176.5,15.5,-3.0630,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.8,-0.3,0.0062,-0.8,0.3,0,0.0,0.0,0.0000,-0.19,-0.29,-0.12,2.50
-0.2660,-0.2714,5.4,0,-176.5,15.3,-3.0619,-176.2,15.5,-3.0615,0.0,0.0,0.0000,1.0,0.5,0.0017,-1.0,-0.4,0,0.0,0.0,0.0000,-0.01,-0.06,0.27,-0.04
-0.2577,-0.2630,5.3,0,-176.1,15.4,-3.0576,-176.2,15.5,-3.0615,0.0,0.0,0.0000,-0.3,0.2,-0.0153,0.3,-0.2,0,0.0,0.0,0.0000,-0.72,0.18,-0.17,-0.21
-0.2498,-0.2550,5.2,0,-176.3,15.3,-3.0588,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.1,0.6,-0.0108,-0.2,-0.6,0,0.0,0.0,0.0000,0.24,0.25,0.09,-0.07
-0.2420,-0.2476,5.7,0,-176.3,15.3,-3.0600,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.3,0.4,-0.0058,-0.4,-0.4,0,0.0,0.0,0.0000,0.28,-0.20,0.12,0.04
-0.2342,-0.2375,3.4,0,-176.0,15.3,-3.0585,-176.2,15.5,-3.0615,0.0,0.0,0.0000,-0.5,0.6,-0.0117,0.5,-0.6,0,0.0,0.0,0.0000,0.10,-0.34,0.12,-0.18
-0.2258,-0.2282,2.5,0,-176.3,15.5,-3.0599,-176.2,15.5,-3.0615,0.0,0.0,0.0000,0.3,-0.3,-0.0061,-0.2,0.3,0,0.0,0.0,0.0000,-0.32,-0.40,0.07,-0.07
