t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2947,-0.2948,0.0,0,-484.7,-1225.3,1.7193,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,0.5,-0.0057,0.6,0.7
-0.2872,-0.2872,0.1,0,-485.1,-1225.3,1.7188,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,0.3,0.4,-0.0040,0.4,-0.4
-0.2788,-0.2872,8.4,0,-485.1,-1225.3,1.7188,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,0.3,0.4,-0.0040,0.4,-0.4
-0.2710,-0.2774,6.4,0,-484.6,-1225.4,1.7136,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-1.0,0.7,0.0170,0.9,0.9
-0.2628,-0.2774,14.6,0,-484.6,-1225.4,1.7136,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-1.0,0.7,0.0170,0.9,0.9
-0.2552,-0.2616,6.4,0,-484.6,-1225.3,1.7156,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-1.0,0.6,0.0088,0.7,0.9
-0.2466,-0.2616,15.0,0,-484.6,-1225.3,1.7156,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-1.0,0.6,0.0088,0.7,0.9
-0.2382,-0.2447,6.5,0,-484.9,-1225.3,1.7183,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.4,0.5,-0.0016,0.6,0.3
-0.2308,-0.2447,14.0,0,-484.9,-1225.3,1.7183,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.4,0.5,-0.0016,0.6,0.3
-0.2224,-0.2279,5.5,0,-484.9,-1225.5,1.7136,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.3,1.1,0.0169,1.1,0.1
-0.2149,-0.2174,2.4,0,-484.9,-1225.2,1.7142,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.2,0.2,0.0147,0.2,0.2
-0.2071,-0.2104,3.3,0,-484.9,-1225.2,1.7150,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.3,0.1,0.0114,0.2,0.3
-0.1982,-0.2104,12.2,0,-484.9,-1225.2,1.7150,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.3,0.1,0.0114,0.2,0.3
-0.1900,-0.1914,1.4,0,-484.9,-1225.3,1.7154,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.1,0.5,0.0097,0.5,0.1
-0.1823,-0.1914,9.1,0,-484.9,-1225.3,1.7154,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.1,0.5,0.0097,0.5,0.1
-0.1742,-0.1767,2.5,0,-484.8,-1225.2,1.7152,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,0.4,0.0106,0.5,0.6
-0.1662,-0.1767,10.4,0,-484.8,-1225.2,1.7152,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,0.4,0.0106,0.5,0.6
-0.1587,-0.1601,1.4,0,-484.9,-1225.4,1.7147,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.1,0.7,0.0126,0.8,0.0
-0.1511,-0.1574,6.3,0,-484.9,-1225.2,1.7192,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.3,0.4,-0.0053,0.4,0.3
-0.1427,-0.1431,0.4,0,-484.7,-1225.5,1.7157,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,1.0,0.0087,1.1,0.5
-0.1340,-0.1431,9.1,0,-484.7,-1225.5,1.7157,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,1.0,0.0087,1.1,0.5
-0.1265,-0.1431,16.6,0,-484.7,-1225.5,1.7157,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.7,1.0,0.0087,1.1,0.5
-0.1186,-0.1241,5.4,0,-484.9,-1225.3,1.7162,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.1,0.6,0.0067,0.6,0.1
-0.1104,-0.1163,5.9,0,-484.9,-1225.4,1.7143,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.1,1.0,0.0142,1.0,-0.0
-0.1022,-0.1089,6.7,0,-484.9,-1225.4,1.7177,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.2,0.7,0.0006,0.8,0.1
-0.0944,-0.0989,4.4,0,-485.0,-1225.3,1.7156,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,0.1,0.7,0.0088,0.7,-0.2
-0.0870,-0.0905,3.6,0,-484.7,-1225.6,1.7122,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.9,1.4,0.0227,1.5,0.7
-0.0790,-0.0836,4.6,0,-484.8,-1225.2,1.7188,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-1.4,7.5,-0.0039,7.6,0.3
-0.0708,-0.0751,4.3,0,-485.2,-1225.2,1.7155,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-0.4,7.1,0.0095,7.1,-0.6
-0.0623,-0.0669,4.6,0,-484.9,-1225.4,1.7173,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-2.8,18.2,0.0023,18.4,0.1
-0.0547,-0.0562,1.4,0,-484.7,-1225.3,1.7133,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-4.6,25.2,0.0181,25.6,0.9
-0.0468,-0.0499,3.1,0,-485.3,-1225.4,1.7167,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-4.3,33.6,0.0048,33.9,-0.6
-0.0382,-0.0416,3.4,0,-485.1,-1225.3,1.7171,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-6.5,41.9,0.0031,42.5,0.3
-0.0307,-0.0330,2.3,0,-484.9,-1225.2,1.7162,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-8.0,49.1,0.0066,49.7,0.8
-0.0223,-0.0235,1.2,0,-485.0,-1225.2,1.7111,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-9.1,57.4,0.0270,58.2,1.0
-0.0146,-0.0179,3.3,0,-484.8,-1225.2,1.7167,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-10.8,64.9,0.0046,65.8,1.3
-0.0061,-0.0076,1.4,0,-485.0,-1225.3,1.7184,-485.0,-1225.1,1.7178,0.0,0.0,0.0000,-11.3,73.3,-0.0021,74.1,0.4
0.0014,0.0009,0.4,0,-484.8,-1225.2,1.7186,-485.0,-1225.1,1.7178,-1.1,7.2,0.0000,-12.8,80.9,-0.0030,81.9,0.8
0.0097,0.0009,8.7,0,-484.8,-1225.2,1.7186,-485.0,-1225.1,1.7178,-1.1,7.2,0.0000,-14.1,89.4,-0.0030,90.5,0.8
