t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2986,-0.3039,5.3,0,-387.2,-830.2,1.3368,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0
-0.2903,-0.2948,4.4,0,-387.2,-829.8,1.3314,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0215,0.0,0.0
-0.2821,-0.2948,12.7,0,-387.2,-829.8,1.3314,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0215,0.0,0.0
-0.2737,-0.2771,3.4,0,-387.2,-830.0,1.3346,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0088,0.0,0.0
-0.2660,-0.2692,3.3,0,-387.2,-830.5,1.3307,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0242,0.0,0.0
-0.2586,-0.2601,1.5,0,-388.0,-829.8,1.3356,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0045,0.0,0.0
-0.2499,-0.2601,10.3,0,-388.0,-829.8,1.3356,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0045,0.0,0.0
-0.2416,-0.2429,1.2,0,-387.3,-830.0,1.3344,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0096,0.0,0.0
-0.2342,-0.2429,8.6,0,-387.3,-830.0,1.3344,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0096,0.0,0.0
-0.2261,-0.2339,7.8,0,-387.1,-830.2,1.3356,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0046,0.0,0.0
-0.2181,-0.2196,1.4,0,-387.1,-830.5,1.3336,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0128,0.0,0.0
-0.2096,-0.2157,6.1,0,-387.2,-830.4,1.3328,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0158,0.0,0.0
-0.2018,-0.2073,5.4,0,-387.5,-830.2,1.3335,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0130,0.0,0.0
-0.1938,-0.2007,6.9,0,-387.0,-830.4,1.3328,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0158,0.0,0.0
-0.1857,-0.1925,6.8,0,-387.1,-830.1,1.3344,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0094,0.0,0.0
-0.1783,-0.1818,3.6,0,-387.6,-829.8,1.3351,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0065,0.0,0.0
-0.1702,-0.1756,5.5,0,-387.0,-830.5,1.3362,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0023,0.0,0.0
-0.1626,-0.1666,4.1,0,-387.0,-830.3,1.3325,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0172,0.0,0.0
-0.1543,-0.1587,4.3,0,-387.2,-830.3,1.3293,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0300,0.0,0.0
-0.1461,-0.1587,12.5,0,-387.2,-830.3,1.3293,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0300,0.0,0.0
-0.1378,-0.1414,3.6,0,-387.2,-830.4,1.3346,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0087,0.0,0.0
-0.1297,-0.1333,3.5,0,-387.0,-830.1,1.3347,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0081,0.0,0.0
-0.1225,-0.1250,2.6,0,-387.1,-830.1,1.3326,-387.2,-830.2,1.3368,0.0,0.0,0.0000,0.0,0.0,0.0166,0.0,0.0
