t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s
-0.2949,-0.2990,4.2,0,-393.6,-833.1,1.3680,-393.2,-832.9,1.3688,0.0,0.0,0.0000,1.1,0.7,0.0029,0.9,-0.9,0,0.0,0.0,0.0000,0.29,0.14,-0.15,0.03
-0.2866,-0.2897,3.1,0,-393.4,-833.3,1.3631,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.6,1.3,0.0227,1.4,-0.3,0,0.0,0.0,0.0000,-0.21,0.17,-0.29,-0.10
-0.2791,-0.2813,2.2,0,-393.4,-833.1,1.3730,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.6,0.8,-0.0168,0.9,-0.4,0,0.0,0.0,0.0000,0.05,0.03,-0.09,0.08
-0.2705,-0.2726,2.2,0,-393.4,-833.4,1.3723,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.6,1.5,-0.0143,1.6,-0.3,0,0.0,0.0,0.0000,-0.34,-0.40,0.16,0.23
-0.2625,-0.2636,1.1,0,-393.2,-833.2,1.3659,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.1,0.9,0.0114,0.9,0.1,0,0.0,0.0,0.0000,-0.15,0.15,-0.31,-0.11
-0.2545,-0.2557,1.2,0,-393.4,-832.8,1.3739,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.6,-0.1,-0.0206,0.0,-0.6,0,0.0,0.0,0.0000,0.29,0.17,0.23,0.06
-0.2472,-0.2473,0.1,0,-393.0,-832.7,1.3848,-393.2,-832.9,1.3688,0.0,0.0,0.0000,-0.5,-0.5,-0.0642,-0.6,0.4,0,0.0,0.0,0.0000,0.28,0.14,0.32,-0.09
-0.2387,-0.2388,0.1,0,-393.4,-832.9,1.3739,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.4,0.1,-0.0207,0.1,-0.4,0,0.0,0.0,0.0000,-0.16,-0.07,-0.13,-0.21
-0.2305,-0.2388,8.4,0,-393.4,-832.9,1.3739,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.4,0.1,-0.0207,0.1,-0.4,0,0.0,0.0,0.0000,-0.31,-0.33,-0.15,0.31
-0.2224,-0.2282,5.8,0,-392.9,-832.6,1.3802,-393.2,-832.9,1.3688,0.0,0.0,0.0000,-1.0,-0.7,-0.0456,-0.9,0.9,0,0.0,0.0,0.0000,-0.20,-0.10,2.53,-0.03
-0.2140,-0.2216,7.7,0,-393.4,-833.3,1.3702,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.7,1.3,-0.0056,1.4,-0.4,0,0.0,0.0,0.0000,-0.36,0.48,0.32,-0.02
-0.2067,-0.2132,6.5,0,-393.1,-832.2,1.3749,-393.2,-832.9,1.3688,0.0,0.0,0.0000,-0.3,-2.0,-0.0244,-2.0,-0.1,0,0.0,0.0,0.0000,0.23,-0.01,0.00,0.19
-0.1989,-0.2048,5.9,0,-393.5,-832.9,1.3698,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.8,0.2,-0.0041,0.4,-0.7,0,0.0,0.0,0.0000,0.12,-0.09,0.13,0.05
-0.1902,-0.1966,6.4,0,-393.3,-832.9,1.3707,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.1,0.0,-0.0078,0.0,-0.1,0,0.0,0.0,0.0000,0.91,-0.08,0.46,-0.26
-0.1829,-0.1884,5.5,0,-393.4,-832.8,1.3648,-393.2,-832.9,1.3688,0.0,0.0,0.0000,0.5,-0.2,0.0159,-0.1,-0.5,0,0.0,0.0,0.0000,-0.07,0.31,-0.16,-0.26
