t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2989,-0.3012,2.3,0,-641.6,-1296.3,1.4233,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0
-0.2905,-0.2928,2.3,0,-641.9,-1295.8,1.4266,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.7,-1.4,-0.0133,-1.3,-0.9
-0.2822,-0.2843,2.1,0,-641.4,-1295.9,1.4224,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.7,-1.0,0.0035,-1.1,0.5
-0.2747,-0.2759,1.2,0,-641.8,-1296.3,1.4254,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.3,0.1,-0.0083,0.1,-0.3
-0.2663,-0.2674,1.1,0,-641.5,-1296.3,1.4205,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.3,-0.1,0.0114,-0.1,0.3
-0.2588,-0.2599,1.2,0,-641.6,-1296.2,1.4266,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.1,-0.1,-0.0132,-0.1,0.1
-0.2508,-0.2508,0.0,0,-641.9,-1296.4,1.4250,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.9,0.2,-0.0068,0.4,-0.9
-0.2425,-0.2508,8.3,0,-641.9,-1296.4,1.4250,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.9,0.2,-0.0068,0.4,-0.9
-0.2339,-0.2421,8.3,0,-641.4,-1296.5,1.4255,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.6,0.6,-0.0087,0.5,0.7
-0.2260,-0.2335,7.5,0,-641.6,-1296.2,1.4241,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.1,-0.1,-0.0031,-0.1,0.0
-0.2182,-0.2248,6.5,0,-641.4,-1296.2,1.4228,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.7,-0.3,0.0021,-0.4,0.7
-0.2102,-0.2168,6.6,0,-641.7,-1296.4,1.4298,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.2,0.3,-0.0262,0.4,-0.1
-0.2026,-0.2079,5.3,0,-641.4,-1296.5,1.4330,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.7,0.8,-0.0388,0.7,0.8
-0.1938,-0.1995,5.8,0,-641.1,-1296.6,1.4279,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-1.5,1.0,-0.0183,0.8,1.7
-0.1862,-0.1908,4.6,0,-642.2,-1296.6,1.4253,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,1.8,1.0,-0.0082,1.2,-1.6
-0.1784,-0.1828,4.3,0,-641.5,-1296.4,1.4315,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.4,0.4,-0.0327,0.3,0.5
-0.1699,-0.1743,4.5,0,-641.6,-1296.6,1.4297,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.2,1.0,-0.0256,1.0,0.4
-0.1622,-0.1658,3.6,0,-641.4,-1296.6,1.4334,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.6,1.1,-0.0405,1.0,0.7
-0.1544,-0.1570,2.6,0,-641.5,-1296.6,1.4345,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.4,0.8,-0.0449,0.8,0.5
-0.1468,-0.1485,1.7,0,-641.7,-1296.4,1.4294,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.3,0.2,-0.0244,0.3,-0.3
-0.1383,-0.1406,2.3,0,-641.7,-1296.4,1.4304,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.1,0.4,-0.0284,0.4,-0.0
-0.1299,-0.1322,2.3,0,-641.5,-1296.3,1.4228,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.5,0.0,0.0019,-0.1,0.5
-0.1221,-0.1234,1.3,0,-641.8,-1296.2,1.4225,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.4,-0.1,0.0034,-0.0,-0.4
-0.1141,-0.1153,1.2,0,-641.7,-1296.0,1.4229,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,0.1,-0.7,0.0016,-0.7,-0.2
-0.1066,-0.1067,0.1,0,-641.2,-1296.3,1.4298,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-1.2,-0.1,-0.0259,-0.2,1.2
-0.0988,-0.1067,7.9,0,-641.2,-1296.3,1.4298,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,-0.2,6.9,-0.0259,6.8,1.2
-0.0906,-0.0950,4.4,0,-641.9,-1296.3,1.4296,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,1.9,7.1,-0.0252,7.3,-0.8
-0.0821,-0.0897,7.6,0,-641.8,-1296.6,1.4265,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,3.1,18.5,-0.0129,18.7,-0.5
-0.0743,-0.0812,6.9,0,-641.7,-1296.0,1.4250,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,3.8,24.2,-0.0067,24.5,-0.2
-0.0663,-0.0728,6.4,0,-641.5,-1296.6,1.4312,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,4.1,34.2,-0.0317,34.4,0.7
-0.0577,-0.0645,6.8,0,-641.5,-1296.3,1.4302,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,5.1,42.2,-0.0277,42.5,0.8
-0.0506,-0.0553,4.7,0,-641.7,-1296.0,1.4227,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,6.7,48.3,0.0023,48.8,0.5
-0.0420,-0.0476,5.6,0,-641.6,-1296.7,1.4303,-641.6,-1296.3,1.4233,0.0,0.0,0.0000,7.7,58.9,-0.0282,59.4,0.6
