t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s
-0.2133,-0.2228,9.5,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,-0.24,0.39,0.01,0.21
-0.2051,-0.2228,17.7,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.05,-0.15,-0.04,0.07
-0.1976,-0.2228,25.2,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,-0.15,0.18,-0.48,0.08
-0.1889,-0.2228,34.0,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.27,0.45,-0.57,0.22
-0.1806,-0.2228,42.2,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.04,0.00,0.06,-0.24
-0.1729,-0.2228,49.9,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,-0.31,-0.01,0.29,-0.08
-0.1655,-0.2228,57.3,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.39,-0.20,0.17,-0.29
-0.1568,-0.2228,66.0,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,-0.04,-0.12,0.01,0.00
-0.1495,-0.2228,73.4,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.31,-0.10,0.00,-0.21
-0.1407,-0.2228,82.1,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,-0.85,-0.07,0.01,0.00
-0.1335,-0.2228,89.4,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.43,0.03,0.32,0.16
-0.1249,-0.2228,97.9,0,-500.8,589.7,-2.0698,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.3,0.8,0.0026,-0.9,-0.1,0,0.0,0.0,0.0000,0.67,0.29,-0.20,0.18
-0.1168,-0.1191,2.3,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.9,1.6,-0.0018,-1.9,0.0,0,0.0,0.0,0.0000,-1.00,0.18,0.25,0.21
-0.1094,-0.1191,9.7,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.9,1.6,-0.0018,-1.9,0.0,0,0.0,0.0,0.0000,0.04,-0.26,-0.28,0.14
-0.1009,-0.1191,18.2,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.9,1.6,-0.0018,-1.9,0.0,0,0.0,0.0,0.0000,0.52,-0.01,0.14,-0.03
-0.0936,-0.1191,25.5,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,0.9,1.6,-0.0018,-1.9,0.0,0,0.0,0.0,0.0000,0.22,-0.10,0.04,0.08
-0.0850,-0.1191,34.1,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-3.0,-5.5,-0.0018,6.3,0.0,0,0.0,0.0,0.0000,0.34,-0.02,-0.24,-0.08
-0.0773,-0.1191,41.8,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-2.0,-3.7,-0.0018,4.2,0.0,0,0.0,0.0,0.0000,-0.17,-0.39,-0.18,0.17
-0.0688,-0.1191,50.3,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-6.8,-12.5,-0.0018,14.2,0.0,0,0.0,0.0,0.0000,0.25,0.11,0.10,0.05
-0.0611,-0.1191,58.0,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-10.4,-19.0,-0.0018,21.7,-0.1,0,0.0,0.0,0.0000,-0.06,0.60,0.00,-0.15
-0.0531,-0.1191,66.0,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-14.0,-26.5,-0.0018,30.0,0.3,0,0.0,0.0,0.0000,0.35,-0.22,0.00,-0.07
-0.0450,-0.1191,74.1,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-17.6,-33.8,-0.0018,38.1,0.7,0,0.0,0.0,0.0000,-0.14,-0.22,0.13,0.07
-0.0369,-0.1191,82.1,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-21.6,-41.0,-0.0018,46.3,0.6,0,0.0,0.0,0.0000,0.23,-0.57,0.14,-0.02
-0.0286,-0.1191,90.5,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-25.7,-48.5,-0.0018,54.9,0.6,0,0.0,0.0,0.0000,-0.30,0.19,-0.17,0.04
-0.0216,-0.1191,97.5,0,-500.9,589.4,-2.0687,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-28.9,-54.5,-0.0018,61.7,0.6,0,0.0,0.0,0.0000,0.30,0.25,0.00,0.13
-0.0133,-0.0134,0.1,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-33.2,-62.6,-0.0022,70.8,0.7,0,0.0,0.0,0.0000,-0.32,-0.35,-0.12,-0.05
-0.0056,-0.0134,7.8,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-36.9,-69.5,-0.0022,78.7,0.7,0,0.0,0.0,0.0000,0.00,-0.56,0.13,0.22
0.0032,-0.0134,16.6,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-41.4,-77.4,-0.0022,87.8,0.6,0,0.0,0.0,0.0000,-0.38,-0.33,0.45,0.78
0.0108,-0.0134,24.2,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-44.3,-84.4,-0.0022,95.3,1.3,0,0.0,0.0,0.0000,-0.87,-0.92,0.20,0.72
0.0188,-0.0134,32.2,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-47.6,-91.7,-0.0022,103.3,2.0,0,0.0,0.0,0.0000,-0.82,-0.34,0.58,0.55
0.0270,-0.0134,40.4,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-51.3,-99.9,-0.0022,112.3,2.6,0,0.0,0.0,0.0000,-1.22,-0.57,0.60,0.52
0.0343,-0.0134,47.7,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-54.6,-107.3,-0.0022,120.4,3.3,0,0.0,0.0,0.0000,-0.79,-0.52,0.85,0.86
0.0423,-0.0134,55.7,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-58.7,-115.4,-0.0022,129.4,3.5,0,0.0,0.0,0.0000,-0.60,-0.93,0.67,1.04
0.0511,-0.0134,64.5,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-63.5,-124.4,-0.0022,139.6,3.6,0,0.0,0.0,0.0000,-1.47,-0.99,1.34,0.86
0.0584,-0.0134,71.8,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-66.3,-132.4,-0.0022,148.0,5.0,0,0.0,0.0,0.0000,-0.85,-0.50,1.55,1.39
0.0671,-0.0134,80.4,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-69.7,-142.0,-0.0022,158.0,6.5,0,0.0,0.0,0.0000,-1.39,-0.26,1.61,1.63
0.0753,-0.0134,88.7,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-74.0,-150.8,-0.0022,167.8,7.0,0,0.0,0.0,0.0000,-0.87,-0.80,1.60,1.95
0.0828,-0.0134,96.2,0,-500.8,589.8,-2.0686,-500.6,589.9,-2.0691,0.0,0.0,0.0000,-78.0,-158.9,-0.0022,176.8,7.3,0,0.0,0.0,0.0000,-1.02,-0.60,1.70,1.89
0.0913,0.0858,5.5,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-75.2,-164.1,0.0165,180.0,13.1,0,0.0,0.0,0.0000,-1.40,-1.16,1.99,2.27
0.0987,0.0858,12.9,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-78.1,-173.6,0.0165,189.8,15.2,0,0.0,0.0,0.0000,-2.13,-1.11,2.39,1.88
0.1073,0.0858,21.5,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-82.7,-183.7,0.0165,200.8,16.0,0,0.0,0.0,0.0000,-2.19,-1.24,2.13,3.37
0.1148,0.0858,29.0,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-86.6,-192.6,0.0165,210.5,16.9,0,0.0,0.0,0.0000,-2.26,-1.72,2.61,1.19
0.1232,0.0858,37.4,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-90.5,-203.6,0.0165,222.0,18.7,0,0.0,0.0,0.0000,-2.54,-1.80,2.46,0.33
0.1307,0.0858,44.9,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-94.4,-213.5,0.0165,232.6,20.1,0,0.0,0.0,0.0000,-3.34,-2.16,2.55,0.40
0.1389,0.0858,53.1,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-97.3,-224.9,0.0165,243.9,23.0,0,0.0,0.0,0.0000,-3.64,-2.38,3.38,1.97
0.1464,0.0858,60.6,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-100.1,-235.3,0.0165,254.5,25.6,0,0.0,0.0,0.0000,-4.14,-2.36,3.60,2.38
0.1548,0.0858,69.0,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-103.6,-246.7,0.0165,266.1,28.0,0,0.0,0.0,0.0000,-3.85,-2.57,3.48,3.57
0.1633,0.0858,77.5,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-107.1,-258.3,0.0165,278.0,30.5,0,0.0,0.0,0.0000,-5.42,-3.20,4.07,4.50
0.1705,0.0858,84.7,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-110.2,-269.2,0.0165,289.0,33.0,0,0.0,0.0,0.0000,-5.72,-3.84,4.03,4.60
0.1792,0.0858,93.4,0,-502.8,587.9,-2.0733,-502.4,586.7,-2.0691,-40.7,-75.7,-0.0000,-114.2,-282.4,0.0165,302.5,36.0,0,0.0,0.0,0.0000,-5.43,-4.48,3.63,4.63
0.1873,0.1872,0.1,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-99.7,-275.3,-0.0452,289.9,40.8,0,0.0,0.0,0.0000,-5.21,-4.78,3.65,5.23
0.1946,0.1872,7.4,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-102.6,-286.2,-0.0452,300.9,43.3,0,0.0,0.0,0.0000,-5.93,-5.02,4.17,5.92
0.2026,0.1872,15.3,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-105.0,-298.8,-0.0452,313.2,47.0,0,0.0,0.0,0.0000,-6.40,-5.72,4.48,7.01
0.2121,0.1872,24.8,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-108.2,-313.9,-0.0452,328.0,51.3,0,0.0,0.0,0.0000,-6.22,-5.92,4.75,7.55
0.2183,0.1872,31.1,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-110.1,-324.4,-0.0452,338.2,54.5,0,0.0,0.0,0.0000,-6.94,-5.58,6.01,7.21
0.2269,0.1872,39.6,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-113.0,-339.0,-0.0452,352.5,58.8,0,0.0,0.0,0.0000,-8.84,-6.06,5.91,7.89
0.2351,0.1872,47.8,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-115.3,-352.5,-0.0452,365.4,63.1,0,0.0,0.0,0.0000,-8.58,-6.55,5.76,7.93
0.2426,0.1872,55.4,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-117.7,-364.9,-0.0452,377.6,66.7,0,0.0,0.0,0.0000,-7.94,-6.75,6.28,7.71
0.2508,0.1872,63.5,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-119.4,-379.6,-0.0452,391.3,72.2,0,0.0,0.0,0.0000,-8.51,-7.22,6.46,7.43
0.2586,0.1872,71.3,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-121.2,-393.7,-0.0452,404.7,77.2,0,0.0,0.0,0.0000,-9.04,-8.64,6.50,8.17
0.2669,0.1872,79.6,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-122.6,-408.8,-0.0452,418.7,83.0,0,0.0,0.0,0.0000,-9.29,-8.63,6.78,10.43
0.2751,0.1872,87.9,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-124.1,-424.1,-0.0452,432.8,88.8,0,0.0,0.0,0.0000,-9.92,-9.79,7.33,11.88
0.2827,0.1872,95.5,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-125.3,-438.0,-0.0452,445.7,94.2,0,0.0,0.0,0.0000,-9.16,-9.84,6.94,11.97
0.2910,0.1872,103.8,0,-508.6,581.6,-2.0578,-508.6,574.3,-2.0691,-78.9,-170.0,-0.0000,-126.8,-453.3,-0.0452,459.9,100.1,0,0.0,0.0,0.0000,-9.68,-10.55,4.54,11.07
0.2992,0.2955,3.6,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-115.7,-441.3,0.0313,442.1,112.7,0,0.0,0.0,0.0000,-10.08,-10.51,3.75,11.47
0.3068,0.2955,11.2,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-101.7,-435.1,0.0313,429.9,122.0,0,0.0,0.0,0.0000,-10.64,-10.72,5.69,12.71
0.3149,0.2955,19.4,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-91.3,-442.5,0.0313,431.3,134.7,0,0.0,0.0,0.0000,-11.58,-11.51,7.16,14.02
0.3223,0.2955,26.8,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-90.2,-454.8,0.0313,441.5,141.6,0,0.0,0.0,0.0000,-11.91,-12.18,8.18,16.11
0.3303,0.2955,34.8,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-88.6,-462.9,0.0313,447.8,146.9,0,0.0,0.0,0.0000,-12.44,-12.62,8.80,14.63
0.3387,0.2955,43.1,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-87.0,-471.9,0.0313,454.9,152.7,0,0.0,0.0,0.0000,-11.97,-12.92,8.45,14.02
0.3468,0.2955,51.3,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-85.4,-480.2,0.0313,461.4,158.2,0,0.0,0.0,0.0000,-12.12,-14.11,8.39,14.90
0.3549,0.2955,59.4,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-83.8,-488.7,0.0313,468.0,163.7,0,0.0,0.0,0.0000,-13.34,-14.81,9.12,15.62
0.3626,0.2955,67.0,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-81.4,-493.3,0.0313,470.9,168.0,0,0.0,0.0,0.0000,-14.50,-14.26,9.97,15.71
0.3713,0.2955,75.8,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-77.9,-493.9,0.0313,469.7,171.3,0,0.0,0.0,0.0000,-13.07,-13.36,10.30,15.99
0.3788,0.2955,83.3,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-74.9,-494.4,0.0313,468.7,174.2,0,0.0,0.0,0.0000,-12.54,-14.80,9.08,16.20
0.3864,0.2955,90.9,0,-520.5,563.7,-2.0770,-518.6,550.2,-2.0691,-101.9,-277.0,-0.0000,-71.9,-494.8,0.0313,467.6,177.0,0,0.0,0.0,0.0000,-12.82,-15.51,9.22,16.20
0.3948,0.3921,2.6,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-63.4,-480.4,0.0985,447.9,185.0,0,0.0,0.0,0.0000,-13.11,-15.96,10.00,17.59
0.4022,0.3921,10.1,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-54.7,-468.3,0.0985,433.0,186.5,0,0.0,0.0,0.0000,-13.26,-16.95,9.70,19.61
0.4107,0.3921,18.5,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-42.6,-456.5,0.0985,416.8,191.1,0,0.0,0.0,0.0000,-13.21,-17.45,10.29,22.25
0.4182,0.3921,26.1,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-29.1,-449.8,0.0985,404.2,199.5,0,0.0,0.0,0.0000,-12.66,-16.45,10.00,21.14
0.4272,0.3921,35.1,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-17.4,-456.6,0.0985,404.3,213.0,0,0.0,0.0,0.0000,-13.75,-17.15,9.30,18.27
0.4345,0.3921,42.3,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-15.2,-465.9,0.0985,411.2,219.5,0,0.0,0.0,0.0000,-13.12,-18.17,9.34,19.14
0.4425,0.3921,50.3,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-12.3,-475.2,0.0985,417.9,226.7,0,0.0,0.0,0.0000,-11.60,-17.36,10.44,19.42
0.4510,0.3921,58.9,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-8.9,-485.3,0.0985,424.8,234.7,0,0.0,0.0,0.0000,-12.21,-17.79,10.38,20.21
0.4592,0.3921,67.0,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-6.8,-495.3,0.0985,432.5,241.5,0,0.0,0.0,0.0000,-12.41,-17.28,9.85,20.85
0.4669,0.3921,74.7,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-4.6,-500.0,0.0985,435.4,245.8,0,0.0,0.0,0.0000,-10.87,-17.58,9.18,20.64
0.4749,0.3921,82.7,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,-1.6,-500.0,0.0985,434.0,248.3,0,0.0,0.0,0.0000,-9.68,-17.83,9.09,20.50
0.4831,0.3921,90.9,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,1.2,-500.0,0.0985,432.6,250.8,0,0.0,0.0,0.0000,-10.80,-17.53,9.08,19.03
0.4911,0.3921,98.9,0,-536.6,524.1,-2.0938,-528.4,518.4,-2.0691,-95.1,-381.5,-0.0000,4.8,-500.0,0.0985,430.8,253.8,0,0.0,0.0,0.0000,-11.89,-17.79,8.14,19.58
0.4986,0.4953,3.3,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,10.1,-486.0,0.0510,418.9,246.5,0,0.0,0.0,0.0000,-9.97,-18.23,8.18,21.29
0.5073,0.4953,12.1,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,17.7,-470.2,0.0510,401.5,245.4,0,0.0,0.0,0.0000,-9.52,-17.00,8.06,22.39
0.5148,0.4953,19.5,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,25.6,-457.7,0.0510,386.7,246.2,0,0.0,0.0,0.0000,-8.17,-13.07,7.44,20.94
0.5229,0.4953,27.6,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,36.9,-445.9,0.0510,370.9,250.2,0,0.0,0.0,0.0000,-8.18,-16.74,7.45,21.45
0.5303,0.4953,35.0,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,50.4,-439.9,0.0510,359.1,259.1,0,0.0,0.0,0.0000,-8.41,-16.69,6.86,21.17
0.5383,0.4953,43.0,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,59.3,-447.3,0.0510,361.1,270.5,0,0.0,0.0,0.0000,-8.60,-17.58,6.21,20.90
0.5466,0.4953,51.3,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,64.1,-457.0,0.0510,367.2,279.4,0,0.0,0.0,0.0000,-8.99,-18.70,6.27,22.22
0.5553,0.4953,60.0,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,68.0,-467.1,0.0510,374.2,287.8,0,0.0,0.0,0.0000,-8.46,-18.61,6.34,21.55
0.5632,0.4953,67.9,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,71.9,-476.4,0.0510,380.3,295.7,0,0.0,0.0,0.0000,-7.48,-18.33,6.03,20.45
0.5712,0.4953,75.9,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,75.8,-485.7,0.0510,386.5,303.7,0,0.0,0.0,0.0000,-5.87,-18.44,4.94,16.29
0.5785,0.4953,83.2,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,79.4,-493.7,0.0510,391.7,310.7,0,0.0,0.0,0.0000,-6.14,-17.09,4.12,16.34
0.5869,0.4953,91.7,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,82.4,-493.2,0.0510,389.9,313.1,0,0.0,0.0,0.0000,-6.89,-18.68,3.78,19.20
0.5945,0.4953,99.2,0,-547.8,476.9,-2.0819,-535.5,477.9,-2.0691,-41.9,-398.0,0.0000,84.8,-492.8,0.0510,388.3,315.0,0,0.0,0.0,0.0000,-6.76,-19.39,3.47,21.36
0.6026,0.6012,1.4,0,-549.2,411.5,-2.0387,-536.9,435.6,-2.0691,14.7,-400.7,-0.0000,86.0,-476.6,-0.1220,386.6,291.7,0,0.0,0.0,0.0000,-6.46,-19.02,3.88,21.45
0.6106,0.6012,9.4,0,-549.2,411.5,-2.0387,-536.9,435.6,-2.0691,14.7,-400.7,-0.0000,87.9,-460.7,-0.1220,371.5,286.3,0,0.0,0.0,0.0000,-6.57,-19.34,4.42,20.27
0.6187,0.6012,17.5,0,-549.2,411.5,-2.0387,-536.9,435.6,-2.0691,14.7,-400.7,-0.0000,90.5,-444.8,-0.1220,356.2,281.4,0,0.0,0.0,0.0000,-6.16,-19.70,2.91,19.39
