t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.2935,-0.2998,6.2,0,145.6,0.8,0.1256,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.9,0.4,0.0000,-0.8,0.5,0,0.0,0.0,0.0000,0.21,-0.31,-0.02,0.05,1,-0.0067,-0.108,0.137,25.00,1,145.6,0.8,0.12558,0.0,0.0,-0.0067,-0.00000,OK
-0.2861,-0.2931,6.9,0,145.4,0.6,0.1227,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.4,1.2,0.0117,-0.3,1.2,0,0.0,0.0,0.0000,0.32,-0.32,0.04,0.18,1,-0.0078,-0.098,0.137,25.00,1,145.4,0.6,0.12420,-18.9,-22.7,0.0237,-0.02813,OK
-0.2781,-0.2827,4.6,0,145.4,1.0,0.1250,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.3,-0.1,0.0023,-0.3,-0.1,0,0.0,0.0,0.0000,0.02,-0.12,-0.05,-0.02,1,-0.0078,-0.098,0.137,24.00,1,145.4,1.0,0.12449,-0.7,37.4,0.0031,-0.01545,OK
-0.2696,-0.2748,5.2,0,145.7,0.8,0.1232,145.3,1.0,0.1256,0.0,0.0,0.0000,-1.3,0.7,0.0096,-1.2,0.8,0,0.0,0.0,0.0000,-0.16,-0.15,0.06,0.02,1,-0.0078,-0.118,0.137,25.00,1,145.7,0.8,0.12402,31.8,-27.8,-0.0125,-0.00602,OK
-0.2620,-0.2663,4.3,0,145.5,0.5,0.1217,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.8,1.4,0.0156,-0.6,1.4,0,0.0,0.0,0.0000,0.01,0.26,-0.32,0.01,1,-0.0078,-0.118,0.137,25.00,1,145.6,0.6,0.12342,-22.9,-28.0,-0.0124,-0.00550,OK
-0.2541,-0.2576,3.4,0,145.5,0.7,0.1220,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.6,1.0,0.0142,-0.5,1.1,0,0.0,0.0,0.0000,-0.19,0.22,0.12,-0.04,1,-0.0078,-0.118,0.147,24.00,1,145.5,0.6,0.12310,-7.5,18.8,-0.0096,-0.00618,OK
-0.2452,-0.2489,3.7,0,145.5,0.7,0.1221,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.6,0.9,0.0140,-0.5,1.0,0,0.0,0.0,0.0000,-0.24,-0.12,-0.31,-0.05,1,-0.0078,-0.098,0.157,24.00,1,145.5,0.7,0.12285,0.9,5.1,-0.0091,-0.00570,OK
-0.2377,-0.2409,3.2,0,145.6,0.7,0.1251,145.3,1.0,0.1256,0.0,0.0,0.0000,-1.1,0.8,0.0018,-1.0,0.9,0,0.0,0.0,0.0000,-0.17,-0.04,0.03,-0.22,1,-0.0078,-0.108,0.147,25.00,1,145.6,0.7,0.12332,28.1,1.3,0.0163,-0.00586,OK
-0.2293,-0.2325,3.2,0,145.5,0.6,0.1236,145.3,1.0,0.1256,0.0,0.0,0.0000,-0.6,1.1,0.0081,-0.5,1.2,0,0.0,0.0,0.0000,-0.13,0.11,-0.02,-0.13,1,-0.0078,-0.118,0.137,26.00,1,145.5,0.6,0.12336,-26.1,-14.9,0.0010,-0.00604,OK
-0.2216,-0.2240,2.5,0,145.1,1.0,0.1239,145.3,1.0,0.1256,0.0,0.0,0.0000,0.4,0.0,0.0067,0.4,-0.0,0,0.0,0.0,0.0000,-0.04,-0.25,0.02,-0.11,1,-0.0078,-0.118,0.137,24.00,1,145.2,0.9,0.12346,-58.5,72.7,0.0046,-0.00607,OK
-0.2135,-0.2149,1.4,0,145.2,1.0,0.1225,145.3,1.0,0.1256,0.0,0.0,0.0000,0.3,-0.2,0.0122,0.3,-0.2,0,0.0,0.0,0.0000,0.17,0.32,0.22,-0.07,1,-0.0078,-0.118,0.157,24.00,1,145.2,1.0,0.12326,1.1,17.4,-0.0123,-0.00660,OK
