t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.2924,-0.2986,6.2,0,148.1,0.0,0.1191,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.6,0.1,0.0022,-0.5,0.2,0,0.0,0.0,0.0000,0.01,-0.33,-0.12,0.08,1,-0.0078,-0.127,0.157,25.00,1,148.1,0.0,0.11907,0.0,0.0,-0.0078,-0.00000,OK
-0.2850,-0.2863,1.3,0,148.2,0.1,0.1198,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.7,-0.2,-0.0009,-0.7,-0.1,0,0.0,0.0,0.0000,0.09,0.31,0.11,0.28,1,-0.0078,-0.127,0.157,25.00,1,148.2,0.1,0.11988,3.9,7.4,0.0622,-0.06226,OK
-0.2768,-0.2795,2.6,0,148.0,0.1,0.1227,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.2,-0.1,-0.0123,-0.2,-0.1,0,0.0,0.0,0.0000,-0.15,0.29,0.26,0.11,1,-0.0089,-0.137,0.147,24.00,1,148.0,0.1,0.12108,-27.9,-2.2,0.0652,-0.05776,OK
-0.2690,-0.2715,2.5,0,148.1,0.1,0.1188,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.4,-0.0,0.0032,-0.4,0.0,0,0.0,0.0,0.0000,-0.18,0.04,0.06,0.33,1,-0.0078,-0.118,0.137,25.00,1,148.0,0.1,0.12057,7.9,-9.1,0.0134,-0.04973,OK
-0.2603,-0.2638,3.6,0,148.0,0.1,0.1205,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.3,-0.2,-0.0035,-0.4,-0.2,0,0.0,0.0,0.0000,-0.07,-0.12,0.23,-0.02,1,-0.0078,-0.108,0.147,25.00,1,148.0,0.1,0.12060,1.3,11.9,0.0178,-0.03970,OK
-0.2528,-0.2553,2.5,0,148.2,-0.1,0.1177,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.7,0.4,0.0077,-0.7,0.5,0,0.0,0.0,0.0000,-0.21,-0.29,0.33,-0.15,1,-0.0089,-0.118,0.137,25.00,1,148.2,-0.0,0.11983,20.7,-40.8,-0.0275,-0.02782,OK
-0.2446,-0.2460,1.5,0,148.2,-0.1,0.1177,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.7,0.5,0.0078,-0.6,0.5,0,0.0,0.0,0.0000,-0.10,-0.18,0.04,-0.25,1,-0.0089,-0.118,0.137,25.00,1,148.2,-0.1,0.11929,-4.2,-5.7,-0.0310,-0.02200,OK
-0.2369,-0.2371,0.2,0,148.1,-0.1,0.1187,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,0.5,0.0036,-0.4,0.5,0,0.0,0.0,0.0000,-0.29,0.11,-0.03,-0.11,1,-0.0078,-0.127,0.137,25.00,1,148.1,-0.1,0.11916,-11.8,1.2,-0.0126,-0.01859,OK
-0.2283,-0.2295,1.1,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,0.01,-0.08,-0.13,0.24,1,-0.0067,-0.108,0.137,25.00,1,148.1,0.2,0.11940,9.5,49.2,0.0143,-0.01666,OK
-0.2209,-0.2295,8.6,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,0.48,0.40,0.16,0.15,1,-0.0067,-0.137,0.157,24.00,1,148.1,0.1,0.11938,-0.0,0.0,0.0067,-0.01610,OK
-0.2124,-0.2295,17.1,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,-0.21,-0.09,-0.27,0.25,1,-0.0133,-0.118,0.127,24.00,1,148.1,0.1,0.11940,0.0,0.0,-0.0009,-0.01560,OK
-0.2043,-0.2295,25.2,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,-0.16,-0.41,-0.19,0.04,1,-0.0133,-0.118,0.127,24.00,1,148.1,0.1,0.11938,0.0,0.0,-0.0026,-0.01501,OK
-0.1968,-0.2295,32.7,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,0.24,0.00,2.55,-0.40,1,-0.0178,-0.088,0.157,24.00,1,148.2,0.0,0.11948,6.6,-29.5,0.0231,-0.01781,OK
-0.1890,-0.2295,40.4,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,-0.16,0.21,0.29,-0.41,1,-0.0122,-0.137,0.098,25.00,1,148.2,-0.1,0.11953,-4.8,-16.0,-0.0056,-0.01660,OK
-0.1803,-0.2295,49.2,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,-0.12,-0.04,0.12,-0.21,1,-0.0100,-0.157,0.098,25.00,1,148.2,-0.3,0.11943,-2.4,-8.7,-0.0089,-0.01502,OK
-0.1723,-0.2295,57.2,0,148.1,0.2,0.1200,147.9,0.1,0.1196,0.0,0.0,0.0000,-0.5,-0.4,-0.0017,-0.6,-0.3,0,0.0,0.0,0.0000,-0.16,0.00,0.04,0.10,1,-0.0100,-0.157,0.098,25.00,1,148.2,-0.3,0.11940,0.2,-5.4,0.0013,-0.01465,OK
