t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.2938,-0.3034,9.5,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.11,-0.09,0.24,-0.20,1,-0.0078,-0.118,0.147,25.00,1,146.7,0.2,0.12367,0.0,0.0,-0.0078,-0.00000,OK
-0.2855,-0.3034,17.9,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,0.39,0.03,-0.08,0.05,1,-0.0078,-0.108,0.157,25.00,1,146.6,0.2,0.12396,-4.1,5.2,0.0369,-0.03929,OK
-0.2771,-0.3034,26.3,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.19,0.05,0.03,-0.05,1,-0.0078,-0.118,0.147,25.00,1,146.6,0.2,0.12390,1.7,-4.0,-0.0022,-0.01740,OK
-0.2697,-0.3034,33.7,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.10,0.10,0.09,-0.22,1,-0.0067,-0.118,0.147,24.00,1,146.6,0.2,0.12374,-1.0,-6.1,-0.0068,-0.00843,OK
-0.2613,-0.3034,42.1,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.16,-0.10,-0.16,-0.13,1,-0.0067,-0.118,0.137,25.00,1,146.6,0.2,0.12336,0.1,-0.4,-0.0279,0.00422,OK
-0.2539,-0.3034,49.4,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.13,0.40,0.27,-0.04,1,-0.0067,-0.118,0.137,25.00,1,146.6,0.5,0.12337,0.0,-0.0,0.0012,-0.00022,OK
-0.2457,-0.3034,57.7,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.11,0.19,-0.16,-0.01,1,-0.0078,-0.108,0.147,25.00,1,146.6,0.5,0.12341,-0.0,0.0,-0.0008,-0.00206,OK
-0.2368,-0.3034,66.5,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,0.47,-0.51,-0.33,-0.08,1,-0.0078,-0.118,0.147,25.00,1,146.6,0.5,0.12343,-0.0,0.0,-0.0015,-0.00298,OK
-0.2293,-0.3034,74.1,0,146.7,0.2,0.1237,146.7,0.2,0.1237,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.10,-0.28,0.18,0.06,1,-0.0078,-0.127,0.127,25.00,1,146.6,0.5,0.12344,0.0,-0.0,-0.0008,-0.00369,OK
-0.2217,-0.2244,2.7,0,146.5,-0.1,0.1225,146.7,0.2,0.1237,0.0,0.0,0.0000,0.6,0.8,0.0046,0.7,0.7,0,0.0,0.0,0.0000,-0.12,-0.12,0.19,0.13,1,-0.0078,-0.127,0.127,24.00,1,146.5,-0.1,0.12291,-1.2,-4.0,-0.0044,-0.00425,OK
-0.2135,-0.2190,5.5,0,146.5,-0.0,0.1230,146.7,0.2,0.1237,0.0,0.0,0.0000,0.3,0.6,0.0026,0.4,0.6,0,0.0,0.0,0.0000,0.14,0.04,0.00,-0.03,1,-0.0078,-0.088,0.147,25.00,1,146.5,-0.0,0.12296,8.1,4.8,0.0006,-0.00479,OK
-0.2056,-0.2089,3.3,0,146.7,0.3,0.1246,146.7,0.2,0.1237,0.0,0.0,0.0000,-0.1,-0.3,-0.0038,-0.1,-0.3,0,0.0,0.0,0.0000,0.11,0.02,0.02,-0.01,1,-0.0078,-0.177,0.137,25.00,1,146.7,0.2,0.12346,27.1,40.2,0.0107,-0.00525,OK
-0.1969,-0.2010,4.1,0,146.4,0.1,0.1235,146.7,0.2,0.1237,0.0,0.0,0.0000,0.8,0.4,0.0007,0.8,0.3,0,0.0,0.0,0.0000,-0.25,0.13,0.04,-0.07,1,-0.0089,-0.137,0.157,24.00,1,146.5,0.1,0.12347,-44.8,-26.1,-0.0009,-0.00552,OK
