t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.2992,-0.3626,63.4,0,146.2,0.1,0.1305,146.2,0.1,0.1305,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.45,0.09,0.10,0.19,1,-0.0067,-0.118,0.167,25.00,1,146.2,0.1,0.13054,0.0,0.0,-0.0067,-0.00000,OK
-0.2918,-0.3626,70.8,0,146.2,0.1,0.1305,146.2,0.1,0.1305,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.13,0.40,0.15,0.27,1,-0.0067,-0.118,0.137,25.00,1,146.3,0.1,0.13089,1.8,-4.5,0.0506,-0.05044,OK
-0.2838,-0.3626,78.8,0,146.2,0.1,0.1305,146.2,0.1,0.1305,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,0.56,-0.50,0.17,0.08,1,-0.0067,-0.118,0.147,24.00,1,146.3,0.1,0.13126,0.7,11.7,0.0423,-0.04947,OK
-0.2759,-0.3626,86.7,0,146.2,0.1,0.1305,146.2,0.1,0.1305,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,0.00,0.05,0.06,0.01,1,-0.0067,-0.118,0.137,24.00,1,146.3,0.1,0.13138,-0.0,-0.4,0.0236,-0.03932,OK
-0.2673,-0.3626,95.3,0,146.2,0.1,0.1305,146.2,0.1,0.1305,0.0,0.0,0.0000,0.0,0.0,0.0000,0.0,0.0,0,0.0,0.0,0.0000,-0.21,0.39,0.04,0.09,1,-0.0067,-0.118,0.137,26.00,1,146.3,0.1,0.13156,-0.2,-5.7,0.0273,-0.03700,OK
-0.2598,-0.2601,0.2,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.52,-0.08,0.48,-0.02,1,-0.0078,-0.127,0.147,25.00,1,146.4,0.1,0.13118,1.3,-0.2,-0.0013,-0.02753,OK
-0.2509,-0.2601,9.1,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,-0.02,-0.42,-0.18,-0.28,1,-0.0067,-0.147,0.167,25.00,1,146.4,0.1,0.13110,-0.0,0.0,-0.0027,-0.02103,OK
-0.2434,-0.2601,16.7,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.20,-0.46,-0.16,0.17,1,-0.0067,-0.127,0.147,24.00,1,146.4,0.1,0.13106,0.0,0.0,0.0002,-0.01795,OK
-0.2352,-0.2601,24.9,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.12,0.15,-0.45,0.11,1,-0.0078,-0.127,0.167,24.00,1,146.4,0.1,0.13104,-0.0,-0.0,0.0007,-0.01622,OK
-0.2278,-0.2601,32.3,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.01,-0.14,-0.12,0.04,1,-0.0078,-0.127,0.167,25.00,1,146.4,0.1,0.13103,0.0,-0.0,-0.0002,-0.01487,OK
-0.2190,-0.2601,41.1,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,-0.23,0.14,0.16,0.11,1,-0.0067,-0.137,0.137,25.00,1,146.4,0.1,0.13102,0.0,-0.0,0.0010,-0.01389,OK
-0.2111,-0.2601,49.0,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.12,0.12,-0.19,-0.04,1,-0.0056,-0.069,0.127,24.00,1,146.4,0.1,0.13101,-0.0,0.0,0.0007,-0.01297,OK
-0.2031,-0.2601,56.9,0,146.4,0.1,0.1309,146.2,0.1,0.1305,0.0,0.0,0.0000,-0.4,0.0,-0.0016,-0.4,0.1,0,0.0,0.0,0.0000,0.09,0.00,-0.09,-0.15,1,-0.0078,-0.157,0.157,24.00,1,146.4,0.1,0.13101,0.0,-0.0,-0.0003,-0.01238,OK
