t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s,near_goal,pred_x_mm,pred_y_mm,pred_theta_rad,wheel_fl_rad_s,wheel_bl_rad_s,wheel_br_rad_s,wheel_fr_rad_s,imu_valid,imu_yaw_rate_rad_s,imu_accel_x_m_s2,imu_accel_y_m_s2,battery_v,est_valid,est_x_mm,est_y_mm,est_theta_rad,est_vx_mm_s,est_vy_mm_s,est_omega_rad_s,est_gyro_bias_rad_s,est_health
-0.1334,-0.2082,74.8,0,144.7,0.8,0.1427,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.6,-0.3,-0.0079,-0.7,-0.2,0,0.0,0.0,0.0000,0.05,0.18,0.09,0.16,1,-0.0011,-0.098,0.186,25.00,1,144.5,0.9,0.14259,-0.0,0.0,0.0025,-0.00847,OK
-0.1250,-0.1264,1.4,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.01,0.10,-0.25,-0.14,1,-0.0100,-0.118,0.177,25.00,1,144.5,0.8,0.14073,-0.3,-1.6,-0.0566,-0.00789,OK
-0.1176,-0.1264,8.8,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,0.10,0.02,-0.13,0.21,1,-0.0100,-0.118,0.177,25.00,1,144.5,0.8,0.14084,0.0,0.0,0.0009,-0.00811,OK
-0.1092,-0.1264,17.1,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.10,0.15,-0.24,-0.04,1,-0.0167,-0.137,0.137,24.00,1,144.5,0.8,0.14085,-0.0,-0.0,-0.0015,-0.00866,OK
-0.1009,-0.1264,25.4,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.05,-0.65,0.30,0.09,1,-0.0167,-0.039,0.127,25.00,1,144.5,0.8,0.14085,0.0,0.0,-0.0017,-0.00912,OK
-0.0934,-0.1264,33.0,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.12,0.03,0.14,-0.09,1,-0.0144,-0.098,0.177,25.00,1,144.5,0.8,0.14085,-0.0,-0.0,-0.0007,-0.00943,OK
-0.0851,-0.1264,41.3,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.28,0.23,-0.14,0.19,1,-0.0122,-0.098,0.147,26.00,1,144.5,0.8,0.14085,0.0,0.0,-0.0003,-0.00959,OK
-0.0773,-0.1264,49.1,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.36,-0.12,-0.18,0.15,1,-0.0122,-0.098,0.147,25.00,1,144.5,0.8,0.14084,0.0,0.0,-0.0023,-0.00961,OK
-0.0697,-0.1264,56.7,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,-0.04,-0.07,0.21,-0.01,1,-0.0078,-0.098,0.186,25.00,1,144.5,0.8,0.14083,-0.0,-0.0,0.0003,-0.00952,OK
-0.0608,-0.1264,65.6,0,144.5,0.8,0.1380,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.2,-0.3,0.0107,-0.3,-0.3,0,0.0,0.0,0.0000,0.06,0.06,0.02,-0.46,1,-0.0011,-0.108,0.157,25.00,1,144.5,0.8,0.14081,-0.0,-0.0,-0.0011,-0.00901,OK
-0.0532,-0.0532,0.1,0,144.8,0.8,0.1440,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.9,-0.3,-0.0133,-0.9,-0.1,0,0.0,0.0,0.0000,0.30,0.13,0.08,-0.31,1,0.0022,-0.157,0.127,24.00,1,144.8,0.8,0.14231,12.4,-2.3,0.0518,-0.00866,OK
-0.0452,-0.0465,1.3,0,144.5,0.7,0.1416,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.1,-0.2,-0.0034,-0.1,-0.2,0,0.0,0.0,0.0000,0.00,-0.48,0.11,0.15,1,0.0022,-0.157,0.127,25.00,1,144.5,0.7,0.14189,-47.1,-0.2,-0.0219,-0.00866,OK
-0.0369,-0.0465,9.6,0,144.5,0.7,0.1416,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.1,-0.2,-0.0034,-0.1,-0.2,0,0.0,0.0,0.0000,-0.17,0.17,-0.07,0.39,1,0.0044,-0.098,0.137,25.00,1,144.5,0.7,0.14192,-0.0,0.0,0.0022,-0.00812,OK
-0.0291,-0.0313,2.2,0,144.8,0.7,0.1422,144.5,0.7,0.1407,0.0,0.0,0.0000,-1.1,-0.1,-0.0060,-1.1,0.1,0,0.0,0.0,0.0000,-0.07,0.17,0.05,-0.06,1,0.0033,0.000,0.186,25.00,1,144.8,0.7,0.14202,38.2,-10.1,0.0040,-0.00764,OK
-0.0209,-0.0224,1.5,0,144.7,0.7,0.1443,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.7,-0.2,-0.0144,-0.7,-0.1,0,0.0,0.0,0.0000,0.17,0.06,0.02,-0.14,1,-0.0022,-0.137,0.098,24.00,1,144.7,0.7,0.14266,-20.6,9.1,0.0340,-0.00747,OK
-0.0133,-0.0135,0.2,0,144.6,0.9,0.1444,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.5,-0.6,-0.0148,-0.5,-0.5,0,0.0,0.0,0.0000,0.10,0.17,0.00,0.18,1,-0.0078,-0.088,0.186,24.00,1,144.6,0.9,0.14314,-12.3,25.2,0.0397,-0.00760,OK
-0.0057,-0.0135,7.8,0,144.6,0.9,0.1444,144.5,0.7,0.1407,0.0,0.0,0.0000,-0.5,-0.6,-0.0148,-0.5,-0.5,0,0.0,0.0,0.0000,0.37,0.09,-0.17,-0.03,1,-0.0078,-0.088,0.186,25.00,1,144.6,0.8,0.14311,-6.8,7.9,0.0314,-0.00760,OK
0.0030,0.0030,0.1,0,144.7,0.8,0.1437,144.5,0.7,0.1408,0.0,0.0,0.0283,-0.5,-0.4,0.2687,-0.6,-0.3,0,0.0,0.0,0.0000,0.49,-0.11,0.18,0.00,1,-0.0167,-0.078,0.177,25.00,1,144.7,0.8,0.14339,3.9,-9.7,0.0104,-0.00807,OK
0.0102,0.0030,7.3,0,144.7,0.8,0.1437,144.5,0.7,0.1408,0.0,0.0,0.0283,-0.5,-0.4,0.2916,-0.6,-0.3,0,0.0,0.0,0.0000,-0.24,-0.22,0.03,0.12,1,-0.0211,-0.157,0.108,25.00,1,144.7,0.8,0.14327,7.4,-3.9,-0.0286,-0.00807,OK
0.0192,0.0125,6.7,0,144.5,0.7,0.1411,144.5,0.7,0.1410,0.0,0.0,0.0428,-0.2,-0.2,0.3226,-0.2,-0.2,0,0.0,0.0,0.0000,-0.20,-0.12,-0.16,-0.11,1,-0.0211,-0.029,0.167,25.00,1,144.5,0.7,0.14264,-1.8,-0.4,-0.0047,-0.00844,OK
0.0263,0.0221,4.2,0,144.4,0.6,0.1380,144.5,0.7,0.1415,0.0,0.0,0.0664,0.2,0.1,0.3500,0.2,0.1,0,0.0,0.0,0.0000,-0.04,0.12,0.03,0.00,1,-0.0211,-0.029,0.167,25.00,1,144.4,0.6,0.14157,-16.4,-11.8,-0.0281,-0.00888,OK
0.0347,0.0284,6.3,0,144.7,0.8,0.1411,144.5,0.7,0.1420,0.0,0.0,0.0854,-0.5,-0.2,0.3783,-0.5,-0.1,0,0.0,0.0,0.0000,-0.20,-0.02,-0.26,-0.05,1,-0.0167,-0.108,0.118,25.00,1,144.6,0.7,0.14145,11.6,3.6,-0.0033,-0.00906,OK
0.0435,0.0367,6.8,0,144.8,0.8,0.1438,144.5,0.7,0.1428,0.0,0.0,0.1101,-0.9,-0.3,0.4071,-0.9,-0.2,0,0.0,0.0,0.0000,-0.08,0.18,0.01,-0.10,1,-0.0078,-0.098,0.137,25.00,1,144.8,0.8,0.14194,1.3,0.1,0.0013,-0.00903,OK
0.0512,0.0456,5.6,0,144.7,0.8,0.1425,144.5,0.7,0.1439,0.0,0.0,0.1365,-0.6,-0.5,0.4338,-0.7,-0.4,0,0.0,0.0,0.0000,0.17,0.07,0.22,-0.04,1,0.0289,-0.088,0.078,25.00,1,144.7,0.8,0.14208,-5.1,5.1,0.0055,-0.00786,OK
0.0589,0.0557,3.2,0,144.5,0.7,0.1438,144.5,0.7,0.1455,0.0,0.0,0.1669,-0.2,-0.1,0.4603,-0.3,-0.1,0,0.0,0.0,0.0000,0.58,0.04,0.19,0.58,1,0.1611,-0.010,0.196,25.00,1,144.5,0.7,0.14259,-20.6,-17.3,0.0340,-0.00531,OK
0.0669,0.0624,4.4,0,144.5,0.7,0.1431,144.5,0.7,0.1466,0.0,0.0,0.1872,-0.0,-0.1,0.4851,-0.1,-0.1,0,0.0,0.0,0.0000,0.67,0.80,0.55,0.74,1,0.1611,-0.010,0.196,25.00,1,144.5,0.7,0.14384,-9.4,4.7,0.1961,-0.00648,OK
0.0746,0.0624,12.2,0,144.5,0.7,0.1431,144.5,0.7,0.1466,0.0,0.0,0.1872,0.1,-0.1,0.5100,0.1,-0.2,0,0.0,0.0,0.0000,1.62,0.75,1.04,0.58,1,0.2956,-0.167,0.078,24.00,1,144.4,0.7,0.14513,-11.4,0.4,0.3205,-0.00710,OK
0.0831,0.0795,3.7,0,144.6,0.8,0.1508,144.5,0.7,0.1502,0.0,0.0,0.2384,-0.3,-0.4,0.5242,-0.4,-0.4,0,0.0,0.0,0.0000,0.71,0.95,0.90,0.95,1,0.3889,-0.118,0.098,25.00,1,144.6,0.8,0.14995,15.1,4.2,0.3766,-0.00629,OK
0.0909,0.0898,1.2,0,144.5,0.7,0.1504,144.5,0.7,0.1529,0.0,0.0,0.2694,-0.1,-0.2,0.5427,-0.1,-0.1,0,0.0,0.0,0.0000,0.87,0.57,1.20,1.19,1,0.4511,-0.157,-0.039,25.00,1,144.5,0.7,0.15327,-23.7,-14.8,0.3474,-0.00551,OK
0.0982,0.0969,1.3,0,144.7,0.7,0.1498,144.5,0.7,0.1548,0.0,0.0,0.2909,-0.6,-0.2,0.5660,-0.6,-0.1,0,0.0,0.0,0.0000,1.16,0.95,0.82,1.37,1,0.4511,-0.157,-0.039,24.00,1,144.7,0.7,0.15493,31.4,-4.9,0.3138,-0.00514,OK
0.1073,0.1047,2.6,0,144.4,0.9,0.1586,144.5,0.7,0.1572,0.0,0.0,0.3142,0.1,-0.7,0.5885,0.0,-0.7,0,0.0,0.0,0.0000,1.23,0.98,0.71,1.30,1,0.4978,-0.177,-0.000,24.00,1,144.4,0.9,0.15887,-38.9,37.0,0.4752,-0.00474,OK
0.1147,0.1047,10.0,0,144.4,0.9,0.1586,144.5,0.7,0.1572,0.0,0.0,0.3142,0.2,-0.8,0.6159,0.1,-0.8,0,0.0,0.0,0.0000,2.05,1.14,1.17,2.16,1,0.5311,-0.196,0.049,25.00,1,144.4,0.9,0.16005,-11.0,22.5,0.5750,-0.00495,OK
0.1226,0.1174,5.2,0,144.4,0.8,0.1612,144.5,0.7,0.1615,0.0,0.0,0.3523,0.3,-0.5,0.6308,0.2,-0.5,0,0.0,0.0,0.0000,2.14,1.40,0.66,2.04,1,0.5611,-0.167,0.088,24.00,1,144.4,0.8,0.16506,-8.3,-2.8,0.5632,-0.00471,OK
0.1311,0.1273,3.7,0,144.5,0.9,0.1651,144.5,0.7,0.1651,0.0,0.0,0.3818,-0.1,-0.6,0.6518,-0.2,-0.6,0,0.0,0.0,0.0000,2.14,1.40,0.31,1.47,1,0.5611,-0.167,0.088,25.00,1,144.5,0.9,0.16936,17.0,2.7,0.5099,-0.00439,OK
0.1388,0.1362,2.7,0,144.5,0.9,0.1704,144.5,0.7,0.1686,0.0,0.0,0.4083,-0.1,-0.7,0.6715,-0.2,-0.7,0,0.0,0.0,0.0000,1.38,1.40,0.18,1.77,1,0.5800,-0.255,0.392,25.00,1,144.5,0.9,0.17343,-4.4,5.4,0.5065,-0.00404,OK
0.1470,0.1426,4.4,0,144.5,0.9,0.1768,144.5,0.7,0.1712,0.0,0.0,0.4276,-0.0,-0.6,0.6949,-0.1,-0.6,0,0.0,0.0,0.0000,1.61,1.33,0.06,1.85,1,0.5933,-0.294,0.402,24.00,1,144.5,0.9,0.17714,-4.1,-5.9,0.5702,-0.00391,OK
0.1550,0.1506,4.4,0,144.4,0.9,0.1811,144.5,0.7,0.1748,0.0,0.0,0.4518,0.2,-0.7,0.7151,0.1,-0.7,0,0.0,0.0,0.0000,1.46,1.57,0.73,2.02,1,0.6100,-0.275,0.422,24.00,1,144.4,0.9,0.18183,-10.6,4.7,0.5990,-0.00385,OK
0.1626,0.1601,2.5,0,144.5,0.9,0.1868,144.5,0.7,0.1791,0.0,0.0,0.4802,-0.1,-0.6,0.7298,-0.2,-0.6,0,0.0,0.0,0.0000,1.09,1.45,1.28,1.95,1,0.6233,-0.177,0.196,25.00,1,144.5,0.9,0.18745,16.2,-6.3,0.5992,-0.00383,OK
0.1704,0.1690,1.4,0,144.5,0.9,0.1940,144.5,0.7,0.1837,0.0,0.0,0.5071,-0.1,-0.6,0.7452,-0.3,-0.6,0,0.0,0.0,0.0000,1.53,1.59,1.57,2.10,1,0.6233,-0.177,0.196,25.00,1,144.5,0.9,0.19342,-0.6,3.5,0.6580,-0.00385,OK
0.1789,0.1690,9.9,0,144.5,0.9,0.1940,144.5,0.7,0.1837,0.0,0.0,0.5071,-0.2,-0.6,0.7838,-0.3,-0.5,0,0.0,0.0,0.0000,1.79,1.55,1.68,1.82,1,0.6311,0.029,0.039,25.00,1,144.5,0.9,0.19460,1.5,-2.6,0.6480,-0.00380,OK
0.1869,0.1807,6.3,0,144.4,0.6,0.1994,144.5,0.7,0.1897,0.0,0.0,0.5421,0.1,0.0,0.8013,0.1,0.0,0,0.0,0.0,0.0000,1.73,1.46,1.62,1.85,1,0.6478,0.000,0.039,25.00,1,144.4,0.7,0.20057,-6.9,-12.7,0.6513,-0.00368,OK
0.1952,0.1909,4.3,0,144.4,0.9,0.2023,144.5,0.7,0.1954,0.0,0.0,0.5729,0.1,-0.7,0.8219,-0.0,-0.7,0,0.0,0.0,0.0000,1.94,1.65,1.92,1.81,1,0.6744,-0.098,0.049,24.00,1,144.4,0.9,0.20628,3.5,24.4,0.6536,-0.00330,OK
0.2032,0.1997,3.4,0,144.3,1.2,0.2099,144.5,0.7,0.2006,0.0,0.0,0.5992,0.4,-1.5,0.8431,0.1,-1.6,0,0.0,0.0,0.0000,1.76,1.86,1.97,2.08,1,0.6744,-0.098,0.049,25.00,1,144.3,1.2,0.21177,-5.7,39.9,0.6726,-0.00310,OK
0.2109,0.2066,4.3,0,144.4,1.2,0.2143,144.5,0.7,0.2048,0.0,0.0,0.6196,0.3,-1.8,0.8672,-0.1,-1.8,0,0.0,0.0,0.0000,1.98,1.77,2.08,2.16,1,0.7156,-0.069,0.147,25.00,1,144.4,1.3,0.21626,10.9,6.4,0.7156,-0.00290,OK
0.2193,0.2147,4.6,0,144.5,1.5,0.2185,144.5,0.7,0.2099,0.0,0.0,0.6438,-0.2,-2.4,0.8926,-0.7,-2.3,0,0.0,0.0,0.0000,2.08,2.09,2.29,2.01,1,0.7700,-0.020,0.304,25.00,1,144.5,1.5,0.22166,23.2,21.8,0.7579,-0.00261,OK
0.2262,0.2248,1.4,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-1.9,-1.9,0.8948,-2.2,-1.4,0,0.0,0.0,0.0000,1.89,2.29,2.25,2.26,1,0.8289,0.000,0.382,25.00,1,145.1,1.3,0.23088,68.3,-54.6,0.8908,-0.00282,OK
0.2346,0.2248,9.8,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-2.0,-1.8,0.9325,-2.4,-1.3,0,0.0,0.0,0.0000,2.60,2.42,2.46,2.33,1,0.8800,0.039,0.226,24.00,1,145.1,1.3,0.23245,29.6,-9.2,0.8951,-0.00268,OK
0.2429,0.2248,18.1,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-2.9,-1.7,0.9432,-3.2,-0.9,0,0.0,0.0,0.0000,2.15,2.69,2.76,2.39,1,0.8800,0.039,0.226,24.00,1,145.4,1.2,0.23985,32.0,-18.3,0.8945,-0.00257,OK
0.2518,0.2248,27.0,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-3.7,-1.5,0.9463,-4.0,-0.5,0,0.0,0.0,0.0000,2.78,2.57,2.62,2.66,1,0.9289,0.059,0.108,26.00,1,145.7,1.2,0.24798,26.1,-5.8,0.9480,-0.00242,OK
0.2585,0.2248,33.7,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-4.2,-1.4,0.9441,-4.4,-0.3,0,0.0,0.0,0.0000,2.62,2.71,2.67,2.03,1,0.9933,0.098,0.098,25.00,1,145.9,1.2,0.25454,18.4,-14.3,0.9800,-0.00258,OK
0.2668,0.2248,42.0,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-4.7,-1.2,0.9381,-4.9,0.1,0,0.0,0.0,0.0000,2.97,2.84,2.85,2.56,1,1.0767,0.157,0.196,25.00,1,146.0,1.1,0.26303,18.9,-7.8,1.0735,-0.00264,OK
0.2744,0.2248,49.6,0,145.1,1.3,0.2332,144.5,0.7,0.2165,0.0,0.0,0.6744,-5.1,-0.9,0.9297,-5.1,0.5,0,0.0,0.0,0.0000,2.76,3.16,2.86,1.76,1,1.0767,0.157,0.196,24.00,1,146.2,1.0,0.27126,7.7,-21.7,1.0553,-0.00299,OK
0.2831,0.2816,1.5,0,144.9,0.8,0.2694,144.5,0.7,0.2597,0.0,0.0,0.8446,-1.4,-0.4,0.9147,-1.5,-0.0,0,0.0,0.0,0.0000,3.37,3.20,3.12,0.74,1,1.1567,0.000,0.333,24.00,1,144.9,0.8,0.28231,-39.4,-17.4,0.9026,-0.00185,OK
0.2906,0.2816,9.1,0,144.9,0.8,0.2694,144.5,0.7,0.2597,0.0,0.0,0.8446,-1.3,-0.3,0.9333,-1.4,0.1,0,0.0,0.0,0.0000,3.33,3.95,2.87,0.58,1,1.2044,-0.118,0.167,24.00,1,144.9,0.8,0.28414,-43.0,-27.7,1.1378,-0.00205,OK
0.2989,0.2816,17.3,0,144.9,0.8,0.2694,144.5,0.7,0.2597,0.0,0.0,0.8446,-0.6,0.3,0.9231,-0.5,0.5,0,0.0,0.0,0.0000,3.55,3.25,3.07,1.62,1,1.2367,-0.363,0.010,25.00,1,144.7,0.6,0.29399,-25.5,-7.5,1.2078,-0.00253,OK
0.3066,0.2816,25.0,0,144.9,0.8,0.2694,144.5,0.7,0.2597,0.0,0.0,0.8446,-0.1,0.5,0.9129,0.0,0.5,0,0.0,0.0,0.0000,4.02,3.48,3.07,2.45,1,1.2622,-0.235,0.137,25.00,1,144.5,0.5,0.30351,-21.0,3.3,1.2650,-0.00252,OK
0.3155,0.2816,33.9,0,144.9,0.8,0.2694,144.5,0.7,0.2597,0.0,0.0,0.8446,0.2,0.7,0.9013,0.4,0.6,0,0.0,0.0,0.0000,3.43,3.66,3.65,2.84,1,1.2622,-0.235,0.137,24.00,1,144.4,0.4,0.31478,-8.6,-6.3,1.2753,-0.00232,OK
