# vision_rec team=blue id=15 addr=224.5.23.2:10006
arrival_mono_ns,t_capture_s,t_sent_s,camera,x_mm,y_mm,theta_rad,confidence
23521855401475,1790087501.052991,1790087501.056984,0,-195.86,319.10,-1.23494,0.961
23522061055393,1790087501.154378,1790087501.158352,0,-159.07,336.88,-1.40641,0.984
23522061129440,1790087501.162858,1790087501.169076,0,-155.89,337.44,-1.42139,0.979
23522061143429,1790087501.171244,1790087501.175215,0,-153.01,338.13,-1.43118,0.962
23522061153229,1790087501.179722,1790087501.183860,0,-149.13,338.42,-1.44224,0.966
23522061162616,1790087501.188157,1790087501.192243,0,-144.43,339.04,-1.45738,0.984
23522061172187,1790087501.196606,1790087501.202802,0,-141.82,339.18,-1.46830,0.953
23522061180411,1790087501.205134,1790087501.209407,0,-137.52,339.98,-1.48111,0.993
23522061189243,1790087501.213475,1790087501.217419,0,-134.22,340.15,-1.48977,0.969
23522061197556,1790087501.221982,1790087501.225953,0,-129.96,340.84,-1.49893,0.975
23522061227485,1790087501.230674,1790087501.236957,0,-126.11,340.44,-1.50772,0.981
23522061237132,1790087501.238850,1790087501.243107,0,-123.14,340.00,-1.50949,0.988
23522061246490,1790087501.247324,1790087501.251373,0,-118.88,340.18,-1.51799,0.969
23522061265583,1790087501.255788,1790087501.259692,0,-115.19,339.51,-1.52951,0.975
23522254523716,1790087501.374043,1790087501.378081,0,-73.53,352.65,-1.30695,0.922
23522254576571,1790087501.382476,1790087501.386443,0,-70.56,355.14,-1.28658,0.987
23522254583096,1790087501.390954,1790087501.394985,0,-68.50,356.59,-1.27428,0.986
23522254589144,1790087501.399586,1790087501.403787,0,-67.02,358.76,-1.25467,0.958
23522260905664,1790087501.407859,1790087501.412051,0,-64.92,361.46,-1.24304,0.970
23522260952056,1790087501.416302,1790087501.420415,0,-63.34,364.05,-1.21311,0.978
23522260959897,1790087501.424758,1790087501.428673,0,-61.49,366.79,-1.19909,0.954
23522260965307,1790087501.433304,1790087501.437112,0,-60.54,369.85,-1.18500,0.981
23522260971261,1790087501.441654,1790087501.445572,0,-59.56,372.45,-1.17077,0.898
23522260977446,1790087501.450099,1790087501.454068,0,-58.71,376.27,-1.15137,0.977
23522260983411,1790087501.458538,1790087501.462485,0,-56.87,378.26,-1.13239,0.993
23522260988565,1790087501.467112,1790087501.471285,0,-55.61,382.16,-1.11972,0.982
23522471861530,1790087501.576889,1790087501.581154,0,-48.43,433.74,-1.01673,0.966
23522471967149,1790087501.585290,1790087501.589458,0,-47.31,437.92,-1.02367,0.971
23522471974944,1790087501.593729,1790087501.597906,0,-47.15,440.99,-1.04083,0.931
23522471980897,1790087501.602133,1790087501.606284,0,-46.68,445.10,-1.05301,0.952
23522471986548,1790087501.610642,1790087501.614628,0,-46.54,449.07,-1.06067,0.947
23522472267614,1790087501.619145,1790087501.624247,0,-46.20,451.96,-1.09863,0.965
23522472274024,1790087501.627531,1790087501.631509,0,-46.27,455.03,-1.11570,0.947
23522472285281,1790087501.635958,1790087501.640310,0,-46.01,458.25,-1.13317,0.968
23522472290341,1790087501.644499,1790087501.648625,0,-46.09,460.51,-1.16666,0.896
23522472294179,1790087501.652934,1790087501.657087,0,-44.95,463.89,-1.18906,0.961
23522472297758,1790087501.661390,1790087501.665536,0,-44.21,466.24,-1.21661,0.976
23522472301861,1790087501.669746,1790087501.673730,0,-44.22,469.76,-1.24284,0.981
23522567111857,1790087501.737407,1790087501.741724,0,-40.51,491.50,-1.43285,0.976
23522567176809,1790087501.745826,1790087501.749833,0,-39.79,493.20,-1.46601,0.918
23522567184498,1790087501.754287,1790087501.758195,0,-38.62,497.28,-1.48416,0.973
23522567191009,1790087501.762756,1790087501.766810,0,-37.49,498.82,-1.49062,0.975
23522567198230,1790087501.771150,1790087501.775029,0,-36.56,501.88,-1.49807,0.980
23522667850334,1790087501.779627,1790087501.783533,0,-35.48,504.66,-1.51140,0.965
23522667902876,1790087501.788077,1790087501.792376,0,-34.99,507.06,-1.51348,0.957
23522667930085,1790087501.796531,1790087501.801409,0,-33.89,510.16,-1.51401,0.969
23522667936944,1790087501.804975,1790087501.809318,0,-33.00,512.19,-1.51660,0.964
23522667942769,1790087501.813411,1790087501.817485,0,-32.44,515.30,-1.52060,0.912
23522667948204,1790087501.821921,1790087501.826224,0,-31.40,517.75,-1.51034,0.972
23522667953746,1790087501.830354,1790087501.835009,0,-30.97,521.08,-1.50614,0.939
23522667959099,1790087501.838764,1790087501.842910,0,-30.18,523.41,-1.49698,0.972
23522667965657,1790087501.847255,1790087501.851265,0,-29.10,526.12,-1.47835,0.953
23522669270589,1790087501.855705,1790087501.859757,0,-28.79,528.21,-1.46854,0.951
23522669331470,1790087501.864148,1790087501.868258,0,-27.84,530.80,-1.44753,0.985
23522669346397,1790087501.872579,1790087501.876429,0,-27.66,532.60,-1.44529,0.978
23522772575663,1790087501.957071,1790087501.961141,0,-22.93,559.25,-1.33169,0.978
23522772653333,1790087501.965483,1790087501.970938,0,-22.66,562.23,-1.32422,0.951
23522878991354,1790087501.973962,1790087501.978001,0,-22.63,565.08,-1.31305,0.968
23522879058980,1790087502.058551,1790087502.062796,0,-25.94,592.06,-1.28515,0.931
23522879066462,1790087502.067279,1790087502.072416,0,-26.36,594.90,-1.29083,0.911
23522879085299,1790087502.075390,1790087502.079509,0,-26.92,597.94,-1.29051,0.946
23522977532832,1790087502.083793,1790087502.087985,0,-27.88,600.40,-1.29682,0.922
23522977585613,1790087502.092293,1790087502.096559,0,-28.04,603.70,-1.27426,0.980
23522977593333,1790087502.100933,1790087502.106200,0,-28.87,606.75,-1.29147,0.929
23522977600207,1790087502.109138,1790087502.113359,0,-29.94,609.39,-1.26817,0.951
23522977606819,1790087502.117600,1790087502.122107,0,-31.26,612.53,-1.27016,0.936
23522977613640,1790087502.126061,1790087502.130059,0,-32.58,615.82,-1.26285,0.898
23522977634009,1790087502.134579,1790087502.139089,0,-33.05,619.40,-1.26361,0.951
23522977640207,1790087502.142948,1790087502.147027,0,-34.07,622.69,-1.26396,0.931
23522977646010,1790087502.151422,1790087502.155425,0,-35.58,625.72,-1.23893,0.948
23522977651653,1790087502.159837,1790087502.163891,0,-36.25,629.85,-1.24140,0.941
23522977656863,1790087502.168498,1790087502.172438,0,-37.68,632.78,-1.24157,0.938
23522977662300,1790087502.176715,1790087502.180624,0,-39.57,636.15,-1.23455,0.876
23523079107555,1790087502.185197,1790087502.189359,0,-41.18,640.10,-1.21103,0.954
23523079161040,1790087502.193626,1790087502.197849,0,-42.75,643.65,-1.23252,0.947
23523079169355,1790087502.202211,1790087502.206122,0,-43.74,646.97,-1.21850,0.948
23523079175749,1790087502.210467,1790087502.214574,0,-44.57,650.53,-1.22925,0.935
23523079193167,1790087502.218984,1790087502.224411,0,-46.37,653.66,-1.22745,0.934
23523079199460,1790087502.227388,1790087502.231723,0,-48.67,656.16,-1.23071,0.903
23523079206130,1790087502.236127,1790087502.240159,0,-49.69,660.43,-1.22071,0.951
23523079212304,1790087502.244327,1790087502.248494,0,-51.81,663.86,-1.24631,0.941
23523079218126,1790087502.252753,1790087502.257075,0,-53.84,667.20,-1.25529,0.896
23523079223431,1790087502.261247,1790087502.265241,0,-56.42,670.76,-1.25181,0.954
23523079244883,1790087502.269684,1790087502.273843,0,-57.82,673.69,-1.26634,0.930
23523079250677,1790087502.278121,1790087502.282187,0,-59.94,677.90,-1.27654,0.953
23523174375534,1790087502.286541,1790087502.290603,0,-61.94,680.41,-1.29510,0.944
23523175563592,1790087502.295029,1790087502.299096,0,-64.59,683.71,-1.28809,0.958
23523175576111,1790087502.303478,1790087502.308419,0,-67.06,687.13,-1.28898,0.908
23523177512569,1790087502.311906,1790087502.316261,0,-69.46,689.35,-1.28332,0.933
23523177530427,1790087502.320436,1790087502.324791,0,-72.02,692.87,-1.26993,0.915
23523177537401,1790087502.328838,1790087502.332915,0,-74.26,695.81,-1.26662,0.927
23523180061460,1790087502.337271,1790087502.341457,0,-77.05,697.98,-1.24971,0.934
23523180086388,1790087502.345701,1790087502.350133,0,-78.81,701.03,-1.24660,0.883
23523180096497,1790087502.354217,1790087502.358529,0,-81.95,702.71,-1.23512,0.899
23523180103726,1790087502.362627,1790087502.366579,0,-83.80,704.90,-1.22696,0.928
23523181349427,1790087502.379499,1790087502.383525,0,-88.82,708.24,-1.18430,0.932
23523181360628,1790087502.387970,1790087502.391947,0,-91.15,710.74,-1.15967,0.924
23523278675474,1790087502.396410,1790087502.400392,0,-94.28,712.33,-1.15589,0.903
23523278734011,1790087502.404833,1790087502.408885,0,-95.79,714.66,-1.13745,0.889
23523278742456,1790087502.413305,1790087502.417471,0,-99.33,715.88,-1.15229,0.947
23523280335275,1790087502.421761,1790087502.425807,0,-101.68,718.77,-1.13307,0.907
23523280351682,1790087502.430209,1790087502.434306,0,-103.67,720.12,-1.11293,0.913
23523280357945,1790087502.438652,1790087502.442639,0,-107.18,722.33,-1.13141,0.901
23523281637971,1790087502.447157,1790087502.451141,0,-108.98,723.84,-1.13039,0.858
23523281649541,1790087502.455563,1790087502.459565,0,-111.61,725.23,-1.13707,0.907
23523283854853,1790087502.464003,1790087502.469909,0,-115.02,727.28,-1.15510,0.908
23523283884343,1790087502.472430,1790087502.476774,0,-116.94,729.55,-1.14661,0.940
23523283897080,1790087502.480903,1790087502.485130,0,-120.06,731.37,-1.15424,0.917
23523283904107,1790087502.489394,1790087502.493784,0,-121.96,733.32,-1.16513,0.903
23523380599807,1790087502.497830,1790087502.501894,0,-124.77,734.16,-1.16610,0.912
23523380639698,1790087502.506209,1790087502.510194,0,-128.74,734.93,-1.16668,0.909
23523380650263,1790087502.514680,1790087502.518631,0,-129.99,736.33,-1.15122,0.897
23523382323124,1790087502.523130,1790087502.527096,0,-133.70,736.67,-1.15447,0.916
23523382364814,1790087502.531594,1790087502.535659,0,-135.76,737.22,-1.14367,0.948
23523382377191,1790087502.539989,1790087502.543900,0,-137.52,739.23,-1.14172,0.932
23523384364641,1790087502.548490,1790087502.552397,0,-140.31,739.58,-1.13840,0.899
23523384392484,1790087502.556937,1790087502.560909,0,-142.48,741.18,-1.13350,0.893
23523384400634,1790087502.565385,1790087502.569478,0,-144.81,741.85,-1.11696,0.911
23523386797709,1790087502.573813,1790087502.577634,0,-148.38,742.41,-1.12465,0.898
23523386865064,1790087502.582316,1790087502.586486,0,-149.94,743.45,-1.11913,0.915
23523482773441,1790087502.590709,1790087502.594896,0,-152.36,744.57,-1.11777,0.895
23523482832789,1790087502.599122,1790087502.603199,0,-155.74,744.33,-1.11543,0.932
23523483912234,1790087502.607595,1790087502.611508,0,-156.83,746.77,-1.10967,0.888
23523483941796,1790087502.616072,1790087502.620047,0,-159.43,746.87,-1.11177,0.905
23523486142265,1790087502.641420,1790087502.645661,0,-168.28,749.61,-1.15561,0.923
23523487886462,1790087502.649859,1790087502.653901,0,-169.56,751.87,-1.16331,0.880
23523487931498,1790087502.658331,1790087502.662539,0,-171.93,752.17,-1.15337,0.898
23523487941793,1790087502.666756,1790087502.671832,0,-175.22,753.82,-1.18045,0.906
23523489011295,1790087502.675204,1790087502.679258,0,-177.55,755.24,-1.20140,0.934
23523489039921,1790087502.683657,1790087502.687802,0,-180.04,756.11,-1.20443,0.925
23523585887705,1790087502.692112,1790087502.696062,0,-183.75,756.85,-1.21039,0.946
23523585966923,1790087502.700577,1790087502.705471,0,-185.05,758.07,-1.22899,0.923
23523585999306,1790087502.709004,1790087502.713043,0,-188.47,757.87,-1.25084,0.902
23523586022132,1790087502.717500,1790087502.721712,0,-191.15,759.15,-1.24058,0.923
23523587936672,1790087502.725944,1790087502.729864,0,-193.11,759.94,-1.25167,0.916
23523587967813,1790087502.734424,1790087502.740590,0,-195.51,761.93,-1.26247,0.907
23523587991447,1790087502.742921,1790087502.747161,0,-199.36,761.55,-1.26358,0.869
23523589707146,1790087502.751295,1790087502.755335,0,-201.88,763.04,-1.26993,0.912
23523589736174,1790087502.759684,1790087502.763660,0,-204.80,762.71,-1.26597,0.912
23523589744453,1790087502.768267,1790087502.774892,0,-207.19,764.06,-1.27242,0.923
23523591334059,1790087502.776826,1790087502.780862,0,-209.78,764.38,-1.26267,0.921
23523591361544,1790087502.785097,1790087502.789359,0,-212.84,764.93,-1.26837,0.924
23523591370009,1790087502.793459,1790087502.797541,0,-215.66,765.51,-1.27989,0.951
23523688189543,1790087502.802179,1790087502.807609,0,-218.90,767.58,-1.28844,0.857
23523688239952,1790087502.810391,1790087502.814476,0,-222.44,768.87,-1.29857,0.931
23523688248900,1790087502.818869,1790087502.824873,0,-224.94,769.38,-1.31734,0.895
23523688255061,1790087502.827286,1790087502.831350,0,-228.86,769.98,-1.31265,0.902
23523689888225,1790087502.836143,1790087502.841450,0,-231.17,771.90,-1.33621,0.888
23523689924617,1790087502.844288,1790087502.848544,0,-234.68,772.01,-1.34037,0.882
23523691785152,1790087502.852641,1790087502.856734,0,-238.22,773.51,-1.35644,0.891
23523691833409,1790087502.861116,1790087502.865316,0,-240.67,775.84,-1.37000,0.903
23523691845320,1790087502.869779,1790087502.874276,0,-243.69,777.08,-1.37993,0.881
23523693392146,1790087502.878002,1790087502.882317,0,-246.58,778.88,-1.38661,0.872
23523693448692,1790087502.886429,1790087502.890649,0,-250.70,779.58,-1.39495,0.887
23523790863575,1790087502.894894,1790087502.898853,0,-254.35,781.16,-1.40888,0.811
23523790931295,1790087502.903384,1790087502.907764,0,-258.40,782.38,-1.40821,0.809
23523790945101,1790087502.911821,1790087502.916085,0,-262.14,783.56,-1.42842,0.829
23523790955006,1790087502.920263,1790087502.924465,0,-264.58,786.36,-1.43112,0.896
23523790965287,1790087502.928694,1790087502.932723,0,-268.15,786.61,-1.40781,0.850
23523792868715,1790087502.937341,1790087502.941622,0,-271.51,787.46,-1.42237,0.904
23523792909385,1790087502.945590,1790087502.949664,0,-276.23,788.73,-1.42507,0.859
23523794579664,1790087502.954048,1790087502.958248,0,-279.08,790.85,-1.41780,0.851
23523794592481,1790087502.962471,1790087502.966418,0,-283.91,791.00,-1.42165,0.840
23523794598956,1790087502.971053,1790087502.974960,0,-286.64,792.69,-1.40948,0.849
23523796592708,1790087502.979395,1790087502.983478,0,-290.51,792.21,-1.42934,0.874
23523796602426,1790087502.987855,1790087502.991811,0,-293.49,792.96,-1.40210,0.850
23523796609081,1790087502.996291,1790087503.000244,0,-297.47,793.70,-1.38936,0.874
23523796614426,1790087503.004860,1790087503.008844,0,-301.59,794.80,-1.40087,0.808
23523892601390,1790087503.013259,1790087503.017496,0,-305.30,796.07,-1.40071,0.801
23523892694409,1790087503.021619,1790087503.025582,0,-309.38,796.60,-1.39204,0.808
23523894470479,1790087503.030092,1790087503.034167,0,-313.40,795.54,-1.37986,0.878
23523894487893,1790087503.038655,1790087503.042850,0,-316.73,796.16,-1.38693,0.811
23523894496067,1790087503.046995,1790087503.051216,0,-321.33,796.45,-1.38223,0.823
23523896187433,1790087503.055427,1790087503.059659,0,-325.71,796.97,-1.37767,0.830
23523896199915,1790087503.063915,1790087503.068270,0,-329.43,797.89,-1.35266,0.829
23523896207547,1790087503.072381,1790087503.076575,0,-333.06,798.84,-1.34971,0.864
23523898312768,1790087503.080783,1790087503.084937,0,-337.54,798.31,-1.34293,0.823
23523898345243,1790087503.089239,1790087503.093267,0,-341.85,798.04,-1.34145,0.784
23523898352225,1790087503.097672,1790087503.101721,0,-344.80,799.05,-1.32743,0.769
23523898359083,1790087503.106061,1790087503.110191,0,-349.93,797.54,-1.32257,0.817
23523994580937,1790087503.114562,1790087503.118731,0,-354.21,797.36,-1.33355,0.827
23523994637743,1790087503.123051,1790087503.127049,0,-357.97,796.53,-1.32108,0.909
23523996721714,1790087503.131459,1790087503.135694,0,-362.03,796.12,-1.32504,0.859
23523996759129,1790087503.139912,1790087503.144003,0,-365.33,796.55,-1.32139,0.870
23523996767810,1790087503.148378,1790087503.152364,0,-369.50,795.89,-1.32283,0.878
23523998662432,1790087503.156835,1790087503.160821,0,-372.86,795.57,-1.31222,0.843
23523998689609,1790087503.165250,1790087503.169312,0,-376.58,796.01,-1.32934,0.813
23523998698289,1790087503.173696,1790087503.177645,0,-380.72,793.41,-1.33179,0.899
23524000655836,1790087503.182197,1790087503.186129,0,-384.95,792.22,-1.33788,0.856
23524000696486,1790087503.190629,1790087503.194625,0,-387.84,792.16,-1.33805,0.867
23524000704300,1790087503.199103,1790087503.203175,0,-392.25,791.60,-1.34013,0.782
23524000711042,1790087503.207437,1790087503.211344,0,-396.23,790.71,-1.33442,0.854
23524097379636,1790087503.215985,1790087503.220055,0,-398.93,790.40,-1.33007,0.826
23524097434704,1790087503.224429,1790087503.228616,0,-402.60,788.66,-1.32231,0.852
23524099050155,1790087503.232863,1790087503.237040,0,-406.18,786.38,-1.33169,0.844
23524099080698,1790087503.241325,1790087503.245534,0,-410.24,785.77,-1.32082,0.820
23524099091259,1790087503.249777,1790087503.254061,0,-412.06,784.93,-1.31049,0.752
23524100952454,1790087503.258225,1790087503.262263,0,-416.11,783.64,-1.29408,0.818
23524100981423,1790087503.266659,1790087503.271168,0,-418.92,782.48,-1.27707,0.822
23524100990016,1790087503.275099,1790087503.279071,0,-423.08,781.42,-1.27940,0.861
23524103488063,1790087503.283567,1790087503.287511,0,-426.19,779.49,-1.24160,0.881
23524103534468,1790087503.292028,1790087503.296154,0,-429.24,777.66,-1.25334,0.892
23524103543398,1790087503.300478,1790087503.304722,0,-432.19,776.02,-1.24868,0.861
23524105780597,1790087503.308856,1790087503.312729,0,-433.73,775.60,-1.23615,0.802
23524199802876,1790087503.317391,1790087503.321361,0,-437.80,773.57,-1.23577,0.806
23524199863195,1790087503.325823,1790087503.330136,0,-439.95,773.16,-1.22889,0.780
23524199872422,1790087503.334309,1790087503.338535,0,-443.67,770.89,-1.23630,0.881
23524201147979,1790087503.342700,1790087503.346512,0,-445.89,768.93,-1.23409,0.867
23524201177923,1790087503.351191,1790087503.355181,0,-447.63,766.96,-1.24711,0.906
23524202753951,1790087503.359612,1790087503.363788,0,-450.64,765.61,-1.26496,0.854
23524202783786,1790087503.368052,1790087503.372470,0,-452.72,763.84,-1.27593,0.792
23524202792407,1790087503.376432,1790087503.380611,0,-455.58,762.62,-1.27960,0.692
23524204536374,1790087503.384969,1790087503.388969,0,-457.67,761.75,-1.29980,0.816
23524204568323,1790087503.393451,1790087503.397597,0,-458.88,760.62,-1.29880,0.857
23524204571961,1790087503.401870,1790087503.406003,0,-462.09,758.71,-1.30812,0.858
23524302287778,1790087503.410287,1790087503.414321,0,-464.58,757.23,-1.32428,0.776
23524302368295,1790087503.418763,1790087503.423047,0,-465.91,756.66,-1.32523,0.828
23524302376891,1790087503.427213,1790087503.431184,0,-468.31,755.23,-1.31769,0.810
23524303915497,1790087503.435664,1790087503.443445,0,-470.92,752.05,-1.33094,0.780
23524303947694,1790087503.447628,1790087503.451982,0,-472.27,750.33,-1.33003,0.804
23524303956505,1790087503.455548,1790087503.460299,0,-474.53,748.77,-1.31423,0.749
23524305963283,1790087503.463864,1790087503.468589,0,-476.78,747.24,-1.32967,0.813
23524305996638,1790087503.472782,1790087503.477063,0,-478.73,745.08,-1.31969,0.780
23524306018323,1790087503.480381,1790087503.484761,0,-480.24,744.01,-1.29817,0.761
23524307654512,1790087503.486505,1790087503.490656,0,-483.30,742.20,-1.29203,0.776
23524307713000,1790087503.494794,1790087503.499207,0,-484.67,741.06,-1.28961,0.873
23524307723498,1790087503.503243,1790087503.509202,0,-486.55,739.01,-1.26753,0.844
23524309689059,1790087503.511659,1790087503.515841,0,-488.01,737.53,-1.29591,0.822
23524404559878,1790087503.520143,1790087503.524115,0,-491.01,735.20,-1.30964,0.818
23524404635534,1790087503.528584,1790087503.532475,0,-491.96,733.70,-1.30741,0.821
23524404643799,1790087503.537298,1790087503.543393,0,-492.42,732.14,-1.31381,0.809
23524405761731,1790087503.545610,1790087503.549743,0,-493.70,731.21,-1.33340,0.809
23524405796764,1790087503.553932,1790087503.558076,0,-496.59,728.61,-1.32911,0.816
23524408123550,1790087503.562382,1790087503.566394,0,-497.75,727.16,-1.35145,0.788
23524408136086,1790087503.571109,1790087503.576272,0,-499.21,726.38,-1.35588,0.747
23524408142958,1790087503.579327,1790087503.583587,0,-500.01,726.12,-1.36719,0.777
23524410498031,1790087503.587767,1790087503.592153,0,-501.72,724.55,-1.39382,0.883
23524410524705,1790087503.596254,1790087503.600252,0,-505.03,722.75,-1.41700,0.919
23524410532583,1790087503.604861,1790087503.609971,0,-505.45,721.52,-1.42334,0.880
23524411169563,1790087503.613082,1790087503.617094,0,-506.23,720.52,-1.40520,0.797
23524507410345,1790087503.621531,1790087503.625766,0,-508.15,719.00,-1.42916,0.819
23524507461344,1790087503.630005,1790087503.634033,0,-510.16,716.28,-1.43374,0.806
23524507470435,1790087503.638696,1790087503.643390,0,-511.29,715.16,-1.42803,0.761
23524508677175,1790087503.646848,1790087503.650883,0,-511.87,714.37,-1.42435,0.783
23524508698049,1790087503.655364,1790087503.659371,0,-513.47,712.15,-1.41281,0.777
23524510122668,1790087503.663781,1790087503.667734,0,-514.45,711.16,-1.42133,0.805
23524510240672,1790087503.672287,1790087503.676843,0,-515.97,708.72,-1.40690,0.820
23524510252786,1790087503.680596,1790087503.684821,0,-517.16,706.93,-1.39747,0.805
23524511785541,1790087503.689128,1790087503.693163,0,-519.17,704.89,-1.37197,0.800
23524511795351,1790087503.697569,1790087503.701642,0,-520.79,703.06,-1.38409,0.822
23524511801704,1790087503.706159,1790087503.710301,0,-522.28,700.25,-1.35880,0.861
23524610304098,1790087503.714465,1790087503.718777,0,-523.36,699.22,-1.33851,0.815
23524610352266,1790087503.722949,1790087503.727049,0,-525.40,696.18,-1.31314,0.889
23524610360576,1790087503.731378,1790087503.735404,0,-526.66,694.78,-1.30293,0.868
23524610366034,1790087503.739923,1790087503.743868,0,-527.86,692.75,-1.28009,0.834
23524610373532,1790087503.748277,1790087503.752458,0,-530.84,689.30,-1.30033,0.807
23524612854151,1790087503.756665,1790087503.760649,0,-531.85,687.29,-1.28818,0.868
23524612884825,1790087503.765145,1790087503.769315,0,-533.33,684.80,-1.25066,0.840
23524612893108,1790087503.773722,1790087503.777723,0,-534.20,682.62,-1.23898,0.795
23524612898893,1790087503.782076,1790087503.786030,0,-535.47,679.71,-1.22031,0.842
23524614558371,1790087503.790507,1790087503.794464,0,-538.68,674.83,-1.19252,0.784
23524614587739,1790087503.798967,1790087503.803201,0,-539.80,673.28,-1.19915,0.763
23524614596583,1790087503.807475,1790087503.811583,0,-542.49,668.70,-1.18802,0.793
23524616305695,1790087503.815873,1790087503.819831,0,-543.51,666.94,-1.17242,0.803
23524711628777,1790087503.824332,1790087503.828515,0,-545.88,662.52,-1.16509,0.879
23524711679485,1790087503.832780,1790087503.836798,0,-546.32,660.57,-1.16874,0.908
23524711687742,1790087503.841320,1790087503.845159,0,-548.11,656.49,-1.13935,0.887
23524712808953,1790087503.849673,1790087503.854019,0,-549.24,651.98,-1.12824,0.830
23524712819167,1790087503.858135,1790087503.862130,0,-552.61,647.29,-1.16173,0.861
23524714572884,1790087503.866539,1790087503.870792,0,-553.62,643.55,-1.13203,0.740
23524714586922,1790087503.874968,1790087503.878766,0,-555.94,640.29,-1.15581,0.800
23524714595797,1790087503.883416,1790087503.887460,0,-556.73,637.02,-1.13842,0.850
23524716274950,1790087503.891904,1790087503.897195,0,-558.97,632.61,-1.15918,0.890
23524716304300,1790087503.900352,1790087503.904454,0,-560.59,627.08,-1.16485,0.857
23524716322570,1790087503.908754,1790087503.912957,0,-561.73,623.01,-1.13717,0.829
23524717484679,1790087503.917253,1790087503.921972,0,-563.47,618.74,-1.16499,0.882
23524717496775,1790087503.925714,1790087503.929670,0,-565.74,613.52,-1.16950,0.906
23524814497105,1790087503.934148,1790087503.938331,0,-566.61,609.42,-1.15256,0.912
23524814579858,1790087503.942575,1790087503.946796,0,-568.22,605.98,-1.15968,0.866
23524814589365,1790087503.951076,1790087503.955352,0,-570.28,600.49,-1.15932,0.764
23524815570487,1790087503.959491,1790087503.963514,0,-570.75,597.95,-1.14931,0.780
23524815602695,1790087503.967949,1790087503.972027,0,-573.19,592.65,-1.16948,0.884
23524817390641,1790087503.976363,1790087503.980598,0,-574.89,587.70,-1.13962,0.801
23524817446766,1790087503.984832,1790087503.988749,0,-575.68,583.31,-1.13402,0.856
23524817455864,1790087503.993323,1790087503.997533,0,-577.71,579.70,-1.14424,0.871
23524818954594,1790087504.001739,1790087504.006151,0,-578.99,574.88,-1.13454,0.786
23524818965896,1790087504.010141,1790087504.014059,0,-580.64,570.05,-1.12462,0.863
23524818972352,1790087504.018652,1790087504.022839,0,-581.75,566.38,-1.11765,0.884
23524916714777,1790087504.027099,1790087504.031266,0,-582.78,562.52,-1.12646,0.865
23524916781107,1790087504.035550,1790087504.041675,0,-583.67,557.58,-1.12728,0.815
23524916786164,1790087504.044389,1790087504.048546,0,-586.96,553.43,-1.15388,0.841
23524918206728,1790087504.052426,1790087504.056708,0,-587.11,551.41,-1.18083,0.853
23524918227309,1790087504.060959,1790087504.065105,0,-588.15,546.33,-1.18503,0.873
23524918231927,1790087504.069404,1790087504.073806,0,-588.94,544.14,-1.20252,0.838
23524920178978,1790087504.077758,1790087504.081841,0,-590.89,539.61,-1.20933,0.786
23524920207338,1790087504.086288,1790087504.090278,0,-592.99,536.03,-1.23605,0.835
23524920237625,1790087504.094730,1790087504.098956,0,-593.99,534.07,-1.24529,0.877
23524922234154,1790087504.103128,1790087504.107956,0,-595.18,530.11,-1.25945,0.903
23524922261872,1790087504.111551,1790087504.116228,0,-596.84,527.39,-1.30736,0.889
23524922270673,1790087504.120038,1790087504.123939,0,-597.58,524.23,-1.31129,0.852
23524923617615,1790087504.128491,1790087504.132485,0,-598.39,520.52,-1.33070,0.788
23525019347144,1790087504.136941,1790087504.141385,0,-599.53,517.71,-1.33857,0.831
23525019405550,1790087504.145363,1790087504.149431,0,-599.98,515.52,-1.35432,0.858
23525019414365,1790087504.153837,1790087504.158099,0,-600.82,512.17,-1.33179,0.820
23525020516876,1790087504.162280,1790087504.166346,0,-601.46,509.96,-1.34940,0.798
23525020546959,1790087504.170730,1790087504.175342,0,-602.00,505.96,-1.33538,0.855
23525022169136,1790087504.179143,1790087504.183552,0,-602.59,503.58,-1.35352,0.857
23525022200089,1790087504.187632,1790087504.191652,0,-602.48,500.76,-1.33916,0.786
23525022208875,1790087504.196128,1790087504.200238,0,-603.85,497.51,-1.35248,0.926
23525024047639,1790087504.204504,1790087504.210686,0,-603.80,495.74,-1.34676,0.887
23525024075720,1790087504.212957,1790087504.216954,0,-604.85,492.75,-1.32806,0.895
23525024084640,1790087504.221412,1790087504.225406,0,-604.94,490.44,-1.33420,0.874
23525025556867,1790087504.229873,1790087504.234146,0,-604.57,488.73,-1.32900,0.886
23525121642977,1790087504.246813,1790087504.250975,0,-606.14,483.76,-1.34322,0.828
23525121699581,1790087504.255228,1790087504.259274,0,-606.01,482.53,-1.35725,0.814
23525123171175,1790087504.263728,1790087504.267683,0,-606.40,481.01,-1.36714,0.820
23525123200661,1790087504.272128,1790087504.277174,0,-607.05,478.99,-1.38966,0.828
23525124728880,1790087504.280517,1790087504.284653,0,-606.95,478.26,-1.40082,0.834
23525124759998,1790087504.289008,1790087504.292964,0,-607.17,477.17,-1.41205,0.928
23525124768451,1790087504.297438,1790087504.301685,0,-607.20,475.67,-1.43538,0.907
23525126341951,1790087504.306187,1790087504.313358,0,-607.27,474.38,-1.45024,0.921
23525126389510,1790087504.314469,1790087504.318772,0,-607.13,473.42,-1.46297,0.936
23525126397982,1790087504.322828,1790087504.327028,0,-607.13,473.51,-1.48281,0.922
