# vision_rec team=blue id=15 addr=224.5.23.2:10006
arrival_mono_ns,t_capture_s,t_sent_s,camera,x_mm,y_mm,theta_rad,confidence
23492165085956,1790087471.312084,1790087471.316446,0,-594.22,584.87,-0.95007,0.872
23492165092142,1790087471.320413,1790087471.325212,0,-594.23,585.14,-0.94740,0.870
23492165098107,1790087471.328831,1790087471.332802,0,-594.15,585.00,-0.94745,0.884
23492165104092,1790087471.337289,1790087471.343598,0,-594.27,585.14,-0.94624,0.871
23492165110174,1790087471.345781,1790087471.349918,0,-594.12,585.02,-0.94702,0.852
23492165116096,1790087471.354186,1790087471.358174,0,-594.13,584.96,-0.94669,0.862
23492355563846,1790087471.463945,1790087471.468061,0,-594.18,584.91,-0.95005,0.882
23492355622928,1790087471.472623,1790087471.477509,0,-594.13,585.12,-0.94920,0.863
23492355632137,1790087471.480927,1790087471.484976,0,-594.12,584.99,-0.95051,0.874
23492355638689,1790087471.489379,1790087471.493770,0,-594.15,585.09,-0.94946,0.872
23492355645251,1790087471.497803,1790087471.501958,0,-594.14,585.00,-0.94679,0.864
23492355652028,1790087471.506260,1790087471.510451,0,-594.23,585.07,-0.94853,0.870
23492366738611,1790087471.514647,1790087471.518757,0,-593.99,584.96,-0.94904,0.871
23492366780387,1790087471.523131,1790087471.527090,0,-594.21,584.99,-0.94512,0.859
23492366789285,1790087471.531647,1790087471.535752,0,-594.10,585.20,-0.94676,0.864
23492366796034,1790087471.540120,1790087471.544496,0,-594.10,585.10,-0.94654,0.872
23492367084035,1790087471.548476,1790087471.552678,0,-594.32,584.81,-0.94608,0.891
23492367098026,1790087471.556945,1790087471.561392,0,-594.10,585.07,-0.95059,0.893
23492457533636,1790087471.565365,1790087471.569572,0,-594.18,584.97,-0.94736,0.854
23492457807994,1790087471.573923,1790087471.578504,0,-594.09,585.21,-0.94718,0.860
23492457850615,1790087471.582344,1790087471.586487,0,-594.13,584.91,-0.94795,0.872
23492457855261,1790087471.590741,1790087471.594958,0,-594.22,585.03,-0.94908,0.876
23492459318204,1790087471.599198,1790087471.603305,0,-593.78,585.01,-0.94784,0.831
23492459336535,1790087471.607636,1790087471.611989,0,-594.01,585.04,-0.95091,0.886
23492459340574,1790087471.616160,1790087471.620449,0,-594.21,584.86,-0.94290,0.857
23492462615122,1790087471.624514,1790087471.628650,0,-594.08,585.06,-0.94755,0.867
23492462679989,1790087471.632990,1790087471.637146,0,-594.10,585.01,-0.94458,0.864
23492462690844,1790087471.641417,1790087471.645651,0,-594.04,585.18,-0.94701,0.869
23492462698588,1790087471.649891,1790087471.653964,0,-594.13,584.91,-0.95015,0.891
23492462715370,1790087471.658356,1790087471.662399,0,-594.28,585.14,-0.94832,0.868
23492462723585,1790087471.666742,1790087471.670623,0,-593.99,585.02,-0.94574,0.865
23492568971809,1790087471.759723,1790087471.763722,0,-594.08,584.86,-0.95057,0.865
23492569036526,1790087471.768136,1790087471.771998,0,-594.07,584.95,-0.94789,0.868
23492671274722,1790087471.861082,1790087471.865107,0,-594.19,585.03,-0.94883,0.883
23492671317448,1790087471.869544,1790087471.873778,0,-593.99,584.91,-0.94707,0.874
23492769845736,1790087471.877973,1790087471.882275,0,-594.00,584.97,-0.94537,0.848
23492769919556,1790087471.886439,1790087471.890477,0,-594.19,585.05,-0.94650,0.873
23492769929060,1790087471.894898,1790087471.898924,0,-594.21,584.96,-0.95074,0.880
23492769935865,1790087471.903352,1790087471.907661,0,-594.25,585.08,-0.94564,0.864
23492769941819,1790087471.911806,1790087471.915836,0,-594.33,585.08,-0.94882,0.860
23492769947373,1790087471.920290,1790087471.924389,0,-594.12,585.06,-0.94555,0.874
23492769953152,1790087471.928686,1790087471.932608,0,-594.10,585.09,-0.94661,0.870
23492769958997,1790087471.937137,1790087471.941355,0,-594.22,585.06,-0.94528,0.864
23492769971317,1790087471.945564,1790087471.949874,0,-594.12,585.03,-0.94683,0.857
23492769976970,1790087471.954126,1790087471.958234,0,-594.21,585.04,-0.94640,0.881
23492769982616,1790087471.962518,1790087471.966463,0,-594.06,584.97,-0.94993,0.878
23492770009394,1790087471.970953,1790087471.975260,0,-594.30,584.85,-0.94321,0.865
23492873311177,1790087471.979439,1790087471.983219,0,-594.10,585.02,-0.93715,0.844
23492873392939,1790087471.987849,1790087471.991941,0,-594.00,584.79,-0.93488,0.874
23492873406947,1790087471.996310,1790087472.000230,0,-594.07,584.94,-0.93205,0.874
23492873437710,1790087472.004749,1790087472.009302,0,-593.83,584.48,-0.92761,0.857
23492873444557,1790087472.013224,1790087472.017065,0,-594.12,584.33,-0.92413,0.865
23492873450879,1790087472.021666,1790087472.025735,0,-594.31,584.26,-0.92425,0.862
23492873456922,1790087472.030106,1790087472.034443,0,-594.17,583.86,-0.92359,0.862
23492873463219,1790087472.038529,1790087472.042703,0,-594.19,584.50,-0.92568,0.872
23492873469645,1790087472.046987,1790087472.050975,0,-593.93,584.21,-0.93238,0.865
23492873475353,1790087472.055450,1790087472.059570,0,-594.05,584.52,-0.93471,0.858
23492873481194,1790087472.063911,1790087472.067938,0,-593.99,584.37,-0.93705,0.872
23492873487425,1790087472.072353,1790087472.078631,0,-594.15,584.46,-0.93837,0.880
23492978443901,1790087472.080793,1790087472.084835,0,-594.10,584.84,-0.94125,0.860
23492978503586,1790087472.089308,1790087472.093433,0,-594.05,584.52,-0.93925,0.876
23492978513175,1790087472.097680,1790087472.101823,0,-594.18,584.51,-0.93805,0.864
23492978519387,1790087472.106137,1790087472.112008,0,-593.99,584.79,-0.94076,0.878
23492978525021,1790087472.114729,1790087472.118616,0,-594.15,584.71,-0.94128,0.870
23492978530789,1790087472.123054,1790087472.126914,0,-594.05,584.63,-0.94076,0.850
23492978536412,1790087472.131479,1790087472.135540,0,-594.12,584.71,-0.93860,0.843
23492978541791,1790087472.140024,1790087472.146164,0,-594.15,584.76,-0.93964,0.876
23492978569093,1790087472.148518,1790087472.152576,0,-594.07,584.70,-0.93766,0.871
23492978580017,1790087472.156865,1790087472.160810,0,-594.06,584.91,-0.94023,0.858
23492978585462,1790087472.165982,1790087472.170326,0,-594.16,584.96,-0.94031,0.855
23492978592415,1790087472.173995,1790087472.178885,0,-593.99,584.38,-0.93754,0.878
23493071911675,1790087472.182257,1790087472.186437,0,-594.05,584.51,-0.93635,0.861
23493071953759,1790087472.190677,1790087472.195001,0,-594.27,584.61,-0.93672,0.876
23493071957862,1790087472.199167,1790087472.203431,0,-594.05,584.53,-0.93899,0.846
23493071961247,1790087472.207820,1790087472.213706,0,-594.02,584.32,-0.93863,0.885
23493071965117,1790087472.216145,1790087472.220493,0,-593.92,584.49,-0.93718,0.847
23493072894956,1790087472.224485,1790087472.228688,0,-594.11,584.57,-0.93437,0.860
23493074995841,1790087472.232903,1790087472.236844,0,-594.17,584.57,-0.93685,0.860
23493075024263,1790087472.241512,1790087472.246557,0,-593.94,584.56,-0.94066,0.870
23493075030936,1790087472.249768,1790087472.254038,0,-594.12,584.73,-0.93947,0.864
23493077074463,1790087472.258271,1790087472.262348,0,-594.03,584.53,-0.93652,0.864
23493077104394,1790087472.266664,1790087472.270756,0,-594.03,584.53,-0.93925,0.879
23493077112879,1790087472.275143,1790087472.279532,0,-594.06,584.83,-0.93860,0.866
23493077119186,1790087472.283590,1790087472.287710,0,-594.14,584.76,-0.93897,0.867
23493173987116,1790087472.292107,1790087472.296094,0,-594.02,584.63,-0.93707,0.860
23493174052316,1790087472.300463,1790087472.304393,0,-594.10,584.25,-0.93645,0.873
23493174061783,1790087472.309055,1790087472.313050,0,-594.03,584.65,-0.93727,0.858
23493175301391,1790087472.317407,1790087472.321328,0,-594.03,584.59,-0.94085,0.869
23493175567618,1790087472.325820,1790087472.330152,0,-594.01,584.66,-0.93537,0.858
23493177066251,1790087472.334295,1790087472.338529,0,-594.00,584.64,-0.93982,0.859
23493177091931,1790087472.342723,1790087472.347070,0,-594.03,584.59,-0.93748,0.880
23493177102383,1790087472.351196,1790087472.355418,0,-594.06,584.58,-0.93816,0.863
23493178534593,1790087472.359640,1790087472.363930,0,-594.05,584.52,-0.93795,0.857
23493178556910,1790087472.368067,1790087472.371939,0,-594.02,584.57,-0.93503,0.865
23493178563748,1790087472.376538,1790087472.380759,0,-594.04,584.77,-0.93884,0.870
23493275471187,1790087472.384966,1790087472.389227,0,-594.09,584.57,-0.93950,0.860
23493275545650,1790087472.393400,1790087472.397777,0,-594.25,584.79,-0.93750,0.850
23493276782170,1790087472.401869,1790087472.405811,0,-594.03,584.70,-0.93590,0.848
23493276808542,1790087472.410501,1790087472.414484,0,-594.09,584.27,-0.93511,0.868
23493278512236,1790087472.418730,1790087472.422634,0,-594.04,584.62,-0.93760,0.862
23493278549093,1790087472.427225,1790087472.431333,0,-594.04,584.49,-0.93668,0.866
23493278560238,1790087472.435657,1790087472.439577,0,-594.02,584.71,-0.93926,0.858
23493280015793,1790087472.444239,1790087472.448253,0,-593.93,584.66,-0.93712,0.852
23493280050746,1790087472.452533,1790087472.456949,0,-594.14,584.47,-0.93668,0.877
23493280076873,1790087472.461025,1790087472.465177,0,-594.05,584.75,-0.93903,0.854
23493281989743,1790087472.469457,1790087472.473515,0,-593.97,584.64,-0.93879,0.856
23493282026005,1790087472.477952,1790087472.481970,0,-594.17,584.61,-0.93898,0.866
23493282037567,1790087472.486399,1790087472.490471,0,-594.06,584.37,-0.93509,0.871
23493378383500,1790087472.494870,1790087472.498795,0,-594.03,584.51,-0.93745,0.865
23493378426015,1790087472.503269,1790087472.507422,0,-594.14,584.40,-0.93620,0.880
23493378434644,1790087472.511620,1790087472.515900,0,-594.12,584.77,-0.93876,0.871
23493380419579,1790087472.520155,1790087472.524204,0,-594.08,584.62,-0.93636,0.864
23493380453504,1790087472.528600,1790087472.532696,0,-594.02,584.64,-0.94057,0.867
23493380480779,1790087472.537053,1790087472.541106,0,-594.03,584.50,-0.93949,0.867
23493383083095,1790087472.545401,1790087472.549580,0,-594.04,584.64,-0.93893,0.839
23493383155984,1790087472.553920,1790087472.557904,0,-593.90,584.56,-0.93954,0.866
23493383169455,1790087472.562436,1790087472.566480,0,-594.08,584.76,-0.93927,0.865
23493385316313,1790087472.570824,1790087472.574927,0,-594.03,584.33,-0.93595,0.869
23493385335424,1790087472.579316,1790087472.584144,0,-594.03,584.42,-0.93863,0.879
23493385341091,1790087472.587723,1790087472.591923,0,-594.00,584.60,-0.93916,0.873
23493479791674,1790087472.596235,1790087472.600370,0,-594.05,584.50,-0.93737,0.867
23493480741048,1790087472.604607,1790087472.608688,0,-594.12,585.01,-0.94125,0.860
23493480759127,1790087472.613095,1790087472.617014,0,-594.19,584.77,-0.94088,0.867
23493482952008,1790087472.621484,1790087472.625670,0,-594.05,584.77,-0.93894,0.871
23493482972335,1790087472.629977,1790087472.634083,0,-594.15,584.42,-0.93876,0.893
23493482979695,1790087472.638428,1790087472.642457,0,-594.03,584.58,-0.93612,0.877
23493484742934,1790087472.646847,1790087472.650936,0,-594.06,584.64,-0.93818,0.860
23493484769787,1790087472.655345,1790087472.659509,0,-594.18,584.72,-0.93755,0.876
23493484777928,1790087472.663789,1790087472.667719,0,-594.08,584.72,-0.94093,0.871
23493486023147,1790087472.672212,1790087472.676319,0,-594.17,584.78,-0.94108,0.860
23493486043781,1790087472.680641,1790087472.685262,0,-593.93,584.76,-0.93772,0.854
23493581908584,1790087472.689122,1790087472.693537,0,-594.05,584.74,-0.93969,0.872
23493583724228,1790087472.697599,1790087472.701785,0,-594.17,584.57,-0.93729,0.862
23493583754870,1790087472.706053,1790087472.710117,0,-594.00,584.60,-0.93689,0.852
23493583764198,1790087472.714427,1790087472.718450,0,-594.02,584.72,-0.93830,0.859
23493585884608,1790087472.722903,1790087472.726894,0,-594.08,584.76,-0.93961,0.867
23493585914668,1790087472.731354,1790087472.735405,0,-594.01,584.51,-0.93869,0.856
23493585939985,1790087472.739794,1790087472.743812,0,-594.11,584.58,-0.93739,0.863
23493587587668,1790087472.748287,1790087472.752287,0,-594.06,584.62,-0.93771,0.869
23493587615075,1790087472.756735,1790087472.760951,0,-594.02,584.63,-0.93879,0.859
23493587623047,1790087472.765361,1790087472.770545,0,-593.89,584.49,-0.93633,0.876
23493588589307,1790087472.773593,1790087472.777884,0,-593.90,584.60,-0.93926,0.857
23493588612482,1790087472.782133,1790087472.786735,0,-594.17,584.85,-0.93537,0.863
23493686022420,1790087472.790444,1790087472.794755,0,-594.02,584.61,-0.93864,0.863
23493686096814,1790087472.798950,1790087472.803362,0,-593.97,584.40,-0.93754,0.882
23493686107570,1790087472.807363,1790087472.811480,0,-594.16,584.59,-0.93742,0.860
23493686115819,1790087472.815831,1790087472.819939,0,-594.03,584.66,-0.93708,0.862
23493688343779,1790087472.841219,1790087472.847137,0,-594.04,584.45,-0.93639,0.874
23493689996926,1790087472.849635,1790087472.853803,0,-594.04,584.63,-0.93796,0.860
23493690038465,1790087472.858162,1790087472.862086,0,-594.18,584.79,-0.93692,0.876
23493690047207,1790087472.866561,1790087472.870589,0,-594.32,584.52,-0.94026,0.878
23493691289918,1790087472.875029,1790087472.881414,0,-594.14,584.61,-0.94020,0.877
23493691333824,1790087472.883549,1790087472.888038,0,-594.15,584.54,-0.93810,0.880
23493788389578,1790087472.891916,1790087472.895823,0,-594.07,584.06,-0.93835,0.865
23493788443510,1790087472.900373,1790087472.904452,0,-594.00,584.35,-0.93646,0.876
23493788451529,1790087472.908819,1790087472.914820,0,-594.07,584.75,-0.93866,0.861
23493788458829,1790087472.917362,1790087472.921636,0,-594.05,584.64,-0.93957,0.858
23493790927920,1790087472.925685,1790087472.929618,0,-594.33,584.39,-0.93941,0.879
23493790971519,1790087472.934144,1790087472.938163,0,-594.04,584.41,-0.93516,0.859
23493790982986,1790087472.942830,1790087472.948350,0,-594.11,584.36,-0.93521,0.873
23493792544046,1790087472.951079,1790087472.955101,0,-594.04,584.67,-0.93908,0.874
23493792595583,1790087472.959440,1790087472.963328,0,-593.95,584.68,-0.94173,0.866
23493792612535,1790087472.967917,1790087472.971924,0,-594.01,584.42,-0.93715,0.850
23493793863921,1790087472.976748,1790087472.982329,0,-594.08,584.61,-0.93707,0.875
23493793922724,1790087472.985033,1790087472.989297,0,-594.01,584.85,-0.93988,0.851
23493890968816,1790087472.993305,1790087472.997188,0,-594.09,584.67,-0.94060,0.880
23493891040694,1790087473.001732,1790087473.005929,0,-594.18,584.58,-0.93824,0.851
23493891050497,1790087473.010415,1790087473.015368,0,-593.95,584.46,-0.93742,0.857
23493891056888,1790087473.018624,1790087473.022666,0,-594.09,584.36,-0.93994,0.882
23493893078994,1790087473.027086,1790087473.031441,0,-594.09,583.96,-0.93511,0.866
23493893111586,1790087473.035535,1790087473.039495,0,-594.11,584.76,-0.93852,0.870
23493893121307,1790087473.044109,1790087473.048458,0,-593.96,584.74,-0.93877,0.854
23493895358511,1790087473.052440,1790087473.056739,0,-594.22,584.62,-0.94119,0.876
23493895390196,1790087473.069359,1790087473.073211,0,-594.10,584.54,-0.93808,0.859
23493897497340,1790087473.077781,1790087473.081959,0,-593.96,584.51,-0.93973,0.885
23493897527891,1790087473.086254,1790087473.090359,0,-593.95,584.65,-0.93973,0.873
23493897537621,1790087473.094688,1790087473.098764,0,-594.13,584.29,-0.93634,0.877
23493897545031,1790087473.103140,1790087473.107392,0,-593.94,584.51,-0.93552,0.852
23493992377171,1790087473.111702,1790087473.115631,0,-593.99,584.60,-0.93519,0.846
23493992429052,1790087473.120024,1790087473.124131,0,-594.10,584.66,-0.93942,0.862
23493994469676,1790087473.136923,1790087473.140960,0,-593.75,584.44,-0.93657,0.830
23493994519150,1790087473.145366,1790087473.149645,0,-593.98,584.55,-0.93784,0.831
23493996313705,1790087473.153824,1790087473.158294,0,-594.12,584.49,-0.93624,0.874
23493996348051,1790087473.162266,1790087473.166185,0,-594.10,584.60,-0.93839,0.866
23493996377911,1790087473.170735,1790087473.174704,0,-594.06,584.76,-0.94024,0.860
23493999130579,1790087473.179220,1790087473.183440,0,-594.05,584.67,-0.93900,0.859
23493999159924,1790087473.187616,1790087473.192065,0,-594.09,584.51,-0.93893,0.869
23493999169277,1790087473.196093,1790087473.199971,0,-594.04,584.75,-0.93754,0.861
23493999176595,1790087473.204503,1790087473.208498,0,-594.13,584.64,-0.93954,0.858
23494096472861,1790087473.213059,1790087473.217628,0,-594.06,584.39,-0.93515,0.849
23494096523654,1790087473.221463,1790087473.225517,0,-594.03,584.45,-0.93732,0.851
23494096531943,1790087473.229858,1790087473.233976,0,-594.06,584.63,-0.93978,0.874
23494096538562,1790087473.238417,1790087473.242503,0,-594.10,584.70,-0.93872,0.867
23494096544387,1790087473.246764,1790087473.250718,0,-594.05,584.58,-0.93917,0.859
23494096561175,1790087473.255274,1790087473.259522,0,-593.99,584.33,-0.93318,0.867
23494098969520,1790087473.263673,1790087473.267600,0,-594.02,584.46,-0.93861,0.867
23494099012753,1790087473.272124,1790087473.276756,0,-594.18,584.81,-0.94191,0.869
23494099027693,1790087473.280491,1790087473.284810,0,-594.12,584.59,-0.94069,0.878
23494099037995,1790087473.289043,1790087473.292934,0,-594.03,584.48,-0.93554,0.868
23494099047157,1790087473.297397,1790087473.301518,0,-594.10,584.57,-0.93971,0.875
23494198056715,1790087473.305880,1790087473.310138,0,-594.04,584.42,-0.93440,0.841
23494198151347,1790087473.314306,1790087473.318401,0,-594.00,584.75,-0.94071,0.852
23494198159978,1790087473.322756,1790087473.326784,0,-594.23,584.66,-0.93832,0.860
23494198168893,1790087473.331211,1790087473.335474,0,-594.15,584.55,-0.93669,0.852
23494200058674,1790087473.339657,1790087473.344119,0,-594.06,584.50,-0.94011,0.847
23494200090456,1790087473.348142,1790087473.352509,0,-594.05,584.53,-0.93575,0.868
23494202184727,1790087473.356551,1790087473.360748,0,-594.11,584.68,-0.93897,0.862
23494202212042,1790087473.365110,1790087473.369011,0,-594.18,584.31,-0.93741,0.885
23494202353136,1790087473.373464,1790087473.377735,0,-594.01,584.39,-0.93708,0.863
23494202360342,1790087473.382086,1790087473.387619,0,-594.01,584.41,-0.93798,0.876
