# raven trajpoc id=15 t0_ns=23531234226167
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23530954096347,1,-614.26,482.67,-1.26549,1.0,-2.0,-614.26,482.67,-1.26549,2.4,-7.7,0.0,0.0,0.0000
23530970273453,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,0.0,0.0,0.0000
23530986569681,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0018
23531002907074,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0021
23531019200588,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0023
23531035528792,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0026
23531051757227,1,-614.34,482.71,-1.26534,-0.1,-0.5,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0028
23531067975657,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,6.0,-19.0,-0.0031
23531084240929,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,2.0,-6.5,-0.0000
23531100458671,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,2.0,-6.5,-0.0003
23531116605593,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,2.0,-6.5,-0.0005
23531132775339,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,2.0,-6.5,-0.0008
23531148947676,1,-614.30,482.64,-1.26522,0.2,-1.1,-614.26,482.67,-1.26549,2.4,-7.7,8.3,-23.2,-0.0010
23531165110033,1,-614.08,481.88,-1.26532,4.9,-16.5,-614.26,482.67,-1.26549,2.4,-7.7,22.7,-67.6,-0.0013
23531181272270,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.26,482.67,-1.26549,2.4,-7.7,30.6,-95.0,0.0052
23531197416751,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.26,482.67,-1.26549,2.4,-7.7,46.8,-145.7,0.0061
23531213606747,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.26,482.67,-1.26549,2.4,-7.7,61.6,-184.4,0.0071
23531229759857,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.26,482.67,-1.26549,2.4,-7.7,62.7,-184.0,0.0081
23531245967250,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.23,482.58,-1.26549,2.4,-7.7,62.7,-184.0,0.0091
23531262252984,1,-614.12,481.56,-1.26604,2.6,-9.6,-614.13,482.27,-1.26549,7.1,-22.7,67.3,-182.4,0.0100
23531278415563,1,-613.83,480.98,-1.26968,13.8,-38.9,-613.95,481.72,-1.26549,12.6,-38.0,67.3,-182.4,0.0100
23531294561520,1,-613.83,480.98,-1.26968,13.8,-38.9,-613.68,480.91,-1.26549,17.5,-53.5,29.9,-72.4,0.0345
23531310678659,1,-613.83,480.98,-1.26968,13.8,-38.9,-613.34,479.87,-1.26549,22.2,-68.4,89.6,-218.4,0.0468
23531326789163,1,-613.83,480.98,-1.26968,13.8,-38.9,-612.92,478.57,-1.26549,27.1,-83.9,122.4,-289.4,0.0529
23531342947864,1,-613.83,480.98,-1.26968,13.8,-38.9,-612.41,477.03,-1.26549,33.0,-98.4,122.4,-289.4,0.0529
23531359072251,1,-613.83,480.98,-1.26968,13.8,-38.9,-611.80,475.25,-1.26549,39.1,-113.5,135.6,-308.6,0.0590
23531375239910,1,-612.76,471.15,-1.28246,37.0,-161.7,-611.10,473.22,-1.26549,44.5,-128.8,137.4,-307.6,0.0652
23531391366627,1,-612.36,470.15,-1.28440,43.4,-158.4,-610.29,470.95,-1.26549,51.6,-143.0,94.0,-160.8,0.1401
23531407547977,1,-612.36,470.15,-1.28440,43.4,-158.4,-609.37,468.45,-1.26549,57.5,-157.5,129.3,-234.1,0.1896
23531423735390,1,-612.36,470.15,-1.28440,43.4,-158.4,-608.33,465.70,-1.26549,66.0,-171.9,183.0,-320.7,0.2178
23531439893437,1,-612.36,470.15,-1.28440,43.4,-158.4,-607.17,462.73,-1.26549,72.4,-186.2,215.5,-382.8,0.2459
23531456071660,1,-612.36,470.15,-1.28440,43.4,-158.4,-605.89,459.51,-1.26549,80.3,-200.8,219.3,-387.2,0.2741
23531472276711,1,-611.78,467.27,-1.28478,65.0,-202.2,-604.46,456.07,-1.26549,89.8,-214.2,223.5,-385.7,0.3023
23531488444176,1,-606.16,449.30,-1.27660,92.3,-241.7,-602.88,452.43,-1.26549,98.5,-227.2,184.1,-293.8,-0.1471
23531504649716,1,-606.16,449.30,-1.27660,92.3,-241.7,-601.15,448.54,-1.26549,108.1,-241.2,196.6,-277.7,0.0268
23531520824428,1,-606.16,449.30,-1.27660,92.3,-241.7,-599.26,444.46,-1.26549,118.0,-253.8,263.4,-359.4,0.0180
23531536984393,1,-606.16,449.30,-1.27660,92.3,-241.7,-597.19,440.18,-1.26549,129.1,-266.0,316.9,-421.8,0.0091
23531553167106,1,-606.16,449.30,-1.27660,92.3,-241.7,-594.92,435.68,-1.26549,140.9,-278.7,323.1,-422.1,0.0003
23531569326322,1,-606.16,449.30,-1.27660,92.3,-241.7,-592.47,431.01,-1.26549,152.4,-290.1,329.4,-423.9,-0.0086
23531585480437,1,-592.51,413.03,-1.27631,171.7,-331.3,-589.80,426.14,-1.26549,165.8,-301.6,291.7,-329.7,0.3555
23531601649857,1,-592.51,413.03,-1.27631,171.7,-331.3,-586.91,421.10,-1.26549,179.7,-312.3,175.1,-146.3,0.0731
23531617874003,1,-592.51,413.03,-1.27631,171.7,-331.3,-583.78,415.88,-1.26549,193.4,-322.4,211.1,-159.7,0.0860
23531634517999,1,-592.51,413.03,-1.27631,171.7,-331.3,-580.32,410.35,-1.26549,220.4,-333.5,270.5,-195.1,0.0989
23531650795841,1,-592.51,413.03,-1.27631,171.7,-331.3,-576.72,404.93,-1.26549,227.6,-329.3,300.8,-228.7,0.1118
23531667062713,1,-592.51,413.03,-1.27631,171.7,-331.3,-573.02,399.57,-1.26549,233.8,-324.1,375.7,-289.7,0.1247
23531683246538,1,-562.37,368.87,-1.25869,305.6,-357.6,-569.22,394.33,-1.26549,240.8,-319.2,355.8,-365.6,0.0935
23531699432199,1,-562.37,368.87,-1.25869,305.6,-357.6,-565.32,389.17,-1.26549,247.7,-313.8,139.1,-88.4,-0.0548
23531715571665,1,-562.37,368.87,-1.25869,305.6,-357.6,-561.31,384.11,-1.26549,254.7,-309.0,192.5,-128.1,-0.0789
23531731746059,1,-562.37,368.87,-1.25869,305.6,-357.6,-557.18,379.13,-1.26549,260.7,-303.2,249.2,-160.6,-0.1030
23531747917895,1,-562.37,368.87,-1.25869,305.6,-357.6,-552.96,374.23,-1.26549,267.5,-297.7,319.4,-203.3,-0.1271
23531764127216,1,-562.37,368.87,-1.25869,305.6,-357.6,-548.61,369.42,-1.26549,273.9,-291.1,397.9,-250.1,-0.1513
23531780301318,1,-550.60,356.45,-1.24908,347.8,-355.4,-544.17,364.72,-1.26549,279.5,-286.1,449.3,-288.5,-0.1754
23531796446135,1,-529.89,337.94,-1.23708,366.9,-323.4,-539.64,360.11,-1.26549,285.6,-280.2,146.2,-74.7,0.0308
23531812592003,1,-529.89,337.94,-1.23708,366.9,-323.4,-535.01,355.61,-1.26549,291.8,-273.0,173.0,-71.8,-0.0070
23531828705000,1,-529.89,337.94,-1.23708,366.9,-323.4,-530.30,351.22,-1.26549,298.0,-267.8,230.1,-98.3,-0.0448
23531844838456,1,-529.89,337.94,-1.23708,366.9,-323.4,-525.48,346.92,-1.26549,302.5,-261.2,307.1,-134.9,-0.0826
23531860971286,1,-529.89,337.94,-1.23708,366.9,-323.4,-520.58,342.72,-1.26549,308.7,-253.9,389.4,-166.5,-0.1204
23531877103088,1,-529.89,337.94,-1.23708,366.9,-323.4,-515.58,338.64,-1.26549,314.0,-247.7,389.4,-166.5,-0.1204
23531893272780,1,-497.56,319.74,-1.22209,381.2,-216.8,-510.49,334.66,-1.26549,319.2,-241.5,261.5,-141.9,-0.4211
23531909452930,1,-497.56,319.74,-1.22209,381.2,-216.8,-505.31,330.77,-1.26549,324.3,-234.6,261.5,-141.9,-0.4211
23531925604876,1,-497.56,319.74,-1.22209,381.2,-216.8,-500.05,327.01,-1.26549,329.5,-226.4,314.5,-152.4,-0.4855
23531941779219,1,-497.56,319.74,-1.22209,381.2,-216.8,-494.71,323.37,-1.26549,333.6,-220.6,400.8,-183.0,-0.5499
23531957988839,1,-497.56,319.74,-1.22209,381.2,-216.8,-489.28,319.82,-1.26549,338.5,-213.1,475.8,-204.2,-0.6143
23531974164301,1,-497.56,319.74,-1.22209,381.2,-216.8,-483.79,316.40,-1.26549,343.3,-205.7,512.6,-205.6,-0.6787
23531990322470,1,-468.53,313.39,-1.23592,344.9,-118.0,-478.23,313.11,-1.26549,347.4,-197.8,517.8,-190.0,-0.7431
23532006477990,1,-468.53,313.39,-1.23592,344.9,-118.0,-472.60,309.94,-1.26549,351.3,-191.4,234.1,-53.0,0.4913
23532022629598,1,-468.53,313.39,-1.23592,344.9,-118.0,-466.91,306.89,-1.26549,355.4,-183.5,245.1,-48.3,0.5086
23532038777390,1,-468.53,313.39,-1.23592,344.9,-118.0,-461.15,303.96,-1.26549,359.2,-175.1,258.7,-41.3,0.5259
23532054900104,1,-468.53,313.39,-1.23592,344.9,-118.0,-455.34,301.17,-1.26549,363.5,-167.9,271.5,-37.6,0.5432
23532071037823,1,-468.53,313.39,-1.23592,344.9,-118.0,-449.46,298.50,-1.26549,366.4,-160.4,284.9,-33.2,0.5605
23532087338452,1,-459.63,312.32,-1.24613,353.0,-96.4,-443.47,295.92,-1.26549,369.9,-152.8,296.8,-29.0,0.5778
23532103494687,1,-443.28,306.52,-1.26791,371.5,-153.4,-437.47,293.50,-1.26549,373.0,-143.9,436.0,-90.0,-1.3703
23532119621365,1,-443.28,306.52,-1.26791,371.5,-153.4,-431.44,291.22,-1.26549,375.9,-136.4,440.1,-82.6,-1.3703
23532135747170,1,-443.28,306.52,-1.26791,371.5,-153.4,-425.37,289.06,-1.26549,378.8,-129.0,444.3,-72.8,-1.3703
23532151972720,1,-443.28,306.52,-1.26791,371.5,-153.4,-419.21,287.02,-1.26549,381.1,-119.7,448.1,-60.7,-1.3703
23532168219431,1,-443.28,306.52,-1.26791,371.5,-153.4,-413.00,285.12,-1.26549,384.0,-112.3,450.6,-49.9,-1.3703
23532184367659,1,-443.28,306.52,-1.26791,371.5,-153.4,-406.78,283.36,-1.26549,386.7,-104.2,451.6,-40.2,-1.3703
23532200512035,1,-412.57,298.14,-1.24072,290.9,-48.2,-400.53,281.73,-1.26549,388.0,-95.9,562.0,-51.3,1.3703
23532216642254,1,-412.57,298.14,-1.24072,290.9,-48.2,-394.25,280.24,-1.26549,390.4,-86.7,516.0,-34.8,1.3703
23532232784545,1,-412.57,298.14,-1.24072,290.9,-48.2,-387.94,278.89,-1.26549,391.9,-79.0,564.2,-20.7,1.3703
23532248959826,1,-412.57,298.14,-1.24072,290.9,-48.2,-381.59,277.67,-1.26549,394.0,-71.1,470.3,22.5,1.3703
23532265103836,1,-412.57,298.14,-1.24072,290.9,-48.2,-375.22,276.58,-1.26549,395.1,-62.2,466.9,34.7,1.3703
23532281264715,1,-412.57,298.14,-1.24072,290.9,-48.2,-368.83,275.64,-1.26549,396.2,-53.4,348.3,73.3,1.3703
23532297461788,1,-381.08,289.83,-1.26493,418.5,-55.2,-362.40,274.83,-1.26549,397.6,-45.1,376.1,-27.1,-1.3703
23532313606408,1,-381.08,289.83,-1.26493,418.5,-55.2,-355.98,274.16,-1.26549,398.5,-37.6,496.9,6.3,-1.3034
23532329739622,1,-381.08,289.83,-1.26493,418.5,-55.2,-349.55,273.63,-1.26549,398.6,-27.7,523.0,23.0,-1.3703
23532345865037,1,-381.08,289.83,-1.26493,418.5,-55.2,-343.11,273.24,-1.26549,399.4,-19.6,539.8,38.7,-1.3703
23532361960187,1,-381.08,289.83,-1.26493,418.5,-55.2,-336.68,272.99,-1.26549,400.1,-11.5,549.9,54.5,-1.3703
23532378007681,1,-381.08,289.83,-1.26493,418.5,-55.2,-330.26,272.87,-1.26549,400.0,-3.0,555.7,69.9,-1.3703
23532394119240,1,-362.21,286.55,-1.28032,367.6,-65.5,-323.82,272.89,-1.26549,399.8,6.1,556.6,97.1,-1.3703
23532410236155,1,-334.93,285.87,-1.24549,390.6,-33.1,-317.37,273.06,-1.26549,399.7,14.6,556.6,97.1,-1.3703
23532426368291,1,-334.93,285.87,-1.24549,390.6,-33.1,-310.93,273.36,-1.26549,399.3,22.3,305.8,99.8,1.3703
23532442499645,1,-334.93,285.87,-1.24549,390.6,-33.1,-304.49,273.80,-1.26549,398.8,32.0,312.5,108.9,1.3703
23532458683453,1,-334.93,285.87,-1.24549,390.6,-33.1,-298.04,274.38,-1.26549,398.4,39.7,318.7,116.6,1.3703
23532474843466,1,-334.93,285.87,-1.24549,390.6,-33.1,-291.62,275.10,-1.26549,396.9,48.4,324.3,124.7,1.3703
23532491081016,1,-334.93,285.87,-1.24549,390.6,-33.1,-285.18,275.96,-1.26549,395.7,56.5,329.2,133.7,1.3703
23532507235996,1,-288.31,290.52,-1.26345,512.9,50.0,-278.80,276.95,-1.26549,394.8,65.5,333.8,143.5,1.3703
23532523426825,1,-288.31,290.52,-1.26345,512.9,50.0,-272.42,278.08,-1.26549,393.0,73.4,438.1,135.9,-1.3703
23532539665750,1,-288.31,290.52,-1.26345,512.9,50.0,-266.05,279.36,-1.26549,391.5,82.1,444.1,146.5,-1.3703
23532555809288,1,-288.31,290.52,-1.26345,512.9,50.0,-259.75,280.76,-1.26549,389.5,90.6,446.7,164.5,-1.3703
23532571965697,1,-288.31,290.52,-1.26345,512.9,50.0,-253.48,282.31,-1.26549,387.7,98.6,450.4,176.0,-1.3703
23532588137082,1,-288.31,290.52,-1.26345,512.9,50.0,-247.23,283.98,-1.26549,385.8,106.5,455.1,191.3,-1.3703
23532604279443,1,-247.48,304.19,-1.23757,352.2,161.0,-241.02,285.78,-1.26549,383.2,114.9,459.1,207.9,-1.3703
23532620566599,1,-247.48,304.19,-1.23757,352.2,161.0,-234.81,287.75,-1.26549,380.4,123.8,246.4,185.4,1.2225
23532636704678,1,-247.48,304.19,-1.23757,352.2,161.0,-228.71,289.82,-1.26549,377.3,131.4,253.8,194.1,1.3161
23532652855125,1,-247.48,304.19,-1.23757,352.2,161.0,-222.63,292.02,-1.26549,375.7,138.7,259.0,206.1,1.3703
23532668996116,1,-247.48,304.19,-1.23757,352.2,161.0,-216.61,294.36,-1.26549,371.5,147.9,264.6,216.2,1.3703
23532685141163,1,-247.48,304.19,-1.23757,352.2,161.0,-210.65,296.83,-1.26549,368.4,155.4,268.9,224.6,1.3703
23532701300364,1,-234.31,309.92,-1.20878,413.4,180.3,-204.73,299.43,-1.26549,365.4,163.0,271.4,233.5,1.3703
23532717534009,1,-213.70,319.79,-1.20095,402.6,181.3,-198.83,302.16,-1.26549,361.8,170.4,362.5,242.3,-1.3703
23532733707092,1,-213.70,319.79,-1.20095,402.6,181.3,-193.03,305.01,-1.26549,357.8,178.9,362.4,251.6,-1.3703
23532749894745,1,-213.70,319.79,-1.20095,402.6,181.3,-187.28,307.98,-1.26549,354.3,185.7,362.5,260.3,-1.3703
23532766058547,1,-213.70,319.79,-1.20095,402.6,181.3,-181.60,311.08,-1.26549,349.9,193.5,362.2,272.1,-1.3703
23532782224972,1,-213.70,319.79,-1.20095,402.6,181.3,-176.00,314.30,-1.26549,345.5,201.3,361.9,284.7,-1.3703
23532798367179,1,-213.70,319.79,-1.20095,402.6,181.3,-170.47,317.64,-1.26549,341.8,208.7,362.1,296.5,-1.3703
23532814559844,1,-187.93,346.02,-1.14284,211.4,261.1,-165.00,321.09,-1.26549,336.6,214.9,262.1,176.5,-0.7879
23532830685845,1,-187.93,346.02,-1.14284,211.4,261.1,-159.62,324.66,-1.26549,332.8,222.8,297.7,228.6,-0.8476
23532846844928,1,-187.93,346.02,-1.14284,211.4,261.1,-154.31,328.35,-1.26549,327.2,230.2,187.5,275.7,-0.9074
23532862995170,1,-187.93,346.02,-1.14284,211.4,261.1,-149.09,332.15,-1.26549,322.5,236.6,189.1,287.1,-0.9074
23532879158756,1,-187.93,346.02,-1.14284,211.4,261.1,-143.94,336.06,-1.26549,317.3,242.9,190.9,297.7,-0.9074
23532895349218,1,-187.93,346.02,-1.14284,211.4,261.1,-138.87,340.09,-1.26549,312.3,250.4,192.9,308.0,-0.9074
23532911489539,1,-169.28,370.74,-1.12852,263.2,261.8,-133.91,344.22,-1.26549,306.3,257.1,280.5,305.6,-1.9824
23532927634515,1,-169.28,370.74,-1.12852,263.2,261.8,-129.03,348.45,-1.26549,301.0,263.3,292.8,317.4,-1.1545
23532943780895,1,-169.28,370.74,-1.12852,263.2,261.8,-124.24,352.79,-1.26549,295.8,269.5,295.4,339.3,-1.1545
23532959945913,1,-169.28,370.74,-1.12852,263.2,261.8,-119.55,357.23,-1.26549,289.2,275.9,299.8,356.6,-1.1545
23532976107735,1,-169.28,370.74,-1.12852,263.2,261.8,-114.95,361.78,-1.26549,283.9,282.1,299.8,356.6,-1.1545
23532992248854,1,-169.28,370.74,-1.12852,263.2,261.8,-110.46,366.42,-1.26549,277.5,288.0,299.1,376.6,-1.1545
23533008651704,1,-169.28,370.74,-1.12852,263.2,261.8,-106.00,371.22,-1.26549,271.1,293.8,297.8,394.7,-1.1545
23533024830617,1,-150.84,401.20,-1.26058,238.2,293.4,-101.70,376.07,-1.26549,265.3,299.8,293.9,412.0,-1.1545
23533041026439,1,-150.84,401.20,-1.26058,238.2,293.4,-97.50,381.00,-1.26549,258.4,304.9,125.1,307.2,0.2439
23533057209713,1,-150.84,401.20,-1.26058,238.2,293.4,-93.41,386.01,-1.26549,252.2,310.1,123.7,318.5,0.3905
23533073357137,1,-150.84,401.20,-1.26058,238.2,293.4,-89.45,391.11,-1.26549,245.0,316.4,121.9,329.1,0.5370
23533089513396,1,-150.84,401.20,-1.26058,238.2,293.4,-85.59,396.29,-1.26549,238.9,321.0,120.8,337.6,0.6836
23533105642753,1,-150.84,401.20,-1.26058,238.2,293.4,-81.85,401.55,-1.26549,231.5,325.9,118.9,346.1,0.8302
23533121867284,1,-131.69,430.25,-1.38491,294.5,331.4,-78.20,406.91,-1.26549,224.7,331.0,115.6,354.1,0.9767
23533138029975,1,-131.69,430.25,-1.38491,294.5,331.4,-74.68,412.34,-1.26549,217.2,335.8,213.4,418.1,-1.3607
23533154255249,1,-131.69,430.25,-1.38491,294.5,331.4,-71.27,417.86,-1.26549,203.3,344.6,208.4,430.8,-1.2037
23533170467003,1,-131.69,430.25,-1.38491,294.5,331.4,-67.97,423.45,-1.26549,195.3,349.2,202.2,447.1,-1.0467
23533186682738,1,-131.69,430.25,-1.38491,294.5,331.4,-64.81,429.11,-1.26549,187.7,352.7,193.3,462.8,-0.8897
23533202833275,1,-131.69,430.25,-1.38491,294.5,331.4,-61.78,434.81,-1.26549,180.4,357.0,182.9,477.9,-0.7327
23533218998438,1,-105.39,464.72,-1.45153,214.9,352.4,-58.87,440.59,-1.26549,173.4,360.7,174.1,489.4,-0.5758
23533235163667,1,-105.39,464.72,-1.45153,214.9,352.4,-56.08,446.42,-1.26549,164.9,364.6,45.4,330.0,1.3703
23533251300590,1,-105.39,464.72,-1.45153,214.9,352.4,-53.42,452.30,-1.26549,157.5,367.4,42.3,339.6,1.3703
23533267441646,1,-105.39,464.72,-1.45153,214.9,352.4,-50.89,458.24,-1.26549,149.8,370.9,38.1,348.6,1.3703
23533283582886,1,-105.39,464.72,-1.45153,214.9,352.4,-48.48,464.23,-1.26549,141.6,374.2,34.3,356.9,1.3703
23533299783079,1,-105.39,464.72,-1.45153,214.9,352.4,-46.20,470.30,-1.26549,132.7,377.3,29.0,364.9,1.3703
23533315999896,1,-105.39,464.72,-1.45153,214.9,352.4,-44.07,476.42,-1.26549,125.4,379.6,23.3,371.5,1.3703
23533332234177,1,-72.51,511.13,-1.43630,235.6,441.3,-42.04,482.59,-1.26549,118.0,382.5,83.5,438.7,1.0567
23533348418128,1,-72.51,511.13,-1.43630,235.6,441.3,-40.16,488.79,-1.26549,108.7,384.9,73.8,448.8,1.1762
23533364548303,1,-72.51,511.13,-1.43630,235.6,441.3,-38.42,495.00,-1.26549,100.9,387.0,66.9,456.8,1.1762
23533381465972,1,-72.51,511.13,-1.43630,235.6,441.3,-36.74,501.55,-1.26549,92.4,388.9,57.7,460.2,1.1762
23533397600120,1,-72.51,511.13,-1.43630,235.6,441.3,-35.28,507.83,-1.26549,84.5,391.0,46.8,458.4,1.1762
23533413766178,1,-72.51,511.13,-1.43630,235.6,441.3,-33.94,514.16,-1.26549,76.0,392.9,37.0,462.4,1.1762
23533429922647,1,-56.37,547.50,-1.39692,119.7,415.3,-32.74,520.51,-1.26549,67.2,394.0,53.4,292.7,1.6180
23533446131366,1,-55.74,550.76,-1.38746,107.3,414.1,-31.69,526.91,-1.26549,59.5,395.5,19.9,132.4,0.7162
23533462254203,1,-55.74,550.76,-1.38746,107.3,414.1,-30.76,533.29,-1.26549,50.4,397.3,14.8,168.4,0.7563
23533478380249,1,-55.74,550.76,-1.38746,107.3,414.1,-29.99,539.70,-1.26549,41.7,397.8,8.9,221.7,0.7563
23533494570744,1,-55.74,550.76,-1.38746,107.3,414.1,-29.34,546.14,-1.26549,34.4,398.1,4.2,286.3,0.7563
23533510743160,1,-55.74,550.76,-1.38746,107.3,414.1,-28.83,552.58,-1.26549,24.9,399.1,-7.8,353.2,0.7563
23533526912817,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.47,559.04,-1.26549,16.3,399.6,-7.8,353.2,0.7563
23533543095294,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.24,565.51,-1.26549,8.2,400.3,-59.3,445.1,-0.8519
23533559302551,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.15,572.00,-1.26549,-0.1,399.7,-68.3,444.8,-1.2646
23533575655884,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.20,578.53,-1.26549,-8.8,400.2,-79.9,444.3,-1.3703
23533592023675,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.40,585.08,-1.26549,-17.7,399.4,-91.3,442.2,-1.3703
23533608244719,1,-53.28,587.32,-1.17480,-48.1,434.5,-28.74,591.56,-1.26549,-26.2,399.3,-100.2,439.7,-1.3703
23533624406964,1,-53.28,587.32,-1.17480,-48.1,434.5,-29.21,598.01,-1.26549,-33.8,398.3,-107.6,437.3,-1.3703
23533640576669,1,-53.28,587.32,-1.17480,-48.1,434.5,-29.82,604.44,-1.26549,-43.5,397.8,-113.8,434.9,-1.3703
23533656728533,1,-53.28,587.32,-1.17480,-48.1,434.5,-30.57,610.86,-1.26549,-51.6,396.6,-119.0,432.7,-1.3703
23533672873999,1,-53.28,587.32,-1.17480,-48.1,434.5,-31.46,617.26,-1.26549,-59.7,395.3,-124.9,429.9,-1.3703
23533689010824,1,-53.28,587.32,-1.17480,-48.1,434.5,-32.48,623.63,-1.26549,-68.6,394.5,-132.2,426.1,-1.3703
23533705177737,1,-53.28,587.32,-1.17480,-48.1,434.5,-33.65,629.99,-1.26549,-77.2,392.5,-139.5,421.9,-1.3703
23533721297716,1,-53.28,587.32,-1.17480,-48.1,434.5,-34.95,636.31,-1.26549,-84.5,390.8,-186.1,405.2,-1.3703
23533737423696,1,-60.49,623.00,-1.03443,-108.9,327.3,-36.37,642.59,-1.26549,-93.0,388.8,-86.9,371.7,-1.5312
23533753556673,1,-60.49,623.00,-1.03443,-108.9,327.3,-37.94,648.85,-1.26549,-102.4,387.1,-136.6,417.5,-1.7954
23533769672033,1,-60.49,623.00,-1.03443,-108.9,327.3,-39.65,655.07,-1.26549,-109.9,384.1,-166.5,466.3,-2.0596
23533785801251,1,-60.49,623.00,-1.03443,-108.9,327.3,-41.48,661.25,-1.26549,-117.8,382.3,-202.8,503.7,-2.0596
23533801989350,1,-60.49,623.00,-1.03443,-108.9,327.3,-43.45,667.42,-1.26549,-126.2,379.6,-228.3,505.4,-2.0596
23533818152016,1,-60.49,623.00,-1.03443,-108.9,327.3,-45.56,673.53,-1.26549,-134.5,377.0,-260.0,493.7,-2.0596
23533834296259,1,-60.49,623.00,-1.03443,-108.9,327.3,-47.79,679.60,-1.26549,-142.7,373.8,-252.9,374.6,-2.0596
23533850398588,1,-60.49,623.00,-1.03443,-108.9,327.3,-50.15,685.59,-1.26549,-149.7,370.9,-267.9,370.3,-2.0596
23533866527702,1,-60.49,623.00,-1.03443,-108.9,327.3,-52.63,691.54,-1.26549,-158.2,366.9,-248.1,261.3,-2.0596
23533882639902,1,-60.49,623.00,-1.03443,-108.9,327.3,-55.25,697.43,-1.26549,-165.8,363.9,-258.3,264.6,-2.0596
23533898796602,1,-60.49,623.00,-1.03443,-108.9,327.3,-58.00,703.28,-1.26549,-173.9,360.6,-265.8,267.9,-2.0596
23533914946078,1,-60.49,623.00,-1.03443,-108.9,327.3,-60.86,709.07,-1.26549,-180.5,356.6,-293.1,294.2,-1.9618
23533931118749,1,-60.49,623.00,-1.03443,-108.9,327.3,-63.86,714.80,-1.26549,-189.7,352.4,-295.6,286.5,-1.7344
23533947264828,1,-103.51,705.89,-1.23023,-171.4,394.4,-66.99,720.45,-1.26549,-196.3,348.4,-151.8,256.6,1.3703
23533963487906,1,-103.51,705.89,-1.23023,-171.4,394.4,-70.24,726.07,-1.26549,-203.7,344.7,-201.3,296.9,1.3703
23533979657980,1,-103.51,705.89,-1.23023,-171.4,394.4,-73.60,731.60,-1.26549,-210.7,339.9,-301.9,294.9,1.3703
23533995822409,1,-103.51,705.89,-1.23023,-171.4,394.4,-77.08,737.04,-1.26549,-218.8,334.7,-336.2,266.9,1.3703
23534012046480,1,-103.51,705.89,-1.23023,-171.4,394.4,-80.69,742.43,-1.26549,-224.8,330.8,-343.7,260.5,1.3703
23534028513695,1,-103.51,705.89,-1.23023,-171.4,394.4,-84.47,747.82,-1.26549,-232.2,325.2,-349.2,255.6,1.3703
23534044658125,1,-103.51,705.89,-1.23023,-171.4,394.4,-88.29,753.02,-1.26549,-239.2,320.4,-353.3,252.0,1.3703
23534061094821,1,-103.51,705.89,-1.23023,-171.4,394.4,-92.30,758.24,-1.26549,-246.2,315.6,-357.9,246.5,1.3703
23534077667944,1,-103.51,705.89,-1.23023,-171.4,394.4,-96.45,763.41,-1.26549,-252.5,310.3,-362.4,241.0,1.3703
23534094700771,1,-103.51,705.89,-1.23023,-171.4,394.4,-100.84,768.62,-1.26549,-259.1,304.3,-366.5,234.6,1.3703
23534111078021,1,-103.51,705.89,-1.23023,-171.4,394.4,-105.17,773.53,-1.26549,-265.9,298.9,-369.8,230.0,1.3703
23534127327958,1,-103.51,705.89,-1.23023,-171.4,394.4,-109.57,778.32,-1.26549,-272.1,293.7,-321.8,239.8,1.3703
23534143616939,1,-103.51,705.89,-1.23023,-171.4,394.4,-114.08,783.02,-1.26549,-277.9,287.2,-353.6,323.4,0.3754
23534159820711,1,-136.79,790.08,-1.73493,-177.6,379.9,-118.67,787.59,-1.26549,-284.6,281.2,-353.6,323.4,0.3754
