# raven trajpoc id=15 t0_ns=23531234226167
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23539677929465,1,-988.03,655.72,-1.33237,416.5,245.1,-991.64,678.25,-1.26549,380.4,123.8,463.3,84.3,1.3703
23539694015121,1,-988.03,655.72,-1.33237,416.5,245.1,-985.49,680.14,-1.26549,383.0,115.5,469.9,74.3,1.3703
23539710113823,1,-988.03,655.72,-1.33237,416.5,245.1,-979.30,681.90,-1.26549,385.0,106.9,479.0,64.9,1.3703
23539726210993,1,-988.03,655.72,-1.33237,416.5,245.1,-973.08,683.53,-1.26549,387.5,99.2,479.0,64.9,1.3703
23539742298282,1,-988.03,655.72,-1.33237,416.5,245.1,-966.82,685.03,-1.26549,389.3,91.2,490.6,53.6,1.3703
23539758398780,1,-988.03,655.72,-1.33237,416.5,245.1,-960.53,686.39,-1.26549,391.5,82.1,503.2,39.0,1.3703
23539774506259,1,-953.47,667.52,-1.31309,348.2,49.5,-954.19,687.60,-1.26549,393.6,73.6,517.8,27.3,1.3703
23539790615952,1,-953.47,667.52,-1.31309,348.2,49.5,-947.85,688.69,-1.26549,394.0,65.9,324.4,-46.1,-0.7623
23539806722171,1,-953.47,667.52,-1.31309,348.2,49.5,-941.48,689.65,-1.26549,396.1,57.3,333.6,-51.7,-0.8353
23539822824534,1,-953.47,667.52,-1.31309,348.2,49.5,-935.09,690.46,-1.26549,396.9,48.4,342.1,-60.5,-0.9083
23539838961346,1,-953.47,667.52,-1.31309,348.2,49.5,-928.67,691.14,-1.26549,398.2,40.3,349.4,-63.6,-0.9812
23539855103822,1,-953.47,667.52,-1.31309,348.2,49.5,-922.23,691.68,-1.26549,398.8,32.0,355.6,-72.2,-1.0542
23539871200252,1,-925.59,669.43,-1.34414,464.8,47.5,-915.81,692.08,-1.26549,399.1,22.9,361.8,-79.1,-1.1272
23539887313966,1,-909.07,669.12,-1.32855,459.4,26.7,-909.37,692.34,-1.26549,399.7,14.6,442.5,-41.3,1.3703
23539903415173,1,-909.07,669.12,-1.32855,459.4,26.7,-902.93,692.46,-1.26549,399.8,6.1,448.1,-49.8,1.3703
23539919503644,1,-909.07,669.12,-1.32855,459.4,26.7,-896.49,692.45,-1.26549,400.3,-1.6,454.1,-60.4,1.3703
23539935591893,1,-909.07,669.12,-1.32855,459.4,26.7,-890.06,692.29,-1.26549,399.5,-11.7,461.9,-71.4,1.3703
23539951712964,1,-909.07,669.12,-1.32855,459.4,26.7,-883.62,692.01,-1.26549,399.8,-18.8,463.9,-83.1,1.3703
23539967807734,1,-909.07,669.12,-1.32855,459.4,26.7,-877.20,691.59,-1.26549,398.6,-27.7,476.2,-94.9,1.3703
23539983893255,1,-877.19,658.38,-1.35544,355.2,-130.1,-870.79,691.02,-1.26549,398.9,-36.8,270.1,-134.1,0.4053
23539999995411,1,-877.19,658.38,-1.35544,355.2,-130.1,-864.39,690.31,-1.26549,397.0,-45.3,279.3,-142.9,0.4496
23540016099827,1,-877.19,658.38,-1.35544,355.2,-130.1,-858.00,689.47,-1.26549,396.8,-53.2,288.0,-150.0,0.4483
23540032205870,1,-877.19,658.38,-1.35544,355.2,-130.1,-851.63,688.49,-1.26549,394.9,-61.6,296.1,-162.4,0.4471
23540048299403,1,-877.19,658.38,-1.35544,355.2,-130.1,-845.29,687.38,-1.26549,393.8,-70.5,303.4,-169.8,0.4458
23540064397243,1,-877.19,658.38,-1.35544,355.2,-130.1,-838.97,686.12,-1.26549,392.5,-78.8,309.5,-176.4,0.4445
23540080516048,1,-837.11,643.14,-1.32508,348.8,-130.8,-832.68,684.74,-1.26549,390.4,-86.7,366.0,-130.7,1.8017
23540096606576,1,-837.11,643.14,-1.32508,348.8,-130.8,-826.42,683.22,-1.26549,388.4,-95.1,364.4,-125.8,1.0964
23540112716201,1,-837.11,643.14,-1.32508,348.8,-130.8,-820.20,681.57,-1.26549,385.9,-103.8,381.8,-139.4,1.0964
23540128798555,1,-837.11,643.14,-1.32508,348.8,-130.8,-814.02,679.78,-1.26549,384.6,-112.1,398.1,-155.9,1.0964
23540144878333,1,-837.11,643.14,-1.32508,348.8,-130.8,-807.88,677.87,-1.26549,381.5,-118.9,411.9,-176.7,1.0964
23540160982783,1,-837.11,643.14,-1.32508,348.8,-130.8,-801.77,675.81,-1.26549,378.8,-129.0,423.7,-194.9,1.0964
23540177078580,1,-823.07,635.96,-1.28075,335.8,-160.1,-795.72,673.62,-1.26549,375.9,-136.4,431.3,-184.2,0.1432
23540193197039,1,-799.72,625.55,-1.20885,352.4,-112.0,-789.69,671.31,-1.26549,373.6,-143.7,431.3,-184.2,0.1432
23540209309567,1,-799.72,625.55,-1.20885,352.4,-112.0,-783.74,668.88,-1.26549,369.5,-151.6,271.0,-234.0,-0.2635
23540225391748,1,-799.72,625.55,-1.20885,352.4,-112.0,-777.84,666.31,-1.26549,366.4,-160.4,274.7,-243.3,-0.4920
23540241496609,1,-799.72,625.55,-1.20885,352.4,-112.0,-771.98,663.61,-1.26549,363.5,-167.9,276.3,-250.2,-0.7204
23540257594406,1,-799.72,625.55,-1.20885,352.4,-112.0,-766.19,660.80,-1.26549,359.8,-174.9,277.1,-257.7,-0.9489
23540273671298,1,-799.72,625.55,-1.20885,352.4,-112.0,-760.48,657.86,-1.26549,355.2,-183.0,276.5,-266.5,-1.1774
23540289751064,1,-767.04,611.07,-1.09824,406.9,-128.4,-754.82,654.79,-1.26549,351.9,-191.2,276.9,-272.4,-1.3703
23540305854129,1,-767.04,611.07,-1.09824,406.9,-128.4,-749.22,651.61,-1.26549,347.4,-197.8,321.2,-167.5,0.8292
23540321937618,1,-767.04,611.07,-1.09824,406.9,-128.4,-743.70,648.32,-1.26549,343.1,-205.1,322.8,-223.0,0.6171
23540338011065,1,-767.04,611.07,-1.09824,406.9,-128.4,-738.25,644.89,-1.26549,339.1,-212.9,331.3,-239.5,0.4049
23540354110663,1,-767.04,611.07,-1.09824,406.9,-128.4,-732.87,641.36,-1.26549,334.0,-219.8,345.7,-260.4,0.1927
23540370196043,1,-767.04,611.07,-1.09824,406.9,-128.4,-727.57,637.72,-1.26549,329.5,-226.4,359.8,-287.6,-0.0194
23540386305800,1,-728.09,593.93,-1.07178,318.8,-221.5,-722.35,633.95,-1.26549,319.2,-241.5,370.0,-316.5,-0.2316
23540402413396,1,-728.09,593.93,-1.07178,318.8,-221.5,-717.21,630.06,-1.26549,314.4,-246.9,127.6,-122.8,-1.3703
23540418526219,1,-728.09,593.93,-1.07178,318.8,-221.5,-712.14,626.08,-1.26549,309.3,-253.8,147.7,-143.1,-1.3703
23540434620983,1,-728.09,593.93,-1.07178,318.8,-221.5,-707.17,621.99,-1.26549,303.3,-261.6,189.5,-190.9,-1.3703
23540450721990,1,-728.09,593.93,-1.07178,318.8,-221.5,-702.29,617.77,-1.26549,297.1,-266.8,231.0,-237.7,-1.3703
23540466852751,1,-728.09,593.93,-1.07178,318.8,-221.5,-697.50,613.47,-1.26549,292.6,-273.4,278.9,-290.5,-1.3703
23540482968169,1,-725.13,592.55,-1.07589,336.2,-226.2,-692.79,609.06,-1.26549,286.0,-279.5,337.3,-356.7,-1.3703
23540499238214,1,-693.44,575.12,-1.11312,363.9,-268.0,-688.14,604.50,-1.26549,279.5,-286.1,192.6,-182.8,-0.8957
23540515376424,1,-693.44,575.12,-1.11312,363.9,-268.0,-683.64,599.88,-1.26549,273.9,-291.1,218.5,-229.8,-0.9747
23540531594176,1,-693.44,575.12,-1.11312,363.9,-268.0,-679.20,595.15,-1.26549,267.9,-297.0,247.8,-300.2,-0.9747
23540547709151,1,-693.44,575.12,-1.11312,363.9,-268.0,-674.89,590.36,-1.26549,261.3,-303.0,263.8,-334.0,-0.9747
23540563826696,1,-693.44,575.12,-1.11312,363.9,-268.0,-670.69,585.46,-1.26549,254.7,-309.0,270.4,-361.0,-0.9747
23540579945201,1,-693.44,575.12,-1.11312,363.9,-268.0,-666.60,580.47,-1.26549,248.3,-313.6,283.1,-390.4,-0.9747
23540596056961,1,-659.37,548.31,-1.20323,273.0,-332.2,-662.61,575.41,-1.26549,241.4,-319.1,76.2,-145.3,-0.7898
23540612179048,1,-659.37,548.31,-1.20323,273.0,-332.2,-658.73,570.26,-1.26549,233.8,-324.1,76.1,-145.4,-0.7592
23540628300460,1,-659.37,548.31,-1.20323,273.0,-332.2,-654.98,565.02,-1.26549,227.4,-328.7,73.9,-147.2,-0.7287
23540644432458,1,-659.37,548.31,-1.20323,273.0,-332.2,-651.32,559.71,-1.26549,220.6,-334.1,73.6,-147.4,-0.6981
23540660544692,1,-659.37,548.31,-1.20323,273.0,-332.2,-647.79,554.33,-1.26549,209.4,-331.8,73.9,-147.2,-0.6675
23540676662237,1,-659.37,548.31,-1.20323,273.0,-332.2,-644.46,549.00,-1.26549,194.1,-322.8,83.1,-154.5,-0.6369
23540692767936,1,-636.63,523.69,-1.33302,221.0,-346.9,-641.37,543.83,-1.26549,179.9,-312.9,83.1,-154.5,-0.6369
23540709005180,1,-636.63,523.69,-1.33302,221.0,-346.9,-638.48,538.78,-1.26549,165.8,-301.6,102.4,-197.0,0.0950
23540725174270,1,-636.63,523.69,-1.33302,221.0,-346.9,-635.84,533.94,-1.26549,153.9,-290.9,86.5,-189.9,0.4629
23540741341741,1,-636.63,523.69,-1.33302,221.0,-346.9,-633.39,529.27,-1.26549,140.9,-278.7,81.1,-175.8,0.6751
23540757433741,1,-636.63,523.69,-1.33302,221.0,-346.9,-631.16,524.82,-1.26549,129.4,-267.2,78.7,-179.5,0.8873
23540773527531,1,-636.63,523.69,-1.33302,221.0,-346.9,-629.11,520.57,-1.26549,118.8,-254.2,75.4,-176.3,1.0996
23540789638994,1,-634.28,520.31,-1.35301,150.3,-249.6,-627.23,516.51,-1.26549,108.3,-241.8,73.3,-172.1,1.3118
23540805759962,1,-626.85,505.31,-1.39495,79.9,-183.8,-625.52,512.67,-1.26549,99.2,-227.6,19.3,-68.2,-1.3066
23540821872467,1,-626.85,505.31,-1.39495,79.9,-183.8,-623.96,509.05,-1.26549,90.0,-214.8,9.5,-33.1,0.1520
23540837976687,1,-626.85,505.31,-1.39495,79.9,-183.8,-622.54,505.64,-1.26549,80.5,-201.4,4.6,-15.7,0.2833
23540854221903,1,-626.85,505.31,-1.39495,79.9,-183.8,-621.26,502.43,-1.26549,73.2,-186.6,-6.0,6.5,0.4146
23540870340609,1,-626.85,505.31,-1.39495,79.9,-183.8,-620.11,499.47,-1.26549,65.6,-172.7,-11.5,32.0,0.5459
23540886439048,1,-626.85,505.31,-1.39495,79.9,-183.8,-619.09,496.75,-1.26549,57.9,-158.7,-20.8,60.6,0.6771
23540902532151,1,-626.98,496.25,-1.34181,7.5,-71.1,-618.19,494.27,-1.26549,51.8,-143.6,46.3,-136.8,0.7061
23540918697867,1,-626.98,496.25,-1.34181,7.5,-71.1,-617.38,492.01,-1.26549,45.1,-128.6,68.4,-131.4,-0.2640
23540934818878,1,-626.98,496.25,-1.34181,7.5,-71.1,-616.68,490.00,-1.26549,38.6,-114.3,54.0,-90.5,-0.2035
23540950971642,1,-626.98,496.25,-1.34181,7.5,-71.1,-616.08,488.23,-1.26549,33.9,-99.4,64.5,-101.2,-0.1430
23540967115672,1,-626.98,496.25,-1.34181,7.5,-71.1,-615.56,486.70,-1.26549,27.3,-84.5,40.1,-23.8,-0.0826
23540983234144,1,-626.98,496.25,-1.34181,7.5,-71.1,-615.15,485.41,-1.26549,22.4,-69.0,133.7,-79.5,-0.0221
23540999356209,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.81,484.38,-1.26549,17.7,-54.1,133.6,-79.6,0.0384
23541015491313,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.55,483.59,-1.26549,12.8,-38.6,32.0,15.0,0.6402
23541031676118,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.37,483.05,-1.26549,7.3,-23.2,31.8,15.1,0.6581
23541047800236,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.28,482.75,-1.26549,2.6,-8.3,33.3,14.0,0.6759
23541063929619,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.26,482.67,-1.26549,0.0,0.0,33.0,14.2,0.6937
23541080507555,1,-629.90,494.96,-1.27570,31.1,-50.7,-614.26,482.67,-1.26549,0.0,0.0,32.6,14.4,0.7115
23541096634574,1,-629.63,495.24,-1.27057,50.4,-41.2,-614.26,482.67,-1.26549,0.0,0.0,32.3,14.5,0.7293
23541112776304,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.7,-142.5,-0.4825
23541129175617,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.7,-142.5,-0.5062
23541145497502,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.7,-142.4,-0.5299
23541161625616,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.8,-142.4,-0.5536
23541177740713,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.8,-142.4,-0.5772
23541193893216,1,-627.61,492.75,-1.29346,92.8,-48.7,-614.26,482.67,-1.26549,0.0,0.0,30.8,-142.4,-0.6009
23541210008790,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,30.8,-142.4,-0.6009
23541226120768,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541242273796,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541258398842,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541274537688,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541290649623,1,-627.46,493.94,-1.25923,15.9,9.3,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541306752351,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,-2.6,139.4,0.8266
23541322863386,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541338978753,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541355181487,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541371282233,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541387386211,1,-623.82,484.59,-1.25581,33.6,-126.2,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541403531305,1,-623.05,483.92,-1.25746,38.3,-71.3,-614.26,482.67,-1.26549,0.0,0.0,30.5,-149.9,-0.5797
23541419699567,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,3.0,138.8,0.8124
23541435829336,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,70.6,129.9,0.3563
23541451929880,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,70.7,129.8,0.3950
23541468037506,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,70.7,129.8,0.4337
23541484154849,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,70.7,129.8,0.4724
23541500262050,1,-622.65,487.63,-1.25539,8.9,-16.8,-614.26,482.67,-1.26549,0.0,0.0,70.7,129.8,0.5111
23541516376395,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-50.4,-138.4,-0.9022
23541532526834,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-14.4,-130.5,-0.0435
23541548642756,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-14.4,-130.5,-0.1066
23541564809954,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-14.3,-130.5,-0.1697
23541580946500,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-14.3,-130.5,-0.2328
23541597074936,1,-620.24,481.88,-1.24766,19.3,-4.0,-614.26,482.67,-1.26549,0.0,0.0,-14.2,-130.5,-0.2960
23541613201409,1,-618.62,482.23,-1.26229,-20.6,-47.5,-614.26,482.67,-1.26549,0.0,0.0,38.6,152.3,0.5634
23541629332214,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2192
23541645446972,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2208
23541661557826,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2223
23541677678600,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2239
23541693818944,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2255
23541709966713,1,-618.87,483.23,-1.25784,-30.9,-51.5,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2255
23541726126238,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,77.7,118.1,-0.2270
23541742250976,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,-50.9,-136.1,0.4810
23541758367836,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,-50.9,-136.1,0.5155
23541774498356,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,-50.9,-136.1,0.5500
23541790892708,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,-50.9,-136.1,0.5845
23541807006455,1,-618.35,481.87,-1.26813,5.6,51.7,-614.26,482.67,-1.26549,0.0,0.0,-51.0,-136.2,0.6190
23541823099224,1,-615.13,486.38,-1.29421,61.0,100.3,-614.26,482.67,-1.26549,0.0,0.0,-51.0,-136.2,0.6535
23541839229219,1,-615.13,486.38,-1.29421,61.0,100.3,-614.26,482.67,-1.26549,0.0,0.0,62.7,136.8,-0.7364
23541855334126,1,-615.13,486.38,-1.29421,61.0,100.3,-614.26,482.67,-1.26549,0.0,0.0,62.7,136.7,-0.7488
