# raven trajpoc id=15 t0_ns=23520313035831
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23523225625255,1,-91.18,710.54,-1.21841,-286.9,221.0,-108.85,729.59,-1.27063,-283.1,282.7,-297.7,147.8,1.3703
23523241808864,1,-91.18,710.54,-1.21841,-286.9,221.0,-113.44,734.16,-1.27063,-288.6,277.1,-308.2,149.8,1.3703
23523257965683,1,-91.18,710.54,-1.21841,-286.9,221.0,-118.10,738.63,-1.27063,-294.4,270.7,-319.8,149.7,1.3703
23523274129813,1,-91.18,710.54,-1.21841,-286.9,221.0,-122.87,743.00,-1.27063,-300.3,264.3,-329.7,149.1,1.3703
23523290267683,1,-122.85,734.01,-1.15318,-343.8,275.6,-127.72,747.25,-1.27063,-306.0,257.3,-360.8,220.4,-1.3703
23523306397508,1,-122.85,734.01,-1.15318,-343.8,275.6,-132.67,751.40,-1.27063,-311.3,251.1,-360.8,220.4,-1.3703
23523322507080,1,-122.85,734.01,-1.15318,-343.8,275.6,-137.69,755.43,-1.27063,-316.6,244.9,-368.0,217.0,-1.3703
23523338611475,1,-122.85,734.01,-1.15318,-343.8,275.6,-142.80,759.36,-1.27063,-322.1,237.3,-375.3,213.0,-1.3703
23523354745204,1,-122.85,734.01,-1.15318,-343.8,275.6,-148.00,763.18,-1.27063,-326.5,230.6,-385.4,207.3,-1.3703
23523370895509,1,-122.85,734.01,-1.15318,-343.8,275.6,-153.28,766.89,-1.27063,-331.6,223.8,-393.6,203.6,-1.3703
23523387018165,1,-145.50,741.79,-1.14109,-316.6,101.7,-158.64,770.49,-1.27063,-336.1,217.2,-403.1,198.9,-1.3703
23523403486593,1,-150.63,743.40,-1.13476,-321.3,97.0,-164.19,774.04,-1.27063,-340.8,209.2,-357.8,84.7,0.0815
23523419892998,1,-150.63,743.40,-1.13476,-321.3,97.0,-169.79,777.45,-1.27063,-345.7,201.8,-366.5,78.2,0.0122
23523436081399,1,-150.63,743.40,-1.13476,-321.3,97.0,-175.40,780.70,-1.27063,-348.9,194.9,-374.0,76.0,-0.0571
23523452261938,1,-150.63,743.40,-1.13476,-321.3,97.0,-181.06,783.83,-1.27063,-353.6,186.9,-382.6,71.3,-0.1264
23523468441464,1,-150.63,743.40,-1.13476,-321.3,97.0,-186.79,786.83,-1.27063,-357.7,179.1,-389.0,67.6,-0.1957
23523484597089,1,-155.76,745.06,-1.12877,-337.2,134.7,-192.58,789.70,-1.27063,-360.8,172.3,-394.7,63.2,-0.2650
23523500749565,1,-180.65,756.98,-1.17068,-341.1,199.6,-198.43,792.45,-1.27063,-364.9,164.4,-467.6,141.7,-1.5575
23523516907905,1,-180.65,756.98,-1.17068,-341.1,199.6,-204.34,795.07,-1.27063,-368.1,155.6,-474.2,136.4,-1.5626
23523533085821,1,-180.65,756.98,-1.17068,-341.1,199.6,-210.31,797.56,-1.27063,-371.8,148.6,-486.9,129.4,-1.5626
23523549234267,1,-180.65,756.98,-1.17068,-341.1,199.6,-216.32,799.93,-1.27063,-374.0,140.7,-498.3,120.3,-1.5626
23523565385895,1,-180.65,756.98,-1.17068,-341.1,199.6,-222.38,802.16,-1.27063,-377.9,132.3,-507.8,112.1,-1.5626
23523581544080,1,-180.65,756.98,-1.17068,-341.1,199.6,-228.49,804.27,-1.27063,-380.0,124.4,-517.7,99.3,-1.5626
23523597697516,1,-216.23,766.00,-1.25843,-386.2,124.1,-234.64,806.24,-1.27063,-382.8,116.4,-315.4,-1.3,0.4374
23523613840761,1,-216.23,766.00,-1.25843,-386.2,124.1,-240.83,808.08,-1.27063,-384.9,108.5,-550.3,105.3,-0.2647
23523629957806,1,-216.23,766.00,-1.25843,-386.2,124.1,-247.05,809.79,-1.27063,-387.3,99.3,-556.0,84.1,-0.1102
23523646112485,1,-216.23,766.00,-1.25843,-386.2,124.1,-253.32,811.35,-1.27063,-389.4,91.4,-457.7,4.4,0.0443
23523662262529,1,-216.23,766.00,-1.25843,-386.2,124.1,-259.62,812.78,-1.27063,-391.4,83.0,-372.8,-41.9,0.1987
23523678414672,1,-216.23,766.00,-1.25843,-386.2,124.1,-265.95,814.08,-1.27063,-393.0,75.3,-378.5,-48.1,0.3532
23523694768029,1,-250.16,778.86,-1.35197,-342.3,81.3,-272.38,815.26,-1.27063,-394.0,65.8,-506.2,21.0,-1.3703
23523710984937,1,-250.16,778.86,-1.35197,-342.3,81.3,-278.78,816.28,-1.27063,-396.1,58.0,-512.4,36.5,0.3110
23523727165080,1,-250.16,778.86,-1.35197,-342.3,81.3,-285.19,817.17,-1.27063,-396.9,49.9,-532.5,24.1,0.4692
23523743282580,1,-250.16,778.86,-1.35197,-342.3,81.3,-291.60,817.92,-1.27063,-398.0,41.0,-557.0,7.7,0.6274
23523759398640,1,-250.16,778.86,-1.35197,-342.3,81.3,-298.02,818.52,-1.27063,-398.6,32.3,-563.1,-11.2,0.7856
23523775530663,1,-250.16,778.86,-1.35197,-342.3,81.3,-304.45,818.99,-1.27063,-399.4,24.2,-563.2,-31.5,0.9438
23523791852748,1,-250.16,778.86,-1.35197,-342.3,81.3,-310.97,819.33,-1.27063,-399.4,15.7,-562.8,-52.9,1.1020
23523807989593,1,-301.87,794.78,-1.40580,-467.7,88.6,-317.42,819.52,-1.27063,-399.8,6.5,-271.4,-18.8,-0.7025
23523824143696,1,-301.87,794.78,-1.40580,-467.7,88.6,-323.88,819.57,-1.27063,-400.0,-1.4,-335.1,-21.3,-0.5575
23523840264873,1,-301.87,794.78,-1.40580,-467.7,88.6,-330.33,819.49,-1.27063,-400.1,-9.4,-409.2,-38.3,-0.4126
23523856388334,1,-301.87,794.78,-1.40580,-467.7,88.6,-336.78,819.26,-1.27063,-399.7,-19.0,-409.2,-38.3,-0.4126
23523872504316,1,-301.87,794.78,-1.40580,-467.7,88.6,-343.21,818.90,-1.27063,-398.5,-27.2,-479.9,-61.1,-0.2676
23523888631789,1,-301.87,794.78,-1.40580,-467.7,88.6,-349.64,818.39,-1.27063,-398.5,-35.7,-558.3,-85.3,-0.1226
23523904856774,1,-350.20,797.80,-1.35319,-523.4,-31.1,-356.10,817.75,-1.27063,-398.1,-43.4,-555.4,-105.8,0.0223
23523921043203,1,-350.20,797.80,-1.35319,-523.4,-31.1,-362.53,816.97,-1.27063,-396.3,-53.3,-222.0,-48.6,1.3703
23523937387329,1,-350.20,797.80,-1.35319,-523.4,-31.1,-369.00,816.04,-1.27063,-395.3,-60.9,-291.4,-74.1,1.3703
23523953554820,1,-350.20,797.80,-1.35319,-523.4,-31.1,-375.38,814.98,-1.27063,-393.9,-69.6,-356.8,-104.6,1.3703
23523969708785,1,-350.20,797.80,-1.35319,-523.4,-31.1,-381.72,813.79,-1.27063,-392.1,-77.5,-429.5,-137.6,1.3703
23523985864337,1,-350.20,797.80,-1.35319,-523.4,-31.1,-388.05,812.46,-1.27063,-390.7,-86.3,-484.6,-170.7,1.3703
23524002358625,1,-396.80,790.50,-1.33443,-505.2,-106.0,-394.47,810.95,-1.27063,-388.7,-94.8,-530.0,-197.0,1.3703
23524018490361,1,-396.80,790.50,-1.33443,-505.2,-106.0,-400.72,809.36,-1.27063,-386.5,-102.0,-208.1,-76.3,-0.8219
23524034639227,1,-396.80,790.50,-1.33443,-505.2,-106.0,-406.94,807.62,-1.27063,-384.1,-111.7,-211.6,-79.3,-0.8734
23524050805937,1,-396.80,790.50,-1.33443,-505.2,-106.0,-413.13,805.74,-1.27063,-381.7,-119.5,-242.5,-80.3,-0.9249
23524066958608,1,-396.80,790.50,-1.33443,-505.2,-106.0,-419.27,803.73,-1.27063,-379.5,-126.6,-302.1,-108.9,-0.9764
23524083125061,1,-396.80,790.50,-1.33443,-505.2,-106.0,-425.37,801.60,-1.27063,-376.2,-135.4,-355.0,-148.9,-1.0280
23524099394717,1,-407.23,787.02,-1.33145,-477.4,-166.7,-431.47,799.31,-1.27063,-373.6,-143.8,-393.6,-190.0,-1.0795
23524115546894,1,-435.73,774.68,-1.27269,-373.6,-175.0,-437.46,796.91,-1.27063,-370.0,-151.2,-352.3,-250.0,1.3703
23524131712650,1,-435.73,774.68,-1.27269,-373.6,-175.0,-443.41,794.39,-1.27063,-367.0,-158.7,-345.6,-195.2,1.4145
23524147869038,1,-435.73,774.68,-1.27269,-373.6,-175.0,-449.31,791.73,-1.27063,-363.8,-166.9,-392.5,-242.0,1.4145
23524164015517,1,-435.73,774.68,-1.27269,-373.6,-175.0,-455.13,788.95,-1.27063,-359.4,-174.7,-444.5,-282.9,1.4145
23524180184276,1,-435.73,774.68,-1.27269,-373.6,-175.0,-460.91,786.04,-1.27063,-356.4,-182.3,-452.5,-295.4,1.4145
23524196335272,1,-435.73,774.68,-1.27269,-373.6,-175.0,-466.62,783.02,-1.27063,-352.2,-189.5,-444.0,-301.0,1.4145
23524212473469,1,-462.99,758.71,-1.27956,-339.2,-168.6,-472.25,779.86,-1.27063,-347.7,-197.9,-169.4,-145.9,-1.2438
23524228605870,1,-462.99,758.71,-1.27956,-339.2,-168.6,-477.81,776.59,-1.27063,-343.6,-204.5,-165.2,-150.2,-1.3703
23524244754098,1,-462.99,758.71,-1.27956,-339.2,-168.6,-483.31,773.21,-1.27063,-339.5,-211.7,-167.8,-149.2,-1.3703
23524260894521,1,-462.99,758.71,-1.27956,-339.2,-168.6,-488.73,769.70,-1.27063,-334.5,-219.3,-226.4,-157.7,-1.3703
23524277030033,1,-462.99,758.71,-1.27956,-339.2,-168.6,-494.07,766.08,-1.27063,-329.7,-226.4,-293.9,-209.2,-1.3703
23524293179030,1,-462.99,758.71,-1.27956,-339.2,-168.6,-499.34,762.34,-1.27063,-324.9,-233.4,-323.4,-263.2,-1.3703
23524309312343,1,-486.72,739.28,-1.29880,-220.9,-166.7,-504.52,758.49,-1.27063,-320.3,-239.8,-271.3,-313.5,1.3703
23524325449772,1,-488.34,737.77,-1.29826,-209.6,-161.4,-509.62,754.53,-1.27063,-314.7,-247.2,-356.1,-354.8,1.3703
23524341557852,1,-488.34,737.77,-1.29826,-209.6,-161.4,-514.62,750.47,-1.27063,-308.9,-253.3,-350.6,-357.1,1.3703
23524357670255,1,-488.34,737.77,-1.29826,-209.6,-161.4,-519.54,746.30,-1.27063,-304.1,-260.3,-342.4,-360.0,1.3703
23524373896028,1,-488.34,737.77,-1.29826,-209.6,-161.4,-524.40,742.00,-1.27063,-298.3,-266.4,-333.1,-362.8,1.3703
23524390134656,1,-488.34,737.77,-1.29826,-209.6,-161.4,-529.16,737.59,-1.27063,-292.3,-273.0,-333.1,-362.8,1.3703
23524406394466,1,-497.07,728.93,-1.31235,-271.7,-208.9,-533.84,733.08,-1.27063,-286.7,-278.5,-326.9,-364.3,1.3703
23524422584122,1,-507.46,719.11,-1.37551,-218.3,-242.6,-538.40,728.48,-1.27063,-280.7,-285.1,-289.3,-288.4,-0.7160
23524438747014,1,-507.46,719.11,-1.37551,-218.3,-242.6,-542.85,723.79,-1.27063,-274.3,-291.0,-256.5,-284.5,1.4703
23524454989251,1,-507.46,719.11,-1.37551,-218.3,-242.6,-547.22,718.98,-1.27063,-268.0,-296.9,-275.7,-339.8,1.5170
23524471170660,1,-507.46,719.11,-1.37551,-218.3,-242.6,-551.48,714.10,-1.27063,-262.3,-302.3,-300.4,-399.3,1.5637
23524487361618,1,-507.46,719.11,-1.37551,-218.3,-242.6,-555.63,709.13,-1.27063,-255.5,-307.4,-323.8,-461.0,1.6104
23524503483704,1,-507.46,719.11,-1.37551,-218.3,-242.6,-559.64,704.08,-1.27063,-248.3,-313.7,-307.6,-472.2,1.6571
23524519615111,1,-523.40,700.87,-1.38994,-259.3,-230.5,-563.55,698.95,-1.27063,-241.5,-318.8,-290.8,-480.8,1.7039
23524535747662,1,-523.40,700.87,-1.38994,-259.3,-230.5,-567.36,693.75,-1.27063,-235.7,-322.9,-258.6,-361.3,-0.1003
23524551888979,1,-523.40,700.87,-1.38994,-259.3,-230.5,-571.05,688.44,-1.27063,-227.9,-329.0,-277.1,-425.8,-0.0906
23524568041717,1,-523.40,700.87,-1.38994,-259.3,-230.5,-574.62,683.06,-1.27063,-220.7,-333.3,-281.5,-476.4,-0.0809
23524584218243,1,-523.40,700.87,-1.38994,-259.3,-230.5,-578.09,677.61,-1.27063,-214.1,-337.8,-264.9,-497.0,-0.0712
23524600382027,1,-523.40,700.87,-1.38994,-259.3,-230.5,-581.45,672.07,-1.27063,-207.3,-342.9,-245.8,-506.2,-0.0615
23524616521495,1,-543.93,665.65,-1.23155,-232.3,-436.4,-584.66,666.47,-1.27063,-198.9,-346.8,-229.8,-513.3,-0.0518
23524632688299,1,-543.93,665.65,-1.23155,-232.3,-436.4,-587.76,660.80,-1.27063,-191.6,-351.1,-114.7,-260.4,1.3703
23524648847711,1,-543.93,665.65,-1.23155,-232.3,-436.4,-590.75,655.07,-1.27063,-184.6,-354.8,-172.5,-320.5,1.3703
23524665025171,1,-543.93,665.65,-1.23155,-232.3,-436.4,-593.61,649.26,-1.27063,-176.8,-358.9,-189.5,-379.5,1.3258
23524681219154,1,-543.93,665.65,-1.23155,-232.3,-436.4,-596.35,643.39,-1.27063,-160.9,-365.8,-185.9,-429.4,1.2407
23524697387271,1,-543.93,665.65,-1.23155,-232.3,-436.4,-598.95,637.47,-1.27063,-153.9,-369.5,-179.1,-469.9,1.1557
23524713554707,1,-551.78,647.59,-1.18124,-188.7,-489.2,-601.43,631.50,-1.27063,-145.0,-372.7,-165.6,-505.3,1.0707
23524729702313,1,-565.21,614.01,-1.16178,-183.9,-530.7,-603.77,625.48,-1.27063,-137.6,-375.6,-43.3,-207.9,-1.3703
23524745837112,1,-565.21,614.01,-1.16178,-183.9,-530.7,-605.98,619.42,-1.27063,-129.5,-378.3,-40.5,-209.4,-1.3703
23524762020700,1,-565.21,614.01,-1.16178,-183.9,-530.7,-608.07,613.29,-1.27063,-121.5,-381.1,-70.9,-236.6,-1.3703
23524778149065,1,-565.21,614.01,-1.16178,-183.9,-530.7,-610.02,607.14,-1.27063,-112.9,-383.6,-104.9,-290.7,-1.3703
23524794281611,1,-565.21,614.01,-1.16178,-183.9,-530.7,-611.83,600.95,-1.27063,-105.0,-385.8,-98.7,-344.2,-1.3703
23524810397805,1,-565.21,614.01,-1.16178,-183.9,-530.7,-613.51,594.73,-1.27063,-97.7,-388.1,-88.9,-400.8,-1.3703
23524826541236,1,-581.57,566.12,-1.13945,-148.0,-517.8,-615.08,588.46,-1.27063,-87.9,-390.3,-5.2,-415.9,0.9606
23524842701577,1,-581.57,566.12,-1.13945,-148.0,-517.8,-616.48,582.15,-1.27063,-79.6,-391.7,0.5,-412.3,0.8979
23524859068436,1,-581.57,566.12,-1.13945,-148.0,-517.8,-617.77,575.74,-1.27063,-71.9,-393.2,8.4,-409.1,0.8353
23524875301051,1,-581.57,566.12,-1.13945,-148.0,-517.8,-618.92,569.35,-1.27063,-63.5,-395.2,14.9,-405.7,0.7726
23524891427150,1,-581.57,566.12,-1.13945,-148.0,-517.8,-619.92,562.97,-1.27063,-54.6,-396.4,18.5,-399.1,0.7099
23524907570405,1,-581.57,566.12,-1.13945,-148.0,-517.8,-620.78,556.57,-1.27063,-46.5,-397.1,22.4,-390.9,0.6472
23524923716079,1,-597.88,523.98,-1.23924,-160.8,-377.0,-621.51,550.16,-1.27063,-38.3,-398.5,-35.0,-224.0,-1.3703
23524939960925,1,-598.96,520.70,-1.25550,-158.0,-377.9,-622.11,543.68,-1.27063,-29.0,-398.9,1.6,-129.4,-1.3703
23524956177311,1,-598.96,520.70,-1.25550,-158.0,-377.9,-622.55,537.21,-1.27063,-21.1,-399.1,1.6,-129.4,-1.3703
23524972346394,1,-598.96,520.70,-1.25550,-158.0,-377.9,-622.86,530.76,-1.27063,-12.4,-399.7,7.6,-124.6,-1.3703
23524988471031,1,-598.96,520.70,-1.25550,-158.0,-377.9,-623.04,524.31,-1.27063,-4.3,-400.4,11.9,-123.9,-1.3703
23525004601305,1,-598.96,520.70,-1.25550,-158.0,-377.9,-623.07,517.85,-1.27063,5.4,-400.0,12.5,-123.9,-1.3703
23525020722908,1,-601.64,509.18,-1.30350,-60.6,-366.3,-622.95,511.41,-1.27063,13.2,-397.6,6.5,-149.9,-1.3703
23525036885968,1,-605.14,488.17,-1.33038,-57.8,-258.1,-622.72,505.04,-1.27063,20.0,-383.7,59.4,-290.9,1.3703
23525053011814,1,-605.14,488.17,-1.33038,-57.8,-258.1,-622.36,498.92,-1.27063,27.3,-367.1,38.1,-330.7,0.7579
23525069125711,1,-605.14,488.17,-1.33038,-57.8,-258.1,-621.90,493.07,-1.27063,32.7,-351.0,47.0,-344.1,0.9945
23525085251281,1,-605.14,488.17,-1.33038,-57.8,-258.1,-621.35,487.48,-1.27063,38.1,-334.3,58.7,-346.3,1.2312
23525101421507,1,-605.14,488.17,-1.33038,-57.8,-258.1,-620.73,482.14,-1.27063,40.8,-317.8,64.5,-344.0,1.3703
23525117587068,1,-605.14,488.17,-1.33038,-57.8,-258.1,-620.05,477.08,-1.27063,44.1,-301.0,69.0,-342.1,1.3703
23525133755157,1,-606.85,470.74,-1.43450,29.4,-209.4,-619.33,472.29,-1.27063,46.2,-284.7,11.2,-64.6,-1.3703
23525149893944,1,-606.85,470.74,-1.43450,29.4,-209.4,-618.57,467.78,-1.27063,47.6,-267.9,-23.5,30.1,1.1686
23525166070947,1,-606.85,470.74,-1.43450,29.4,-209.4,-617.80,463.53,-1.27063,49.1,-251.7,-9.5,36.9,1.3455
23525182232665,1,-606.85,470.74,-1.43450,29.4,-209.4,-617.01,459.54,-1.27063,48.7,-235.5,-12.2,36.4,1.4579
23525198409320,1,-606.85,470.74,-1.43450,29.4,-209.4,-616.22,455.82,-1.27063,48.1,-218.7,-12.7,36.3,1.4579
23525214552280,1,-606.85,470.74,-1.43450,29.4,-209.4,-615.45,452.38,-1.27063,46.6,-203.4,-11.5,36.5,1.4579
23525230663248,1,-602.58,463.13,-1.44471,30.7,-82.9,-614.71,449.19,-1.27063,46.0,-186.6,-9.9,36.8,1.4579
23525246826393,1,-601.97,462.19,-1.43783,32.4,-84.4,-613.98,446.27,-1.27063,43.2,-171.1,9.3,-112.6,-0.0671
23525262979507,1,-601.97,462.19,-1.43783,32.4,-84.4,-613.30,443.60,-1.27063,40.7,-154.9,10.0,-112.7,0.0346
23525279146942,1,-601.97,462.19,-1.43783,32.4,-84.4,-612.65,441.19,-1.27063,37.9,-139.4,9.7,-113.2,0.1363
23525295256074,1,-601.97,462.19,-1.43783,32.4,-84.4,-612.06,439.05,-1.27063,34.9,-123.3,9.6,-113.4,0.2380
23525311376905,1,-601.97,462.19,-1.43783,32.4,-84.4,-611.53,437.15,-1.27063,30.3,-108.4,9.7,-111.8,0.3397
23525327501421,1,-601.13,460.22,-1.41897,17.1,-32.3,-611.06,435.51,-1.27063,27.3,-92.3,8.9,-110.9,0.4414
23525343626296,1,-600.63,460.50,-1.29206,-14.7,28.3,-610.65,434.12,-1.27063,23.1,-76.6,-151.4,-95.6,1.1528
23525359789816,1,-600.63,460.50,-1.29206,-14.7,28.3,-610.31,432.99,-1.27063,18.4,-61.7,-151.4,-95.6,1.1376
23525375955956,1,-600.63,460.50,-1.29206,-14.7,28.3,-610.04,432.09,-1.27063,14.4,-46.6,-151.3,-95.6,1.1225
23525392101818,1,-600.63,460.50,-1.29206,-14.7,28.3,-609.84,431.45,-1.27063,8.8,-30.6,-151.3,-95.6,1.1074
23525408262974,1,-600.63,460.50,-1.29206,-14.7,28.3,-609.73,431.06,-1.27063,5.0,-16.1,-151.3,-95.7,1.0922
23525424408466,1,-600.63,460.50,-1.29206,-14.7,28.3,-609.68,430.90,-1.27063,1.1,-3.4,-151.3,-95.7,1.0771
23525440551415,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,110.5,-115.2,-0.3126
23525456838613,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,110.7,-115.2,-0.3126
23525473040866,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,110.7,-115.2,-0.3126
23525489308567,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,110.9,-115.2,-0.3126
23525505445815,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,111.2,-115.2,-0.3126
23525521619439,1,-600.00,458.38,-1.24149,18.7,-68.4,-609.68,430.89,-1.27063,0.0,0.0,111.3,-115.2,-0.3126
23525537790304,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,111.5,-115.2,-0.3126
23525554032719,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,-181.5,-46.3,0.5785
23525570184218,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,-181.4,-46.2,0.5203
23525586316328,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,-181.3,-46.2,0.4621
23525602481663,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,-181.3,-46.4,0.4039
23525618609329,1,-604.32,451.75,-1.21868,-97.5,-91.6,-609.68,430.89,-1.27063,0.0,0.0,-181.0,-45.7,0.3457
23525634734866,1,-603.73,449.24,-1.20151,25.6,-106.7,-609.68,430.89,-1.27063,0.0,0.0,-181.8,-48.2,0.2874
23525650955165,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,110.2,21.3,-1.0318
23525667145469,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,148.9,56.7,-0.4764
23525683307877,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,148.9,56.8,-0.6065
23525699582365,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,148.9,56.8,-0.7366
23525715775121,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,148.9,56.8,-0.8668
23525731974438,1,-601.32,438.39,-1.20941,2.2,-110.8,-609.68,430.89,-1.27063,0.0,0.0,148.9,56.9,-0.9969
23525748127647,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-137.4,-51.4,0.5290
23525764244343,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-153.7,-67.0,-0.4177
23525780359865,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-153.7,-67.0,-0.4432
23525796480933,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-153.6,-67.0,-0.4688
23525812608087,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-153.6,-67.0,-0.4943
23525828720583,1,-608.76,433.74,-1.21063,-28.6,-11.7,-609.68,430.89,-1.27063,0.0,0.0,-153.6,-67.0,-0.5199
23525844819951,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,122.5,50.3,-0.5663
23525860931895,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,221.8,9.8,0.3009
23525877016303,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,221.8,9.7,0.3523
23525893128951,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,221.8,9.7,0.4036
23525909252432,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,221.8,9.6,0.4550
23525925375825,1,-606.80,437.06,-1.26151,-64.1,-8.2,-609.68,430.89,-1.27063,0.0,0.0,221.8,9.5,0.5064
23525941481737,1,-607.07,437.65,-1.27158,-77.7,-13.3,-609.68,430.89,-1.27063,0.0,0.0,221.7,9.5,0.5577
23525957608396,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23525973726308,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23525989843013,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23526005964125,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23526022097040,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23526038248787,1,-606.88,437.80,-1.28354,57.1,10.5,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23526054380810,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-71.6,-17.5,-0.8896
23526070516945,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-39.4,-38.8,0.5158
23526086645504,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-39.5,-38.8,0.5158
23526102778186,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-39.5,-38.7,0.5158
23526119029843,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-39.5,-38.6,0.5158
23526135164210,1,-600.63,435.72,-1.26633,156.9,6.3,-609.68,430.89,-1.27063,0.0,0.0,-39.6,-38.6,0.5158
23526151282071,1,-600.58,434.45,-1.32925,-40.8,-2.2,-609.68,430.89,-1.27063,0.0,0.0,-39.6,-38.5,0.5158
23526167400301,1,-600.62,434.56,-1.33691,-40.4,-1.3,-609.68,430.89,-1.27063,0.0,0.0,-8.5,51.4,-0.2394
23526183525932,1,-600.62,434.56,-1.33691,-40.4,-1.3,-609.68,430.89,-1.27063,0.0,0.0,-8.5,51.4,-0.1722
23526199630976,1,-600.62,434.56,-1.33691,-40.4,-1.3,-609.68,430.89,-1.27063,0.0,0.0,-8.5,51.5,-0.1050
23526215733558,1,-600.62,434.56,-1.33691,-40.4,-1.3,-609.68,430.89,-1.27063,0.0,0.0,-8.5,51.5,-0.0378
