# raven trajpoc id=15 t0_ns=23520313035831
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23521561846694,1,-316.95,228.53,-1.23880,412.9,72.8,-284.85,222.06,-1.27063,396.0,54.5,453.8,100.0,-1.3703
23521577981629,1,-316.95,228.53,-1.23880,412.9,72.8,-278.47,222.94,-1.27063,395.2,63.4,483.5,124.0,-1.3703
23521594116798,1,-316.95,228.53,-1.23880,412.9,72.8,-272.09,223.98,-1.27063,393.4,71.4,513.5,145.6,-1.3703
23521610251175,1,-316.95,228.53,-1.23880,412.9,72.8,-265.75,225.14,-1.27063,392.0,80.1,528.7,166.2,-1.3703
23521626382560,1,-316.95,228.53,-1.23880,412.9,72.8,-259.43,226.44,-1.27063,390.0,88.6,531.9,190.0,-1.3703
23521642488159,1,-316.95,228.53,-1.23880,412.9,72.8,-253.15,227.88,-1.27063,388.2,96.6,363.5,196.0,-1.3703
23521658606606,1,-255.94,263.66,-0.87135,260.7,241.3,-246.90,229.45,-1.27063,386.4,104.5,358.0,123.1,-1.6465
23521674741554,1,-255.94,263.66,-0.87135,260.7,241.3,-240.67,231.15,-1.27063,383.8,112.9,374.3,135.2,-1.6465
23521690869979,1,-255.94,263.66,-0.87135,260.7,241.3,-234.48,232.99,-1.27063,381.0,121.9,390.0,148.7,-1.6465
23521707022786,1,-255.94,263.66,-0.87135,260.7,241.3,-228.33,234.97,-1.27063,378.0,129.4,404.0,160.2,-1.6465
23521723163887,1,-255.94,263.66,-0.87135,260.7,241.3,-222.23,237.08,-1.27063,376.4,136.8,404.0,160.2,-1.6465
23521739290341,1,-255.94,263.66,-0.87135,260.7,241.3,-216.17,239.30,-1.27063,372.2,146.0,415.4,174.6,-1.6465
23521755401385,1,-255.94,263.66,-0.87135,260.7,241.3,-210.18,241.67,-1.27063,369.2,153.5,423.6,186.5,-1.6465
23521771515239,1,-255.94,263.66,-0.87135,260.7,241.3,-204.24,244.16,-1.27063,366.2,161.1,428.5,196.4,-1.6465
23521787625218,1,-255.94,263.66,-0.87135,260.7,241.3,-198.35,246.78,-1.27063,362.6,168.5,421.0,200.6,-1.6465
23521803745951,1,-255.94,263.66,-0.87135,260.7,241.3,-192.52,249.52,-1.27063,358.7,177.1,415.2,206.7,-1.6465
23521819904242,1,-255.94,263.66,-0.87135,260.7,241.3,-186.73,252.40,-1.27063,355.3,183.9,407.9,219.4,-1.6465
23521836018430,1,-255.94,263.66,-0.87135,260.7,241.3,-181.02,255.39,-1.27063,350.9,191.7,418.6,266.4,-1.6465
23521852169043,1,-255.94,263.66,-0.87135,260.7,241.3,-175.37,258.51,-1.27063,346.5,199.5,456.5,324.6,-1.4787
23521868305991,1,-194.94,317.70,-1.16316,397.6,170.7,-169.79,261.75,-1.27063,342.9,206.9,167.4,196.9,-1.2069
23521884451549,1,-194.94,317.70,-1.16316,397.6,170.7,-164.27,265.11,-1.27063,337.7,213.1,287.7,304.3,1.3703
23521900580331,1,-194.94,317.70,-1.16316,397.6,170.7,-158.83,268.58,-1.27063,333.9,221.1,283.6,308.6,1.3703
23521916735865,1,-194.94,317.70,-1.16316,397.6,170.7,-153.46,272.18,-1.27063,328.4,228.6,277.1,313.6,1.3703
23521932906343,1,-194.94,317.70,-1.16316,397.6,170.7,-148.17,275.90,-1.27063,323.7,235.0,273.1,317.3,1.3703
23521949036919,1,-194.94,317.70,-1.16316,397.6,170.7,-142.97,279.71,-1.27063,318.5,241.2,266.9,321.3,1.3703
23521965188185,1,-194.94,317.70,-1.16316,397.6,170.7,-137.84,283.64,-1.27063,313.6,248.8,260.8,324.8,1.3703
23521981333121,1,-194.94,317.70,-1.16316,397.6,170.7,-132.80,287.69,-1.27063,307.6,255.5,255.4,328.5,1.3703
23521997503163,1,-194.94,317.70,-1.16316,397.6,170.7,-127.85,291.85,-1.27063,302.4,261.7,248.6,331.1,1.3703
23522013650635,1,-194.94,317.70,-1.16316,397.6,170.7,-123.00,296.10,-1.27063,297.2,268.0,242.9,333.6,1.3703
23522029806094,1,-194.94,317.70,-1.16316,397.6,170.7,-118.23,300.46,-1.27063,290.6,274.4,235.1,337.4,1.3703
23522045926028,1,-194.94,317.70,-1.16316,397.6,170.7,-113.57,304.92,-1.27063,285.4,280.7,230.4,338.3,1.3703
23522062024061,1,-159.34,337.34,-1.37068,310.3,241.3,-109.00,309.46,-1.27063,279.0,286.6,349.9,344.7,0.8747
23522078194743,1,-116.27,342.20,-1.49520,378.9,134.2,-104.53,314.13,-1.27063,272.6,292.4,86.3,147.0,0.5822
23522094316322,1,-116.27,342.20,-1.49520,378.9,134.2,-100.16,318.87,-1.27063,266.8,298.5,125.3,215.8,0.8071
23522110459119,1,-116.27,342.20,-1.49520,378.9,134.2,-95.89,323.72,-1.27063,260.0,303.6,162.6,271.8,1.0320
23522126654629,1,-116.27,342.20,-1.49520,378.9,134.2,-91.72,328.67,-1.27063,253.8,308.8,196.7,336.6,1.2570
23522142776854,1,-116.27,342.20,-1.49520,378.9,134.2,-87.67,333.68,-1.27063,246.6,315.1,228.1,393.2,1.4819
23522158934936,1,-116.27,342.20,-1.49520,378.9,134.2,-83.72,338.80,-1.27063,240.6,319.8,286.5,425.8,1.7068
23522175066406,1,-116.27,342.20,-1.49520,378.9,134.2,-79.88,343.99,-1.27063,233.2,324.7,293.0,427.0,1.9317
23522191223514,1,-116.27,342.20,-1.49520,378.9,134.2,-76.16,349.27,-1.27063,226.4,329.8,292.8,426.0,2.1567
23522207404628,1,-116.27,342.20,-1.49520,378.9,134.2,-72.54,354.64,-1.27063,219.0,334.7,288.8,424.7,2.1567
23522223554262,1,-116.27,342.20,-1.49520,378.9,134.2,-69.05,360.07,-1.27063,212.3,339.2,285.4,423.6,2.1567
23522239728836,1,-116.27,342.20,-1.49520,378.9,134.2,-65.66,365.59,-1.27063,205.1,343.5,285.4,423.6,2.1567
23522255918805,1,-71.14,355.67,-1.30856,235.9,318.7,-62.40,371.18,-1.27063,197.1,348.2,277.5,420.5,2.1567
23522272070756,1,-55.33,382.72,-1.18230,166.8,419.6,-59.27,376.83,-1.27063,189.5,351.7,66.4,215.7,-1.3703
23522288205923,1,-55.33,382.72,-1.18230,166.8,419.6,-56.26,382.54,-1.27063,182.2,356.1,104.7,214.3,-1.3703
23522304630955,1,-55.33,382.72,-1.18230,166.8,419.6,-53.32,388.41,-1.27063,175.2,359.8,116.6,275.7,-1.3703
23522320806214,1,-55.33,382.72,-1.18230,166.8,419.6,-50.55,394.26,-1.27063,166.8,363.7,128.0,343.6,-1.3703
23522336942326,1,-55.33,382.72,-1.18230,166.8,419.6,-47.92,400.15,-1.27063,159.3,366.6,133.0,426.4,-1.3703
23522353101030,1,-55.33,382.72,-1.18230,166.8,419.6,-45.41,406.11,-1.27063,151.7,370.2,138.8,503.1,-1.3703
23522369311492,1,-55.33,382.72,-1.18230,166.8,419.6,-43.02,412.13,-1.27063,143.5,373.5,130.4,542.7,-1.3703
23522385488561,1,-55.33,382.72,-1.18230,166.8,419.6,-40.77,418.20,-1.27063,134.7,376.7,110.9,550.0,-1.3703
23522401652558,1,-55.33,382.72,-1.18230,166.8,419.6,-38.65,424.31,-1.27063,127.4,379.0,95.1,552.6,-1.3703
23522417809632,1,-55.33,382.72,-1.18230,166.8,419.6,-36.66,430.46,-1.27063,119.9,381.9,89.1,553.8,-1.3703
23522433975423,1,-55.33,382.72,-1.18230,166.8,419.6,-34.81,436.66,-1.27063,110.7,384.3,76.3,554.6,-1.3703
23522450179565,1,-55.33,382.72,-1.18230,166.8,419.6,-33.08,442.90,-1.27063,102.8,386.4,65.3,553.2,-1.3703
23522466506738,1,-55.33,382.72,-1.18230,166.8,419.6,-31.48,449.23,-1.27063,94.4,388.4,12.9,444.8,-1.6302
23522482670697,1,-43.21,471.21,-1.15258,117.1,446.0,-30.03,455.53,-1.27063,86.5,390.5,5.1,419.8,-2.1254
23522498799455,1,-43.21,471.21,-1.15258,117.1,446.0,-28.72,461.85,-1.27063,78.1,392.5,-47.0,327.8,0.2652
23522514948007,1,-43.21,471.21,-1.15258,117.1,446.0,-27.55,468.20,-1.27063,69.2,393.7,-52.2,337.8,0.2718
23522531126315,1,-43.21,471.21,-1.15258,117.1,446.0,-26.51,474.58,-1.27063,61.5,395.2,-58.5,346.3,0.2783
23522547255414,1,-43.21,471.21,-1.15258,117.1,446.0,-25.61,480.97,-1.27063,52.5,397.0,-65.4,354.7,0.2849
23522563357050,1,-43.21,471.21,-1.15258,117.1,446.0,-24.85,487.37,-1.27063,43.8,397.6,-71.7,361.5,0.2915
23522579463864,1,-36.15,502.45,-1.45797,153.7,357.7,-24.22,493.78,-1.27063,36.5,398.0,-49.0,364.8,0.4302
23522595614766,1,-36.15,502.45,-1.45797,153.7,357.7,-23.74,500.22,-1.27063,27.0,398.9,-64.2,434.1,0.8199
23522611779877,1,-36.15,502.45,-1.45797,153.7,357.7,-23.39,506.67,-1.27063,18.3,399.5,-63.1,476.1,1.2097
23522627986581,1,-36.15,502.45,-1.45797,153.7,357.7,-23.18,513.16,-1.27063,10.2,400.3,-55.9,480.9,1.5291
23522644139444,1,-36.15,502.45,-1.45797,153.7,357.7,-23.11,519.62,-1.27063,1.9,399.7,-57.4,479.7,1.5291
23522660255671,1,-36.15,502.45,-1.45797,153.7,357.7,-23.18,526.06,-1.27063,-6.8,400.3,-60.4,477.3,1.5291
23522676398073,1,-28.00,533.70,-1.47671,37.2,331.4,-23.39,532.52,-1.27063,-15.7,399.5,-38.8,253.1,-0.1248
23522692542033,1,-28.00,533.70,-1.47671,37.2,331.4,-23.74,538.97,-1.27063,-24.2,399.5,-56.0,309.2,-0.0145
23522708683081,1,-28.00,533.70,-1.47671,37.2,331.4,-24.22,545.40,-1.27063,-31.7,398.4,-89.5,365.0,0.1847
23522724804396,1,-28.00,533.70,-1.47671,37.2,331.4,-24.84,551.82,-1.27063,-41.4,398.1,-116.9,435.9,0.3840
23522740940891,1,-28.00,533.70,-1.47671,37.2,331.4,-25.61,558.23,-1.27063,-49.6,396.8,-145.8,489.6,0.5832
23522757065013,1,-28.00,533.70,-1.47671,37.2,331.4,-26.51,564.61,-1.27063,-57.7,395.6,-145.8,489.6,0.5832
23522773256869,1,-28.00,533.70,-1.47671,37.2,331.4,-27.55,571.01,-1.27063,-66.6,394.8,-174.2,527.4,0.7824
23522789410542,1,-23.39,562.76,-1.34404,-78.9,404.0,-28.73,577.36,-1.27063,-75.1,392.8,-177.8,528.0,0.9817
23522805540464,1,-23.39,562.76,-1.34404,-78.9,404.0,-30.03,583.68,-1.27063,-82.5,391.2,-153.6,412.7,1.1832
23522821671238,1,-23.39,562.76,-1.34404,-78.9,404.0,-31.47,589.97,-1.27063,-91.0,389.2,-186.1,467.9,1.2263
23522837779511,1,-23.39,562.76,-1.34404,-78.9,404.0,-33.06,596.21,-1.27063,-100.4,387.7,-219.4,501.0,1.2695
23522853917074,1,-23.39,562.76,-1.34404,-78.9,404.0,-34.77,602.43,-1.27063,-107.9,384.7,-228.9,508.8,1.3126
23522870009569,1,-23.39,562.76,-1.34404,-78.9,404.0,-36.61,608.60,-1.27063,-115.9,382.9,-236.5,506.2,1.3557
23522886115343,1,-27.85,598.74,-1.29242,-159.3,430.0,-38.59,614.73,-1.27063,-124.2,380.3,-249.9,499.8,1.3989
23522902226377,1,-27.85,598.74,-1.29242,-159.3,430.0,-40.70,620.82,-1.27063,-132.6,377.7,-133.6,235.6,-0.6779
23522918341547,1,-27.85,598.74,-1.29242,-159.3,430.0,-42.95,626.87,-1.27063,-140.8,374.5,-138.7,231.6,-0.7965
23522934464930,1,-27.85,598.74,-1.29242,-159.3,430.0,-45.31,632.87,-1.27063,-147.8,371.7,-254.0,423.7,-0.9150
23522950626161,1,-27.85,598.74,-1.29242,-159.3,430.0,-47.82,638.82,-1.27063,-156.3,367.7,-293.8,463.2,-1.0336
23522966776051,1,-27.85,598.74,-1.29242,-159.3,430.0,-50.44,644.72,-1.27063,-163.9,364.7,-300.6,470.2,-1.1522
23522982919371,1,-40.07,636.82,-1.25501,-210.2,444.9,-53.20,650.56,-1.27063,-172.1,361.5,-307.4,466.6,-1.2707
23522999093239,1,-40.07,636.82,-1.25501,-210.2,444.9,-56.08,656.35,-1.27063,-178.7,357.5,-208.2,215.5,1.3703
23523015306532,1,-40.07,636.82,-1.25501,-210.2,444.9,-59.11,662.09,-1.27063,-187.9,353.4,-219.9,219.2,1.3703
23523031481061,1,-40.07,636.82,-1.25501,-210.2,444.9,-62.24,667.75,-1.27063,-194.5,349.4,-230.9,222.4,1.3703
23523047671153,1,-40.07,636.82,-1.25501,-210.2,444.9,-65.50,673.35,-1.27063,-201.9,345.8,-242.5,224.6,1.3703
23523063845133,1,-40.07,636.82,-1.25501,-210.2,444.9,-68.87,678.87,-1.27063,-208.9,341.0,-254.0,226.8,1.3703
23523080306358,1,-44.71,647.54,-1.24004,-229.1,448.9,-72.43,684.41,-1.27063,-217.1,335.8,-264.1,229.2,1.3703
23523096456757,1,-60.19,678.17,-1.25112,-254.3,449.1,-76.03,689.77,-1.27063,-223.1,332.0,-306.5,336.7,-1.3703
23523112650670,1,-60.19,678.17,-1.25112,-254.3,449.1,-79.76,695.06,-1.27063,-230.6,326.4,-319.8,335.1,-1.3703
23523128823481,1,-60.19,678.17,-1.25112,-254.3,449.1,-83.60,700.26,-1.27063,-237.6,321.6,-331.5,334.1,-1.3703
23523144994900,1,-60.19,678.17,-1.25112,-254.3,449.1,-87.56,705.39,-1.27063,-244.6,316.8,-346.0,331.2,-1.3703
23523161135581,1,-60.19,678.17,-1.25112,-254.3,449.1,-91.61,710.42,-1.27063,-257.5,305.7,-361.1,327.6,-1.3703
23523177238710,1,-66.77,687.07,-1.26849,-263.4,325.4,-95.76,715.34,-1.27063,-264.4,300.3,-377.4,321.8,-1.3703
23523193365463,1,-91.18,710.54,-1.21841,-286.9,221.0,-100.02,720.18,-1.27063,-270.6,295.1,-269.4,145.1,1.3703
23523209507050,1,-91.18,710.54,-1.21841,-286.9,221.0,-104.39,724.94,-1.27063,-276.5,288.7,-283.4,147.5,1.3703
