# raven trajpoc id=15 t0_ns=23494536290259
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23494867153084,1,-563.34,544.96,-0.94618,126.9,-158.7,-566.78,547.39,-0.93796,118.3,-161.3,77.5,-107.6,0.0870
23494883320981,1,-563.34,544.96,-0.94618,126.9,-158.7,-564.87,544.78,-0.93796,118.3,-161.3,96.5,-132.1,0.0784
23494899531220,1,-563.34,544.96,-0.94618,126.9,-158.7,-562.95,542.17,-0.93796,118.3,-161.3,121.6,-168.3,0.0698
23494915704935,1,-560.43,540.87,-0.95919,149.5,-222.0,-561.04,539.56,-0.93796,118.3,-161.3,169.2,-237.1,0.0612
23494931891503,1,-549.66,526.09,-0.94876,135.9,-231.5,-559.13,536.95,-0.93796,118.3,-161.3,8.1,-6.5,-0.4510
23494948016917,1,-549.66,526.09,-0.94876,135.9,-231.5,-557.22,534.35,-0.93796,118.3,-161.3,40.4,-50.3,-0.4483
23494964479643,1,-549.66,526.09,-0.94876,135.9,-231.5,-555.27,531.70,-0.93796,118.3,-161.3,40.4,-50.3,-0.4483
23494980959614,1,-549.66,526.09,-0.94876,135.9,-231.5,-553.32,529.04,-0.93796,118.3,-161.3,63.1,-81.2,-0.4457
23494997394910,1,-549.66,526.09,-0.94876,135.9,-231.5,-551.38,526.39,-0.93796,118.3,-161.3,104.7,-137.8,-0.4404
23495013583515,1,-549.66,526.09,-0.94876,135.9,-231.5,-549.46,523.78,-0.93796,118.3,-161.3,104.7,-137.8,-0.4404
23495029799040,1,-541.34,515.09,-0.91314,135.6,-171.0,-547.55,521.16,-0.93796,118.3,-161.3,127.1,-168.4,-0.4378
23495046216236,1,-541.34,515.09,-0.91314,135.6,-171.0,-545.60,518.51,-0.93796,118.3,-161.3,139.7,-200.0,0.2391
23495062372320,1,-541.34,515.09,-0.91314,135.6,-171.0,-543.69,515.91,-0.93796,118.3,-161.3,154.8,-221.9,0.2432
23495078524899,1,-541.34,515.09,-0.91314,135.6,-171.0,-541.78,513.30,-0.93796,118.3,-161.3,182.2,-263.4,0.2473
23495094726290,1,-541.34,515.09,-0.91314,135.6,-171.0,-539.87,510.69,-0.93796,118.3,-161.3,185.9,-264.8,0.2514
23495110946882,1,-541.34,515.09,-0.91314,135.6,-171.0,-537.95,508.07,-0.93796,118.3,-161.3,187.1,-264.6,0.2556
23495127241975,1,-538.28,510.84,-0.94976,83.2,-103.5,-536.02,505.45,-0.93796,118.3,-161.3,188.7,-264.2,0.2597
23495143649227,1,-538.28,510.84,-0.94976,83.2,-103.5,-534.08,502.80,-0.93796,118.3,-161.3,26.3,-37.3,-0.6371
23495159853284,1,-538.28,510.84,-0.94976,83.2,-103.5,-532.16,500.19,-0.93796,118.3,-161.3,51.2,-72.0,-0.6349
23495176129024,1,-538.28,510.84,-0.94976,83.2,-103.5,-530.24,497.56,-0.93796,118.3,-161.3,70.9,-98.3,-0.6327
23495192299030,1,-538.28,510.84,-0.94976,83.2,-103.5,-528.32,494.95,-0.93796,118.3,-161.3,87.2,-120.2,-0.6305
23495208508913,1,-538.28,510.84,-0.94976,83.2,-103.5,-526.41,492.34,-0.93796,118.3,-161.3,120.5,-166.2,-0.6284
23495224727616,1,-533.47,507.55,-0.97105,127.3,-168.1,-524.49,489.73,-0.93796,118.3,-161.3,133.9,-184.0,-0.6262
23495240884973,1,-526.24,497.51,-0.97425,155.7,-227.1,-522.58,487.12,-0.93796,118.3,-161.3,199.6,-268.6,1.3703
23495257083702,1,-526.24,497.51,-0.97425,155.7,-227.1,-520.66,484.51,-0.93796,118.3,-161.3,207.3,-278.2,1.3703
23495273316729,1,-526.24,497.51,-0.97425,155.7,-227.1,-518.74,481.89,-0.93796,118.3,-161.3,207.6,-277.5,1.3703
23495289466132,1,-526.24,497.51,-0.97425,155.7,-227.1,-516.83,479.28,-0.93796,118.3,-161.3,207.9,-277.0,1.3703
23495305632606,1,-526.24,497.51,-0.97425,155.7,-227.1,-514.92,476.68,-0.93796,118.3,-161.3,208.2,-276.5,1.3703
23495321791107,1,-526.24,497.51,-0.97425,155.7,-227.1,-513.01,474.07,-0.93796,118.3,-161.3,208.4,-276.0,1.3703
23495337953762,1,-513.49,480.48,-0.98794,140.8,-192.1,-511.09,471.47,-0.93796,118.3,-161.3,32.0,-69.9,-1.3703
23495354097650,1,-513.49,480.48,-0.98794,140.8,-192.1,-509.19,468.86,-0.93796,118.3,-161.3,32.2,-69.0,-1.3703
23495370248344,1,-513.49,480.48,-0.98794,140.8,-192.1,-507.27,466.26,-0.93796,118.3,-161.3,32.2,-69.0,-1.3703
23495386419085,1,-513.49,480.48,-0.98794,140.8,-192.1,-505.36,463.65,-0.93796,118.3,-161.3,32.2,-69.0,-1.3703
23495402570383,1,-513.49,480.48,-0.98794,140.8,-192.1,-503.45,461.04,-0.93796,118.3,-161.3,32.2,-69.0,-1.3703
23495418732431,1,-513.49,480.48,-0.98794,140.8,-192.1,-501.54,458.44,-0.93796,118.3,-161.3,32.2,-69.0,-1.3703
23495434961290,1,-495.62,457.97,-0.94318,112.4,-142.4,-499.62,455.82,-0.93796,118.3,-161.3,146.9,-193.1,1.3703
23495451152748,1,-494.19,455.90,-0.93636,107.6,-146.4,-497.70,453.21,-0.93796,118.3,-161.3,173.0,-244.3,1.2755
23495467322993,1,-494.19,455.90,-0.93636,107.6,-146.4,-495.79,450.60,-0.93796,118.3,-161.3,173.1,-244.2,1.3703
23495483475540,1,-494.19,455.90,-0.93636,107.6,-146.4,-493.88,448.00,-0.93796,118.3,-161.3,173.3,-244.1,1.3703
23495499614239,1,-494.19,455.90,-0.93636,107.6,-146.4,-491.97,445.39,-0.93796,118.3,-161.3,172.7,-244.4,1.3703
23495515794520,1,-494.19,455.90,-0.93636,107.6,-146.4,-490.06,442.78,-0.93796,118.3,-161.3,173.1,-244.2,1.3703
23495531974325,1,-488.37,448.56,-0.92166,156.5,-174.9,-488.14,440.18,-0.93796,118.3,-161.3,173.2,-244.2,1.3703
23495548216996,1,-482.53,441.13,-0.98207,126.1,-136.6,-486.22,437.56,-0.93796,118.3,-161.3,1.0,-38.6,-1.1935
23495564426631,1,-482.53,441.13,-0.98207,126.1,-136.6,-484.31,434.94,-0.93796,118.3,-161.3,1.0,-38.6,-1.1935
23495580639476,1,-482.53,441.13,-0.98207,126.1,-136.6,-482.39,432.33,-0.93796,118.3,-161.3,0.9,-42.1,-1.2517
23495596838319,1,-482.53,441.13,-0.98207,126.1,-136.6,-480.47,429.71,-0.93796,118.3,-161.3,1.7,-53.9,-1.3098
23495612994347,1,-482.53,441.13,-0.98207,126.1,-136.6,-478.56,427.11,-0.93796,118.3,-161.3,15.4,-89.0,-1.3679
23495629152697,1,-482.53,441.13,-0.98207,126.1,-136.6,-476.65,424.50,-0.93796,118.3,-161.3,37.2,-120.2,-1.3703
23495645309587,1,-476.89,431.29,-1.02345,125.1,-178.0,-474.74,421.90,-0.93796,118.3,-161.3,56.7,-144.6,-1.3703
23495661486741,1,-476.89,431.29,-1.02345,125.1,-178.0,-472.83,419.29,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495677627313,1,-476.89,431.29,-1.02345,125.1,-178.0,-470.92,416.69,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495693763967,1,-476.89,431.29,-1.02345,125.1,-178.0,-469.01,414.08,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495709931411,1,-476.89,431.29,-1.02345,125.1,-178.0,-467.09,411.48,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495726101794,1,-476.89,431.29,-1.02345,125.1,-178.0,-465.18,408.87,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495742259562,1,-472.79,426.56,-1.06399,23.3,-100.7,-463.27,406.26,-0.93796,118.3,-161.3,154.3,-193.5,1.3703
23495758439658,1,-472.79,426.56,-1.06399,23.3,-100.7,-461.36,403.65,-0.93796,118.3,-161.3,157.5,-272.9,0.9733
23495774619772,1,-472.79,426.56,-1.06399,23.3,-100.7,-459.44,401.04,-0.93796,118.3,-161.3,163.4,-279.4,0.9733
23495790766721,1,-472.79,426.56,-1.06399,23.3,-100.7,-457.53,398.44,-0.93796,118.3,-161.3,170.3,-287.6,0.9733
23495806936880,1,-472.79,426.56,-1.06399,23.3,-100.7,-455.62,395.83,-0.93796,118.3,-161.3,166.8,-280.5,0.9733
23495823060793,1,-472.79,426.56,-1.06399,23.3,-100.7,-453.71,393.23,-0.93796,118.3,-161.3,177.1,-293.3,0.9733
23495839186376,1,-469.98,421.29,-1.10705,103.2,-148.5,-451.81,390.63,-0.93796,118.3,-161.3,176.3,-292.1,0.9733
23495855337556,1,-467.32,416.79,-1.07953,120.5,-158.3,-449.90,388.03,-0.93796,118.3,-161.3,182.4,-235.0,1.6631
23495871468260,1,-467.32,416.79,-1.07953,120.5,-158.3,-447.99,385.42,-0.93796,118.3,-161.3,208.6,-271.6,1.6631
23495887610108,1,-467.32,416.79,-1.07953,120.5,-158.3,-446.08,382.82,-0.93796,118.3,-161.3,211.6,-275.9,1.6631
23495903755598,1,-467.32,416.79,-1.07953,120.5,-158.3,-444.17,380.22,-0.93796,118.3,-161.3,216.0,-286.8,1.6631
23495919893226,1,-467.32,416.79,-1.07953,120.5,-158.3,-442.26,377.62,-0.93796,118.3,-161.3,214.2,-288.2,1.6631
23495936134440,1,-467.32,416.79,-1.07953,120.5,-158.3,-440.34,375.00,-0.93796,118.3,-161.3,208.0,-288.1,1.6631
23495952300794,1,-451.77,390.23,-0.88961,197.5,-274.7,-438.43,372.39,-0.93796,118.3,-161.3,45.6,-86.8,-1.3703
23495968449008,1,-451.77,390.23,-0.88961,197.5,-274.7,-436.52,369.78,-0.93796,118.3,-161.3,45.6,-82.4,-1.3703
23495984624996,1,-451.77,390.23,-0.88961,197.5,-274.7,-434.60,367.18,-0.93796,118.3,-161.3,45.6,-78.6,-1.3703
23496000819772,1,-451.77,390.23,-0.88961,197.5,-274.7,-432.69,364.56,-0.93796,118.3,-161.3,45.8,-75.6,-1.3703
23496017021322,1,-451.77,390.23,-0.88961,197.5,-274.7,-430.77,361.95,-0.93796,118.3,-161.3,46.1,-73.0,-1.3703
23496033177043,1,-451.77,390.23,-0.88961,197.5,-274.7,-428.86,359.35,-0.93796,117.9,-160.8,46.3,-70.7,-1.3703
23496049341890,1,-424.12,359.81,-0.73947,287.3,-257.9,-427.02,356.83,-0.93796,111.3,-151.7,70.1,-104.1,1.3075
23496065505787,1,-424.12,359.81,-0.73947,287.3,-257.9,-425.31,354.50,-0.93796,101.7,-138.6,-63.8,60.7,0.8270
23496081663463,1,-424.12,359.81,-0.73947,287.3,-257.9,-423.75,352.38,-0.93796,92.4,-126.0,-84.1,88.4,0.6393
23496097846243,1,-424.12,359.81,-0.73947,287.3,-257.9,-422.35,350.47,-0.93796,82.8,-112.9,-84.1,88.4,0.6393
23496114036346,1,-424.12,359.81,-0.73947,287.3,-257.9,-421.10,348.77,-0.93796,73.2,-99.8,-89.7,90.5,0.4515
23496130175059,1,-424.12,359.81,-0.73947,287.3,-257.9,-420.01,347.28,-0.93796,63.9,-87.2,-98.8,104.8,0.2637
23496146295202,1,-413.34,350.58,-0.73791,159.0,-149.3,-419.08,346.01,-0.93796,54.3,-74.1,-110.3,117.5,0.0759
23496162415789,1,-404.48,342.63,-0.82941,96.8,-106.0,-418.29,344.94,-0.93796,45.1,-61.5,61.8,-99.4,-1.3703
23496178552100,1,-404.48,342.63,-0.82941,96.8,-106.0,-417.66,344.08,-0.93796,35.5,-48.4,-96.1,96.4,-1.6069
23496194710830,1,-404.48,342.63,-0.82941,96.8,-106.0,-417.19,343.44,-0.93796,25.9,-35.3,-123.7,127.3,-1.7904
23496210854268,1,-404.48,342.63,-0.82941,96.8,-106.0,-416.87,343.00,-0.93796,16.6,-22.7,-123.7,126.9,-1.8339
23496227101422,1,-404.48,342.63,-0.82941,96.8,-106.0,-416.70,342.77,-0.93796,7.0,-9.6,-123.5,132.4,-1.8339
23496243267614,1,-404.48,342.63,-0.82941,96.8,-106.0,-416.70,342.76,-0.93796,-4.8,6.6,-123.5,131.5,-1.8339
23496259419235,1,-409.97,353.57,-0.87188,-24.4,24.4,-416.84,342.96,-0.93796,-14.0,19.2,-174.9,181.2,0.8304
23496275576891,1,-409.97,353.57,-0.87188,-24.4,24.4,-417.14,343.36,-0.93796,-23.7,32.3,-3.3,-52.3,-0.4468
23496291774568,1,-409.97,353.57,-0.87188,-24.4,24.4,-417.59,343.98,-0.93796,-33.3,45.4,-48.1,10.8,-0.3710
23496307925717,1,-409.97,353.57,-0.87188,-24.4,24.4,-418.20,344.81,-0.93796,-42.5,58.0,-92.4,61.0,-0.2953
23496324072873,1,-409.97,353.57,-0.87188,-24.4,24.4,-418.96,345.85,-0.93796,-52.1,71.1,-134.4,129.6,-0.2195
23496340224507,1,-409.97,353.57,-0.87188,-24.4,24.4,-419.88,347.10,-0.93796,-61.4,83.7,-157.4,160.7,-0.1437
23496356436546,1,-428.32,374.64,-0.92430,-189.0,196.3,-420.95,348.56,-0.93796,-71.0,96.8,-188.9,191.7,-0.0680
23496372675628,1,-428.32,374.64,-0.92430,-189.0,196.3,-422.18,350.24,-0.93796,-80.6,109.9,38.8,-45.3,-0.9227
23496388820986,1,-428.32,374.64,-0.92430,-189.0,196.3,-423.56,352.12,-0.93796,-89.8,122.5,10.3,-4.9,-0.8909
23496404970081,1,-428.32,374.64,-0.92430,-189.0,196.3,-425.10,354.21,-0.93796,-99.4,135.6,-3.5,11.8,-0.8590
23496421152326,1,-428.32,374.64,-0.92430,-189.0,196.3,-426.79,356.52,-0.93796,-108.7,148.2,-20.5,32.7,-0.8272
23496437308664,1,-428.32,374.64,-0.92430,-189.0,196.3,-428.62,359.02,-0.93796,-117.2,159.8,-48.6,74.0,-0.7954
23496453451942,1,-438.27,383.91,-0.99966,-185.2,192.3,-430.52,361.61,-0.93796,-118.3,161.3,-66.6,96.1,-0.7636
23496469632606,1,-447.81,392.94,-1.05225,-164.8,173.6,-432.43,364.22,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496485799710,1,-447.81,392.94,-1.05225,-164.8,173.6,-434.35,366.83,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496501950379,1,-447.81,392.94,-1.05225,-164.8,173.6,-436.26,369.43,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496518122382,1,-447.81,392.94,-1.05225,-164.8,173.6,-438.17,372.04,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496534330013,1,-447.81,392.94,-1.05225,-164.8,173.6,-440.09,374.65,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496550516563,1,-447.81,392.94,-1.05225,-164.8,173.6,-442.00,377.27,-0.93796,-118.3,161.3,-144.7,193.6,1.3703
23496566690239,1,-451.53,393.75,-1.10763,-28.3,47.2,-443.92,379.87,-0.93796,-118.3,161.3,5.0,10.6,-0.3065
23496582856086,1,-451.53,393.75,-1.10763,-28.3,47.2,-445.83,382.48,-0.93796,-118.3,161.3,-8.8,29.4,-0.1802
23496599018190,1,-451.53,393.75,-1.10763,-28.3,47.2,-447.74,385.09,-0.93796,-118.3,161.3,-24.4,50.2,-0.0539
23496615228799,1,-451.53,393.75,-1.10763,-28.3,47.2,-449.66,387.70,-0.93796,-118.3,161.3,-55.4,94.3,0.0724
23496631383423,1,-451.53,393.75,-1.10763,-28.3,47.2,-451.57,390.31,-0.93796,-118.3,161.3,-77.3,126.0,0.1987
23496647531082,1,-451.53,393.75,-1.10763,-28.3,47.2,-453.48,392.91,-0.93796,-118.3,161.3,-77.3,126.0,0.1987
23496663963714,1,-454.54,400.69,-1.03155,-106.4,136.3,-455.42,395.56,-0.93796,-118.3,161.3,-99.0,155.2,0.3250
23496680116498,1,-454.54,400.69,-1.03155,-106.4,136.3,-457.33,398.17,-0.93796,-118.3,161.3,-179.3,223.6,1.5646
23496696241479,1,-454.54,400.69,-1.03155,-106.4,136.3,-459.24,400.77,-0.93796,-118.3,161.3,-178.9,226.7,1.5646
23496712352065,1,-454.54,400.69,-1.03155,-106.4,136.3,-461.15,403.36,-0.93796,-118.3,161.3,-178.0,230.3,1.5646
23496728471810,1,-454.54,400.69,-1.03155,-106.4,136.3,-463.05,405.96,-0.93796,-118.3,161.3,-177.4,232.2,1.5646
23496744616672,1,-454.54,400.69,-1.03155,-106.4,136.3,-464.96,408.57,-0.93796,-118.3,161.3,-176.8,233.5,1.5646
23496760736739,1,-457.06,404.27,-0.98696,-89.1,117.0,-466.87,411.17,-0.93796,-118.3,161.3,-176.1,234.8,1.5646
23496776874471,1,-461.35,410.83,-0.95939,-92.7,135.6,-468.78,413.77,-0.93796,-118.3,161.3,-51.6,117.0,-0.8579
23496792987090,1,-461.35,410.83,-0.95939,-92.7,135.6,-470.68,416.37,-0.93796,-118.3,161.3,-30.4,86.3,-1.0870
23496809116822,1,-461.35,410.83,-0.95939,-92.7,135.6,-472.59,418.97,-0.93796,-118.3,161.3,-65.3,132.8,-1.2341
23496825241988,1,-461.35,410.83,-0.95939,-92.7,135.6,-474.50,421.57,-0.93796,-118.3,161.3,-73.8,146.3,-1.3703
23496841381194,1,-461.35,410.83,-0.95939,-92.7,135.6,-476.41,424.17,-0.93796,-118.3,161.3,-104.2,187.7,-1.3703
23496857538175,1,-461.35,410.83,-0.95939,-92.7,135.6,-478.32,426.78,-0.93796,-118.3,161.3,-115.5,204.0,-1.3703
23496873683486,1,-475.99,426.01,-0.90443,-115.4,152.2,-480.23,429.38,-0.93796,-118.3,161.3,-169.3,176.1,1.3703
23496889818084,1,-475.99,426.01,-0.90443,-115.4,152.2,-482.14,431.98,-0.93796,-118.3,161.3,-184.4,216.6,1.3703
23496905939921,1,-475.99,426.01,-0.90443,-115.4,152.2,-484.04,434.58,-0.93796,-118.3,161.3,-201.1,240.7,1.3703
23496922094422,1,-475.99,426.01,-0.90443,-115.4,152.2,-485.96,437.19,-0.93796,-118.3,161.3,-221.8,270.6,1.3703
23496938259164,1,-475.99,426.01,-0.90443,-115.4,152.2,-487.87,439.80,-0.93796,-118.3,161.3,-222.4,278.7,1.3703
23496954472771,1,-475.99,426.01,-0.90443,-115.4,152.2,-489.78,442.41,-0.93796,-118.3,161.3,-221.6,283.0,1.3703
23496970688289,1,-494.99,447.48,-0.90963,-180.0,165.1,-491.70,445.03,-0.93796,-118.3,161.3,-219.4,284.9,1.3703
23496986917189,1,-494.99,447.48,-0.90963,-180.0,165.1,-493.62,447.64,-0.93796,-118.3,161.3,-38.8,84.3,-1.3330
23497003158920,1,-494.99,447.48,-0.90963,-180.0,165.1,-495.54,450.26,-0.93796,-118.3,161.3,-38.8,84.3,-1.3703
23497019315907,1,-494.99,447.48,-0.90963,-180.0,165.1,-497.46,452.87,-0.93796,-118.3,161.3,-38.8,84.3,-1.3703
23497035501473,1,-494.99,447.48,-0.90963,-180.0,165.1,-499.37,455.48,-0.93796,-118.3,161.3,-38.8,84.3,-1.3703
23497051610892,1,-494.99,447.48,-0.90963,-180.0,165.1,-501.28,458.08,-0.93796,-118.3,161.3,-38.8,84.3,-1.3703
23497067728029,1,-499.60,452.29,-0.92839,-202.6,215.3,-503.18,460.68,-0.93796,-118.3,161.3,-38.8,84.3,-1.3703
23497083866237,1,-512.33,467.02,-0.91424,-222.6,240.9,-505.09,463.28,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497099985287,1,-512.33,467.02,-0.91424,-222.6,240.9,-507.00,465.88,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497116098225,1,-512.33,467.02,-0.91424,-222.6,240.9,-508.90,468.48,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497132196439,1,-512.33,467.02,-0.91424,-222.6,240.9,-510.81,471.07,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497148322734,1,-512.33,467.02,-0.91424,-222.6,240.9,-512.71,473.67,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497164631286,1,-512.33,467.02,-0.91424,-222.6,240.9,-514.64,476.30,-0.93796,-118.3,161.3,-156.8,202.6,1.3703
23497180790218,1,-521.36,478.90,-0.92714,-38.9,89.7,-516.56,478.91,-0.93796,-118.3,161.3,-23.6,104.4,-1.3703
23497196938888,1,-521.36,478.90,-0.92714,-38.9,89.7,-518.47,481.51,-0.93796,-118.3,161.3,-44.6,133.3,-1.3703
23497213009733,1,-521.36,478.90,-0.92714,-38.9,89.7,-520.37,484.11,-0.93796,-118.3,161.3,-44.6,133.3,-1.3703
23497229122443,1,-521.36,478.90,-0.92714,-38.9,89.7,-522.27,486.70,-0.93796,-118.3,161.3,-64.0,162.3,-1.3703
23497245224960,1,-521.36,478.90,-0.92714,-38.9,89.7,-524.18,489.30,-0.93796,-118.3,161.3,-83.1,189.3,-1.3703
23497261358909,1,-521.36,478.90,-0.92714,-38.9,89.7,-526.09,491.90,-0.93796,-118.3,161.3,-107.6,224.1,-1.3703
23497277507659,1,-530.17,490.00,-0.94544,-120.1,152.9,-528.00,494.51,-0.93796,-118.3,161.3,-119.6,230.1,-1.3703
23497293635188,1,-530.17,490.00,-0.94544,-120.1,152.9,-529.90,497.11,-0.93796,-118.3,161.3,-168.2,182.5,1.3703
23497309747771,1,-530.17,490.00,-0.94544,-120.1,152.9,-531.81,499.71,-0.93796,-118.3,161.3,-169.5,184.5,1.3703
23497325852248,1,-530.17,490.00,-0.94544,-120.1,152.9,-533.71,502.30,-0.93796,-118.3,161.3,-172.0,188.5,1.3703
23497341971279,1,-530.17,490.00,-0.94544,-120.1,152.9,-535.62,504.90,-0.93796,-118.3,161.3,-171.4,187.5,1.3703
23497358129297,1,-530.17,490.00,-0.94544,-120.1,152.9,-537.53,507.51,-0.93796,-118.3,161.3,-174.1,192.0,1.3703
23497374272366,1,-532.72,492.19,-0.92689,-106.8,162.2,-539.44,510.11,-0.93796,-118.3,161.3,-169.3,184.3,1.3703
